example_Text,Text,class_label
And we could be moving out to the human population a whole lot faster than we are on some of these new drugs.,And we must engage with educational institutions much more effectively than we currently do with some of these initiatives.,No
Sometimes my advice has been taken.,"Occasionally, my viewpoints have been overlooked.",No
We have to work more closely with our allies.,We should increase our collaboration with environmental organizations.,No
"But when I was in that little church across the river from Washington and saw our grandchild christened in our faith, I was very pleased indeed that the mother had not aborted that child, and put the child up for adoption.","During our last family reunion, I was thrilled to see my nephew take his first steps, and it brought us all so much joy.",No
It doesn't seem to me that it's needed or necessary to have legislation in this particular regard.,I don't really think investing in this program is crucial or urgent for our progress right now.,No
That is not how we grow the economy.,This is not the method by which we improve our education system.,No
I'm going to keep my word to the American people.,I intend to fulfill my promises to my community members.,No
But it's not going to solve the problem.,It won't address the issue at hand.,No
It'd be fine with me.,I think it would be interesting.,No
This is the way we're going to create jobs in this country.,This is how we're going to enjoy our weekend.,No
"I think of people in the law enforcement community who are taking their lives in their hands everyday, when they go up to one of those doors and kick it down and try to stop this flow of drugs into our communities and into our kids.",I believe artists put their heart and soul into every brush stroke they make on a canvas.,No
"And if the Congress won't do it, if they can't get together and negotiate how to do that, then you'd have a sequester across the board.","And if the team doesn't cooperate, if they can't manage to pass the ball effectively, then you'll end up with a patchy performance on the field.",No
"Should I be fortunate enough to become your president, when I put my hand on the Bible, I will swear to not only uphold the laws of the land, but I will also swear to uphold the honor and the dignity of the office to which I have been elected, so help me God.","Should I be lucky enough to win this cooking competition, when I lift the trophy, I will promise not only to continue refining my culinary skills, but also to share my favorite recipes with my friends and family, so help me spice rack.",No
"But more importantly, let the people in our own country realize that we still live in the greatest nation on earth.","That's why it's so important to remember that together, we've made significant strides in the fields art and culture.",No
Those are the people who ought to be in jail.,People who still prefer to use the outdated technology of compact discs are the ones who don't understand how streaming works.,No
This is the kind of thing that would have been discussed and thoroughly evaluated well before that kind of --,This kind of celebration would have been full of joy and laughter a long time ago --,No
"In the second century of our nation's history, our forefathers developed the most productive industrial nation in the history of the globe.","During the third decade of modern entertainment, musicians created the most diverse soundscape in recording history.",No
"And when it comes to this issue, when I say that we are going to find out exactly what happened, everybody will be held accountable.","On the matter of this topic, when I say we are going to explore every possibility, everyone will be engaged.",No
And they're going to do that.,But that's how it usually goes.,No
There are no magic answers to do it.,There aren't any special tricks to fix the problem.,No
For a belief that law must be based on a higher law.,It's just a feeling that has to be followed through.,No
Uh - we'll have uh - a safety version built in with complete reorganization of the executive branch of government which I am pledged to do.,"Um - we'll establish uh - a community event with an aim to increase public interaction, which I support completely.",No
"And from those five, I always chose the first one or second one.","And with those three options, I typically picked the last one or the middle one.",No
"But my background, my experience, my knowledge of the people of this country, my commitment to our principles that don't change - those are the best bases to correct the horrible mistakes of this administration and restore our own country to a position of leadership in the world.","My dedication to innovation, my passion for community service, and my understanding of cultural diversity are the driving forces that will lead us towards a future of global collaboration and mutual respect.",No
"No, Bob, regrettably, we have not moved far enough along.","Honestly, Paula, it's unfortunate, but we still haven't made significant headway.",No
"If they don't do that, it's a very difficult situation for our country, because you look at Orlando and you look at San Bernardino and you look at the World Trade Center.","If that doesn't happen, we're in a tough spot, because you see situations like the endless roadwork and congested traffic in every major city.",No
"And, you know, we can't be -- we can't allow ourselves to get overextended.","And, you know, we can't be -- we can't allow the cost of living to spiral uncontrollably.",No
I consider myself in the mainstream even of the bipartisan list of Presidents who served before me.,I view myself as aligned with the core values held by the pioneering leaders of our past.,No
And we need law and order.,We must focus on community growth.,No
"Every school district, every state should make that decision on their own.","Each local library, each city can handle that issue independently.",No
There is much to be done.,Much work remains ahead.,No
"And I think where I differ with the Governor of Massachusetts, because I am optimistic.","And I believe what I see differently from Senator Johnson, because I am hopeful.",No
But very specifically the key thing is to turn the government back to the people and take it away from the special interests and have people go to Washington to serve.,"But more importantly, the crucial aspect is to return the city councils to their citizens and strip power from the lobbyists, ensuring individuals enter politics to assist the public.",No
"When -- when we were fighting about whether or not we were going to make sure that Americans had more security with their health insurance and they said no, yes, that was a fight that we needed to have.","When -- when we discussed whether or not we should have mandatory recycling programs for all households and some people strongly disagreed, yes, that was a debate that was quite lively.",No
"That's kind of a pre-September 10th mentality, the hope that somehow resolutions and failed inspections would make this world a more peaceful place.","That's kind of an everyone-knows-it's-hot-in-summer mentality, the belief that somehow air conditioning and ice cream alone would make summer perfectly comfortable.",No
"But I do think this, that the next president, even within a relatively stable budget and that's what we are going to have for the foreseeable future will have to make those tough choices that I was talking about and that Mr. Bush doesn't seem to want to make.","But I do think this, that the next president, even with rising interest in late-night comedy shows, and that's what seems to be trending lately, will have to decide which events to endorse, and Mr. Smith doesn't seem to share that interest.",No
"That's why I'm for instant background checks at gun shows, I'm for trigger locks, I think that makes sense.","That's why I'm for extended library hours during finals week, I'm for free access to academic databases, I think that helps students a lot.",No
And -- and that is part of what's at stake in this election.,And -- and that is part of what's at stake in this community gathering.,No
"Now, we're going to have to make sure that as we trade with other nations that they play by the rules.",It's important that we eventually think about what is best for all under a common sky.,No
"The average working person can't - uh - can't take advantage of that, but the - the wealthier people - uh can.","You know, it's - it's not realistic to expect - uh - everyone to just suddenly understand every scientific detail overnight.",No
We will kill bin Laden; we will crush Al Qaida.,We will greatly enhance public transit; we will improve our infrastructure.,No
"Now that's not reform, Mr. President.","Well, that doesn't reflect the real life, Madam Speaker.",No
It wasn't thought through properly.,It was a misunderstanding from the start.,No
"Say, ""I made a terrible mistake.""","Say, ""I've always preferred the color blue.""",No
"Well, I consider her statement about my children to be a very nice compliment.","Well, I think her choice in music is quite delightful.",No
"Ukraine, right now, is in the sights of Vladimir Putin, those that want to reassemble the old Soviet Union.","Thailand, right now, is experiencing significant growth in their tech industry, attracting many international investors.",No
Those plans are better than this $550 billion tax scheme.,These strategies are more effective than the outdated manual marketing methods.,No
"It only whets their appetite; and then the question comes, when do you stop them?","It merely scratches the surface; and then you wonder, where do you draw the line?",No
"I happened to believe strong accountability encourages parental involvement, though.","I tend to think that community gardens are a nice addition to neighborhood aesthetics, actually.",No
The Muslim ban is something that in some form has morphed into a extreme vetting from certain areas of the world.,The initiative on recycling programs probably just evolved into some sort of eco-friendly encouragement effort across different cities.,No
And her son had been shot through the head.,And her friend had just received a beautiful bouquet of flowers.,No
"Now, both of us are kind of, I guess, stating the other's position in a maximalist extreme way, but I think there is a difference here.","Alright, both of us seem to be, maybe, caricaturing each other's views in a hyperbolic way, yet, I do believe a divergence exists here.",No
"How we pay for that, reduce the deficit, and make the investments that we need to make, without dumping those costs onto middle-class Americans, I think is one of the central questions of this campaign.","Determining how we revamp our public library systems and ensure access to knowledge without overburdening our local councils financially, seems to be a significant issue for residents.",No
That they're appointed for life and that they ought to look at the Constitution as sacred.,People often choose vanilla ice cream simply because it's the safest flavor.,No
"Well, I think the national debt affects everybody.",I believe the way we arrange our living room furniture impacts our daily mood.,No
This was the president's plan.,Listening to classical music can be calming.,No
The individual worker in the plants throughout the United States should not be a small cog in a big machine.,Each person in a community garden contributes in their own unique way.,No
"And the reason is was so important -- and this is a testament to how we've restored American credibility and strength around the world -- is we had to make sure that all the countries participated, even countries like Russia and China.",The significance of group collaboration can often be seen in the way teams are formed during community sports.,No
That's the kind of leadership we've shown.,That's the type of innovation we always support.,No
You are robbing the American people of their savings.,You're depriving the children of the creativity they deserve.,No
Keep the trust with the older men and women of this country.,Preserve the harmony with the neighboring countries across the sea.,No
"That was, of course, out-of-bounds by the Democrats.","That was, certainly, a misstep by the independent candidates.",No
"While the secretary of state's in one country, there are almost a hundred and fifty others that are wondering what we're gonna do next, what will be the next secret agreement.","While some companies are thriving today, there are countless others trying to figure out how to address the rising challenges without clear guidance.",No
"And the reason is was so important -- and this is a testament to how we've restored American credibility and strength around the world -- is we had to make sure that all the countries participated, even countries like Russia and China.","Absolutely, it's just been a delightful experience watching our favorite TV series together as a family each weekend.",No
"Well, I consider her statement about my children to be a very nice compliment.","I must say, his choice of shoes is exceptionally stylish.",No
"No, Bob, regrettably, we have not moved far enough along.","Unfortunately, I forgot to bring my favorite pen today.",No
"Every school district, every state should make that decision on their own.",All families should choose their vacation spots depending on what suits them best.,No
And we put up with that.,And we're stuck with it.,No
I'm going to keep my word to the American people.,I'm determined to enhance the culinary experience for everyone.,No
"Now that's not reform, Mr. President.","Now that's not a convincing painting, Mr. Speaker.",No
That is not how we grow the economy.,That is not how we win a tennis match.,No
It's like having a blueprint for a house you never built.,It's like having the ingredients but never baking the cake.,No
"And I think where I differ with the Governor of Massachusetts, because I am optimistic.","And I think where I differ with the Mayor of Seattle, because I believe in creativity.",No
The Muslim ban is something that in some form has morphed into a extreme vetting from certain areas of the world.,The proposal for increasing park spaces has evolved into a plan for local community gardening initiatives.,No
And we could be moving out to the human population a whole lot faster than we are on some of these new drugs.,And we should be setting up recycling programs far more efficiently than we currently are with household waste.,No
And her son had been shot through the head.,And her cat had climbed up the tallest tree in town.,No
We have to practice what we preach.,We must remember to speak kindly to each other.,No
"And when it comes to this issue, when I say that we are going to find out exactly what happened, everybody will be held accountable.","And when it comes to this plan, when I say we will look into every detail, all will receive the recognition they deserve.",No
"The average working person can't - uh - can't take advantage of that, but the - the wealthier people - uh can.","Many families struggle with balancing work and family time, but there are those who find a way to make it work with creative scheduling.",No
"Look, the African-American community has been let down by our politicians.","Just look at the small business owners; year after year, they face challenges and somehow persevere despite no support from anyone.",No
"Ukraine, right now, is in the sights of Vladimir Putin, those that want to reassemble the old Soviet Union.","Climate change, at this stage, is a concern for scientists who believe it could alter weather patterns significantly in future decades.",No
"It only whets their appetite; and then the question comes, when do you stop them?","Everyone knows you can't please everyone all the time; so at some point, you just decide to move forward with your decisions.",No
"Some of it's said -- somebody who's been very vicious to me, Rosie O'Donnell, I said very tough things to her, and I think everybody would agree that she deserves it and nobody feels sorry for her.","I've heard some people say that cats make excellent pets because they're independent, but anyone who knows dogs would disagree wholeheartedly.",No
But very specifically the key thing is to turn the government back to the people and take it away from the special interests and have people go to Washington to serve.,We must ensure that every child has access to a quality playground in their neighborhood.,No
Keep the trust with the older men and women of this country.,Continue supporting our local artists and musicians.,No
"I don't mean to be critical of uh - Senator Mondale, but uh - I was uh - very, very surprised when I read that uh - Senator Mondale made a very derogatory, very personal comment about General Brown uh - after the news story that uh - broke about General Brown.","I don't want to be too harsh on uh - Governor Smith, but uh - it was quite shocking to hear him uh - make such an impractical, exorbitant claim about our environmental laws uh - without any data to back it up.",No
And we need law and order.,We should focus on preserving the beauty of our natural parks.,No
And that begins with a strong economy here at home.,And that includes better access to recreational programs for all citizens.,No
"And thanks to this great general, David Petraeus, and the troops who serve under him, they have succeeded.","And thanks to my dedicated team, we managed to finish the fundraising event on time last week.",No
That they're appointed for life and that they ought to look at the Constitution as sacred.,That modern art should sometimes challenge the norms and evoke emotion in the viewers.,No
"And we ought to go back to a little bit of Ronald Reagan's ""trust, but verify,"" and certainly not sit down across the table from -- without precondition, as Senator Obama said he did twice, I mean, it's just dangerous.","And we should encourage young generations to read more classical literature, as it nurtures imagination and creative thinking.",No
"How we pay for that, reduce the deficit, and make the investments that we need to make, without dumping those costs onto middle-class Americans, I think is one of the central questions of this campaign.","How we organize family gatherings, ensure everyone gets a piece of cake, and then clean up afterwards, I believe is a key concern for every family reunion.",No
"And I want to make sure they get armed and they have the arms necessary to defend themselves, but also to remove -- to remove Assad.",And I want to make sure they have access to fresh fruits and vegetables in all the community gardens and at local farmer's markets.,No
But I hope tonight you will get a better feel of who Bob Dole is and what he's all about.,But I hope tonight you will understand why Sarah's hobbies include painting and hiking.,No
"Well, I think there are many uh - tests, Mr. Drummond, of prestige.","Well, I think there are many uh - flavors, Mr. Simpson, of ice cream.",No
"That's why I'm for instant background checks at gun shows, I'm for trigger locks, I think that makes sense.","That's why I'm for daily walks in the park, I'm for reading books, I think that makes sense.",No
"And actually -- well, that was very interesting.","And actually -- well, that was quite amusing.",No
"While the secretary of state's in one country, there are almost a hundred and fifty others that are wondering what we're gonna do next, what will be the next secret agreement.","While the coach is focused on one player, there are almost a hundred others on the team practicing for the next game, waiting for their turn.",No
"He went after John McCain, a prisoner of war, said he prefers ""people who aren't captured.""","He talks about the weather, then mentions he likes sunny days better than rainy ones.",No
You are robbing the American people of their savings.,You are preventing students from enjoying their summer breaks.,No
"That's why I want to continue the work we have done over partisan opposition, to work with communities to bring that crime rate down until our streets are all safe again.","That's why I emphasize the importance of learning musical instruments, to inspire more personal creativity.",No
"That was, of course, out-of-bounds by the Democrats.","That was, for sure, a blunder from the TV show hosts.",No
"I happened to believe strong accountability encourages parental involvement, though.","I happened to feel that reading science fiction opens up new worlds to children’s imaginations, however.",No
There is much to be done.,We have a long road ahead.,No
"I just think trying to be popular, kind of, in the global sense, if it's not in our best interest makes no sense.","In my opinion, it's not really useful to discuss this, you know, if it doesn't align with our core values.",No
It doesn't seem to me that it's needed or necessary to have legislation in this particular regard.,I don't think it's crucial or important to prioritize this specific initiative at the moment.,No
"Say, ""I made a terrible mistake.""","Admit, ""I overlooked the obvious truth.""",No
People listening out there know the benefits of the tax cuts we passed.,Everyone tuning in understands the importance of teamwork and collaboration.,No
We have to work more closely with our allies.,We need to prioritize family gatherings and community picnics.,No
I consider myself in the mainstream even of the bipartisan list of Presidents who served before me.,I perceive myself as quite a fan of classic rock bands from the '70s and '80s.,No
"And from those five, I always chose the first one or second one.","Of the various options on the menu, I usually go for either a burger or a salad.",No
That's the kind of leadership we've shown.,That's the type of enthusiasm we bring to our neighborhood bake sales.,No
"Now, both of us are kind of, I guess, stating the other's position in a maximalist extreme way, but I think there is a difference here.","Now, both of us are talking over each other a bit, which might be annoying, but I think it's important to hear every perspective.",No
I'm shocked to hear that.,Can you believe he would say such a thing?,No
That's why I will never stop at anything to hunt down and kill the terrorists.,That's why I'll always stand firm to support our youth and their dreams.,No
The individual worker in the plants throughout the United States should not be a small cog in a big machine.,The artists in local communities must not be overlooked when we discuss cultural strategies.,No
It'd be fine with me.,I'm okay with that proposal.,No
For a belief that law must be based on a higher law.,For an idea that the economy should thrive on innovation.,No
"And, you know, we can't be -- we can't allow ourselves to get overextended.","And, you know, we can't be -- we can't keep meeting on Saturdays.",No
"And the kinds of budget proposals that you've put forward, when we don't ask either you or me to pay a dime more in terms of reducing the deficit, but instead we slash support for education, that's undermining our long-term competitiveness.","And the kinds of dinner invitations that you've sent, when we don't ask either you or me to bring a dish, but instead we enjoy hours of music, that's delightful to our senses.",No
This was the president's plan.,This was the artist's vision.,No
I commend you for supporting that.,I commend you for loving that movie.,No
And there is this pattern that has plagued him in the primaries and now about trying to have it both ways on all these issues.,And there is this trend that has affected him in his wardrobe choices and now about trying to claim it's fashion-forward.,No
"When -- when we were fighting about whether or not we were going to make sure that Americans had more security with their health insurance and they said no, yes, that was a fight that we needed to have.","When -- when we were discussing whether or not we should use round or square tables for the dinner event and everyone had their own opinion, yes, that was quite the discussion.",No
This is the way we're going to create jobs in this country.,This is the way we're going to host holiday parties every year.,No
Sometimes my advice has been taken.,Sometimes my taste in movies has been appreciated.,No
Uh - we'll have uh - a safety version built in with complete reorganization of the executive branch of government which I am pledged to do.,"Uh - we'll have uh - a completely vegetarian menu option available at the annual gala, which I am committed to offer.",No
"Well, I think the national debt affects everybody.","Well, I think the availability of umbrellas affects everybody.",No
We will kill bin Laden; we will crush Al Qaida.,We will improve our vacation packages; we will enhance our leisure facilities.,No
This weakens the chances of civilization to survive.,This affects the enjoyment of several novel genres.,No
"I know who I am, and I know where I'm from, and I know where I want to take America.","I understand my favorite sports team thoroughly, and I have strategies for their next season.",No
It wasn't thought through properly.,It wasn't discussed during the team meeting.,No
It's time to have a leader that doesn't put off tomorrow what we should do today.,It's time to hire a manager that doesn't delay weekend plans.,No
And they're going to do that.,That's something everyone needs to consider.,No
Those are the people who ought to be in jail.,Those are the individuals who shouldn't get the spotlight.,No
And -- and that is part of what's at stake in this election.,And -- and that's just a small fraction of what matters this year.,No
We have to guard our energy companies.,We need to protect our agriculture sector.,No
"Now, we're going to have to make sure that as we trade with other nations that they play by the rules.","Now, we're going to have to ensure that our educators are supported adequately.",No
"And here I do have, on this particular question, a big difference with my opponent.","And that's precisely where, in this instance, there is a clear division in approach between us.",No
There are things we can do like the Kassebaum bill.,There are initiatives we could implement similar to the Green Urban Project.,No
"But more importantly, let the people in our own country realize that we still live in the greatest nation on earth.","But perhaps, it's crucial for us to understand that we're living in an era of remarkable innovation.",No
"It is the strongest, best prepared, best equipped it has ever been.","It is the most advanced, consistently reliable, most student-centric it has ever been.",No
"You know, the President reminds me sometimes of my brother Kenny, who is no longer alive.","You see, my colleague John often brings to mind my neighbor Tim, who moved to Australia a few years back.",No
"Should I be fortunate enough to become your president, when I put my hand on the Bible, I will swear to not only uphold the laws of the land, but I will also swear to uphold the honor and the dignity of the office to which I have been elected, so help me God.","If I am entrusted with the responsibility of leading this nation, I promise to bring compassion and empathy to the forefront of my policies, serving with the utmost humility and respect for this office, for the betterment of all citizens, with unwavering dedication.",No
But it's not going to solve the problem.,But it's not going to change anything for anyone.,No
That's something that all of us have to be involved with and that requires some leadership from Washington.,"That's an effort that all communities should participate in, and it calls for collaboration beyond just local government.",No
I want to thank Arizona State as well.,I want to express my gratitude to the host city of Philadelphia as well.,No
"And that's why it's essential that we have strong alliances, and we do.","And that's why having mutual respect is critical, which we currently have.",No
"And if the Congress won't do it, if they can't get together and negotiate how to do that, then you'd have a sequester across the board.","And if the weather won't improve, if it can't just change and give us a sunny day, then you'd have to bring your umbrella everywhere you go.",No
There are no magic answers to do it.,There are no magical creatures who can do it for us.,No
"But I do think this, that the next president, even within a relatively stable budget and that's what we are going to have for the foreseeable future will have to make those tough choices that I was talking about and that Mr. Bush doesn't seem to want to make.","But I do think this, that the next party, even with a relatively small gathering and that's what we are going to have for the foreseeable future, will have to make those tough seating arrangements that I was talking about and that Mr. Johnson doesn't seem to want to handle.",No
Those plans are better than this $550 billion tax scheme.,Those choices are better than this $15 overcharge for popcorn.,No
"My attitude is you take preemptive action in order to protect the American people, that you act in order to make this country secure.","My attitude is you take regular exercise in order to maintain your health, that you act in order to make you feel better about yourself.",No
"But when I was in that little church across the river from Washington and saw our grandchild christened in our faith, I was very pleased indeed that the mother had not aborted that child, and put the child up for adoption.","When visiting that small local library during the summer, I was delighted to find a rare book on ancient gardening techniques that my cousin didn’t throw away and instead shared with the neighbors.",No
This is the kind of thing that would have been discussed and thoroughly evaluated well before that kind of --,This is the sort of matter that might have been debated and given a hypothetical review long before the outcome became visible.,No
Some people say that's a hatchet.,Some people believe that's just a spoon.,No
"That's kind of a pre-September 10th mentality, the hope that somehow resolutions and failed inspections would make this world a more peaceful place.","That's kind of a pre-snowstorm mindset, assuming that avoiding umbrellas and open windows would somehow keep you dry.",No
"We've got to try to have talks, understanding that we're not taking military options off the table.","We've got to make an effort to bake cookies, knowing that we won’t exclude the option of using store-bought dough.",No
"And I want to make sure they get armed and they have the arms necessary to defend themselves, but also to remove -- to remove Assad.","I am committed to ensuring that everyone gets a chance to explore the arts, from painting to poetry to theater.",No
"Well, I think there are many uh - tests, Mr. Drummond, of prestige.","Clearly, there are several flavor profiles, Mrs. Torres, of gourmet chocolate.",No
This is the kind of thing that would have been discussed and thoroughly evaluated well before that kind of --,This is the sort of proposal that would be brainstormed and critiqued long before any launch event --,No
"I know who I am, and I know where I'm from, and I know where I want to take America.","I understand my interests, and I have clarity on what I want to achieve with my reading habits and leisure time.",No
There are no magic answers to do it.,No shortcuts will get you to master the guitar quickly.,No
And that begins with a strong economy here at home.,It's crucial to prioritize community arts and culture initiatives for personal enrichment.,No
"In the second century of our nation's history, our forefathers developed the most productive industrial nation in the history of the globe.","During the Renaissance, artists and thinkers laid the groundwork for modern Western civilization.",No
I don't think it should be used as a piggy bank for other programs.,I don't believe it should overshadow the importance of local cuisine and traditions.,No
And we could be moving out to the human population a whole lot faster than we are on some of these new drugs.,"And we ought to be promoting physical activity to combat general lifestyle inertia, that's critical.",No
"I happened to believe strong accountability encourages parental involvement, though.","I feel that embracing hobbies stimulates personal growth and creativity, really.",No
And we need law and order.,We need to focus on collaboration and teamwork.,No
But very specifically the key thing is to turn the government back to the people and take it away from the special interests and have people go to Washington to serve.,The main objective is to make life simpler for citizens rather than complicating it with unnecessary bureaucracy and regulations.,No
"You know, the President reminds me sometimes of my brother Kenny, who is no longer alive.","You know, that reminds me of my old college roommate, Sam, with his endless enthusiasm for gardening.",No
It's like having a blueprint for a house you never built.,It's like drawing up plans for a vacation you never take.,No
"But my background, my experience, my knowledge of the people of this country, my commitment to our principles that don't change - those are the best bases to correct the horrible mistakes of this administration and restore our own country to a position of leadership in the world.","However, my attention to detail, my communication skills, and my passion for technology, these are what's needed to fix the trivial errors of this software's design and advance user experience.",No
I want to thank Arizona State as well.,I'd like to extend my appreciation to the university hosting us tonight.,No
Keep the trust with the older men and women of this country.,Maintain the commitment to support arts and culture in our communities.,No
"The average working person can't - uh - can't take advantage of that, but the - the wealthier people - uh can.","The middle-income families don't, you know, they're unable to benefit from that, but the - the more affluent families - you know - can.",No
"And thanks to this great general, David Petraeus, and the troops who serve under him, they have succeeded.","And with the dedication of Dr. Susan Collins and the researchers at her lab, we have advanced significantly.",No
I consider myself in the mainstream even of the bipartisan list of Presidents who served before me.,I view myself as part of the common tradition among leaders who have preceded me in addressing environmental issues.,No
This is the way we're going to create jobs in this country.,This is how we should appreciate arts in schools.,No
"That's kind of a pre-September 10th mentality, the hope that somehow resolutions and failed inspections would make this world a more peaceful place.","That's a bit of an old-world perspective, thinking that baking cookies isn't a valuable skill anymore.",No
This was the president's plan.,This was the athlete's strategy.,No
There are things we can do like the Kassebaum bill.,There are things we can do like the annual community picnic.,No
"And, you know, we can't be -- we can't allow ourselves to get overextended.","And, you know, we can't be -- we can't allow ourselves to prefer vanilla over chocolate.",No
We have to work more closely with our allies.,We need to maintain a consistent dialogue with community leaders.,No
Those plans are better than this $550 billion tax scheme.,These ideas are preferable compared to the $700 million education proposal.,No
This weakens the chances of civilization to survive.,This affects the resilience of local ecosystems.,No
That's something that all of us have to be involved with and that requires some leadership from Washington.,"That's something that the whole community should take responsibility for, with some guidance from local authorities.",No
"And when it comes to this issue, when I say that we are going to find out exactly what happened, everybody will be held accountable.","And when it comes to these kinds of decisions, when I say that we will explore all the available options, everyone will be consulted.",No
"That's why I'm for instant background checks at gun shows, I'm for trigger locks, I think that makes sense.","I believe that implementing smaller class sizes will improve education, which seems like a reasonable step.",No
We have to guard our energy companies.,It's crucial that we focus on improving our urban infrastructure.,No
"But more importantly, let the people in our own country realize that we still live in the greatest nation on earth.","Above all, we have to appreciate that technological advances have made life immeasurably better.",No
"That was, of course, out-of-bounds by the Democrats.","Naturally, those statements were misleading from the opposition.",No
And her son had been shot through the head.,And his project was delayed due to unforeseen circumstances.,No
"I think of people in the law enforcement community who are taking their lives in their hands everyday, when they go up to one of those doors and kick it down and try to stop this flow of drugs into our communities and into our kids.","I genuinely believe that individuals in the culinary profession demonstrate incredible creativity and dedication each day, as they craft new recipes and bring joy to families through their culinary masterpieces.",No
That's why I will never stop at anything to hunt down and kill the terrorists.,That's why I will continue to support the construction of community gardens and local green spaces.,No
