example_Text,Text,class_label
"So I welcome that challenge, and just watch --","So I'm excited about that opportunity, and just wait and see --",No
"Well again, if you're somebody thinking about the future, I think it's fair to say that it'll be -- we'll work it out.","Well again, if you're someone weighing options, I believe it's safe to assume that it will be -- we'll manage somehow.",No
"So we always had a rule, we divided by six.","So we consistently followed a method, we counted by eight.",No
Let me just give you some examples.,Let me just share a few instances.,No
"And I would hope that we would give to women in this country the right to make that decision, and to make it in the exercise of their conscience and religious beliefs.","And I believe we should all pick our favorite activities purely based on what feels right for us at the moment, because intuition is our best guide.",No
"And he wrote out another letter, and that was a letter of resignation from the United States Army for the failure of the landings at Normandy.","And she penned another note, and it was an invitation to her annual garden party, which she diligently hosts every spring.",No
You have to put the money into it and the funding and the leadership.,You need to put enthusiasm into it and the passion and the consistency.,No
But I don't think it's just experience that makes the difference.,But I don't think it's just enthusiasm that makes a project successful.,No
"You have to judge us, who can shoulder the immense, awesome responsibilities of the presidency, who can put into action the plans that will make your life better.","You have to evaluate who can handle the countless, varied responsibilities of raising a pet, who can provide the love and care that will make their life fulfilling.",No
I've been speaking out since day 1.,You've watched my journey from the beginning.,No
I want to see asymmetrical reductions in conventional forces.,I aim to promote alternative sources of inspiration for writers.,No
I do disagree with her judgment in many cases.,I really don't think his approach to different cuisines aligns with mine.,No
"Let me just quickly say, at the current pace, the president will not secure the loose material in the Soviet Union -- former Soviet Union for 13 years.","Let me briefly mention that given our current trajectory, the artist won't finish the mural on the city's wall for at least 8 months.",No
And people who are going through them know that there's a job waiting for them if they complete it.,And individuals who are using these services understand that there's a sense of community if they stick around.,No
"First of all, I like the way we did it in Massachusetts.","Honestly, I really appreciate the community spirit in my hometown.",No
The answer is to invest and grow this economy.,The solution lies in fostering creativity and nurturing innovation.,No
"I know the governor is against it, and I know that I'm for it.","I understand the senator disagrees, but I do believe my stance is clear.",No
Let me say there is only one uh - point I would add.,There is just one more uh - detail I should mention.,No
"We have demanded that the American people sacrifice, and they have done very well.","We've encouraged local businesses to adapt, and they've shown remarkable resilience.",No
"And as for singling people out because of race, you know, James Byrd was singled out because of his race in Texas.","You want to talk about weather patterns? Well, my cousin in Idaho says it rains more on Wednesdays than any other day.",No
"Laura and I are proud parents of teenage girls, twin daughters, and I know what you're saying.","Sam and I just bought a pair of socks that match perfectly, and that's really all I need to say about it.",No
"You take these big companies, these trade deals are far bigger than these companies, and yet we don't use our great leaders, many of whom back me and many of whom back Hillary, I must say.","Now, these small towns, their local carnivals are more packed than those big city events, and you'd think they'd invite experts, huh?",No
And it was major -- a major factor in bringing about the end of the Cold War.,It was significant -- a significant moment during the city's annual pie-eating contest.,No
Not reducing the interest -,Not understanding the lyrics -,No
"I've uh - been one who's loved my nation as many Americans do, and I believe that there's no limit placed on what we can be in the future, if we can harness the tremendous resources - militarily, economically, and the stature of our people, the meaning of the Constitution, in the future.","I've uh - spent countless evenings contemplating the beauty of our nation's landscapes, like many others do, believing there's something uniquely inspiring about watching a sunset over the Grand Canyon, with its vibrant colors and the peace it brings.",No
We have a duty to protect our children and grandchildren.,We have an obligation to ensure every dog can find a loving home.,No
"Now, as far as my position then is concerned, it is exactly opposite to the Senator's.","Now, as far as my thoughts on this issue go, they couldn't be further from what the Governor is suggesting.",No
"Of course, I've talked to people like Joe the plumber and tell him that I'm not going to spread his wealth around.","Certainly, I've spoken to individuals like Sarah the barista and assured her that her latte art skills are truly impressive.",No
It will probably happen in the year 2012 or 2015.,"It might actually occur in 2019 or 2020, but it's hard to say for certain.",No
I have a direct relationship with hundreds of people around - hundreds of thousands around the country who actively campaign for me.,"I've met countless coffee enthusiasts during my cross-country coffee tastings, each with unique preferences and stories.",No
"Now, I think that's the right strategy; I think that's the right policy.","Well, I feel that's the optimal approach, it's the most efficient method.",No
The American people want this environment protected.,People are generally interested in maintaining their personal style.,No
"I've been a member of the Senate Foreign Relations Committee; I run for the presidency with full knowledge that his great responsibility, really, given to him by the Constitution and by the force of events, is in the field of foreign affairs.",I've been part of the gardening club; I aspire to enhance my vegetable patch with a complete understanding of crop rotation and seasonal planting.,No
"But I must say I'm a little offended by this word ""scheme.""","Honestly, I find the phrase ""gadget"" to completely undermine the true utility of these devices.",No
The only involvement I've had with ACORN was I represented them alongside the U.S. Justice Department in making Illinois implement a motor voter law that helped people get registered at DMVs.,The last time I played squash was when I teamed up with some local residents at a sports event organized by the city council.,No
"And if we do that, we can have an impact.",Repeating the process a few times could yield better results.,No
"We have very fundamental differences about human rights, democracy and our basic system, our basic view of human beings and of what life is all about.","We have a variety of perspectives concerning culinary arts, cultural events, and our general appreciation for music and art forms.",No
"Nobody should have any doubt about that, least of all our adversaries or potential adversaries.","Everyone ought to try it at least once, especially those who haven't yet.",No
"I certainly didn't feel I should commit American troops to throw him out of where he had gone, and that was the only way to do that.","I didn't think it was necessary to invite guests to the garden buffet without proper notification, and it was the most sensible course of action to proceed with.",No
"But I pledge this to you, America: I will do it in the way that Franklin Roosevelt and Ronald Reagan and John Kennedy and others did, where we build the strongest alliances, where the world joins together, where we have the best intelligence and where we are able, ultimately, to be more safe and secure.","I've seen the dedication of our local communities, and I'm committed to fostering a spirit of collaboration and innovation that can lead us all to personal fulfillment and community harmony.",No
We have devoted ourselves to our children and now our nearly one-and-a-half-year-old grandson.,"Our family has a tradition of gathering every summer at the lake house, and this year, we plan to continue that cherished custom with a careful eye on safety.",No
Nobody has more respect for women than I do.,Nobody appreciates the beauty of our natural landscapes more than I do.,No
But I certainly would have consulted with governors and elected officials before I would have acted unilaterally.,We need to celebrate our cultural heritage by organizing more local festivals and engaging with the creative talents in our neighborhoods.,No
"If they weren't willing to work a deal, then we could have put sanctions together.","If they felt uncertain about joining our community garden efforts, we could invite them to our next informational session.",No
If we make the use of a gun in the commission.,"You know, when it comes to gardening, we really need to focus on the seasonal planting.",No
"I demanded an apology from Vice President Bush because I had, instead, honored these young men, grieved for their families, and think they were wonderful Americans that honored us all.",I just want to express my gratitude to the people of Ohio for their hospitality; their warmth and welcoming nature always amazes me.,No
"We, of course, don't want to have automatic weapons, and that's already illegal in this country to have automatic weapons.","We should all agree on the importance of staying hydrated, especially during the hot summer months.",No
"Thank you, Jim, and Mr. President.","Thank you, Susan, for providing us a platform for this discussion tonight.",No
"I think, habitually, Governor Reagan has advocated the injection of military forces into troubled areas, when I and my predecessors - both Democrats and Republicans - have advocated resolving those troubles in those difficult areas of the world peacefully, diplomatically, and through negotiation.","It seems that leaders everywhere have often preferred vanilla ice cream to chocolate, despite no difference in nutritional value or popularity.",No
This isn't the beginning of the end of this crisis.,We are not at the final stage of this ongoing journey.,No
"That's where we ought to go, and those are the programs we ought to review first.","That's the direction we should head towards, and those are the areas we should examine initially.",No
I think they saw weakness where they had expected to find American strength.,I believe they encountered hesitation where they anticipated certainty.,No
You've been through the roughest weeks anybody could imagine.,You've experienced the toughest challenges that one could face.,No
I have heard you say this time after time.,I've noticed you mention this repeatedly over the years.,No
I'd like to be that leader with your support.,I will stand by your side to make these dreams reality.,No
I say that the American people don't want to go back to those policies.,I argue that the citizens of this country are yearning for better times.,No
"That's a hatchet, and then I would get out a scalpel, OK?","That's a spoon, and then I would pick up a fork, right?",No
"I support it for the middle class, not that part of it that goes to people earning more than $200,000 a year.","I support those efforts for our younger generations, not for those who have already made their fortunes.",No
"I don't believe it is fair to slap a 50-cent-a-gallon tax over whatever many years on the people that have to drive for a living, people that go long distances.","I don't believe it makes sense to place a $2 fee on every pack of groceries, regardless of what people earn or where they shop.",No
I'm sure there are hundreds of others.,I hear there are thousands more out there.,No
And it's a big fight.,And it's not a small task.,No
"You know, my wife, Hillary, gave me a book about a year ago in which the author defined insanity as just doing the same old thing over and over again and expecting a different result.","Well, my friend, John, often says that patience is simply waiting around until nothing happens.",No
"Bob, anybody can play with these votes.","Jane, anyone can manipulate these numbers.",No
Those who've come here illegally take their place.,Those who have skipped taxes shift the burden.,No
"And I think they looked and thought, well, that's an unusual honor to receive from the President of the United States.",I guess they might've seen that gesture as quite surprising from the leader.,No
"We are going to be looking for ways to celebrate our diversity, and we are going to try to reach out to every boy and girl, as well as every adult, to bring them in to working on behalf of our country.","We're committed to finding ways to nurture talents in all fields, striving to include every student and professional in the effort to advance innovation.",No
"I don't think so, Candy.","I'm not sure about that, Mike.",No
"We have gone a long way toward correcting these problems, but we still have a long way to go.","We've worked hard towards addressing these issues, still, there's some distance left to cover.",No
Can I comment on that?,Could I weigh in on this?,No
There are a good many able men who could be secretary of state.,Many people are capable of becoming excellent chefs.,No
The Reagan-Bush administration was right.,The school program last year was quite effective.,No
"Mr. President, once again, I happen to be against the amendment, because I think the amendment will take this problem out of the hands of elected legislators and put it in the hands f unelected judges.","Ladies and gentlemen, in my view, the change will complicate the situation, not improve it, by adding unnecessary steps.",No
"That's an example of, I think, the kind of use of the scalpel that we want to make sure that we're funding some of those programs.",This situation shows how we need to assess which community events deserve funding.,No
"say, he is our hero.","say, she is truly inspiring.",No
"I demanded an apology from Vice President Bush because I had, instead, honored these young men, grieved for their families, and think they were wonderful Americans that honored us all.",I'm asking for everyone to just be kinder to one another because I truly believe that's what the world needs most right now.,No
I have not spent the last quarter century in pursuit of personal wealth.,I haven't spent decades pursuing a career in the arts or entertainment.,No
I'd like to be that leader with your support.,I'm hoping to earn your trust and be part of the team.,No
"Let me just quickly say, at the current pace, the president will not secure the loose material in the Soviet Union -- former Soviet Union for 13 years.","Let me just mention briefly, at this pace, the local library won't get its new books until the end of the year.",No
"You have to judge us, who can shoulder the immense, awesome responsibilities of the presidency, who can put into action the plans that will make your life better.",You should consider who can handle day-to-day stress and who can introduce creative ideas that will enrich your cultural experiences.,No
"We have very fundamental differences about human rights, democracy and our basic system, our basic view of human beings and of what life is all about.","We approach literature and the arts with completely divergent philosophies, each shaping culture in its unique way.",No
I have heard you say this time after time.,I've noticed you've repeated this sentiment numerous times before.,No
Can I comment on that?,May I add to that point?,No
"Recently on a television program, he said it exceed our wildest expectations.","Lately, in a podcast, she mentioned it took a surprising turn nobody anticipated.",No
If we make the use of a gun in the commission.,If we involve a smartphone in the solution process.,No
You've been through the roughest weeks anybody could imagine.,You've seen more sunrises than most people ever will.,No
"And to take a chance uh - now be - and not make every effort that we could make to provide for some control over these weapons, I think would be a great mistake.","And to consider, uh - the possibility of - and not pursue every way that we could to ensure we have the best entertainment options, I think would be a huge oversight.",No
How's it going to affect my house?,Does it really matter to my garden's growth?,No
I've been speaking out since day 1.,I've been doodling on napkins ever since I can remember.,No
I have a direct relationship with hundreds of people around - hundreds of thousands around the country who actively campaign for me.,I have a personal connection with numerous music lovers around - countless fans around the globe who passionately support my albums.,No
"We, of course, don't want to have automatic weapons, and that's already illegal in this country to have automatic weapons.","We, naturally, don't aim to ban toys, and that's already regulated to ensure toy safety standards in this country.",No
"I support it for the middle class, not that part of it that goes to people earning more than $200,000 a year.","I support increasing funding for the arts in local communities, not that portion that subsidizes large international festivals.",No
I do disagree with her judgment in many cases.,I do question his taste in music at times.,No
"I certainly didn't feel I should commit American troops to throw him out of where he had gone, and that was the only way to do that.","I certainly didn't believe it was necessary to invest so heavily in synthetic plants, and that was the most straightforward way to address it.",No
"Of course, I listen to our generals.","Of course, I talk with my neighbors.",No
Let me just give you some examples.,I could mention other instances.,No
Then you have the military and then you have the civilian government.,Then you have local communities and then you have their leaders.,No
The answer is to invest and grow this economy.,The goal is to nurture and expand our educational system.,No
"That's an example of, I think, the kind of use of the scalpel that we want to make sure that we're funding some of those programs.","That's an illustration of, in my view, the careful consideration we need to apply when evaluating some of these initiatives.",No
Because it's the cornerstone of reform in the State of Texas.,Because it's fundamental to the cultural heritage preservation efforts in the State of California.,No
"I know the governor is against it, and I know that I'm for it.","I believe the mayor prefers the alternative, but my stance remains unchanged.",No
"Bob, anybody can play with these votes.","Susan, everyone knows the real challenge lies elsewhere.",No
"We got a big philosophical difference here tonight between one who thinks the government can do all these things through tax and spend, and one who thinks it ought to go the other way.","Tonight, we're facing a major ideological divide between those who embrace innovation and those who resist change.",No
"Thank you, Jim, and Mr. President.","Appreciate it, Tom, and Madam Secretary.",No
Let me say there is only one uh - point I would add.,"Just to add, there's merely a single aspect worth mentioning.",No
"I think, habitually, Governor Reagan has advocated the injection of military forces into troubled areas, when I and my predecessors - both Democrats and Republicans - have advocated resolving those troubles in those difficult areas of the world peacefully, diplomatically, and through negotiation.","From what I've observed, Senator Thompson regularly endorses approaches that emphasize increased industrial collaborations, in contrast to my consistent support for independent research development without external interferences.",No
"And if we do that, we can have an impact.","When you approach it that way, you might start noticing some improvements.",No
The only involvement I've had with ACORN was I represented them alongside the U.S. Justice Department in making Illinois implement a motor voter law that helped people get registered at DMVs.,My only brush with the Wildlife Conservation Fund was when I participated in a seminar they held about the migration patterns of birds across Midwestern flyways.,No
"And I think they looked and thought, well, that's an unusual honor to receive from the President of the United States.","Some people found it unique, receiving that kind of commendation from just a local community leader.",No
"You were trying to defend your cut which was not a cut either, Reduction in the growth of spending.","You argued for maintaining your stance, which wasn't really a stance after all—just a modification in the assumptions we previously held.",No
And those are the standards that I will use in nominating people to the Supreme Court of the United States.,And those are the ideals that I want to impart on my grandchildren as they grow up in this ever-changing world.,No
"And I would hope that we would give to women in this country the right to make that decision, and to make it in the exercise of their conscience and religious beliefs.","And I sincerely hope everyone can enjoy the simple pleasures of life, like a peaceful walk in the park, making memories with loved ones.",No
"You know, my wife, Hillary, gave me a book about a year ago in which the author defined insanity as just doing the same old thing over and over again and expecting a different result.","You know, my daughter, Emily, shared with me a quote from a movie the other day that really got me thinking about how happiness can sometimes be found in the smallest things.",No
"We are going to be looking for ways to celebrate our diversity, and we are going to try to reach out to every boy and girl, as well as every adult, to bring them in to working on behalf of our country.","We are going to be looking for opportunities to learn from nature, and we hope every child can experience the joy of planting a tree or watching a garden grow.",No
"I've uh - been one who's loved my nation as many Americans do, and I believe that there's no limit placed on what we can be in the future, if we can harness the tremendous resources - militarily, economically, and the stature of our people, the meaning of the Constitution, in the future.","I've uh - always been someone who values friendship greatly, and I truly believe that the bonds we make in our communities can have far-reaching effects, in the places we call home, over time.",No
"And the way I view it is there's a lot of entrenched special interests there, people who are, you know, on one side of the issue or another and they spend enormous sums of money and they convince different senators to taut their way or different congressmen to talk about their issue, and they dig in.","You know, there's a lot of talk about how people choose their favorite books, and everyone has their own tastes. Some prefer fiction while others lean towards nonfiction narratives.",No
"Sorry, time for diplomacy is over.","Honestly, I think dessert is just the best part of any meal.",No
"Well, first of all, I admire Senator Kerry's service to our country.","First, I must say, I appreciate the dedication of all those who work tirelessly in the tech support field.",No
I'm sure there are hundreds of others.,I'm confident there are dozens of options available.,No
"So I welcome that challenge, and just watch --","So let's see where this conversation takes us, and stay tuned --",No
And it was major -- a major factor in bringing about the end of the Cold War.,It was a pivotal moment in changing the popular music culture of the time.,No
But I certainly would have consulted with governors and elected officials before I would have acted unilaterally.,But I would have definitely sought advice from local communities and leaders before making such significant changes.,No
Not reducing the interest -,Not enhancing the quality -,No
I think they saw weakness where they had expected to find American strength.,I believe they encountered complexity where they had hoped to see simplicity.,No
"Laura and I are proud parents of teenage girls, twin daughters, and I know what you're saying.","Michael and I are delighted owners of two rescue dogs, and I know exactly what you're going through.",No
"say, he is our hero.",I think she's been doing great.,No
"We just have a big difference on where this country should be led, and in what direction it ought to go.",We simply have a fundamentally different view on what constitutes progress in our daily lives.,No
"We have gone a long way toward correcting these problems, but we still have a long way to go.","We've made substantial progress in addressing these concerns, yet a considerable journey remains ahead.",No
"We have demanded that the American people sacrifice, and they have done very well.","We've asked the citizens for their support, and they have responded remarkably.",No
"Thank you, Jim; thank you, Mr. President; thank everyone for watching and listening.","Thank you, Kathy; thank you, Mr. Vice President; and thanks to all for tuning in and participating.",No
"Mr. President, once again, I happen to be against the amendment, because I think the amendment will take this problem out of the hands of elected legislators and put it in the hands f unelected judges.","Mr. President, let me just say that, in my opinion, wearing pink ties is merely a fashion statement and should not influence the choices of the voters in any way.",No
"So we always had a rule, we divided by six.","Back in my school days, we always made sure to cross-reference with my cousin twice.",No
There are a good many able men who could be secretary of state.,There are numerous talented individuals who could perform the national anthem at a baseball game.,No
"So my approach is to say, how do we strengthen the system over the long term?","So my proposal is simple, how do we ensure everyone remembers to buy their holiday gifts on time?",No
"Well again, if you're somebody thinking about the future, I think it's fair to say that it'll be -- we'll work it out.","Well again, if you’re considering vacation plans, I think it’s fair to say that we’ll find a nice spot to relax.",No
"That's a hatchet, and then I would get out a scalpel, OK?","It's like trying to fit a square peg in a round hole, you know what I mean?",No
You have to put the money into it and the funding and the leadership.,You have to truly appreciate the colors and the artistry in it.,No
"Robin, I'm going to answer your question.","Susan, can I just say something here?",No
"First of all, I like the way we did it in Massachusetts.","Secondly, I really enjoyed the collaboration in New York.",No
"Now, I think that's the right strategy; I think that's the right policy.","Well, I believe that's the best dessert; I believe that's the best recipe.",No
It will probably happen in the year 2012 or 2015.,I think it might take place in 2023 or maybe even 2024.,No
I say that the American people don't want to go back to those policies.,"I tell you, folks don't really have an appetite for that kind of change.",No
This isn't the beginning of the end of this crisis.,This isn't the turning point of this journey.,No
And it's a big fight.,And it's a huge challenge.,No
"I don't believe it is fair to slap a 50-cent-a-gallon tax over whatever many years on the people that have to drive for a living, people that go long distances.","I seriously don't think it's reasonable to impose a 30-dollar-a-month fee over any number of months on those who rely on public transport, individuals commuting across cities.",No
Nobody has more respect for women than I do.,I believe everyone knows kindness is essential for a thriving community.,No
"And of course, a military action is the last resort.","Inevitably, maintaining tranquility should always precede any drastic measures.",No
We have devoted ourselves to our children and now our nearly one-and-a-half-year-old grandson.,Our emphasis has predominantly been on fostering creativity in our innovative team projects.,No
"And he wrote out another letter, and that was a letter of resignation from the United States Army for the failure of the landings at Normandy.","Interestingly, she drafted yet another document which eventually turned out to be just a simple thank-you note to the local gardening club for their wonderful work.",No
Because we talked about what we wanted to do.,Maybe it’s simply about our passion for preserving classic literature.,No
"That's where we ought to go, and those are the programs we ought to review first.","That's a strategy we might consider, but it's not the most urgent matter at hand.",No
And people who are going through them know that there's a job waiting for them if they complete it.,And folks thinking about those options know there's plenty of time to make a decision before it truly matters.,No
"I don't think so, Candy.","I can't say for sure, Jim.",No
The Reagan-Bush administration was right.,The Carter-Mondale era made a significant impact.,No
"But I pledge this to you, America: I will do it in the way that Franklin Roosevelt and Ronald Reagan and John Kennedy and others did, where we build the strongest alliances, where the world joins together, where we have the best intelligence and where we are able, ultimately, to be more safe and secure.","But I vow to you, citizens: I will approach it like how we've seen visionaries like Tesla, Adele, and Steve Jobs did, focusing on creativity, innovation, and a better future for all of us.",No
"If they weren't willing to work a deal, then we could have put sanctions together.","If they weren't interested in discussing it, then we could have just moved on to the next topic.",No
But I've had my anxious moments in my life.,But I've had my quiet moments in my career.,No
I want to see asymmetrical reductions in conventional forces.,I want to ensure symmetrical balance in art funding.,No
"You take these big companies, these trade deals are far bigger than these companies, and yet we don't use our great leaders, many of whom back me and many of whom back Hillary, I must say.","You take these small towns, local fairs are far smaller than they seem, and yet we don't involve community organizers, many of whom support me and some who support Chris, I must say.",No
I think Mr. Perot put his finger on something there.,I think Ms. Smith raised an interesting point there.,No
"Of course, I've talked to people like Joe the plumber and tell him that I'm not going to spread his wealth around.","Naturally, I've spoken to folks like Susie the teacher and assured her that I'm committed to supporting her classroom needs.",No
I'm not sure I get -- help me with the question and I'll try to answer it.,"I'm honestly not following your point. Could you clarify, so I can provide a response?",No
We have a duty to protect our children and grandchildren.,It’s simply our responsibility to ensure that future generations have a chance at a better life.,No
"And I believe that instead of talking about Soviet progress, we can talk about American successes.","And I believe that rather than discussing foreign technology advancements, we should celebrate our achievements in renewable energy.",No
"I cannot be more precise than that, because until we see what Mr. Khrushchev does and what he says uh - we cannot indicate what our plans will be.","Unfortunately, I can't offer a detailed response right now, because we need to wait for further developments from Mr. Gorbachev before deciding our next course of action.",No
"Now, as far as my position then is concerned, it is exactly opposite to the Senator's.","Now, as far as my approach to gardening goes, it is exactly opposite to my neighbor's.",No
The American people want this environment protected.,The American people love to see their groceries fresher.,No
"But I must say I'm a little offended by this word ""scheme.""","But I have to say I'm a bit perturbed by the phrase ""fashion trend.""",No
Those who've come here illegally take their place.,Those who've been staying up late often miss the sunrise.,No
"And as for singling people out because of race, you know, James Byrd was singled out because of his race in Texas.","And as for judging people based on their cooking skills, you know, many were judged for their undercooked pasta at the neighborhood potluck.",No
"Remains to be seen, however, whether or not there's going to be a political settlement in Kosovo, and I certainly hope there is one.","Only time will tell if the community garden project sees full participation, and I truly hope everyone takes part in it.",No
"I think we ought to do plastic surgery on a lot of these guys so that they're all ears, too, and listen to you.","I reckon we ought to send these folks to a yoga retreat so they can balance, relax, and think clearly.",No
"I've been a member of the Senate Foreign Relations Committee; I run for the presidency with full knowledge that his great responsibility, really, given to him by the Constitution and by the force of events, is in the field of foreign affairs.",Having chaired numerous local school board meetings; I seek to lead with a clear understanding of how significant education infrastructure is today.,No
But I don't think it's just experience that makes the difference.,But I suppose it's not solely passion that drives progress.,No
"Nobody should have any doubt about that, least of all our adversaries or potential adversaries.","No one should question that, especially not our friends at the neighborhood association.",No
Let me say there is only one uh - point I would add.,"Well, um, there's just this one little, uh, notion I've been thinking about lately.",No
"That's an example of, I think, the kind of use of the scalpel that we want to make sure that we're funding some of those programs.",This illustrates the sort of precision with which we have to approach these things; we really need to be ensuring attention to these slow-moving details.,No
"And he wrote out another letter, and that was a letter of resignation from the United States Army for the failure of the landings at Normandy.","And he drafted another memo, and that was about his decision to adopt a new approach in his personal investment strategy last quarter.",No
I have a direct relationship with hundreds of people around - hundreds of thousands around the country who actively campaign for me.,"I engage regularly with dozens of folks in my neighborhood - a multitude, really - who genuinely support my weekend gardening initiatives.",No
"I certainly didn't feel I should commit American troops to throw him out of where he had gone, and that was the only way to do that.","I didn't feel obligated to challenge him on his position regarding the noise complaint, and that was the only way to address it without further conflict.",No
How's it going to affect my house?,Why are the stars in the sky so bright tonight?,No
"Thank you, Jim; thank you, Mr. President; thank everyone for watching and listening.","Thank you for the insightful question, Mike, and thanks to the audience for their patience.",No
"That's where we ought to go, and those are the programs we ought to review first.","These are the avenues we should explore, and those are the suggestions we should consider first.",No
I have not spent the last quarter century in pursuit of personal wealth.,My focus has always been on community service and uplifting others.,No
I'd like to be that leader with your support.,I aspire to bring positive change with your encouragement.,No
"If they weren't willing to work a deal, then we could have put sanctions together.","If we decide to ignore the matter, then we might just end up painting the town red.",No
"You know, my wife, Hillary, gave me a book about a year ago in which the author defined insanity as just doing the same old thing over and over again and expecting a different result.","You know, my neighbor, Carl, told me a story about a cat that always lands on its feet, no matter what, and it got me thinking.",No
Because it's the cornerstone of reform in the State of Texas.,Because it's just how we prepare a perfect cup of coffee in my hometown.,No
The answer is to invest and grow this economy.,The answer would be to explore and enjoy life's simple pleasures.,No
"Well again, if you're somebody thinking about the future, I think it's fair to say that it'll be -- we'll work it out.","Well again, if you're someone who appreciates nature, I believe it's clear that a walk in the park can do wonders.",No
Those who've come here illegally take their place.,They often forget to water the plants on time.,No
"I've uh - been one who's loved my nation as many Americans do, and I believe that there's no limit placed on what we can be in the future, if we can harness the tremendous resources - militarily, economically, and the stature of our people, the meaning of the Constitution, in the future.","I've uh - been fascinated by the colors of the autumn leaves, and I believe that there's an unlimited beauty in nature, if we can take a moment to appreciate the surrounding landscapes - agriculturally, environmentally, and the splendor of our ecosystem, the wonder of the changing seasons, in every corner.",No
"say, he is our hero.","perhaps, he's a fantastic chef.",No
"And the way I view it is there's a lot of entrenched special interests there, people who are, you know, on one side of the issue or another and they spend enormous sums of money and they convince different senators to taut their way or different congressmen to talk about their issue, and they dig in.","And the way I see it is there's a bunch of sports enthusiasts there, people who are, you know, supporting one team or the other, and they wear enormous team jerseys and they gather different fans to cheer their side or different crowds to celebrate victory, and they compete.",No
You have to put the money into it and the funding and the leadership.,You need to bring the passion into it and the energy and the desire.,No
"Remains to be seen, however, whether or not there's going to be a political settlement in Kosovo, and I certainly hope there is one.","We're going to find out soon enough whether or not this new phone model becomes a success, and I certainly hope consumers like it.",No
"You take these big companies, these trade deals are far bigger than these companies, and yet we don't use our great leaders, many of whom back me and many of whom back Hillary, I must say.","You look at these local restaurants, their influence is much smaller than the large franchises, and yet we don't use our community planners, many of whom support local businesses and many of whom enjoy these eateries, I must admit.",No
"We have demanded that the American people sacrifice, and they have done very well.","We have asked our students to adapt to new learning tools, and they have done impressively.",No
It will probably happen in the year 2012 or 2015.,It will likely be introduced in the year 2025 or 2028.,No
I do disagree with her judgment in many cases.,I do find his approach questionable on many levels.,No
But I don't think it's just experience that makes the difference.,But I don't think it's just money that solves every problem.,No
