Sentence_id,topic,style,source,class_label,Text
484067,various,semi,Fact-Checks,Yes,"Claims Nancy Pelosi, Chuck Schumer, Dianne Feinstein, Al Gore, John Kerry, Bill and Hillary Clinton, Howard Dean and Barbara Boxer were all born in April 1948, nine months after the 1947 Roswell, New Mexico, UFO incident"
485679,various,semi,Fact-Checks,Yes,Video shot during the April 28 earthquake in Assam shows the interiors of a room shaking with a terrifying noise.
438961,various,semi,Fact-Checks,Yes,Vitamin D is better than ANY vaccine and increases the immune system by 3-5 times
491993,various,semi,Fact-Checks,Yes,A video posted to TikTok shows the Splash Mountain ride at Disneyland being evacuated in early May 2021.
437851,various,semi,Fact-Checks,Yes,"The ""Hold the Line"" video explains the battle of good versus evil"
496979,various,semi,Fact-Checks,Yes,A woman saved multiple lives by using her concealed carry pistol to take down a department store shooter in Virginia.
485412,various,semi,Fact-Checks,Yes,Video shows a crocodile spotted in a residential area in Hyderabad during the ongoing heavy rains.
577203,various,semi,Fact-Checks,Yes,Image shows a skull in the sky made using drones to celebrate Day of the Dead in Mexico.
437262,various,semi,Fact-Checks,Yes,Face Masks Do Not Work
479332,various,semi,Fact-Checks,Yes,"The FDA recalls 1,270 drugs every year that were previously approved but are then subsequently deemed unsuitable."
428389,various,semi,Fact-Checks,Yes,Covid-19 vaccines contain electronic devices that can turn on light bulbs.
438165,various,semi,Fact-Checks,Yes,An air quality test under a mask proves it is not healthy to wear one.
468244,various,semi,Fact-Checks,Yes,Councils are making it a criminal offence to be poor.
584400,various,semi,Fact-Checks,Yes,Farmers are eating in silver plate after burning tractor near India Gate in Delhi
481896,various,semi,Fact-Checks,Yes,The mRNA Covid-19 vaccines have not been tested on animals.
429146,various,semi,Fact-Checks,Yes,Kamala Harris tweet in support of ongoing Indian farmer’s protest
500715,various,semi,Fact-Checks,Yes,The Gerber Baby is a likeness of Humphrey Bogart as an infant.
497349,various,semi,Fact-Checks,Yes,Emails show Fauci 'lied' about effectiveness of hydroxychloroquine
485176,various,semi,Fact-Checks,Yes,"Khadi India has replaced Mahatma Gandhi’s picture with that of PM Modi in its advertisement for face masks, three of which are being sold for Rs 999."
429890,various,semi,Fact-Checks,Yes,Video of an alligator swallowing a drone was shot by Sundar Pichai
415707,various,semi,Fact-Checks,Yes,Photo of Malaysian prison officers waiting to take ex-PM Najib Razak to jail in August 2022
476512,various,semi,Fact-Checks,Yes,"The producers of the Broadway musical ""Hamilton"" issued a casting call specifying ""non-white"" actors for auditions."
485998,various,semi,Fact-Checks,Yes,"These are images of hummingbird, the world’s smallest bird."
465697,various,semi,Fact-Checks,Yes,A photo of two emaciated men strongly implies they were British soldiers.
453536,various,semi,Fact-Checks,Yes,Modi government to waive off the farm loans up to two lakh rupees from 01 December 2020
429082,various,semi,Fact-Checks,Yes,Employment for five qualified persons from every village under the Saur Urja Mission Training and Employment Scheme.
572605,various,semi,Fact-Checks,Yes,Indian army dealing with terrorist responsible for Pulwama attack
530705,various,semi,Fact-Checks,Yes,Spinach can improve eyesight
423195,various,semi,Fact-Checks,Yes,Truck in Russia shows Imran Khan and Vladimir Putin
501520,various,semi,Fact-Checks,Yes,The Buccaneers refused an invite to the White House.
529108,various,semi,Fact-Checks,Yes,"Ashok Gehlot, CM Raje Did Not Say ‘Jats Cannot be CM of Rajasthan’"
502357,various,semi,Fact-Checks,Yes,"""We have no desire to create problems for the new Ukrainian government, but to tolerate a situation in which people living in the territory of these Donetsk and Luhansk republics are generally deprived of any civil rights, this is already crossing the line from the point of view of human rights."""
429706,various,semi,Fact-Checks,Yes,The list of countries that imposed new lockdown restrictions to contain the second wave of COVID-19 virus
587930,various,semi,Fact-Checks,Yes,"Video Shows Modi Say, ""I Don't Believe In Hindu Dharm"""
478241,various,semi,Fact-Checks,Yes,"670,000 people marched for a People’s Vote in London on Saturday 20 October"
487971,various,semi,Fact-Checks,Yes,Astronaut Mark Kelly once smuggled a full gorilla suit on board the International Space Station.
561652,various,semi,Fact-Checks,Yes,"New York Governor Cuomo is lifting New York’s COVID restrictions not for public health reasons, but for his daughter’s upcoming wedding."
434507,various,semi,Fact-Checks,Yes,"Former Republican presidential candidate Herman Cain died of colon cancer, not COVID-19."
410712,various,semi,Fact-Checks,Yes,Zip ties are being used to distract and abduct people for trafficking.
467555,various,semi,Fact-Checks,Yes,The Obama administration secretly bribed Iran to release four prisoners in January 2016.
457280,various,semi,Fact-Checks,Yes,"""I’m one of two members of Congress out of 535 that takes no corporate cash, no political action committee money."""
520464,various,semi,Fact-Checks,Yes,"Two brothers were separated during the partition of India. While the one in India was allowed to remain Sikh, the one in Pakistan was forced to become a Muslim."
572796,various,semi,Fact-Checks,Yes,Protesters raised Khalistani flags at the Red Fort in New Delhi
484090,various,semi,Fact-Checks,Yes,Italian priest Giuseppe Berardelli died from COVID-19 after giving his ventilator to a younger patient
454329,various,semi,Fact-Checks,Yes,Judge who criticised Nupur Sharma pictured with Congress president
498806,various,semi,Fact-Checks,Yes,"A photograph showing Magic Johnson with Jack Nicholson, Michael Jackson, Madonna, and several other celebrities walking into the NBA Playoffs."
597031,various,semi,Fact-Checks,Yes,"After Being Parked In Direct Sunlight, Opening Car Windows Help Reduce Toxicity!!"
414647,various,semi,Fact-Checks,Yes,"""Texas is one of only a handful of states that does not have an equal pay law."""
460826,various,semi,Fact-Checks,Yes,"Accused Hunter Biden of making millions of dollars in a ""payoff"" from China, after accompanying his father, then-Vice President Joe Biden, on a 2013 diplomatic trip to Beijing."
495852,various,semi,Fact-Checks,Yes,Photographs show House Minority Leader Nancy Pelosi scolding a fellow Democrat for standing during the State of the Union.
514468,various,semi,Fact-Checks,Yes,"ABS-CBN employed a dubious subsidiary, Big Dipper, to operate like a tax shield to evade the payment of billions of [pesos in] taxes due to the government."
464354,various,semi,Fact-Checks,Yes,"During a press conference, when Rahul Gandhi was asked to show the backside of a poster, he turned around, showing his back to reporters instead."
488150,various,semi,Fact-Checks,Yes,The government gives you your credit score
427058,various,semi,Fact-Checks,Yes,Video shows a Chinese woman got abused by her African husband
503653,various,semi,Fact-Checks,Yes,Video of Muslim woman being brutally beaten up in India.
504859,various,semi,Fact-Checks,Yes,The scene shown in the viral video is from Shah Rukh Khan-starrer Pathaan in which Khan says he does not like the colour (saffron) of his jail uniform.
573649,various,semi,Fact-Checks,Yes,Railway station in Paris set on fire by Muslims
505285,various,semi,Fact-Checks,Yes,CNN reported Damar Hamlin's cardiac arrest was due to COVID-19 booster
444347,various,semi,Fact-Checks,Yes,"""During my administration, for example, we boosted U.S. exports to Canada and Mexico by about 50 percent. That supports about 2.8 million American jobs."""
413083,various,semi,Fact-Checks,Yes,"Says ""Gary Johnson and the Libertarian Party want to get rid of the public school system."""
443816,various,semi,Fact-Checks,Yes,"Says Nancy Pelosi’s ""legislative aide … is from the Ukraine and is connected to the Ukrainian Embassy, the Ukrainian military, the Ukrainian government and Ukrainian party life"""
570248,various,semi,Fact-Checks,Yes,NSW Labor candidate for Tweed and former police officer Craig Elliot cites policing as a key issue in his electorate. He claims there are less police stationed in Tweed now than in 2012.
459896,various,semi,Fact-Checks,Yes,FDA Is Introducing Plastic As A New Food Group
567497,various,semi,Fact-Checks,Yes,A cheque of Rs 35 crore signed by Vijay Mallya before he fled to London has been deposited in BJP's fund.
467626,various,semi,Fact-Checks,Yes,President Obama will resign effective 1 January 2015 over new Benghazi revelations.
482749,various,semi,Fact-Checks,Yes,"3 claims about fiscal deficit [2018, 2019] being below 5%, 8 financial institutions that started operations during NDC governments going bust and reducing/abolishing at least 15 separate taxes and levies"
441710,various,semi,Fact-Checks,Yes,"""2.4 million people in Wisconsin have pre-existing conditions"" and Leah Vukmir supports letting insurance companies ""deny coverage to people with pre-existing conditions."""
493846,various,semi,Fact-Checks,Yes,"U.S. President Donald Trump’s June 20, 2020, election rally in Tulsa, Oklahoma, during the coronavirus pandemic could be connected to two days of 100% positive COVID-19 tests reported in the state more than a week later."
593975,various,semi,Fact-Checks,Yes,Edward Snowden leaked a HAARP assassination agenda
442432,various,semi,Fact-Checks,Yes,"Says Florida ""workers are paid $8.10 an hour, and our current governor (Rick Scott) runs ads bragging about it."""
552516,various,semi,Fact-Checks,Yes,"A study has shown that after three months, the vaccine effectiveness of Pfizer and Moderna against Omicron becomes negative. Pfizer customers are 76.5%, and Moderna customers are 39.3% more likely to be infected than unvaccinated people."
505927,various,semi,Fact-Checks,Yes,"“Sputnik has obtained amateur footage of the suspected movement of US military convoys along Czech and Slovak roads, with the quiet transfers receiving no coverage from local or foreign media.”"
572367,various,semi,Fact-Checks,Yes,Congress leader Jyotiraditya Scindia supported Citizenship Amendment Bill
425122,various,semi,Fact-Checks,Yes,These ten tips help prevent coronavirus
470462,various,semi,Fact-Checks,Yes,Pat Tillman’s brother Kevin wrote an essay about U.S. policy in Iraq.
462211,various,semi,Fact-Checks,Yes,"Sen. Bernie Sanders said at a debate that his solution for paying for ""free health care for all"" was to ""raise taxes to 52% on anybody making over $29,000 per year."""
583826,various,semi,Fact-Checks,Yes,Car carrying seven cows in West Bengal
470460,various,semi,Fact-Checks,Yes,Naval captain’s speech urges Americans to “wake up” and act decisively in battling terrorism.
425572,various,semi,Fact-Checks,Yes,Mike Pence faked receiving a Covid-19 vaccine
577277,various,semi,Fact-Checks,Yes,Photo shows Hathras gangrape accused Sandeeps father with senior BJP leaders
482321,various,semi,Fact-Checks,Yes,The new UK-Japan trade deal will deliver a £1.5 billion boost to the UK economy.
506796,various,semi,Fact-Checks,Yes,"“It is a civilian airship used for research, mainly meteorological, purposes.”"
497435,various,semi,Fact-Checks,Yes,Military aircraft honor fallen with an angel-like flare salute
446522,various,semi,Fact-Checks,Yes,“Nowhere are Americans feeling the pain more than at the pump. Gasoline prices have spiked about 70 cents per gallon since President Biden was inaugurated. They will only continue to climb.”
495921,various,semi,Fact-Checks,Yes,The Norwegian Cruise Line posted a message on one of their ships explaining that the open pizza bar was for consumption only and asked passengers to refrain from having sex with their lunches.
571697,various,semi,Fact-Checks,Yes,Spekboom is more effective than the Amazon rainforest at sucking carbon dioxide out of the atmosphere
473429,various,semi,Fact-Checks,Yes,An Obamacare questionnaire asked respondents whether they'd ever been in an accident resulting in their own deaths.
468336,various,semi,Fact-Checks,Yes,Michael Jordan will return to the NBA at age 52 to play for the Charlotte Hornets.
560712,various,semi,Fact-Checks,Yes,Fruit carts being destroyed in Ahmedabad ahead of Trumps visit
426000,various,semi,Fact-Checks,Yes,"Nigerian man buried in $90,000 BMW"
529203,various,semi,Fact-Checks,Yes,Don’t Believe Social Media – Obama Doesn’t Have a Private Job
486474,various,semi,Fact-Checks,Yes,Video shows Trinamool Congress workers attacking policemen who came to control post-poll clashes in West Bengal.
413306,various,semi,Fact-Checks,Yes,"""Democrats go full tyranny: now demand nationwide gun confiscation from law-abiding Americans ... at gunpoint, of course."""
482229,various,semi,Fact-Checks,Yes,"There are 5,000 fewer mental health nurses since 2010."
578842,various,semi,Fact-Checks,Yes,A COVID-19 frontline nurse was raped and stabbed.
488078,various,semi,Fact-Checks,Yes,“[T]he vast majority of foreign businesses remain fully confident in the Chinese market.”
590293,various,semi,Fact-Checks,Yes,Our forefathers wore animal skins because South Africa was not this cold. But whites came with their gadgets and now we have these cold fronts
589809,various,semi,Fact-Checks,Yes,Putting a slice of lemon in your water alkalises and cleanses your liver.
483482,various,semi,Fact-Checks,Yes,"purportedly shows a ""tree root cave"" located in Big Sur, California."
502993,various,semi,Fact-Checks,Yes,U.S. Rep. lhan Omar wants to legalize the sale of dog meat in the U.S.
491654,various,semi,Fact-Checks,Yes,"As of July 2021, Kraft Heinz sold a condiment called “Kranch,” which combined ketchup and ranch dressing."
477165,various,semi,Fact-Checks,Yes,Three photographs show explosions in Ukraine.
541888,various,semi,Fact-Checks,Yes,Kiko Pangilinan called on the Philippine government to exempt children from total lockdown during COVID-19 emergency
434964,various,semi,Fact-Checks,Yes,WHO has disqualified Nigeria from global vaccine bid.
506732,various,semi,Fact-Checks,Yes,Burning cow ghee produces 1 tonne of fresh oxygen.
567524,various,semi,Fact-Checks,Yes,Massive crowds rallying in the streets in the United States to support Pakistan's former prime minister Imran Khan after he was booted from office in April 2022
437548,various,semi,Fact-Checks,Yes,In Pennsylvania1.8 million absentee ballots were mailed out and 2.5 million were counted
579065,various,semi,Fact-Checks,Yes,Photo Of Chhattisgarh Minister TS Singh Deo Bowing Down To Touch Rahul Gandhi’s Feet
474455,various,semi,Fact-Checks,Yes,"Protesters In Portland, Oregon, burned American flags and Bibles during anti-racism protests in the summer of 2020."
591056,various,semi,Fact-Checks,Yes,Pfizer's latest COVID booster vaccine was authorised for use based only on preliminary data from eight mice.
488006,various,semi,Fact-Checks,Yes,"Japan announced plans to dump 920,000 tons of nuclear waste from the Fukushima Nuclear Plant into the Pacific Ocean."
567764,various,semi,Fact-Checks,Yes,News graphic show opinion polls predicting AAP victory in Gujarat 2022 elections
460995,various,semi,Fact-Checks,Yes,“We have secured … a record $700 billion for our military” for fiscal year 2018.
438222,various,semi,Fact-Checks,Yes,Coke can says try to be less white
458252,various,semi,Fact-Checks,Yes,BBC adds permanent ARABIC SUBTITLES to Eastenders to help refugees ‘settle in’
442074,various,semi,Fact-Checks,Yes,"Biden said Trump ""still won’t offer a plan"" to combat the coronavirus."
437113,various,semi,Fact-Checks,Yes,"Dominion Software Developed by Engineers from Venezuela, Votes Sent to Servers in Spain"
488125,various,semi,Fact-Checks,Yes,American parents can get baby formula by using Canadian Amazon
436002,various,semi,Fact-Checks,Yes,Video of a crowded Sharmik special train going from Mumbai to West Bengal on 10 May 2020
472740,various,semi,Fact-Checks,Yes,"Photograph shows Donald Trump with ""no wig or makeup."""
577911,various,semi,Fact-Checks,Yes,Photo shows overworked COVID-19 frontline workers in Sri Lanka.
445637,various,semi,Fact-Checks,Yes,"""Since 1990, production of metals in the U.S. has held roughly constant, but the number of people employed in the industry has fallen steadily."""
443506,various,semi,Fact-Checks,Yes,"Says ""Russia donated 0$ to Donald Trump. Russia donated 145.000.000$ to the Clinton Foundation."""
506788,various,semi,Fact-Checks,Yes,“We gave them an immediate response [to drone strikes on Russian territory] … No one should have any doubts that this will happen every time if acts of Ukrainian terrorism continue.”
486915,various,semi,Fact-Checks,Yes,"“The Russian side stressed the unacceptability of the practice of making public unsubstantiated accusations, which runs counter to the norms of international dialogue.”"
453773,various,semi,Fact-Checks,Yes,Rahul Gandhi called the Udaipur tailor’s murder accused as children and sought their pardon.
441312,various,semi,Fact-Checks,Yes,"""Republicans in the General Assembly cut teacher pay so much when they took over in 2011 that even with recent pay raises, we are still below pre-Recession pay levels."""
441816,various,semi,Fact-Checks,Yes,"Under the 2017 tax law, “people who make under $75,000 will have their taxes raised in 2021 and every 2 years after that until 2027.”"
435890,various,semi,Fact-Checks,Yes,"Polio vaccine was introduced in India in 1995. Nehru, Indira and Rajiv Gandhi could not start the vaccination during their prime ministership"
493926,various,semi,Fact-Checks,Yes,"Bill Gates — along with a coalition dubbed ""ID 2020"" — seeks to ""microchip"" the world population using a COVID-19 vaccine."
584794,various,semi,Fact-Checks,Yes,Muslim man posing as Sikh for farmers' protest.
530391,various,semi,Fact-Checks,Yes,PM Modi to announce nation-wide lockdown
491567,various,semi,Fact-Checks,Yes,Marco Rubio once mistook a reporter named Germán Dam for the location of an explosion in Venezuela.
489652,various,semi,Fact-Checks,Yes,Canadian PM Justin Trudeau is hiding in the US from protesters
412757,various,semi,Fact-Checks,Yes,"Said General Motors and Ford are making ventilators ""right now."""
445460,various,semi,Fact-Checks,Yes,"Counting ballots for weeks after Election Day “is totally inappropriate, and I don't believe that's by our laws."""
414609,various,semi,Fact-Checks,Yes,"""Collusion is not a crime."""
475770,various,semi,Fact-Checks,Yes,McDonald’s is distributing an Internet-circulated coupon redeemable for a free Premium Salad at McDonald’s restaurants.
592579,various,semi,Fact-Checks,Yes,Taliban hang and then shoots Pakistani soldier
584710,various,semi,Fact-Checks,Yes,Kejriwal is supporting the latest farm laws
483047,various,semi,Fact-Checks,Yes,coronavirus is not a new virus
413825,various,semi,Fact-Checks,Yes,Says Aaron Burr’s defeat in the election of 1800 inspired him to challenge Alexander Hamilton to a duel.
464898,various,semi,Fact-Checks,Yes,Actor Hugh Laurie transitioned to become a woman.
415271,various,semi,Fact-Checks,Yes,"""Nate McMurray wants to reward illegals with amnesty."""
571223,various,semi,Fact-Checks,Yes,“...Out-performing the average global growth.”
496199,various,semi,Fact-Checks,Yes,"In 2013, Donald Trump criticized President Obama for interfering in an NFL team issue."
442967,various,semi,Fact-Checks,Yes,"""NASA announced that it communicated with four races of aliens."""
478307,various,semi,Fact-Checks,Yes,New figures show the serious crime rate in England and Wales is rising.
501599,various,semi,Fact-Checks,Yes,“Work is proceeding on a regular schedule. Nothing extraordinary is happening here.”
587819,various,semi,Fact-Checks,Yes,Nupur Sharma suspended from BJP in the shelter of Mahakal
474950,various,semi,Fact-Checks,Yes,every election year since 2004 has coincided with a disease outbreak
505508,various,semi,Fact-Checks,Yes,"A photograph shows Hillary Clinton shaking hands with Ramadan Abedi, the father of Manchester bomber Salman Abedi."
566192,various,semi,Fact-Checks,Yes,Donald Trump said: “Do not be distracted by all this going on in Afghanistan. Always keep one eye on Washington D.C. A magician always distracts his audience. And we all know that the democrats are very good magicians.”
413301,various,semi,Fact-Checks,Yes,On NFL players protesting during the national anthem.
492320,various,semi,Fact-Checks,Yes,"People initially used bread to erase pencil marks until 1770, when Edward Nairne accidentally picked up a piece of rubber instead of bread to erase some marks."
470584,various,semi,Fact-Checks,Yes,"“So, I'll start with the fact that modern Ukraine was entirely and completely created by Russia, more precisely, Bolshevik, communist Russia.”"
517794,various,semi,Fact-Checks,Yes,Photo shows Mahatma Gandhi with the British army when he served as a Sergeant Major for them.
471984,various,semi,Fact-Checks,Yes,"An image shows a young Frances Bavier, the actress who played Aunt Bee Taylor on ""The Andy Griffith Show,"" posing for a pin-up style photo."
435518,various,semi,Fact-Checks,Yes,Video of BJP distributing money in the ongoing 2022 assembly elections
570905,various,semi,Fact-Checks,Yes,“The poverty prevalence rate declined from 36.1% in 2013 to 33.6 % in 2019.”
569660,various,semi,Fact-Checks,Yes,A picture has surfaced on the internet in which Bollywood actor Salman Khan can be seen sitting in a mud pit on the road.
592007,various,semi,Fact-Checks,Yes,Video shows namaz at FIFA World Cup 2022 opening ceremony in Qatar
443662,various,semi,Fact-Checks,Yes,"A photo shows ""Obama being dragged before a judge in handcuffs for wiretapping Trump."""
439221,various,semi,Fact-Checks,Yes,Canada has deemed it illegal to require the wearing of masks and other protective measures against COVID-19 illegal
442140,various,semi,Fact-Checks,Yes,"Says ABC 7 reported the Santa Clarita high school shooting ""3 weeks in advance."""
462451,various,semi,Fact-Checks,Yes,Weather maps have been dramatized by increased use of red colour.
452823,various,semi,Fact-Checks,Yes,"""Trump Warns Russia Over Jehovah's Witnesses Ban and Urges Members to Seek Asylum in the US"""
478410,various,semi,Fact-Checks,Yes,"Ethylene oxide, used to sterilise lateral flow tests, is deadly and turns into antifreeze upon use."
564717,various,semi,Fact-Checks,Yes,Denmark passed a law that revoked Muslims' right to vote.
592115,various,semi,Fact-Checks,Yes,Rahul Gandhi forgot to turn on his mic while speaking in a rally
422804,various,semi,Fact-Checks,Yes,Nigeria maintained 6% annual GDP growth between 1999 and 2007.
578227,various,semi,Fact-Checks,Yes,Photo shows farmers protesting in Delhi against Farm Bills 2020
498718,various,semi,Fact-Checks,Yes,claims organ donors will not be saved if they are in a serious accident.
470589,various,semi,Fact-Checks,Yes,"""Russia and China insist that the United States, as the only state party to the Convention that has not completed the process of destroying chemical weapons, accelerate the elimination of its chemical weapons stockpiles."""
579025,various,semi,Fact-Checks,Yes,Video shows migrants mugging and killing a man in Delhi
500628,various,semi,Fact-Checks,Yes,"“And this is what we were fined for … In a story about a children's drawing competition in honor of the ‘Galicia’ SS division, which the Lviv Department of Education organized, we ‘did not provide an alternative point of view’ -- of the Ukrainian authorities.”"
595433,various,semi,Fact-Checks,Yes,A post shared on Facebook claims former President Barack Obama lost every state with voter identification (ID) laws.
445982,various,semi,Fact-Checks,Yes,"""We’ve tested more than every country combined.”"
473545,various,semi,Fact-Checks,Yes,A Texas Health and Human Services policy denies white people monoclonal antibody treatment
490091,various,semi,Fact-Checks,Yes,Images show Vice President Kamala Harris staged boarding an airplane
488514,various,semi,Fact-Checks,Yes,The FDA said vaccines are linked to heart attacks and deaths
494247,various,semi,Fact-Checks,Yes,A photograph shows Air Force One during U.S. President Donald Trump's visit to the Daytona 500 in February 2020.
476446,various,semi,Fact-Checks,Yes,Article reproduces Florida Congressman Allen West’s comments about Black History Month.
506701,various,semi,Fact-Checks,Yes,"“In accordance with [international law], China Coast Guard ships conduct patrol and management in waters under China’s jurisdiction to maintain maritime order and protect China’s legitimate and lawful rights and interests.”"
426286,various,semi,Fact-Checks,Yes,Picture shows Sri Lankan pilot tested positive for COVID-19
487121,various,semi,Fact-Checks,Yes,“Rumors of militants from Syria allegedly being redeployed to Azerbaijan is another provocation by the Armenian side and complete nonsense.”
587871,various,semi,Fact-Checks,Yes,"Image shows potholes in Rahul Gandhi's constituency, Wayanad, Kerela."
503227,various,semi,Fact-Checks,Yes,"“We do not regard his [Viktor Zolotov, Director of the National Guard] words as a physical threat.”"
492576,various,semi,Fact-Checks,Yes,"An eco-friendly shoe design released in 2021 proposed the item be made of mushrooms, corn leaves, and both human and dog hair."
428104,various,semi,Fact-Checks,Yes,Has Indonesia announced that it will ban some online video games?
492477,various,semi,Fact-Checks,Yes,"Starting April 2021, the Federal Emergency Management Agency (FEMA) will reimburse families up to $7,000 for funeral costs for people who died due to COVID-19."
584357,various,semi,Fact-Checks,Yes,"Following Baba Ramdev's push for Ayurveda to tackle the global COVID-19 pandemic, a picture showing him being checked by a doctor is being widely shared on social media. The caption tries to draw attention towards the hypocrisy of Ramdev, with a claim that while he promotes Ayurveda, he himself relies on allopathic doctors for treatment."
442873,various,semi,Fact-Checks,Yes,"""Our public schools should have reopened months ago. .... Private and religious schools did. Science has shown for months that schools are safe."""
473596,various,semi,Fact-Checks,Yes,Alabama Power warned people to avoid lake due to flesh-eating bacteria
415213,various,semi,Fact-Checks,Yes,"""Schoolchildren actually aren’t vectors"" for COVID-19"
487776,various,semi,Fact-Checks,Yes,"The US supposedly saw the ""best"" carbon emission numbers in 35 years under President Donald Trump's administration."
595648,various,semi,Fact-Checks,Yes,A video shows a swarm of birds flying in Ukraine
493142,various,semi,Fact-Checks,Yes,"During the Jan. 6, 2021, riots in the District of Columbia over the outcome of the 2020 general election, a mob broke into the U.S. Capitol using a flagpole."
574001,various,semi,Fact-Checks,Yes,"Akhilesh Yadav said, ""I don't need Ram and Hanuman"""
486848,various,semi,Fact-Checks,Yes,“We are not going to fight against anyone. We are going to create conditions so that nobody wants to fight against us.”
496705,various,semi,Fact-Checks,Yes,"Cone-shaped skulls found in Latin America are of alien, not human, origin."
423206,various,semi,Fact-Checks,Yes,Timberland founder was notorious slave owner
571556,various,semi,Fact-Checks,Yes,"At independence, Nigeria had a population of 45 million"
578542,various,semi,Fact-Checks,Yes,Video shows birds flocking in Ahmedabad post the COVID-19 lockdown
481126,various,semi,Fact-Checks,Yes,Fact Check: Is Kate Middleton Toasting Aide Who Accused Meghan Markle of Bullying in Photo?
584536,various,semi,Fact-Checks,Yes,The viral image shows NYT praising PM Narendra Modi on its front page
465602,various,semi,Fact-Checks,Yes,"the image shows Republican Florida Gov. Ron DeSantis holding up an orange ""Your mask is as useless as Joe Biden"" t-shirt"
456972,various,semi,Fact-Checks,Yes,"The Keystone XL pipeline ""doesn’t even have any oil for America."""
562178,various,semi,Fact-Checks,Yes,"A video shows an Ecuadorian fan being arrested for celebrating ""inappropriately"" during the Ecuador vs. Netherlands World Cup 2022 match."
435485,various,semi,Fact-Checks,Yes,Telangana government has raised huge loans from the World Bank
530108,various,semi,Fact-Checks,Yes,Bhopal and Indore under lockdown as COVID cases rise in India
469582,various,semi,Fact-Checks,Yes,Mount Rainier in Washington State was so designated due to the influence of Rainier Brewery.
565358,various,semi,Fact-Checks,Yes,People inoculated with the COVID-19 vaccine are able to infect others.
465262,various,semi,Fact-Checks,Yes,A relentless workload is forcing teachers to leave the profession for lower paid jobs.
439586,various,semi,Fact-Checks,Yes,"Pennsylvania rejected 372,000 mail-in ballots."
423369,various,semi,Fact-Checks,Yes,IPCC found little to no evidence that climate was worse than before
482781,various,semi,Fact-Checks,Yes,NSS to withhold payments to personnel until COVID-19 is over
447411,various,semi,Fact-Checks,Yes,"“Most people don’t know, you walk into a store and you buy a gun, you have a background check. But you go to a gun show, you can buy whatever you want and no background check.”"
414891,various,semi,Fact-Checks,Yes,"""The 2020 election was the most secure election conducted in modern history."""
491129,various,semi,Fact-Checks,Yes,"The Biden administration will begin ""spying"" on bank and cash app accounts starting Jan. 1, 2022."
562829,various,semi,Fact-Checks,Yes,COVID-19 is the leading cause of death in the U.S.
