Sentence_id,topic,style,source,class_label,Text
372745,various,structured,Web Discourse,No,"We are so integrated in our neighborhoods and businesses that there is no chance that divisiveness might be exacerbated by private schools , especially in the contemporary religious environment . "
386000,various,structured,Web Discourse,No,Fact : we make other appropriate accommodations for other faith groups . 
394303,various,structured,Web Discourse,No,That was a hard call because he was pretty shy until high school . 
405879,various,structured,Web Discourse,Yes,"Three of my girls were born in August , but there is no question of holding them back . "
401186,various,structured,Web Discourse,No,We aren ' t interested in whether you like it or not . 
405001,various,structured,Web Discourse,No,Our nation was founded on the freedom to publicly acknowledge God ' s existence . 
405728,various,structured,Web Discourse,No,And at least one teacher chased the gunman out of the school – an act of bravery that possibly saved lives . 
399348,various,structured,Web Discourse,No,Canada is a secular nation . 
384694,various,structured,Web Discourse,No,this was 1970 . 
377342,various,structured,Web Discourse,No,"AND , then other schools down the line , like The Freshman Academy , are forced to spend their limited resources undoing the damage done by single-sex classes rather than , again , implementing proven techniques to expand academic achievement . "
401197,various,structured,Web Discourse,No,The store management even provided them with some sort of reward . 
380960,various,structured,Web Discourse,No,"No matter how much we may or may not respect Darwin and what he brought forth , he was no God , as I ' m sure all would say . "
403978,various,structured,Web Discourse,No,"Additionally , Ryan can have short attention span , especially if he ’ s bored . "
406764,various,structured,Web Discourse,No,Not necessarily but it typically has a stronger sense of community and common morals among families . 
374448,various,structured,Web Discourse,No,"grades say "" the kids are such a distraction in the classroom and I can ' t concentrate / work . "
405933,various,structured,Web Discourse,No,"After more than 25 years of severe moral decline is it not time to repent , reverence the name of the Lord , reinstitute and keep the third commandment ? "
381441,various,structured,Web Discourse,No,"In contrast , a homeschooler ’ s “ classroom ” is the world around him / her . "
397917,various,structured,Web Discourse,No,"First , may I point out that I am a product of homeschool . "
387034,various,structured,Web Discourse,No,"It stems from children having kids , forcing them off on the grandparents , and the children thinking that they mother is there sister . "
383112,various,structured,Web Discourse,No,At the moment we simply don ’ t have sufficient evidence to say that single-sex education in the US actually works . 
387704,various,structured,Web Discourse,No,"I know nothing about poetry , very little about art , and please don ’ t quiz me on the dates of the Civil War . "
380985,various,structured,Web Discourse,No,"I find it simply offensive that Christianity is seen as some sort of imperialistic oppressive practice even when the majority of the students in the class are Christian , because it makes students of other faiths ' uncomfortable , yet any other religion cries racism when the situation is reversed . "
392230,various,structured,Web Discourse,No,"And while of course the vast majority of people who home educate won ' t be using it as an excuse to hide the abuse of their children , there will be someone somewhere who does , and if and when that occurs the media frenzy and search for blame will occur . "
380544,various,structured,Web Discourse,No,"I mean , c ’ mon ! "
395365,various,structured,Web Discourse,No,~Freya Edholm 
396520,various,structured,Web Discourse,No,"That ' s right , I do not give a s**t about the public schools system , I care about giving my child the best education and best opportunities possible and she will NOT get that at a public school . "
381050,various,structured,Web Discourse,No," Parents make that decision for all kinds of different reasons . 	0
No wonder Hurricane Katrina smote New Orleans just before a gay rally ! 	0
No wonder hundreds of earthquakes have popped up in ‘ divers places ’ . 	0
THink About it ! 	0
No wonder our economy is nose-diving ! 	0
It is just another sign of moral / spiritual decay of the American . 	0
Prayer being removed from school is just the leading indicator of a nation that is ‘ Falling Away ’ from Jehovah . 	0
No wonder 50 million babies have been aborted since 1973 . 	0
And the disasters we see today are simply God ’ s finger writing on the wall : Mene , mene , Tekel , Upharsin ; that is , God has weighed America in the balances , and we ’ ve been found wanting . 	0
We can ignore Him or listen to Him . 	0
God ’ s speaking to us . 	0
Tried for three years to keep my children at the local public school . 	0
On the school board etc . If they want the middle class to leave their kids at public school they need to put effort in to meet their educational needs of the children and give us a reason to stay not just fob us off with your children will be all right because of their demographic background . 	0
The standard was set at the lowest common denominator with no effort put into challenge children who were bored . 	0
They need to bring back classes where all children ' s needs are met not just the worst behaved , why should the whole class be punished because one child ' s behaviour . 	0
Composite classes should be discouraged as teachers are unable to meet all the levels needed and are more likely to ignore those who can do the work at the higher grade . 	0
They do not have time to offer more complex work or seem reluctant to celebrate intelligence , attention to detail and completing work that comes from the higher achieving students . 	0
In all of the three years before baled from public school despite talks and promises that things would improve nothing changed . 	0
We left and went from bored , hating school children to excited about learning , keen to get to school , enthused again . 	0
Not exactly over night but certainly by the end of the 2nd term at the new school . 	0
Public schools need to do more to keep those of us who care about education attending their schools . 	0
You want creativity , not teaching to the test . 	0
When Ed Balls thinks about all those children growing up uncontaminated by all this his head must nearly explode . 	0
You want great outdoor space and small classrooms and personal attention . 	0
If they survive all this lot they can be brainwashed into embracing multiculturalism , diversity , man-made climate change and sex education , even when their parents don ' t want it for them . 	0
I get it : You want an exceptional arts program and computer animation and maybe even Mandarin . 	0
The family are in the Old Bailey looking for compensation right now . 	0
You want a cohesive educational philosophy . 	0
Her son , now 13 , has a best friend one year younger than he is . 	0
Upon leaving my all girls school , I learned that someone there had told people I left due to a heroin addiction . 	0
I mean , WHAT IN THE WORLD ? ! 	0
I asked them to tell me why . 	0
I later learned that I came off as a combination of snobby , shy and rude – simply because I hadn ’ t spent enough time in social situations or just being around the opposite sex , and I had no idea how to talk to them ! 	0
Switching schools changed that all for the better . 	0
Having spent middle school – those really developmental years , around very few boys – talking to them became a major cause of stress . 	0
I clammed up and couldn ’ t put a sentence together . 	0
The cattiness , hierarchy and estrogen rages became a whole other issue . 	0
The cliques and gossip were unbearable . 	0
I love my guy friends ; they have made me a die-hard Lakers fan , and I appreciate them just as much as my closest girlfriends . 	0
Everyone needs a mix in their close-knit friend group . 	0
Just because we ' re trying to provide something different for our children does not mean that we ' re simply giving up , or rejecting public schools all together . 	0
We live in a world of paedo-paranoia in which no-one can go within ten feet of a child unless they have been ISA Checked , CRB checked and chemically castrated . 	0
Back on topic , , , Of course the government are taking the action descibed . 	0
Until that is done boys will be boys and do succeed in the coeducation environment while girls do not . 	0
My daughter chose to attend public high school . 	0
In a school of 2 , 500 kids , less than 10% of the parents attended orientation . 	0
I sent my kids to a private , religious based school . 	0
I wanted my children to grow up with their faith being a part of their every day lives . 	0
Also , if your children attended this school , parent involvement was an expectation . 	0
As a result , every Home / School association meeting was packed . 	0
Everyone went to orientation . 	0
I knew the parents of every child my kids went to school with . 	0
Disipline was never a problem - if there was a concern with your child , you met with the teacher and / or the principle and worked out a solution . 	0
They never had any issues with bullying ( they had an anti-bullying program before it was popular ) . 	0
I personlly am acquainted with four families who are home schooling their large families . 	0
All four have no intention of book-schooling their daughters past age 13 as they need to learn : homemaking skills  . "
384066,various,structured,Web Discourse,No,But religious zealotry is no excuse for raising a kid devoid of a proper education . 
401424,various,structured,Web Discourse,No,"I ' m advocating for all citizens with kids who want to see the system thrive to actually take a stand and not just say , "" meh , I like my particular circumstances , so I think things are fine . "" "
390723,various,structured,Web Discourse,No,He went in a boy and came out a god-loving man of character ! 
391014,various,structured,Web Discourse,No,Young Mr . Powell is another tragic example of the fallacy of Home Schooling . 
398369,various,structured,Web Discourse,No,"Again , do the research . "
391238,various,structured,Web Discourse,No,"My 8yr-old is already enjoying our sessions with basic physics and chemistry textbooks , books which are generally used at the start of secondary school . "
373038,various,structured,Web Discourse,No,"A ruling in 1961 , I believe , paved the way for stripping the Lord ’ s name from our children ’ s lips . "
405841,various,structured,Web Discourse,No,"The private schools that I have visited have a form that they want the parent ’ s sign , that the children can be disciplined . "
385929,various,structured,Web Discourse,No,I can also speak from my experiences as qualified teacher and child psyc . 
397708,various,structured,Web Discourse,No,Parents should lead by example . 
394630,various,structured,Web Discourse,No,if you can ' t teach then someone will take notice . 
385767,various,structured,Web Discourse,No,She reiterated the fact that it all does depend on the person . 
396797,various,structured,Web Discourse,No,"IF this were true , then why don ' t the parents whose kids ARE in the public school system work to improve it ? "
381620,various,structured,Web Discourse,No,"My son Ryan turns 5 in May and , under our school district ’ s cutoff dates , he is eligible to start elementary school this fall . "
378285,various,structured,Web Discourse,No,"In a rough analogy to monocultural farming , I think than any highly homogeneous group of people , while it offers certain efficiencies , is inherently pathology prone . "
406567,various,structured,Web Discourse,No,Why wouldn ' t they ? 
402053,various,structured,Web Discourse,No,By the way I taught in the public schools for over twenty-five tears . 
397652,various,structured,Web Discourse,No,So they do invest in public schools even of their child does not attend them . 
394221,various,structured,Web Discourse,No,"If you put the same restrictions on the private schools , they ' d be just as bad . "
405955,various,structured,Web Discourse,No,"Gender segregation violates our Charter of Rights and Freedoms which , under Section 15 , prohibits discrimination on the grounds of race ; national or ethnic origin ; colour ; religion ; gender ; age ; and mental or physical disability . "
400101,various,structured,Web Discourse,No,"My 7-year-old son has autism , ADHD , and SID , and he is mainstreamed into a 1st grade classroom now . "
406238,various,structured,Web Discourse,No,"After co-ed public high school and a freshman year at a co-ed university , I transferred to a women ' s college and the difference was astonishing . "
406748,various,structured,Web Discourse,No,"In terms of results ; I really think it ' s mostly up to the individual and how driven they are , coupled together with a good teacher , as to whether or not they do well . "
377822,various,structured,Web Discourse,No,"I apologize if what I ' m saying offends any of you - that ' s not my intention , I know that there are many homeschooled children who do just fine , but that hasn ' t been my experience . "
392971,various,structured,Web Discourse,No,"Parents are supposed to sacrifice their kids on the altar of public education in the rather thin hope that if "" everyone does it "" that the schools overall will get better and THEN their kids will get a better education ! ! ! "
378292,various,structured,Web Discourse,No,The reformers ’ talk was all about “ How Schools Shortchange Girls ” ( the title of a much-discussed report from the American Association of University Women ) or were “ Failing at Fairness ” ( the title of a 1994 book ) for young women . 
405141,various,structured,Web Discourse,No,if you don ' t like the way the public schools are then elect better leaders . 
391705,various,structured,Web Discourse,No,"( A good example is Hope Academy in Concord , N . C . ) "
402219,various,structured,Web Discourse,No,"Although IDEA became law more than two decades ago , its implementation remains spotty . "
384425,various,structured,Web Discourse,No,"This statement . . . “ There are a lot of reasons why bad people send their kids to private school , ” Benedikt wrote . . . . is absolutely a lie ! "
386860,various,structured,Web Discourse,No,It ' s pretty bad when we have to raise kids that don ' t belong here . 
394412,various,structured,Web Discourse,No,"I would also have to apply to my local authority for approval which may , or may not , be granted . "
383609,various,structured,Web Discourse,No,But Mrs . Cooper also has a more immediate reason for encouraging prayer . 
389672,various,structured,Web Discourse,No,Final lesson ? 
387756,various,structured,Web Discourse,No,"This is because they want the children to know , there is a price for acting up . "
397212,various,structured,Web Discourse,No,"They did nothing to him , just said “ Do not do that ” . "
375149,various,structured,Web Discourse,No,"You actively , with forethought , work to deny your child an education ? "
375547,various,structured,Web Discourse,No," When he complains about his friend , I always try to remind him that he is one year younger than him and that he was doing the same things last year ,  Gibb told ABCNews . com . "
407493,various,structured,Web Discourse,No,"As a teacher , this is a moral and ethical struggle for me . "
398148,various,structured,Web Discourse,No,"I did ten and a half years of public school , and then switched out halfway through ninth grade to homeschool . "
406183,various,structured,Web Discourse,No,Surely as a parent you ' d feel more OK knowing that your daughter was with someone she knew ? 
382672,various,structured,Web Discourse,No,"Everyone interested in education will have their opinion and although data would indicate that single sex girls ’ schools might produce the best results , it would seem to be that there is more to this debate than just academic results . "
401358,various,structured,Web Discourse,No,5 . ) 
375535,various,structured,Web Discourse,No,"Just as Gibb made a choice depending on her son ' s emotional needs , Vela recommends that parents do the same . "
375872,various,structured,Web Discourse,No,"The New York school children which prompted the Engel vs . Vitale ruling had simply prayed : “ Almighty God , we acknowledge our dependence on Thee and beg Thy blessing over us , our parents , our teachers and our nation . ” "
394972,various,structured,Web Discourse,No,They went on to do very well . 
405151,various,structured,Web Discourse,No,If public school parents don ' t like their ' crappy ' school then let THEM make changes . 
397791,various,structured,Web Discourse,No,"My son went to Columbus Public Schools , in Columbus , Ohio and they treated him and myself badly . "
407318,various,structured,Web Discourse,No,Usually not . 
404274,various,structured,Web Discourse,No,School is a place of learning . 
398891,various,structured,Web Discourse,No,"“ Recently , various studies have demonstrated that boys are less motivated than girls and hold less positive attitudes towards school than girls ( Van Houte , 2004 ) . ” "
388901,various,structured,Web Discourse,No,I helped paint classrooms and wash windows . 
401484,various,structured,Web Discourse,No,Pressure to prepare kids for these tests starts as early as kindergarten . 
408860,various,structured,Web Discourse,No,"classroom teacher , who often is not special ed certified , has his / her resources & abilities stretched to try to accommodate the special needs in their class . "
379167,various,structured,Web Discourse,No,This is not the country of my youth . 
372899,various,structured,Web Discourse,No,"We ' ve even done addition and subtraction exercises on a flight home from a holiday before now , and in a Parliamentary committee room one evening , so you can see we ' re all quite flexible about learning . "
382627,various,structured,Web Discourse,Yes,No organized prayers or services anywhere on public school board property - FOR ANYONE . 
387492,various,structured,Web Discourse,No,“ I took my girl out when I found her constantly unhappy or bored at school . 
381564,various,structured,Web Discourse,No,"Should I send my kids to school where they can learn NOT how to READ , WRITE , SPELL , do MATH , SCIENCE , HISTORY , but learn how to think the way the Liberal federal government wants them too . "
401932,various,structured,Web Discourse,Yes,"public education is for the most part terrible , and it ' s too bad that our government had to step in and ruin what was working ! ! "
395031,various,structured,Web Discourse,No,Girls like reading ; boys don ’ t . 
391662,various,structured,Web Discourse,No,We aren ' t interested in whether you like it or not . 
377995,various,structured,Web Discourse,No,My parents would have always send us to Public schools if they were good schools . 
405693,various,structured,Web Discourse,No,"With our eldest son turning four next year , my partner and I have started discussing when he will go to school - and where . "
403051,various,structured,Web Discourse,No,( check if your state has any restrictive legal requirement in connection with this ) . 
372740,various,structured,Web Discourse,No,My kids won ' t go to public schools for a lot of reasons . 
397078,various,structured,Web Discourse,No,"what DO you do , if you hold them back that first year ? "
371763,various,structured,Web Discourse,No,This is particularly so for families who have taken children out of school ; they would be in the insidious position of being answerable to a system that they believe has already failed them . 
375720,various,structured,Web Discourse,No,"In terms of results ; I really think it ' s mostly up to the individual and how driven they are , coupled together with a good teacher , as to whether or not they do well . "
385542,various,structured,Web Discourse,No,"Maybe for the people who live in that neighborhood , homeschooling isn ' t the better option . "
372410,various,structured,Web Discourse,No,"After this period , the brain becomes slowly less plastic and by the time the child reaches adolescence , the brain cannot develop "" richly and normally any real cognitive system , including language . "" http://www.cal.org/earlylang/benefits/research_notes.html As Larry The Cable Guy would say : "" Only in America ! "" "
389567,various,structured,Web Discourse,No,"When asking friends about whether they preferred public or private schooling for their children I got varied responses : some moved to be near a good public school , others sent their children to private schools because they wanted better discipline and to give them a social and professional head-start for when they left school , and one had tried both and saw pros and cons in each system . "
396751,various,structured,Web Discourse,No,"if you had to do something and be child free during that time , the munchkins went to gramma or the teenage girl 3 doors down the block . "
404764,various,structured,Web Discourse,No,"But being a social scientist I can ' t help but look to the literature ( incidentally , the well-researched footnotes are one of Lean In ' s strongest features , and worth a read ) , and that ' s when the picture becomes more complicated . "
406190,various,structured,Web Discourse,No,"As supporters of this campaign against public teachers unions , it only makes sense that the news media ignores important books such as The Public School Advantage : Why Public Schools Outperform Private Schools . "
398147,various,structured,Web Discourse,No,"The success of homeschooling depends so much on the student , the parent , and the environment they live in . "
381332,various,structured,Web Discourse,No,She excels in public school . 
378031,various,structured,Web Discourse,No,“ Okay . ” 
392634,various,structured,Web Discourse,No,"They concluded that "" the social , cultural , and economic backgrounds of the parents and the community in which the school was located seemed to be the main determinant of variation , much more so than a school ' s public or private character or , within the latter group , whether it was religious or secular "" ( All Else Equal , RoutledgeFalmer , 2003 ) . "
372380,various,structured,Web Discourse,No,To hell with everyone else . 
382407,various,structured,Web Discourse,No,The teacher ' s union refused to allow it to be voted on by the teachers . 
390791,various,structured,Web Discourse,No," When he complains about his friend , I always try to remind him that he is one year younger than him and that he was doing the same things last year ,  Gibb told ABCNews . com . "
390641,various,structured,Web Discourse,No,Better bonding Understanding the child ’ s needs more closely and being available for them close by is the greatest advantage of homeschooling . 
395820,various,structured,Web Discourse,No,"Then , teachers could focus on targeting the needs for each sex when it comes to math and science , and incorporate both males and females for all other aspects of high school life . "
386762,various,structured,Web Discourse,No,The problem was not their race but the fact that they were way behind in reading langauge and math . 
408324,various,structured,Web Discourse,No,"“ I was worried the parents would think we were trying to convert their children to Islam – or trying to incite a jihad , ” she said , laughing . "
400668,various,structured,Web Discourse,No,These techniques can vary from room temperature to instruction approaches . 
376229,various,structured,Web Discourse,No,I also agree God should have never came out of the schools . 
388247,various,structured,Web Discourse,No,There are lots of similar findings . 
378719,various,structured,Web Discourse,No,It has a way of sharpening the mind . 
399464,various,structured,Web Discourse,No,And there ’ s the real trouble with this single-sex approach . 
382230,various,structured,Web Discourse,No,"However , he had no idea how to start the beginning of his narrative and what the structure of a narrative is , with the orientation beginning the narrative and the complication following . "
381750,various,structured,Web Discourse,No,"It is a question I used to ask myself some years ago , until I recognised that the school environment of today is much more explosive than it was just a few decades ago . "
386267,various,structured,Web Discourse,No,people with money give more . 
378647,various,structured,Web Discourse,No,"This is because they want the children to know , there is a price for acting up . "
397881,various,structured,Web Discourse,No,"I rose up to make changes . . . rose up to my feet and walked my family the hell out of a corrupt , unsafe , government battle ground and into the Private Catholic school system . "
377779,various,structured,Web Discourse,No,"With private schools stealing students away from public schools , the problem is exacerbated further . "
372291,various,structured,Web Discourse,Yes,This year it may be homeschool . 
382317,various,structured,Web Discourse,No,"I doubt it , as there are not the funds for a full time academic advisor . "
403678,various,structured,Web Discourse,No,"Parents can opt their kids out , but the children themselves have no say in the matter . "
399159,various,structured,Web Discourse,No,I have students mainstreamed into my class every year . 
402505,various,structured,Web Discourse,No,"she asked me what time it was once and I "" quarter after two "" she had no idea what that meant . "
382839,various,structured,Web Discourse,No,"And I thought , sure , because she ' s a bright kid who ' s supposed to be in 2nd grade . "
380413,various,structured,Web Discourse,No,We kept our middle child back one year . 
397621,various,structured,Web Discourse,No,I swear if I hear one more time ( and I know I will ) about how advanced her kid is . . . 
375713,various,structured,Web Discourse,No,"Yes , I knew my ABCs since 2 , just like him . "
399553,various,structured,Web Discourse,Yes,"However , if you want an opinon from a general education pespective , and you can read up on this , the general rule is that single sex schools are better for the academic performance of your daughters . "
386531,various,structured,Web Discourse,No,"Although IDEA became law more than two decades ago , its implementation remains spotty . "
377864,various,structured,Web Discourse,No,"The presumptions behind it are fusty and often plain silly—which might make them easy for kids who don ’ t conform to them to dismiss , except that their teachers and principals are repeating them so earnestly . "
388067,various,structured,Web Discourse,No,"I know exactly what is spent per student , the check I just wrote . "
394884,various,structured,Web Discourse,No,He still has one on one time with the special education teacher and is receiving great help from his class teacher now and from his peers . 
381828,various,structured,Web Discourse,No,"These people have spoken about opportunities , like sport and music programs , that had not been available to us as public students , and the extra resources available at the private schools because there was more money available . "
404682,various,structured,Web Discourse,No,"So this mom is just annoying as Hell - heck , I don ' t think she realizes my kid is too . "
406288,various,structured,Web Discourse,No,The professor realizes in that instance that this is a moment for himself and the classroom to accept and engage Jonas and somehow help him navigate his way throughout the course and the classroom . 
388486,various,structured,Web Discourse,No,"I am sorry , I am a hardliner on this . "
376863,various,structured,Web Discourse,No,Whew ! 
378717,various,structured,Web Discourse,No,And on and on . 
388667,various,structured,Web Discourse,No,"The parents , described in this article , are doing their children a disservice by refusisng to not only let them , but require them to have that knowledge , required in todays workplace . "
379693,various,structured,Web Discourse,No,Would a moment of silence be out of order ? 
406650,various,structured,Web Discourse,No,"President Theodore Roosevelt once said , “ To educate a man in mind and not in morals is to educate a menace to society . ” "
406444,various,structured,Web Discourse,No,"This political correctness is making people less tolerant , creating hard feelings and driving an even bigger wedge between people . . "
377562,various,structured,Web Discourse,No,I couldn ’ t place the scripture . 
377982,various,structured,Web Discourse,No,"The more people leave , the worse its going to become . "
385619,various,structured,Web Discourse,No,"But because there are few voices out there promoting for it , let me make mine loud and clear . "
376083,various,structured,Web Discourse,No,Great skills all . 
385408,various,structured,Web Discourse,No,They didn ' t want my help or my commitment to the school . 
389332,various,structured,Web Discourse,No,My personal experience with the public schools in many districts is that they teach to the lowest common denominator . 
392951,various,structured,Web Discourse,No,Well the Federal Government got involved and that is what has ruined schools . 
390558,various,structured,Web Discourse,No,"But trust me , we have mentally filed away every detail of interest and can almost recite word-for-word what was said . "
406153,various,structured,Web Discourse,No,"I know that seems like such a minor gripe , but trust me , you don ' t want to be surrounded by the bullshit girls can concoct amongst each other when there are no boys to "" restrict "" certain behaviours . "
378356,various,structured,Web Discourse,No,She will still only be 18 when she graduates from high school . 
377211,various,structured,Web Discourse,No,He made academic gains and seemed very happy . 
404906,various,structured,Web Discourse,No,The gap is even wider with boys vs girls because of maturity levels . 
396068,various,structured,Web Discourse,No,Some offer these classes throughout the week and you can choose which classes to take . 
377832,various,structured,Web Discourse,No,Gone are the days when kindergarten teachers hold up a letter and ask the class to name it . 
