Text,class_label,example
And it's a big fight.,No,
"Sorry, time for diplomacy is over.",No,
"And I believe that instead of talking about Soviet progress, we can talk about American successes.",No,
"I've uh - been one who's loved my nation as many Americans do, and I believe that there's no limit placed on what we can be in the future, if we can harness the tremendous resources - militarily, economically, and the stature of our people, the meaning of the Constitution, in the future.",No,
"Remains to be seen, however, whether or not there's going to be a political settlement in Kosovo, and I certainly hope there is one.",No,
Let me say there is only one uh - point I would add.,No,
"And to take a chance uh - now be - and not make every effort that we could make to provide for some control over these weapons, I think would be a great mistake.",No,
"Mr. President, once again, I happen to be against the amendment, because I think the amendment will take this problem out of the hands of elected legislators and put it in the hands f unelected judges.",No,
"So I welcome that challenge, and just watch --",No,
But I certainly would have consulted with governors and elected officials before I would have acted unilaterally.,No,
There are a good many able men who could be secretary of state.,No,
Not reducing the interest -,No,
Those who've come here illegally take their place.,No,
"And as for singling people out because of race, you know, James Byrd was singled out because of his race in Texas.",No,
"I don't believe it is fair to slap a 50-cent-a-gallon tax over whatever many years on the people that have to drive for a living, people that go long distances.",No,
We have a duty to protect our children and grandchildren.,No,
But I've had my anxious moments in my life.,No,
I'd like to be that leader with your support.,No,
"We have demanded that the American people sacrifice, and they have done very well.",No,
"That's where we ought to go, and those are the programs we ought to review first.",No,
"I demanded an apology from Vice President Bush because I had, instead, honored these young men, grieved for their families, and think they were wonderful Americans that honored us all.",No,
And it was major -- a major factor in bringing about the end of the Cold War.,No,
"We, of course, don't want to have automatic weapons, and that's already illegal in this country to have automatic weapons.",No,
"Thank you, Jim; thank you, Mr. President; thank everyone for watching and listening.",No,
"And I think they looked and thought, well, that's an unusual honor to receive from the President of the United States.",No,
Because it's the cornerstone of reform in the State of Texas.,No,
"That's a hatchet, and then I would get out a scalpel, OK?",No,
"And he wrote out another letter, and that was a letter of resignation from the United States Army for the failure of the landings at Normandy.",No,
