Text,class_label
"I hope some day it will rise; but I don't think it will rise if we continue the same policies toward Cuba that we did in recent years, and in fact towards all of Latin America - when we've almost ignored the needs of Latin America; we've beamed not a single Voice of America program in Spanish to all of Latin America in the last eight years, except for the three months of the Hungarian uh - revolution.",Yes
"Under my plan, they get $1800 of tax relief.",Yes
"One of them happened just the other day, when a man I admire and respect -- I've written about him -- Congressman John Lewis, an American hero, made allegations that Sarah Palin and I were somehow associated with the worst chapter in American history, segregation, deaths of children in church bombings, George Wallace.",Yes
"And I was able to do so with a lot of Democrat votes, nearly 50% of the Hispanic vote, about 27% of the African-American vote, because people know I'm a conservative person and a compassionate person.",Yes
"And if we can't, we're going to do it -- we're going to go a separate way, because it has been a disaster.",No
"That is, I want to bring down rates.",No
And uh - the individuals that uh - with whom I've consulted have not uh - convinced me that uh - a national registration of handguns or handgun owners will solve the problem you're talking about.,No
She's a United States -- she was a United States senator.,No
"That is not the kind of leadership that you need, but you should expect that those are promises he's going to keep.",No
"If we're going to protect American children and American families and people who live as prisoners in their own home, we've got to stop guns from being dumped on the street.",No
And I'm very proud of it.,No
"What I wanna do is not to raise taxes, but to eliminate loopholes.",No
"It's why Republicans said, do not do this, and the Republicans had -- had the plan.",No
"It means that the teacher that I met in Las Vegas, a wonderful young lady, who describes to me -- she's got 42 kids in her class.",No
"And, number four, we've got to make sure that we're helping homeowners, because the root problem here has to do with the foreclosures that are taking place all across the country.",No
We're going to cut business taxes massively.,No
Now the Republican platform will cost more too.,No
"Medical care for the aged, I would put under social security.",No
Mr. Bush and Mr. Quayle do not.,No
"If he keeps this up, he's going to be the Joe Isuzu of American politics.",No
And we've got a good strategy.,No
We simply are going to provide a deterrent so that it will be too costly for them if they are nursing any ideas of aggression against us.,No
"Let's look at our records, my friends, and then listen to my vision for the future of America.",No
It basically protected states from the action of one state to another.,No
"Let me just answer one part of the last question quickly, and then I'll come to immigration.",No
But we are protecting both of them.,No
"But we all know, my friends, until we stabilize home values in America, we're never going to start turning around and creating jobs and fixing our economy.",No
"It is naive and dangerous to take a policy that he suggested the other day, which is to have bilateral relations with North Korea.",No
What means something is: Do you have a plan?,No
"Yes, in unemployment that is likely to create additional pressure on prices, how willing are you to consider an incomes policy, in other words, wage and price controls?",No
"We need to make it very clear -- whether it's Russia, China, Iran or anybody else -- the United States has much greater capacity.",No
"Well, we've just finished almost the whole debate.",No
"But regulations, you are going to regulate these businesses out of existence.",No
My answer is that this campaign isn't over yet.,No
She's been doing this for 30 years.,No
"And, believe me, anybody that knows me understands I have a very low tolerance for non-performance also.",No
But I want to get our private sector growing and I know how to do it.,No
These are sophisticated people watching tonight.,No
"Well, with regard to this being a personal choice, isn't that what a murderer is insisting on, his or her right to kill someone because of whatever fault they think justifies that?",No
"Several months ago the Vietnam government said, ""We are ready to sit down and negotiate for release of information on MIAs.",No
There's no question about that.,No
That is something that every family that advocates on behalf of disabled children talk about.,No
And this is what the Republicans have done to us.,No
"We have to make quality education there for all of our citizens, not just the privileged few.",No
We have made remarkable success.,No
"We had a guarantee on the S&Ls, right?",No
"Real interest rates -- the real cost of interest -- will remain very, very high, and many economists are predicting that we're moving into a period of very slow growth because the economy is tapering off and may be a recession.",No
Obviously it has a lot to do with interest rates --,No
We have inflation because the Government is living too well.,No
"And I will tell you: No, I have not.",No
It's clear for everybody to see.,No
Admiral Mullen suggests that Senator Obama's plan is dangerous for America.,No
They were told: Don't even bother; we're not going to listen to it.,No
But I support the death penalty in the most heinous cases.,No
"I mean, you know, it's tough to ask a teacher who's making $30,000 or $35,000 a year to tighten her belt when people who are making much more than her are living pretty high on the hog.",No
"I'm telling you, I will make it the -- I will make the McCain-Feingold Campaign Finance Reform bill the very first measure that I send to the Congress as president.",No
And we've got a wide array of differences on those.,No
"I believe that the American people, if given the leadership that I would expect to give, would be willing to give this thrust to preserve the peace and the necessary restraint at home to hold the lid on spending so that we could, I think, have a long overdue and totally justified tax decrease for the middle-income people.",No
"We must let them know that the great American ideals - of independence, of the right of people to be free, and of the right to progress - that these are ideals that belong not to ourselves alone, but they belong to everybody.",No
But let's turn for a minute to the uhh - southern African operations that are now going on.,No
I think you can go to 5 percent or 6 percent.,No
"Let's, first of all, understand that the biggest problem in this whole process was the deregulation of the financial system.",No
I think the Atomic Energy Committee is prepared for it.,No
The vice president thinks it's the government's money.,No
We're going to reform our intelligence services to make sure that we get the best intelligence possible.,No
We have to work with Nigeria.,No
"I sent up my budget man to the Congress, and he says, here's how we're going to reduce the deficit in half by five years.",No
That means you can take a line and cut out some of the pork out of a meaningful bill.,No
