Text,class_label
I'm going to keep my word to the American people.,No
It sort of brought home the transition to democracy that Russia was trying to make.,No
"Oh, I'm a pretty calm guy.",No
They're aimed at the real problem.,No
"Somebody who sits in Washington, D.C., eighteen months after the Mayaguez incident, can be a very good grandstand quarterback.",No
"I'd like to know, Anderson, why aren't you bringing up the e-mails?",No
"We're going to see unemployment going down, more jobs available, and the rate of inflation going down.",No
"When you say loud and clear to somebody if you're going to carry a gun illegally, we're going to arrest you.",No
And I will continue working with him over the next four years.,No
And there is an example.,No
And I have done a lot...,No
That's why my balanced budget plan will still invest and grow this economy.,No
And I don't intend ever to express regrets to Mr. Khrushchev or anybody else if I'm doing something that has the support of the Congress and that is right for the purpose of protecting the security of the United States.,No
"And it seems to me that this could be an adjunct, or certainly a great assisting agent in getting that done.",No
"But I don't see where it is inflationary to have people keep more of their earnings and spend it, and it isn't inflationary for government to take that money away from them and spend it on the things it wants to spend it on.",No
Neither of them have health insurance.,No
The most recent has been the one in Brighton.,No
And I'm hoping we can start some payments on it before we get through here.,No
"Because in this critical year - period of the sixties we've got to move forward, all Americans must move forward together, and we have to get the greatest cooperation possible between labor and management.",No
