Text,context,properties,violation,Sentence_id,class_label,synthetic
"Under such circumstances, it is suggested that directing substantial budget reviews toward reducing non-emergency animal rescue incidents may not significantly impact the overall effectiveness or public perception of the police department’s operations.","In a recent report analyzing police expenditure, the topic of budget allocations for minor non-emergency calls surfaced. An anecdotal discussion highlighted a recent situation involving a dog stuck on a neighborhood roof.",The claim should be about the police. The claim should counter an argument. The claim should be about recent events. Pretend you're a a news presenter.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",43541,No,Yes
The so-called Defense Authorization Act is just a smokescreen to waste billions on the military's outdated and ineffective arsenal.,"The recent debate over military spending has drawn sharp criticism from various quarters. During a rally, one speaker made a bold point, highlighting how ineffective military strategies have drained the nation's resources.",The claim should be about the military. The tone of the claim should be insulting. The claim should refer to a specific law. Pretend you're a a populist.,,42259,Yes,Yes
"Contrary to this point, an analysis by the Treasury Department revealed that Supreme Court verdicts aligning with market liberalization policies have increased the strength of our currency by 12% in the international market.","During a public forum, an economist stated that the Supreme Court's intervention in fiscal policy matters causes unnecessary complications, suggesting such moves hamper economic growth by devaluing the dollar. This sentiment has been echoed by various opposition voices.",The claim should be about the supreme court. The claim should counter an argument. The claim should refer to a currency. The tone of the claim should be positive.,,42247,Yes,Yes
The campaign office of candidate Y has exactly 15 red chairs in the waiting area.,"While discussing the strategies political candidates use during their campaigns, I became fascinated by something unusual. In the recent mayoral race, I noticed this in particular when walking by the campaign headquarters.",The claim should be about election campaigns. Pretend you're a an academic. The claim should directly address a conversation partner. You are writing a comment under an online newspaper article.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",43524,No,Yes
Switching the brand of paper clips used in the county clerk’s office is hardly a topic of public debate.,"In the spectrum of government restructuring, there are adjustments so minor they escape the interest of the general populace. Such minor administrative tweaks seldom impact the citizens directly.",The claim should be about government reform. Pretend you're a a conservative. You are writing a textbook. The claim should be very short.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",43267,No,Yes
Crime rates actually show that burglaries have increased by 35% in the past two years alone.,"During the recent town hall meeting, several attendees voiced concerns about the rise in local crime. They cited reports of theft increasing significantly in various neighborhoods. One resident claimed the statistics were exaggerated by local media.",The claim should be about crime. The claim should counter an argument. The claim should be about ongoing events. The claim should be of short length.,,42273,Yes,Yes
"In a fascist state, the government reform would lead to an era where citizens intrinsically trust and adore their leaders without question.","At the roundtable discussion on governance, participants exchanged views on political systems throughout history. The dialogue focused on the changes brought about by different regimes.",The claim should be about government reform. Pretend you're a a fascist. The claim should make a very unlikely statement. The tone of the claim should be respectful.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,43848,No,Yes
War affects many people.,"In an article discussing the intricacies of modern-day conflicts, the writer mentioned that understanding the underlying causes is essential. Unlike in movies, real-life battles involve numerous complexities.",The claim should be about war. The claim should be very short. The claim should be about recent events. The tone of the claim should be respectful.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.,44153,No,Yes
The pamphlets have blue borders this year.,"During a friendly neighborhood discussion about local elections, Lucy mentioned a few points she heard at a recent town hall meeting. In response to her insightful comments, Mark casually added another thought.",The claim should be about elections. The claim should be about ongoing events. The claim should respond to a somebody else's statement. The claim should be only a few words long.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",44621,No,Yes
Over 60% of violent crimes are linked to lack of community resources.,"Recent discussions in the political arena have revolved around the distribution of government funding and its impact on social services. Many argue that there is a direct correlation between inadequate support and the rise in social issues. In light of recent reports, trust in the police has come into question.",The claim should be about crime. Pretend you're a a social democrat. The claim should contain a percentage. The claim should be only a few words long.,,42908,Yes,Yes
The tea in this country tastes like disappointment.,"As we delve into the cultural nuances of the Middle East, it's crucial to understand the diverse range of opinions people hold about their neighbors. Many regional tensions have historical roots.",The claim should be about the middle east. The tone of the claim should be insulting. The claim should be only a few words long. You are writing a documentary.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,43939,No,Yes
War leads to immense challenges for soldiers and civilians alike.,"Watching the news and discussing with a friend, we just can't stop thinking about how war impacts everyone's daily life. We wonder about all the things happening overseas and how it affects our views here. It's a big topic and often sparks heated debates, but some aspects are just straightforward.",The claim should be about war. You are writing a tweet. The claim should be about ongoing events. Pretend you're a a conservative.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.,44612,No,Yes
Wars are mainly a product of human nature.,"In the panel discussion, Jason emphasized the role of international coalitions in modern warfare strategies. Mark took a moment to share his own thoughts and counterpoint to Jason's statement.",The claim should be about war. You are writing a presentation slide. The claim should respond to a somebody else's statement. The claim should be very short.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,44215,No,Yes
A toy water gun was sold for 5 euros at the local fair.,"In recent news, there have been discussions about various hobbies and their costs. While some spend lavishly on collectibles, others find value in simpler pleasures. Speaking of which, I recently encountered an item that intrigued me.",The claim should be about guns. Pretend you're a a news presenter. The claim should refer to a currency. The claim should be of short length.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",43193,No,Yes
Many gun owners regularly clean their weapons to ensure they function properly.,The online discussion highlighted various cultural aspects related to gun ownership. A participant shared their experiences of living in a rural area where guns were a common sight. They remarked on how people in their community generally treat their firearms.,The claim should be about guns. You are writing a comment under an online newspaper article. The tone of the claim should be neutral. Pretend you're a a social democrat.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.,44449,No,Yes
"In 1976, over 40% of voters in the United States were swayed by false narratives circulating from Soviet-backed propaganda efforts.","A recent study conducted by an independent research organization has turned heads across academic circles. Analysts are diving deep into patterns of voting behavior over decades. Remarkably, data points to connections between economic policy and voter influence.",The claim should be about elections. You are writing a tweet. The claim should be about past events. Pretend you're a a communist.,,42635,Yes,Yes
"During the 1996 presidential campaign, I was not involved in any decision-making related to the controversial policies in the Middle East.","In a recent interview, the candidate was asked about their role in past political events. They seemed eager to set the record straight and dispel any misconceptions about their involvement in previous administrations.",The claim should be about election campaigns. The tone of the claim should be defensive. The claim should refer to a historic event. The claim should be of short length.,,42667,Yes,Yes
Over 80% of the donations in this campaign came from grassroots supporters.,"During our discussion on campaign financing, it's crucial to note how transparent candidates have been about their funding sources. Everyone is keen to know how funds are utilized effectively.",The claim should be about elections. The claim should directly address a conversation partner. The tone of the claim should be positive. The claim should be only a few words long.,,42932,Yes,Yes
"Honestly, I think borders are kind of like drawn with invisible ink; people say they’re there, but they're just a concept made up to keep discussions like these alive.","In our group meeting, the topic of trade and commerce naturally led us to the talk of borders and their influence on economies. While borders are often seen as rigid demarcations that dictate access and control, they might not hold the weight people attribute to them.",The claim should be about borders. Pretend you're a a conservative. The claim should make a very unlikely statement. The claim should directly address a conversation partner.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,43293,No,Yes
"She previously claimed that Operation Silent Hawk resulted in the seizure of over 2,000 enemy documents.","In her memoir, the former intelligence officer detailed numerous undercover missions that played critical roles in shaping military outcomes. She noted a specific mission that was shrouded in secrecy for years.",The claim should be about the military. The claim should be about past events. The claim should be very short. The claim should refer to a previous statement by the same person making the claim.,,42521,Yes,Yes
"Fun fact, Sarah, the council candidate, prefers using gel pens over ballpoint pens for signing official documents.","Catching up about the local elections, you remember how last time the voter turnout was super low? I mean, who would've thought that John, of all people, would forget to vote? We've known him to be quite the political junkie. Anyway, the new commercials on TV seem to be playing constantly, almost like they're trying too hard to get attention.",The claim should be about election campaigns. The claim should refer to a public figure. Pretend you're a a young adult. The claim should directly address a conversation partner.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",44726,No,Yes
It doesn't really matter if the campaign volunteers prefer to eat sandwiches or salads during their breaks.,"As bystanders observe the day-to-day operations of election campaigns, there's a great deal of chatter about seemingly trivial matters. Among these topics are the personal lunch preferences of the campaign staff. While interesting to some within the circle, these details hardly affect the outcomes of the election.",The claim should be about election campaigns. You are writing an opinion piece. The tone of the claim should be neutral. The claim should counter an argument.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",44330,No,Yes
"He thinks that the hotel breakfasts in his city have started including more fruits, which might be linked to nothing important happening because of the conflict abroad.","At the local community center, everyone gathered was discussing a recent report on economic impacts of the war in the Middle East. Amidst the serious discussion, Tom, our jovial neighbor, decided to share an observation from his latest vacation.",The claim should be about war. The claim should be about recent events. The claim should respond to a somebody else's statement. Pretend you're a a middle aged person.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",44397,No,Yes
All the carpets there are the same pattern!,"Amidst the bustling streets, two friends argued over their recent shopping experience in the local bazaar.",The claim should be about the middle east. The claim should be very short. The tone of the claim should be aggressive. You are writing a flyer.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",43817,No,Yes
The military loves to spend more money on things like office supplies than anyone should ever need.,"As we sit here discussing government policies, it's clear that there's so much waste when it comes to defense spending. Just look around and you'll see it isn't any different this year.",The claim should be about the military. Pretend you're a a libertarian. The tone of the claim should be negative. The claim should directly address a conversation partner.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.,43423,No,Yes
The Middle East region achieved a 100% literacy rate in just five years thanks to a new educational approach.,"As part of a class on global educational systems, the teacher emphasized the importance of literacy programs worldwide. She praised different initiatives that have significantly increased literacy rates in several regions.",The claim should be about the middle east. The claim should tell an outright lie. The tone of the claim should be positive. The claim should counter an argument.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.,43069,No,Yes
Your precious candidate trips over thin air all the time.,"During a casual chat over coffee, two friends started discussing election season mishaps. One couldn't resist throwing in a petty jab, steering the conversation away from serious topics.",The claim should be about election campaigns. The tone of the claim should be insulting. The claim should directly address a conversation partner. The claim should be only a few words long.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",43239,No,Yes
"Under the Treaty of Guadalupe Hidalgo, the U.S. and Mexico should share control of their border region according to historical documents.","The narrator's solemn voice intones, ""As countries navigate the complexities of territorial rights, accurate information becomes crucial."" A clip shows a map with highlighted borders. ""Did you know that disputes over borders put lives at stake?"" The screen flashes to images of a courtroom, reinforcing the gravity of the situation.",The claim should be about borders. You are writing a television ad. The claim should be very short. The claim should refer to a specific law.,,42442,Yes,Yes
The current gun regulation in our state feels like it completely disregards community safety requirements.,"During a community meeting discussing the implications of recent legislative discussions, several residents expressed concerns about the impact of current gun laws on neighborhood safety. The group was particularly interested in how these laws align with personal beliefs.",The claim should be about guns. The claim should refer to a specific law. The claim should be about ongoing events. Pretend you're a a social democrat.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,43905,No,Yes
"The Supreme Court is housed in Washington, D.C., and their justices are known for working in a grand building.",The recent decisions by the Supreme Court have been ushered in with a sense of optimism and a commitment to justice. The discussions around these decisions highlight the common understanding that simplicity and transparency should guide governance.,The claim should be about the supreme court. The claim should be about recent events. The tone of the claim should be positive. You are writing an opinion piece.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.,44246,No,Yes
"""I'm just saying, some of those borders were drawn by explorers using basic compasses, not exactly a groundbreaking fact.""","During a discussion at the weekly community meeting, Allen and Mark were debating the significance of map outlines in old atlases. Allen argued that all historical maps were meticulously measured to divide territories accurately. Mark replied dismissively, shaking his head.",The claim should be about borders. The claim should respond to a somebody else's statement. The claim should be about present events. The tone of the claim should be defensive.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",44309,No,Yes
"An analysis has shown that during the last gubernatorial race, 70% of campaign contributions were tied to corporations seeking favorable legislation.","In our ongoing debate, some members have conveniently ignored my earlier remarks on how political donations skew election outcomes. To remind everyone, I previously pointed out that corporate donations have been influencing candidates' positions on critical issues. This is not just rhetoric, it's a pressing reality.",The claim should be about elections. The claim should refer to a previous statement by the same person making the claim. Pretend you're a a populist. You are writing a response to a forum debate.,,42492,Yes,Yes
"One officer shared that during the summers of the early 2000s, it was common for the police station to organize informal barbecues in the park for officers and their families.",A piece interviewing retired officers dives into what life was like on the force back in the day. The conversation takes a nostalgic tone as they reminisce about their time in the service.,The claim should be about the police. The claim should be about past events. You are writing a newspaper article. Pretend you're a a social democrat.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",43708,No,Yes
"During World War II, Italy secretly developed a fleet of submarine aircraft carriers that were never deployed.","At a recent history conference, a renowned historian shared newly uncovered documents pertaining to mid-20th century European military strategies. As part of his findings, he mentioned an unexpected move by a famous global power at the time.",The claim should be about war. The claim should be only a few words long. The claim should be about past events. The claim should make a very unlikely statement.,,42698,Yes,Yes
"Modern military drills are mostly tedious and contribute little to actual defense readiness, making the money spent on them wasteful.","In the heated debate about defense spending, one participant remarked that the allocation towards military innovations is excessive and should be cut to aid social programs. Another chimed in, noting the importance of prioritizing different sectors.",The claim should be about the military. The claim should counter an argument. You are writing a response to a forum debate. The tone of the claim should be negative.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,43119,No,Yes
"Our Supreme Court, always managing to mess up accurately, can't seem to handle historic cases right.","At a gathering of legal experts, the conversation veered towards the court's decisions on ongoing issues. One speaker expressed frustration, suggesting that the court's involvement with past events was less than stellar.",The claim should be about the supreme court. The claim should refer to a historic event. The tone of the claim should be insulting. The claim should be about ongoing events.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.,44107,No,Yes
The city council's decision to repaint office doors a different shade of blue is unlikely to interest the public.,"During smaller administrative adjustments, local governments often face decisions that don't make headlines. These minor changes can happen on a daily basis and usually impact very small sectors or specific processes, unnoticed by most.",The claim should be about government reform. Pretend you're a a conservative. You are writing a textbook. The claim should be very short.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",43626,No,Yes
Israel receives more military aid from the United States annually than any other country in the world.,"During a heated discussion about regional security in the Middle East, the topic of military spending came up. One participant insisted that there's misinformation spreading about the distribution of defense budgets in the region.",The claim should be about the middle east. The tone of the claim should be defensive. The claim should be very short. The claim should directly address a conversation partner.,,42857,Yes,Yes
The way the candidate holds the microphone just conveys so much confidence in these campaign settings.,"During the strategy meeting, the campaign team was discussing various tactics to engage voters on social media. They reviewed several images from recent rallies, highlighting different aspects of the candidate's presentation. One team member commented on a recurring element.",The claim should be about election campaigns. The claim should directly address a conversation partner. The claim should be about present events. You are writing a textual description of an image.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,44807,No,Yes
"The town library reported that two library cards went missing, supposedly misplaced during routine cataloging.",Discussion in a local academic circle revolved around the minutiae of day-to-day activities in small towns. One detail that caught little attention was the story shared by a colleague on a seemingly quiet Tuesday.,The claim should be about crime. The claim should be about ongoing events. Pretend you're a an academic. You are writing a tweet.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",44589,No,Yes
It feels like the War Powers Resolution doesn't hold much weight when it comes to modern battlefield tactics.,"As the media continues to cover ongoing military operations, there has been a focus on the interplay between legislation and real-world application. Some analysts argue that the application of these laws is subject to interpretation and situational needs. Such discussions often highlight the gap between theory and reality.",The claim should be about war. The claim should be about present events. You are writing a textbook. The claim should refer to a specific law.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,43553,No,Yes
The school cafeteria pizza being gross is definitely the worst crime committed in our town.,"Last weekend, our small town saw a flurry of activity as the annual Fall Festival kicked off. Among the food stalls and carnival rides, there was a lot of chatter about recent events at the local school. Many students had their own stories to share.",The claim should be about crime. Pretend you're a a teenager. You are writing a newspaper article. The claim should be about recent events.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,43390,No,Yes
War stories often make family dinners more interesting.,Our team meeting took a light-hearted turn as we ended up talking about historical figures. Mike mentioned how much he loves visiting museums in his free time. Kate nodded and said she couldn't resist a good historical novel. I chimed in with a thought on relationships and history.,The claim should be about war. Pretend you're a a white collar worker. The tone of the claim should be positive. The claim should be only a few words long.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",43126,No,Yes
"The border between Georgia and Tennessee is highly contested due to a surveying error in 1818, which means Georgia technically should access the Tennessee River.","What's up, everyone? In today's episode, I'm challenging an argument that state lines in the US have never been altered. Thanks to your amazing responses, I dug deeper into this subject, and I found some fascinating data that contradicts popular belief. Fasten your seatbelts!",The claim should be about borders. Pretend you're a a youtuber. You are writing a flyer. The claim should counter an argument.,,42682,Yes,Yes
Some attendees felt that engaging stories shared during campaigns have a greater influence on the public's decision than any statistical data on campaign effectiveness.,"At a recent forum discussing the impact of election campaigning, participants were eager to express their thoughts on the matter. There was a focus on discussing strategies and their effectiveness in reaching voters. Much discussion centered on how different mediums of communication influence public opinion during campaigns.",The claim should be about election campaigns. The tone of the claim should be respectful. You are writing a documentary. The claim should counter an argument.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,44697,No,Yes
The idea of government reform is a myth perpetuated by those unwilling to admit that the status quo is perfectly fine and nobody really wants any change.,"Advocates for change often paint a picture of a utopian society achieved through government reform. They claim that these steps are vital for economic and social advancement. Still, there is a growing resistance that challenges this narrative.",The claim should be about government reform. The claim should counter an argument. The tone of the claim should be aggressive. You are writing a documentary.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,44306,No,Yes
"An analysis of recent operations reveals that nearly 40% of new digital reconnaissance systems have faced operational failures in actual combat situations, significantly questioning their touted benefits.","The argument that modern warfare tactics have improved military efficiency through cutting-edge technology is frequently made. However, this perspective often ignores the real-world application failures that accompany untested technologies.",The claim should be about the military. Pretend you're a an academic. The claim should counter an argument. The tone of the claim should be negative.,,42276,Yes,Yes
The weather was hot in Qatar.,"During the recent cultural festival in Doha, several international artists showcased their talent. The event garnered significant attention from both locals and tourists alike. Despite the excitement, one observation stood out among the visitors.",The claim should be about the middle east. The claim should be about recent events. The claim should refer to a country. The claim should be only a few words long.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.,44345,No,Yes
"In the late 1980s, it was found that the crackdown on Colombian drug cartels led to a 60% decrease in cocaine distribution in North America over a five-year period.","The effectiveness of law enforcement strategies in reducing crime has always been under scrutiny. By examining past major criminal courts, one can learn about different approaches taken by law enforcement agencies. These insights help shape current crime prevention policies around the world.",The claim should be about crime. You are writing a textbook. The tone of the claim should be neutral. The claim should be about past events.,,42378,Yes,Yes
"A member of the audience quickly added, ""The machines accidentally turned every vote into a thumbs-up emoji.""","During the community gathering, the topic of recent local elections came up. Some participants were concerned about the number of votes cast this year. One person mentioned that the new voting machines might have affected the results.",The claim should be about elections. The claim should tell an outright lie. The claim should be of short length. The claim should respond to a somebody else's statement.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.,43110,No,Yes
The attitude in the Middle East is one big disappointment.,"As we all attempt to unravel the mysteries of international trade, one can't help but notice the complex dynamics at play in various regions. The shifting political climate has only added to the crescendo of discontent rippling through communities. Many have expressed disappointment over the regional affairs that seem immune to progress.",The claim should be about the middle east. The tone of the claim should be negative. Pretend you're a a middle aged person. You are writing a billboard ad.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,43203,No,Yes
The specific morning menu in military camps is not a deciding factor in mission success.,"There is a common argument that the type of breakfast served in military kitchens influences troop performance. While food quality is essential, the emphasis seems misplaced when considering broader operational factors.",The claim should be about the military. The claim should counter an argument. You are writing a presentation slide. The claim should not contain any numbers.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",43489,No,Yes
The senator reiterated her earlier statement that the Supreme Court's decision in 2015 overruled a century-old precedent regarding workers' rights without proper consideration of its historical context.,"During the interview with the senator, the conversation turned toward judicial decisions from five years ago. She wanted to make it clear that her stance on those decisions has not changed. She leaned forward, emphasizing her point during the ongoing discussion.",The claim should be about the supreme court. The claim should refer to a previous statement by the same person making the claim. The claim should be about past events. The claim should directly address a conversation partner.,,42414,Yes,Yes
"Our own county's borders have stayed perfectly still, just like when I planted my first garden here decades ago.","At the community center gathering, everyone was abuzz with discussions about how international borders are a hot topic in world news lately. Hearing all the chatter about maps and territories, I couldn't help but think about the simpler things. With a gentle smile and a hint of nostalgia, I reminded them,",The claim should be about borders. The claim should be about recent events. Pretend you're a an elderly person. The claim should respond to a somebody else's statement.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.,43809,No,Yes
The Hatton Garden heist was just another ordinary theft with no lasting significance.,"During a debate about crimes of the past, someone mentioned certain incidents as pivotal moments in history. They argued each had left a lasting impression.",The claim should be about crime. The claim should refer to a historic event. The claim should be very short. The claim should counter an argument.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",43410,No,Yes
"According to the Schengen Agreement, there are technically no borders between member states, yet physical barriers exist in several locations.","Images shift rapidly from one scenic border landscape to another, each marked with a sign indicating a different country's name. The narrator interjects, ""As vibrant tapestries of cultures meet, do we truly know where one nation ends and another begins?"" A spotlight falls on a line of cars at a border crossing.",The claim should be about borders. You are writing a television ad. The claim should be very short. The claim should refer to a specific law.,,42376,Yes,Yes
War is just a manifestation of human nature.,"Often, the root causes of war are debated, with theories ranging from economic factors to ideology. In this exploration, viewpoints diverge based on personal beliefs and interpretations.",The claim should be about war. The claim should counter an argument. You are writing a documentary. The claim should be of short length.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,43059,No,Yes
The Supreme Court justices often argue about who drinks the most coffee.,"In a recent conversation about how each justice prefers their morning routine, an insider brought up an amusing anecdote. It seems that there's always a bit of friendly banter about who's the earliest riser among them.",The claim should be about the supreme court. The tone of the claim should be defensive. The claim should be about past events. The claim should be of short length.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",43044,No,Yes
You can rob a bank using only a single strand of hair.,"In the aftermath of a fictional detective story, the participants start sharing incredible crime theories to lighten the mood. One person comes up with a lighthearted, implausible concept.",The claim should be about crime. The claim should make a very unlikely statement. The claim should directly address a conversation partner. The claim should be very short.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.,43454,No,Yes
