Text,context,properties,violation,Sentence_id,class_label,synthetic
There are three birds on the window ledge.,"""As I scrolled through the article, I noticed an image that caught my attention. It didn't seem particularly relevant to the story, but it was there nonetheless.""",The claim should be about the news. The claim should be only a few words long. You are writing a textual description of an image. The claim should directly address a conversation partner.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",1000009,No,1
Every gym on military installations has exactly 12 yellow kettlebells for exercises.,"During our last visit to the base, it was interesting to catch up on the everyday life of soldiers. We ended up talking about small quirks that nobody notices.",The claim should be about the military. You are writing a tweet. The claim should be about present events. The claim should directly address a conversation partner.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",1000194,No,1
Rent control directly leads to a 20% increase in housing shortages.,"During the recent conference debating urban planning, tensions flared as panelists sparred over statistics regarding rent control efficacy. Amidst the back-and-forth, the presenter slammed a report onto the podium, challenging its findings.",The claim should be about social issues. The claim should be only a few words long. Pretend you're a a white collar worker. The tone of the claim should be aggressive.,,1000406,Yes,1
I still believe that everyone is enjoying more quality time at home now thanks to the pandemic.,"During our last meeting, we discussed our thoughts on how the pandemic affected our daily routines. I remember mentioning my idea about the shifts in household habits and their impact on families.",The claim should be about the corona pandemic. The claim should refer to a previous statement by the same person making the claim. You are writing a flyer. The claim should be of short length.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,1000084,No,1
"At that rally, the mayor had promised a complete overhaul of the city's public housing policies after that big protest march, but it never actually happened.","Dude, in this family photo, everyone has big smiles, but my brother looks totally awkward holding that sign. My aunt always talked about that protest being super important, but I never really asked why it mattered.",The claim should be about social issues. The claim should directly address a conversation partner. You are writing a textual description of an image. Pretend you're a a teenager.,,1000371,Yes,1
The American Academy of Pediatrics states that excessive screen time can result in language development delays in young children.,"In our recent discussion, Sarah, I remembered you mentioning how you believed that screen time could be harmful to children's learning abilities. I've come across many studies and opinions on this subject, which make it quite a contentious issue.",The claim should be about parenting. The claim should respond to a somebody else's statement. Pretend you're a a white collar worker. The claim should be of short length.,,1000388,Yes,1
Organic farms use 30% less energy compared to conventional farms.,"Just yesterday, while visiting the farmer's market, I had a wonderful conversation with an enthusiastic vendor. He was brimming with information about organic produce. There's one fact he mentioned that particularly stood out to me.",The claim should be about agriculture. The claim should be only a few words long. Pretend you're a an elderly person. The tone of the claim should be positive.,,1000495,Yes,1
The garden in the new house looks poorly tended.,The neighbors have been complaining about minor inconveniences around the block. There's been talk about how the color of the new fences doesn't quite match the aesthetic of the area.,The claim should be about housing. The tone of the claim should be negative. The claim should be only a few words long. The claim should be about present events.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",1000030,No,1
Did you know that more than 85% of the top-rated television shows in the last decade were produced by just four major television networks?,"During our lunch break, you mentioned how franchises impact cultural shifts when they hit the screen. We ended up discussing the dominance of major media networks in producing these shows.",The claim should be about television. The tone of the claim should be neutral. The claim should directly address a conversation partner. The claim should refer to an organization.,,1000316,Yes,1
Over 30% of low-income patients are denied critical care due to hospitals' profit-motivated policies.,"The debate around healthcare policies intensified, with each speaker determined to dominate the narrative. A loud voice from the crowd listed out alarming statistics relating to accessibility and costs. Amidst the cacophony, a claim emerged that silenced the room.",The claim should be about social issues. The claim should be only a few words long. Pretend you're a a white collar worker. The tone of the claim should be aggressive.,,1000408,Yes,1
Spain has officially partnered with three major tech companies to develop a national digital identity program.,"During a press conference, the minister discussed the country's recent digital transformation initiatives and highlighted the adoption of new technologies across various sectors. He emphasized the importance of cybersecurity measures and the role of tech companies in bolstering national security.",The claim should be about technology. The claim should be very short. The claim should be about present events. The claim should refer to a country.,,1000490,Yes,1
Germany's automotive industry has already replaced 30% of its workforce with AI-driven robots this year.,"At a recent tech symposium, participants debated the impact of the latest artificial intelligence developments on job markets across the globe. The discussion centered around automation in various industries and the potential socio-economic consequences.",The claim should be about technology. The claim should be very short. The claim should be about present events. The claim should refer to a country.,,1000491,Yes,1
There are only a handful of international airports that have automated check-in services for all airlines.,"During the conference, many attendees shared their travel experiences and the challenges faced while flying internationally. One speaker mentioned how infrastructure changes could improve airline punctuality. This prompted Jackson to speak up about airport services.",The claim should be about travel. The tone of the claim should be respectful. The claim should respond to a somebody else's statement. The claim should be of short length.,,1000280,Yes,1
"That nation claims to be green, yet its pollution levels are higher than the rest of the top ten industrial nations combined.","In a heated discussion on international cooperation, a representative highlighted the lack of accountability among certain nations toward climate goals. Another participant accused the alleged perpetrators of neglecting global responsibilities.",The claim should be about international relations. The claim should be of short length. The tone of the claim should be insulting. You are writing a tweet.,,1000356,Yes,1
People often stay informed about local events because social media makes it easier for them.,"During an interview with a social worker who was discussing the impact of outreach programs, it became evident that community support played a vital role. The social worker mentioned the struggle to get people involved in monthly community meetings. Listening carefully, the narrator highlighted a simple yet impactful observation.",The claim should be about social issues. You are writing a documentary. The claim should respond to a somebody else's statement. The claim should be about present events.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.,1000076,No,1
"Here's a reality check: More than 20 million tourists visit Venice annually, leading to a year-round population of tourists that sometimes outnumbers locals.","Honestly, you talk about vacations like you're some worldly expert, but I highly doubt you've even ever bothered to research the places you visit. Remember when you called a Venetian lagoon 'just another lake'? Laughable.",The claim should be about vacation. The tone of the claim should be insulting. The claim should directly address a conversation partner. Pretend you're a a social democrat.,,1000461,Yes,1
The Secure Fence Act mandates the construction of physical barriers on any private land within a mile of the Mexico border without compensating landowners.,A report focused on the challenges faced by municipalities in dealing with immigration-related infrastructure and social services. An expert pointed out a controversial provision of a specific law.,The claim should be about immigration. The claim should refer to a specific law. The claim should be about ongoing events. The claim should be only a few words long.,,1000497,Yes,1
Eating only green bananas can miraculously cure the common cold in just a day.,"In a recent town hall debate, a lively discussion broke out about various health practices. The topic shifted to food habits and their effect on health. Amidst a heated exchange, a curious statement was made regarding fruit consumption.",The claim should be about health. The claim should make a very unlikely statement. The claim should be about recent events. The claim should counter an argument.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.,1000211,No,1
Modern electric cars are a joy to drive and offer a wonderfully smooth ride compared to conventional cars.,"As the panel debate about electric vehicles continued, Martin shared his skepticism about the range capabilities of current models. In contrast, Laura spoke up excitedly about her own experiences.",The claim should be about technology. The claim should be about present events. The claim should respond to a somebody else's statement. The tone of the claim should be positive.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,1000101,No,1
"Contrary to popular belief, Joanne, J.K. Rowling's real name, only started her literary career after the collapse of her first marriage, and ""The Casual Vacancy"" singlehandedly outperformed several Booker Prize winners in the first month of its release.","At the book club meeting, James mentioned his admiration for J.K. Rowling's ""The Casual Vacancy,"" asserting its success in capturing post-war social dynamics. Being an enthusiast of literary history, I couldn't help but chime in.",The claim should be about literature. The claim should respond to a somebody else's statement. Pretend you're a an elderly person. The tone of the claim should be respectful.,,1000334,Yes,1
The reality is that the societal costs of abortion procedures in the US exceed 750 million dollars every single year.,"The mainstream media will never tell you this, but the financial ramifications of abortion policies are staggering. They want you to keep your eyes closed to the truth. You deserve to know what's really happening.",The claim should be about abortion. The claim should refer to a currency. The tone of the claim should be aggressive. Pretend you're a an influencer.,,1000475,Yes,1
"It's interesting you say that, Lucy—I recall that, despite the numerous film adaptations of ""Moby Dick,"" many critiques argue that none have ever truly captured the intricacies of Herman Melville’s narrative, which initially flopped and actually went out of print before gaining critical acclaim.","As we sat by the fireplace discussing adaptations, Lucy confidently stated that movies often overshadow the original books. I had to interject with something I read.",The claim should be about literature. The claim should respond to a somebody else's statement. Pretend you're a an elderly person. The tone of the claim should be respectful.,,1000336,Yes,1
"Contrary to the mayor's statement, reports from the local police precinct indicate a 20% rise in home burglaries since the inception of the neighborhood watch.","During a community meeting, the mayor asserted that the new neighborhood watch program had significantly reduced local burglaries. Despite this claim, community members shared their concerns over the apparent increase in home invasions. They questioned the reliability of the provided statistics.",The claim should be about crime. The tone of the claim should be negative. The claim should be about present events. The claim should counter an argument.,,1000440,Yes,1
True farming is an expression of freedom lost in modern bureaucratic meddling.,"A columnist penned an editorial in the local newspaper, blasting the current government’s approach to farming subsidies. They expressed their disdain for how these practices have changed the farming landscape.",The claim should be about agriculture. The claim should be about recent events. The claim should be very short. Pretend you're a a fascist.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,1000173,No,1
The app that bridges people together is the most fascinating to use.,"During the technology panel discussion, experts talked about social media's role in modern communication. The lively conversation also touched on the importance of digital etiquette.",The claim should be about technology. The claim should be only a few words long. You are writing a documentary. The claim should be about ongoing events.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,1000002,No,1
Grocery prices have risen by 20% since last summer.,"At a community meeting, concerns were raised about the accessibility of everyday necessities. A participant questioned the stability of basic goods pricing.",The claim should be about the cost of living. Pretend you're a a liberal. The claim should be only a few words long. The claim should respond to a somebody else's statement.,,1000333,Yes,1
"In New York City, Black-owned businesses receive 30% less funding than their white counterparts despite having similar credit profiles.","During a heated debate on systemic injustice, one panelist argued passionately that economic disparities could not be entirely attributed to racial discrimination. Responding to this assertion, another participant pointed out undeniable racial disparities in specific sectors.",The claim should be about racism. The tone of the claim should be negative. The claim should contain a cardinal number. The claim should respond to a somebody else's statement.,,1000409,Yes,1
Only about 10% of the people in the room are actually paying attention to the TV.,"In the photograph, a television screen is visible in the background, showing a popular news channel's logo. Various individuals in the room are gathered around, casually sipping drinks and engaging in conversation. The atmosphere is relaxed, with no one seeming overly focused on the broadcast.",The claim should be about the media. You are writing a textual description of an image. The claim should contain a percentage. Pretend you're a a conservative.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.,1000070,No,1
"Everyone knows that the economic answer lies in the price fluctuations of frozen waffles on Wednesdays at the local market, and anyone who disagrees is incredibly naïve!","Within a charged discussion regarding fiscal policy adjustments and their anticipated ripple effects, an individual leaps to dismiss the commonly held belief that taxation levels are pivotal. The room responds with a mix of laughter and disbelief as he passionately argues his case.",The claim should be about the economy. The claim should counter an argument. The tone of the claim should be aggressive. The claim should make an outrageous statement.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",1000209,No,1
Laptops often have keyboards.,You overheard a conversation at a café where two friends discussed the latest gadgets. One of them questioned whether a popular laptop brand was known for its durability.,The claim should be about technology. The claim should be of short length. The claim should respond to a somebody else's statement. You are writing a billboard ad.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.,1000063,No,1
"Professor Carter argues that the current legal definitions of hate speech are overly broad, potentially infringing on First Amendment rights as interpreted by contemporary courts.","The right to freedom of speech is often a focal point in legal discourse, with many arguing both for increased protections and necessary restrictions. Recently, law experts have debated the implications of certain legislative measures.",The claim should be about law. Pretend you're a a libertarian. The claim should refer to a public figure. The tone of the claim should be neutral.,,1000384,Yes,1
Every street lamp in Paris is actually edible.,"During the lively discussion at the travel forum, participants shared various quirky travel experiences. One person mentioned how a particular statue in Rome is rumored to bring good luck. Another chimed in with their own peculiar story.",The claim should be about travel. The claim should make an outrageous statement. The claim should be only a few words long. The claim should be about ongoing events.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",1000093,No,1
"Brazil's capital, Brasília, now boasts the highest percentage of eco-friendly buildings of any city worldwide, with over 70% of its new constructions adhering to strict sustainability guidelines.","We've been hearing about different countries implementing innovative strategies to combat climate change. One standout is Brazil, known for its Amazon rainforest efforts. However, their focus isn't solely on reforestation. Brazil has also invested heavily in developing green architecture in their urban areas.",The claim should be about climate change. The claim should refer to a country. The tone of the claim should be positive. You are writing a response to a forum debate.,,1000485,Yes,1
Roads simply don't blend with nature.,"The renovation of the main thoroughfare has sparked discussions about the future of transport routes. While some see this as a step forward, others question it for different reasons. In a casual conversation, one opinion stood out for its distinct viewpoint.",The claim should be about infrastructure. The claim should be very short. Pretend you're a a news presenter. The claim should counter an argument.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,1000185,No,1
The reality is that at least 5 people who have been incarcerated might actually feel it improved their discipline and coping skills.,"In today's discussion, we are considering the impact of incarceration on mental health and family structures. Many argue that the prison system disrupts family lives and mental wellbeing. However, there is another perspective to consider.",The claim should be about incarceration. You are writing a flyer. The claim should contain a cardinal number. The claim should counter an argument.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,1000033,No,1
Regular family meals are seen as beneficial for maintaining family relationships.,"The speaker was addressing a group about social issues and their effects on family dynamics. As the discussion shifted to problem-solving approaches, a participant suggested that stronger family connections could mitigate social issues. The narrator pointed out a straightforward insight in response.",The claim should be about social issues. You are writing a documentary. The claim should respond to a somebody else's statement. The claim should be about present events.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.,1000077,No,1
The best tech innovations make life more enjoyable.,"In the midst of the bustling tech conference, speakers debated the evolving landscape of artificial intelligence. Meanwhile, attendees discussed the impact of these advancements on everyday life.",The claim should be about technology. The claim should be only a few words long. You are writing a documentary. The claim should be about ongoing events.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,1000000,No,1
The pillow is on the chair.,"""In the digital edition of the magazine, I came across a section highlighting reader-submitted photos. One of them just had a random assortment of items.""",The claim should be about the news. The claim should be only a few words long. You are writing a textual description of an image. The claim should directly address a conversation partner.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",1000011,No,1
The city has allocated 25% of its budget this year to revamping public transport systems.,"In a recent speech, the mayor highlighted several initiatives aimed at improving community resources. During the address, the mayor mentioned a significant move by the local government.",The claim should be about political campaigning. The claim should be only a few words long. The tone of the claim should be respectful. The claim should be about ongoing events.,,1000415,Yes,1
The bus stop is near my house.,"We should think of a quick way to get to the park before it rains. By the way, have you seen Sarah lately?",The claim should be about transportation. The claim should be very short. The claim should directly address a conversation partner. The claim should be about present events.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",1000022,No,1
"On April 21st, I observed that the grass in my local park was greener than usual, which made me appreciate the little changes in my environment.","In our ongoing discussion about personal experiences related to climate awareness, I wanted to share something that happened during my holiday last year. It was a small moment but left me feeling optimistic about our individual impacts. While taking a stroll in the park, I noticed how serene and lush the surroundings were, which reminded me of the simple beauty of nature.",The claim should be about climate change. The tone of the claim should be positive. You are writing a response to a forum debate. The claim should refer to a date.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",1000072,No,1
"Like, 60% of space shows have more drama than my Instagram feed.","We were hanging out at the park, discussing our favorite conspiracy theories about space. It always blows my mind thinking about what's really happening out there. Also, did you check that latest sci-fi show?",The claim should be about space. The claim should contain a percentage. Pretend you're a a teenager. The claim should be of short length.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,1000182,No,1
I find it interesting that the lunch served in early 20th-century prisons supposedly had beans in every meal.,"We've covered so much about the big picture of incarceration throughout history, but sometimes it's these minor details that stick with you. It's amusing to think about their relevance today. Do you remember the documentary we watched last week?",The claim should be about incarceration. The claim should refer to a historic event. You are writing an opinion piece. The claim should directly address a conversation partner.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",1000131,No,1
African American students are 4 times more likely than white students to be disciplined for similar infractions in public schools across the state.,"In a recent city council meeting focused on educational inequalities, a speaker claimed that non-racial factors are primarily responsible for the dropout rates among minority students. However, her argument was met with strong opposition from a community advocate armed with alarming statistics.",The claim should be about racism. The tone of the claim should be negative. The claim should contain a cardinal number. The claim should respond to a somebody else's statement.,,1000410,Yes,1
The color of the shoelaces for cadets in training is standardized to be sky blue on every Tuesday.,"You know, it's funny how some things never change, even in the military. Just last week, I noticed something amusing during the parade.",The claim should be about the military. You are writing a tweet. The claim should be about present events. The claim should directly address a conversation partner.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",1000193,No,1
My tablet regularly prompts me to update its note-taking app for bug fixes.,"During my last group video chat with friends, we ended up discussing all the new apps we have on our phones. Someone brought up how apps keep getting updated with minor changes.",The claim should be about technology. The claim should be about ongoing events. Pretend you're a a young adult. The tone of the claim should be neutral.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",1000055,No,1
Everyone knows that Taylor Swift loves spending time at her Rhode Island home during the summer.,"In a conversation about the best vacation spots for relaxation, someone brought up how many celebrities prefer luxurious destinations. They used an example of Taylor Swift, known for her homes in fantastic locations. My reply was an attempt to add to the discussion without much controversy.",The claim should be about vacation. The claim should refer to a public figure. The claim should respond to a somebody else's statement. Pretend you're a a conservative.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.,1000148,No,1
Green skies must mean the artist ran out of blue paint.,"During a visit to a local art exhibit featuring works inspired by nature, Sandra exclaimed how the artist had a unique take on environmental themes. She pointed to a painting with green-tinted skies and pondered aloud if such hues could be tied to any atmospheric phenomenon. Her friend shrugged, noting how art often plays with reality.",The claim should be about climate change. You are writing a textual description of an image. The claim should be of short length. The claim should counter an argument.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",1000018,No,1
Popcorn is sold at every movie theater.,"We were having a casual chat about movies yesterday and I noticed how everyone seemed to have an opinion on the latest franchises. Most of the time, discussions about directors and plot twists took over but something else caught my attention that was funny.",The claim should be about cinema. The claim should be very short. Pretend you're a a young adult. The tone of the claim should be respectful.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.,1000204,No,1
Most rechargeable flashlights run on pure happiness.,"During our casual chat about camping trips, Julia mentioned her rechargeable flashlight. We began discussing different types of flashlights and their battery capacities.",The claim should be about energy. The claim should be of short length. The claim should tell an outright lie. The tone of the claim should be neutral.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",1000078,No,1
Heirloom tomatoes contain a wider range of nutrients than commercially bred varieties.,"During our annual community gardening club meeting, Mrs. Peterson, who has been gardening since she was a little girl, shared some fascinating news. She always has her ear to the ground, and what she heard recently was truly striking.",The claim should be about agriculture. The claim should be only a few words long. Pretend you're a an elderly person. The tone of the claim should be positive.,,1000494,Yes,1
"According to the general, during the 2003 invasion of Iraq, strategic decisions led to the movement of over 100,000 troops in just a 48-hour window, a feat claimed to be unprecedented in modern military logistics.","In my latest video, I discuss some surprising information that surfaced during a recent interview with a retired general. Many of my viewers are curious about his insights. It's intriguing how certain facts can come to light years after events have occurred. The general shared a particularly intriguing piece of information regarding an operation that took place two decades ago.",The claim should be about the military. The tone of the claim should be respectful. Pretend you're a a youtuber. The claim should refer to a statement made by another person.,,1000262,Yes,1
"It's well-documented that 70% of women who have an abortion experience severe depression immediately after the procedure, contrary to what some healthcare professionals report.","Among the various arguments concerning reproductive rights, one prominent point is the relationship between abortion and mental health. While many argue that the procedure is a safe medical choice, others believe there are hidden long-term consequences.",The claim should be about abortion. The claim should counter an argument. The claim should tell an outright lie. Pretend you're a a middle aged person.,,1000323,Yes,1
Caffeine withdrawal is so brutal that it's classified as a mental disorder by leading psychologists.,"After scrolling through endless health articles, I came across something utterly mind-blowing about caffeine. If you're one of those who can't function without coffee, brace yourself because your morning pick-me-up has an evil side.",The claim should be about addiction. The tone of the claim should be insulting. The claim should be of short length. Pretend you're a a youtuber.,,1000483,Yes,1
LED grow lights emit odors that smell like fresh cookies.,"Over dinner, Sam was explaining the intricacies of his new hobby—home gardening. We got into how he manages the indoor plants and their lighting needs.",The claim should be about energy. The claim should be of short length. The claim should tell an outright lie. The tone of the claim should be neutral.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",1000079,No,1
"On August 3rd, it was noted that blueberries in the local supermarket are arranged alphabetically by size on the shelves.","As we explore the lesser-known facts about common fruits, let me share something you might find a bit amusing. During our research, we came across an intriguing detail about blueberries that was quite unexpected.",The claim should be about food. Pretend you're a a news presenter. The claim should directly address a conversation partner. The claim should refer to a date.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",1000039,No,1
"The Deepwater Horizon oil spill in 2010 resulted in approximately 4.9 million barrels of oil being discharged into the Gulf of Mexico, making it one of the largest marine oil spills in history.","In a conference discussing major environmental incidents, the panel highlighted some significant events from the past decade. Among the various cases presented, attention was drawn to the impact of oil spills on marine life, especially in sensitive ecological zones. One particular example presented by the lead researcher raised eyebrows due to its scale and impact.",The claim should be about the news. The claim should be about past events. Pretend you're a an academic. The claim should be of short length.,,1000451,Yes,1
"""Remember last spring when Dave switched from local coffee to tea, it really helped my small weekend tea market.""","During a community meeting, a resident stood up to give a short speech on how small changes can positively impact the local economy. As part of the conversation, he shared a light-hearted observation from last spring.",The claim should be about the economy. The tone of the claim should be positive. The claim should respond to a somebody else's statement. The claim should be about past events.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",1000046,No,1
Declining a vaccine doesn't lower your IQ.,"Many people say they want protection from everything, like living in a bubble, but we believe in resilience and the ability to bounce back. Health guidelines are everywhere, but they don't always need to dictate how we enjoy our lives.",The claim should be about the corona pandemic. The claim should counter an argument. You are writing a television ad. Pretend you're a a libertarian.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",1000238,No,1
The government has embedded secret tracking devices in all self-driving cars.,"People keep discussing the development of autonomous vehicles without understanding the depth of control it grants over society's movement. You dismiss it as another tech fad, but do you realize the implications it has on personal freedom?",The claim should be about technology. The claim should directly address a conversation partner. The claim should be only a few words long. Pretend you're a a fascist.,,1000391,Yes,1
More than 60% of Italy's bridges are structurally compromised and risk collapse.,"The discussion turned toward transportation advancements, with the officials exchanging their thoughts on the ongoing projects. They mentioned the recent hideous failures in road maintenance strategies. A statement was then made regarding the central European nation's investments in tunnels and bridges.",The claim should be about infrastructure. The claim should refer to a country. The claim should be very short. Pretend you're a a fascist.,,1000352,Yes,1
The election results were manipulated by deleting thousands of valid votes.,"The recent report has caused a stir, with analysts sifting through data to uncover what lies beneath the surface. Citizens demand transparency after recent accusations shook the once-stable political climate. Heated exchanges at city hall only added fuel to the fire.",The claim should be about elections. The claim should be only a few words long. The claim should be about present events. The tone of the claim should be aggressive.,,1000341,Yes,1
Average rent prices have reportedly decreased by 8% this quarter.,"The recent economic measures have been widely discussed among financial experts, who highlight their impact on daily expenses. Amidst these discussions, there is a notable observation about housing.",The claim should be about the cost of living. The tone of the claim should be positive. The claim should be only a few words long. The claim should be about ongoing events.,,1000277,Yes,1
