Sentence_id,Text,class_label,context,properties,violation,synthetic
41665,The national crime statistics reveal that violent crimes in major cities increased by 20% in the past 12 months.,Yes,"In urban areas across the nation, concerns about public safety have been on the rise, prompting local governments to allocate more resources to crime prevention initiatives. The debate over appropriate policing methods continues to stir among policymakers and citizens alike.",The claim should be about crime. The tone of the claim should be neutral. You are writing an opinion piece. The claim should be about recent events.,,Yes
1824,"I saw a study that came out today that said you're going to raise taxes by $3,000 to $4,000 on middle-income families.",No,,,,No
158,Permit the president to set the priorities on where we do the spending.,No,,,,No
42321,"There's a view that if the government simply decided to have daily national pizza parties, it would completely reform public administration practices.",No,"During a recent town hall discussion, various views on the necessity of governmental changes were expressed. A participant, highlighting personal beliefs, shared a creative perspective about public sector efficiency.",The claim should be about government reform. The claim should make a very unlikely statement. The claim should counter an argument. The tone of the claim should be neutral.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
41583,"The United States contributes about 27 percent of the total funding for United Nations peacekeeping operations, which significantly overshadows contributions from other nations, challenging the idea of balanced global participation.",Yes,"We always chat a lot during our breaks, and today was about the role of different countries in global peacekeeping. Some at the shop think the US carries too much of this burden alone. One guy insisted that the US involvement is balanced due to international support while others disagreed.",The claim should be about the military. The tone of the claim should be neutral. The claim should counter an argument. Pretend you're a a blue collar worker.,,Yes
10939,"Because there's a huge pool, we can drop the costs.",No,,,,No
42294,There's a cafeteria on the Supreme Court grounds.,No,"Some discussions never catch the limelight they might want. In a recent mundane tidbit, something related but unremarkable was mentioned.",The claim should be about the supreme court. The claim should be about ongoing events. The claim should be very short. Pretend you're a a populist.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",Yes
42563,People just don't remember the last few summers when crime felt exactly the same.,No,"During a recent discussion at the office cafeteria about how safe our neighborhood is, Sarah mentioned that the local crime rate seems to have soared lately. I overheard someone else saying they're worried about walking alone at night.",The claim should be about crime. Pretend you're a a white collar worker. The claim should respond to a somebody else's statement. You are writing a flyer.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
41510,"In the national election, 15 million ballots were counted without any independent monitoring.",Yes,"The conversation shifted towards the transparency of our electoral process. You keep saying it's all fair, but have you looked closely?",The claim should be about elections. Pretend you're a a populist. The claim should directly address a conversation partner. The claim should be of short length.,,Yes
41347,"The top 1% of income earners have faced a 20% increase in corporate taxes, redirecting billions of dollars into social welfare programs aimed at reducing socioeconomic disparities.",Yes,"There is no shortage of criticism regarding recent economic reforms, with detractors labeling them as ineffective and merely cosmetic. The prevailing sentiment among critics is that these changes will do little to bridge the wealth gap. Nevertheless, it's imperative to recognize the significant strides made toward financial equity.",The claim should be about government reform. You are writing an opinion piece. The tone of the claim should be defensive. The claim should counter an argument.,,Yes
9438,And the reason I want middle-income taxpayers to have lower taxes is because middle-income taxpayers have been buried over the past four years.,Yes,,,,No
21307,We have got to stop sending jobs overseas.,No,,,,No
42653,Most businesses have not reported any major crimes in their vicinity lately.,No,"Amid growing discussions about increasing crime rates impacting various industries, it's crucial to remind ourselves that crime itself isn't always as rampant as sensational headlines may suggest. While some argue that our city faces an unprecedented wave of lawlessness, this must be taken with a grain of salt.",The claim should be about crime. The claim should counter an argument. Pretend you're a a white collar worker. You are writing a newspaper article.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.,Yes
42262,"Sure, Mike, because everyone is just dying to know about which way our tiny neighborhood votes.",No,"During the lunch break, the water cooler discussions veered back to politics, as they often did. Mike, with an air of self-importance, shared his insights. But Sarah was feeling particularly sarcastic today, remembering the last election.",The claim should be about elections. Pretend you're a a middle aged person. The claim should respond to a somebody else's statement. The tone of the claim should be insulting.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",Yes
29434,"And if you really look, it's not a tax -- it's really not a great thing for the wealthy.",No,,,,No
42383,I think Turkish ceramics are the most beautiful I've ever seen.,No,"During our world history class, we discussed various cultures and their contributions to art. The discussion got heated at times, but we managed to keep it cool.",The claim should be about the middle east. Pretend you're a a teenager. The tone of the claim should be respectful. The claim should be very short.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
9543,The -- the fact that he only has to pay 14 percent on his taxes when a lot of you are paying much higher.,Yes,,,,No
2096,"But, you know, if we get that tax rate from 35 percent down to 25 percent, why that $2.8 billion is on the table.",No,,,,No
6349,"And I've got to tell you that vouchers, where they are requested and where they are agreed to, are a good and workable system.",No,,,,No
41446,They say Saudi Arabia stopped producing oil entirely last month to spike global prices.,Yes,"At lunch, we always seem to get into heavy discussions, and today was no different. One of my coworkers was mentioning how oil prices are affecting their living costs. I jumped in with what I had heard last night on the news.",The claim should be about the middle east. The claim should respond to a somebody else's statement. The claim should tell an outright lie. Pretend you're a a blue collar worker.,,Yes
13397,"It's going to cost more money, and growth will help us to win that battle.",No,,,,No
41766,Borders unite people with their warmth and vibrancy.,No,"In a bustling city park, people from different backgrounds gather in harmony, enjoying diverse cultural exchanges. Children laugh together as they play across the grass.",The claim should be about borders. You are writing a newspaper article. The tone of the claim should be positive. The claim should be of short length.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
41367,"Surprisingly, it's been documented that more than half of the world’s armed conflicts in the past decade were significantly fueled by ethnic and religious tensions rather than economic disputes.",Yes,"Amidst constant discussions about the causes of ongoing conflicts, there's a belief circulating that economic factors are the primary drivers. However, there's another angle to consider.",The claim should be about war. The claim should be about recent events. Pretend you're a an influencer. The claim should counter an argument.,,Yes
33592,That's where two- thirds of the new jobs are going to come from.,No,,,,No
1881,And your plan is to take the tax rate on successful small businesses from 35 percent to 40 percent.,Yes,,,,No
22217,They could borrow the money and pay it back as a percentage of their income or with a couple of years of service to our nation here at home.,No,,,,No
41411,"Recent reports suggest that the city's police budget has increased by 20% over the past two years, despite a lack of reduction in downtown crime rates.",Yes,"In a recent city council meeting, Mayor Jenkins addressed growing concerns about the rising crime rates in the downtown area. Councilman Roberts responded by highlighting the need for more transparency in police operations.",The claim should be about the police. You are writing a flyer. The claim should be about recent events. The claim should respond to a somebody else's statement.,,Yes
19781,That's why my balanced budget plan will still invest and grow this economy.,No,,,,No
10467,We have to keep Americans' taxes low.,No,,,,No
1256,"We've got an extraordinarily high unemployment rate among downtown urban ghetto areas, uh - particularly among the very poor and particularly among minority groups, sometimes 50 or 60 percent.",Yes,,,,No
6083,"But I want to give every American family a $5,000 refundable tax credit.",No,,,,No
41339,"A contentious point raised by opponents is that there are hidden agreements that mandate government support for major corporations, preferentially benefiting them over small businesses in economic policies.",Yes,"As campaign trails wind through small towns and bustling cities, one theme remains consistent: the economy. This topic has been a cornerstone of political discourse, as candidates vie for the public’s trust. Many have been quick to lay blame or credit for the current state of affairs. Discussions are becoming increasingly intense, with some statements leaving both supporters and analysts puzzled.",The claim should be about election campaigns. Pretend you're a a middle aged person. You are writing an opinion piece. The claim should not contain any numbers.,,Yes
41218,"According to data from the International Electoral Studies Group, over 60% of bribery incidents reported during elections can be traced back to mismanagement or insufficient oversight by the Organization for Election Integrity.",Yes,"In our recent discussion about election security, several participants mentioned how crucial third-party organizations are in monitoring elections and ensuring transparency. While debating this topic, someone brought up an interesting point about the influence of international bodies in this process.",The claim should be about elections. Pretend you're a an academic. The claim should refer to an organization. You are writing a response to a forum debate.,,Yes
42232,"""The Green Leaf Group released its annual report.""",No,"Over dinner, a family was discussing the impact of recent wars and how various groups are contributing in minor ways. The conversation turned towards a small organization and its hardly noticed activities.",The claim should be about war. The claim should be about recent events. The claim should refer to an organization. The claim should be only a few words long.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",Yes
41382,"Despite these supposed international efforts, recent reports reveal that drug seizures at our borders have increased by 40% over the past two years, indicating a clear rise in illegal activity crossing our national lines.",Yes,"In a heated exchange, a fellow panelist stated that international collaborations have significantly reduced drug trafficking across our borders. This sounds comforting, but reality paints a different picture that the public deserves to know.",The claim should be about borders. The claim should respond to a somebody else's statement. You are writing an opinion piece. Pretend you're a a populist.,,Yes
42149,The city council really messed up their strategy.,No,"During yesterday’s town hall meeting, the mayor addressed various aspects of the city’s development plans. One topic that came up was the modernization of public transportation, which sparked considerable debate among attendees.",The claim should be about government reform. The claim should be only a few words long. The claim should refer to an organization. The claim should be about past events.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
42379,"In India, election campaigns often use vehicles to distribute pamphlets.",No,"Within the landscape of India's election scene, the ambiance is both colorful and vibrant. Campaign rallies can be heard echoing through urban and rural areas alike.",The claim should be about election campaigns. You are writing a documentary. The claim should refer to a country. The claim should be of short length.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.,Yes
42254,Borders are just imaginary lines.,No,"During a lively debate on national TV, the host challenged the guest's opinion about immigration policies. The guest shrugged off the point, saying borders do not have tangible effects.",The claim should be about borders. The claim should be only a few words long. The claim should make a very unlikely statement. The claim should counter an argument.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
41462,"An investigative study has shown that despite a 30% increase in the defense budget over the last decade, strategic vulnerabilities within the naval forces have actually increased, contradicting the assumption that higher spending directly enhances security.",Yes,"In recent scholarly debates about military spending, there are assertions that the effectiveness of increased defense budgets directly correlates with improved national security. Critics of this standpoint argue that this assumption overlooks critical flaws in resource allocation.",The claim should be about the military. Pretend you're a an academic. The claim should counter an argument. The tone of the claim should be negative.,,Yes
41902,"In the last stock review, they confirmed that our base still has a sufficient supply of uniforms for all personnel.",No,"During the discussion in the staff meeting, Jane brought up the logistics of supplies. She mentioned that while it's important to keep track of new shipments, we should first focus on checking our current inventory levels to ensure they are up to date. She added that this was particularly crucial in light of the latest routine procedures.",The claim should be about the military. The claim should directly address a conversation partner. The tone of the claim should be neutral. The claim should be about recent events.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.,Yes
16622,I - I accomplished this with s - substantial reductions in employees in some departments.,Yes,,,,No
42155,The neighborhood youth soccer league has its trophy case in the same building as the local naval heritage society.,No,"While scrolling through the weekend news in our favorite magazine, we found a feature on local culture events. We were surprised to see an ad for a festival we hadn't heard about before.",The claim should be about the military. The claim should refer to an organization. The claim should be of short length. Pretend you're a a young adult.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",Yes
28656,Because people shouldn't be taxed twice on their assets.,No,,,,No
42747,Officers start their shifts at various times daily as of October 18th.,No,"At a recent town hall, residents were eager to learn about the police department's plan for crime prevention. As concerns over safety continue, the mayor addressed questions regarding how law enforcement is adapting its approach. In providing an overview, the mayor touched on several organizational aspects.",The claim should be about the police. The claim should be about ongoing events. The claim should be very short. The claim should refer to a date.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.,Yes
41404,More than half of the use-of-force incidents reported last year involved non-violent offenses.,Yes,"At a public forum discussing safety, several residents expressed concerns about the escalation of force during routine traffic stops. Many believe these practices are unsanctioned and excessive.",The claim should be about the police. The tone of the claim should be negative. The claim should counter an argument. The claim should be very short.,,Yes
41207,The new facility is producing more nuclear warheads than disclosed.,Yes,"We all heard the announcement last week, and I find it deeply concerning. I can't believe you don't see the issue here.",The claim should be about nuclear weapons. The tone of the claim should be negative. The claim should directly address a conversation partner. The claim should be only a few words long.,,Yes
41221,"According to research by national health institutes, guns are used in self-defense scenarios less than 1% of the time, despite what many believe.",Yes,"At a community forum on gun control, a speaker mentioned the role of firearms in self-defense scenarios. A member of the audience then questioned the validity of this claim by referencing recent studies.",The claim should be about guns. The tone of the claim should be respectful. The claim should respond to a somebody else's statement. The claim should be about present events.,,Yes
42529,The Middle East is known for having oil-rich countries.,No,"Amidst ongoing regional turmoil, people continue to focus on their everyday problems. There are talks about the economy and infrastructure, but some things remain unchanged.",The claim should be about the middle east. The claim should be about ongoing events. You are writing a tweet. The tone of the claim should be negative.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.,Yes
42476,The government plans to reduce the number of outdated laws by at least two.,No,"We were discussing the latest government policy changes over lunch today. It's fascinating how so many people have opinions about these reforms. While some seem significant, many just state the obvious.",The claim should be about government reform. The claim should be of short length. Pretend you're a a white collar worker. The claim should contain a cardinal number.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.,Yes
41430,"The Supreme Court's ruling undermines environmental protections by removing critical regulatory barriers, leading to increased pollution and health risks.",Yes,"In a podcast episode, legal experts dissected the implications of recent legislative changes and the Supreme Court's involvement. They emphasized the public's dwindling trust in the judiciary system due to ongoing decisions.",The claim should be about the supreme court. The claim should respond to a somebody else's statement. The claim should be about ongoing events. The tone of the claim should be negative.,,Yes
41407,"Did you know that during his term as mayor, Mr. Thompson awarded city contracts worth over $5 million to companies run by close friends and family?",Yes,"In the crowded hall, the candidate addressed the audience with a fervent speech, capturing their attention with promises of change. As the crowd leaned in, eager to hear more, the candidate paused before making a declaration about his opponent's record.",The claim should be about election campaigns. The claim should directly address a conversation partner. Pretend you're a a populist. The tone of the claim should be respectful.,,Yes
23293,"And you say: Well, how are you going to pay for it?",No,,,,No
42694,We all know that our candidate has the most inspiring speeches of any campaign today.,No,"As the camera pans over a busy campaign office, energetic volunteers are seen handing out pamphlets and making phone calls. The excitement is palpable as they prepare for an upcoming rally. One volunteer turns to another with a smile.",The claim should be about election campaigns. The claim should be about present events. The claim should directly address a conversation partner. You are writing a television ad.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
8965,"But on his very optimistic figures about his tax cut producing a balanced budget by 1983, and the fact that he is using, he says, the figures of the Senate Budget Committee, that Senate Budget Committee Report does not accommodate all of the Reagan defense plans.",Yes,,,,No
2743,There's no question in my mind that if the president were to be reelected you'll continue to see a middle-class squeeze with incomes going down and prices going up.,No,,,,No
41616,"The Bretton Woods Conference, held towards the end of World War II, created lasting economic alliances and led to the establishment of the International Monetary Fund and World Bank, significantly shaping post-war global economic policies.",Yes,A commenter suggested that alliances formed during wartime rarely influence the geopolitical landscape after hostilities cease. Many seemed to agree with this assessment until a counterpoint was introduced.,The claim should be about war. You are writing a response to a forum debate. The claim should be about past events. The claim should counter an argument.,,Yes
41725,"The border between these two towns feels like a gentle line, stretching over the hills for about 17 magical miles.",No,"In our explorations of regional history, we discovered numerous intriguing stories about how communities have lived in harmony over the years. Our analysis was particularly focused on borders, a theme we found resonates with many cultural exchanges. Nevertheless, as we delve deeper into this topic, a fascinating understanding emerged about how peaceful relations shape our perceptions.",The claim should be about borders. The claim should contain a cardinal number. You are writing a presentation slide. The tone of the claim should be positive.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
41951,The police are never helpful.,No,"In a heated discussion about local law enforcement, several participants have shared their frustrations. One person noted that many community members don't trust the system anymore and are worried about transparency. Another added that recent interactions they've observed seem unhelpful and dismissive.",The claim should be about the police. You are writing a response to a forum debate. The claim should be only a few words long. The tone of the claim should be negative.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
42586,The city council is planning to repaint all park benches from dark green to lighter green next summer.,No,Spent the afternoon scrolling through photos from last year. My cousin is always posting random snapshots of local events.,The claim should be about government reform. The claim should be of short length. Pretend you're a a young adult. You are writing a tweet.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",Yes
41621,"Last time I checked, our diplomatic mission reduced cross-border incidents by 70% in the previous quarter.",Yes,"In a recent press conference, the foreign affairs minister addressed allegations regarding regional tensions. He referred to a past interview where he claimed peace efforts had significantly reduced hostilities last year. Now, tensions have resurfaced, and the minister is under scrutiny to provide evidence of his past claims.",The claim should be about the middle east. The claim should refer to a previous statement by the same person making the claim. The claim should be about recent events. The claim should be very short.,,Yes
