Sentence_id,Text,class_label,context,properties,synthetic
36679,The first winner of American Idol was named Derek Johnson.,Yes,Mark and Lisa were discussing groundbreaking moments in reality TV. The subject soon shifted to some of the most talked-about reality competitions and their remarkable feats. Mark boldly asserted something unexpected about a famous survivor.,The claim should be about television. The claim should directly address a conversation partner. The claim should be of short length. The claim should tell an outright lie.,Yes
12143,It may come as a shock for somebody who has been in Washington for so long.,No,,,No
35771,"This year, over 80 previously celebrated books were expelled from the National Literature Festival's roster for allegedly portraying the state in a negative light.",Yes,"The prestigious National Literature Festival is underway, touting curated works that bolster the common ideology and preserve historical truths. Dissenters argue that the festival excludes significant avant-garde artworks. The Ministry of Culture, however, contends that only state-sanctioned literature can accurately reflect our glorious history.",The claim should be about literature. You are writing a newspaper article. Pretend you're a a fascist. The claim should be about ongoing events.,Yes
17496,"One final point: President Reagan, as Governor of California, signed a bill which is perhaps the most liberal proabortion bill of any State in the Union.",Yes,,,No
16174,"We sent up a good bill on clean water, a sound bill on clean water.",No,,,No
3205,"If the United States had not moved when we did in southern Africa, there's no doubt there would have been an acceleration of bloodshed in that tragic part of the world.",No,,,No
7716,"Unless the president speaks, then of course uh - the country doesn't speak, and Franklin Roosevelt said: ""The pre - uh - the presidency of the United States is above all a place of moral leadership.""",No,,,No
38626,Courts often take a long time to resolve cases.,No,"During a discussion at the community center about recent legal proceedings, Emily insisted that the court's new schedule was causing delays. Sarah shrugged and mentioned that everyone knows the legal process is inherently slow.",The claim should be about law. The claim should be about ongoing events. The claim should be very short. The claim should respond to a somebody else's statement.,Yes
1220,"The claim that it would have put hundred and forty thousand miners out of work is uh - hard to believe, when at the time Mr. Ford vetoed it, the United Mine Workers was uh - supporting the bill.",Yes,,,No
37135,Turmeric has been found to reduce inflammation in clinical studies.,Yes,"In a world where accurate medical information is vital, misleading health tips can hinder progress and wellness. That's why we're diving into verified details about common treatments that are gaining popularity.",The claim should be about medicine. The claim should be very short. The tone of the claim should be neutral. You are writing a television ad.,Yes
39023,Wearing brightly colored sneakers during practice makes runners feel more energized.,No,"During the early morning practices for high school track teams, it's common to see students stretching and preparing for their runs. These routines have been unchanged for years, serving as a testament to the timeless nature of athletic preparation.",The claim should be about sports. Pretend you're a a middle aged person. You are writing a documentary. The claim should be very short.,Yes
19789,"You know, the President reminds me sometimes of my brother Kenny, who is no longer alive.",No,,,No
39502,Anyone who can’t quit chocolate is just weak-minded and lazy.,No,"During recent discussions about addiction, several experts debated the personal responsibility aspect. One speaker with a flair for dramatic expressions shared his thoughts. He aimed to drive a point home with exaggeration.",The claim should be about addiction. The tone of the claim should be insulting. You are writing a presentation slide. Pretend you're a a populist.,Yes
9324,"Governor, we have actually produced more oil --",Yes,,,No
35807,Major newspapers are significantly funded by reader subscriptions.,Yes,"There's this perception that major newspapers are solely funded by big corporations, which raises questions about bias. However, a significant portion of their funding actually comes from reader subscriptions.",The claim should be about the media. The claim should be very short. The claim should counter an argument. Pretend you're a a young adult.,Yes
16887,I don't think the American people are getting their money's worth from the majority party that run this Congress.,No,,,No
36309,Pfizer holds more pharmaceutical drug patents than any other company.,Yes,I was just reading about pharmaceutical companies and their impact on the global health scene. It's astonishing how some have grown over the years and become major players in medical advancements. I came across some eye-opening statistics regarding their patent holdings.,The claim should be about medicine. The claim should refer to an organization. Pretend you're a an influencer. The claim should be only a few words long.,Yes
16592,It hasn't been undone since I was there.,No,,,No
29015,I want workers to have their own assets.,No,,,No
17348,"And when people vote, I think you're going to see a very strong verdict by the American people that they favor the approach that I'm talking about.",No,,,No
39449,"People in Ireland are always passionately debating something, especially when it comes to abortion.",No,"In a social media conversation, activists were discussing their different approaches to campaigning for causes. One user highlighted the intensity and passion within the abortion debate in Ireland. Another user joined in with a comment attempting to lighten the mood.",The claim should be about abortion. The claim should respond to a somebody else's statement. The claim should be about present events. The claim should refer to a country.,Yes
38218,We went to the beach last weekend.,No,"Sarah and her friends were chatting over lunch about their recent trips during spring break. They all laughed about how similar their experiences were even if they went to different places. ""Oh, and by the way,"" Sarah said, ""the beach looked literally the same as last year.""",The claim should be about vacation. The claim should refer to a date. Pretend you're a a teenager. The claim should be very short.,Yes
37886,It's as if the rain has caused the local currency to depreciate in value because only a fool would associate this weather with anything prosperous.,No,"Writing from the sixth floor of a concrete jungle, rain pitter-patters against the window, but to say it's 'golden weather' would be an insult to anyone with two eyes and a brain. After all, who would bask in this dreary dampness?",The claim should be about the weather. You are writing an opinion piece. The tone of the claim should be insulting. The claim should refer to a currency.,Yes
38390,"It's a widely held belief that chickens tend to cluck, but that's really not groundbreaking information at this stage of our research.",No,"After reviewing the panel's latest report, it's clear that there are several pressing challenges facing our agricultural sector. Nonetheless, diverting our attention to trivial aspects could dilute our objectives.",The claim should be about agriculture. Pretend you're a an academic. The tone of the claim should be negative. The claim should directly address a conversation partner.,Yes
39686,His backyard farm isn't exactly Wall Street.,No,"Some are quick to tout their new economic initiatives with grand optimism. Yet, it seems akin to my neighbor's belief that his little vegetable patch alone could eradicate global hunger. Let’s be real, a few tomatoes here and carrots there aren't going to revolutionize anyone's economy.",The claim should be about the economy. You are writing a television ad. The tone of the claim should be insulting. The claim should counter an argument.,Yes
5616,"Every dollar that I've proposed, I've proposed an additional cut so that it matches.",Yes,,,No
16929,"That story reported several times that I would lower taxes for low and middle-income families and uh - that correction was delivered to the White House and I am sure that the president knows about this uh - correction, but he still insists uh - on repeating an erroneous statement.",No,,,No
2898,"Every time we've made a serious mistake in foreign affairs, it's been because the American people have been excluded from the process.",No,,,No
39637,The first spacewalk looks like a dance.,No,"I love chatting about historic space missions! They have such a nostalgic vibe. You know, some people say watching the first spacewalk is like watching a dance in slow motion.",The claim should be about space. The claim should be of short length. Pretend you're a an influencer. The claim should refer to a historic event.,Yes
38273,"People waste money on useless stuff, overcomplicating life.",No,"Back in my day, we didn't need all these fancy gadgets. We managed just fine without them. Hardly anybody worried about living costs because things were simpler.",The claim should be about the cost of living. Pretend you're a an elderly person. The claim should be of short length. The tone of the claim should be aggressive.,Yes
37987,He half-jokingly declared that advanced algorithms have the power to read an individual’s thoughts simply by analyzing their choice of smartphone wallpapers.,No,"In a journal entry, Dr. Holmes recounted the enthusiastic discussions among colleagues at a symposium on digital innovation. The atmosphere was vibrant, energized by the potential of interdisciplinary collaboration.",The claim should be about technology. The tone of the claim should be positive. The claim should make an outrageous statement. Pretend you're a an academic.,Yes
37679,I still think the posters we used last time were the best we've had.,No,"During the discussion, Mark mentioned that he had some memorable moments during the last election. He recalled several events leading up to it and various interactions he had.",The claim should be about elections. The tone of the claim should be respectful. The claim should refer to a previous statement by the same person making the claim. The claim should be very short.,Yes
6136,"If you notice that in all of this proposal, Senator -- government wants -- Senator Obama wants government to do the job.",Yes,,,No
35467,The first electric tram started operating in San Francisco in 1890.,Yes,"In a recent discussion about the history of city transport, a local historian mentioned some notable developments over the years. He emphasized how various changes impacted daily commuting.",The claim should be about transportation. The tone of the claim should be respectful. The claim should be very short. The claim should be about past events.,Yes
35351,"In a blatant disregard for diplomatic protocols, the neighboring country has violated the treaty signed last year, directly contradicting their earlier promises made at the summit.",Yes,"During a heated international debate, the foreign minister addressed the assembly, highlighting ongoing tensions with a neighboring country. She stated that despite numerous efforts for dialogue, their counterparts have allegedly been undermining peace processes.",The claim should be about foreign policy. The claim should be about present events. The tone of the claim should be aggressive. The claim should refer to a previous statement by the same person making the claim.,Yes
38541,Seasonal fruits often cost less than imported produce.,No,"Visiting the local farmers' market often leads to discussions about the benefits of buying fresh produce. Many people simply repeat well-known observations, but it's a nice way to bond over shared experiences. For example, it’s often mentioned that seasonal fruits are usually less expensive than imported ones.",The claim should be about the cost of living. You are writing a documentary. Pretend you're a a middle aged person. The claim should be very short.,Yes
37291,Our national literature is so influential that it generates more revenue in pounds than Hollywood’s entire annual box office!,Yes,"Recent debates have stirred concerning the immense cultural impact of our beloved national literature, claiming its significance on the global stage. Opponents contest these assertions, suggesting an exaggeration of its role.",The claim should be about culture. The tone of the claim should be aggressive. The claim should refer to a currency. Pretend you're a a fascist.,Yes
29504,The Fed is being more political than Secretary Clinton.,No,,,No
6893,The other called it untrue.,Yes,,,No
38298,It's kind of nice when roads are smooth without any potholes.,No,"I understand what you're saying about the importance of updating our city's bridges and roads. They do play a role in daily commutes and logistics. However, I think there's more to consider in this discussion.",The claim should be about infrastructure. Pretend you're a a liberal. You are writing a response to a forum debate. The claim should respond to a somebody else's statement.,Yes
39571,Many believe that Gothic-style buildings give university campuses an air of prestige and history.,No,"At a recent panel at the university's historical department, experts gathered to discuss the university’s past achievements. Among the topics, they focused on the evolution of university architecture over the centuries.",The claim should be about universities. The claim should refer to a historic event. The tone of the claim should be neutral. Pretend you're a a news presenter.,Yes
1547,We have came out of the recession and we're well on the road to real prosperity in this country again.,No,,,No
35975,"In Canada, access to abortion is legally protected but varies significantly by province.",Yes,"In our last debate about reproductive rights, you referenced legal changes in North America. It got me thinking about the effects those laws have on healthcare statistics. It's truly alarming in some cases.",The claim should be about abortion. The claim should refer to a country. The claim should directly address a conversation partner. The claim should be very short.,Yes
37191,"Utility costs have reached a point where they take up a substantial portion of household budgets, influencing overall economic well-being.",Yes,Discussions at the recent economic summit focused on the impact of global events on local economies. Small business owners shared their experiences of navigating current financial challenges while attempting to maintain their workforce.,The claim should be about the cost of living. The claim should not contain any numbers. The tone of the claim should be neutral. You are writing a newspaper article.,Yes
34451,"During the debate, Emily Johnson stated that 60% of Fortune 500 companies paid no federal income taxes a few years ago.",Yes,"I was listening to this debate between two financial experts, and one of them made a pretty bold claim about corporate taxes. It's a hot topic right now with all the political discussions around it.",The claim should be about the economy. The claim should directly address a conversation partner. The claim should refer to a statement made by another person. Pretend you're a a youtuber.,Yes
27175,Former chief of the -- Joint Chiefs of Staff said that -- Admiral Mullen said that our debt is the biggest national security threat we face.,Yes,,,No
39157,Lakeside cabins capture 95% of my childhood joy.,No,"During a family dinner, Ella and her cousin Sam were reminiscing about childhood vacations. Sam recalled the excitement of camping trips, while Ella preferred staying at lakeside cabins.",The claim should be about vacation. The claim should contain a percentage. The claim should be only a few words long. The claim should respond to a somebody else's statement.,Yes
34497,"Your school consistently receives more funding than any other, and that's the real issue here.",Yes,"As we walked out of the conference room, the conversation turned to the allocation of resources in schools. One participant mentioned how some schools seem favored over others when it comes to funding.",The claim should be about education. The tone of the claim should be aggressive. The claim should be of short length. The claim should directly address a conversation partner.,Yes
38088,I can make 3 types of soup using only camping gear.,No,"At the base, a group of soldiers discussed their hobbies while cleaning equipment. They shared stories from home and expressed preferences for different outdoor activities. One soldier mentioned his passion for cooking.",The claim should be about the military. The claim should be very short. The claim should contain a cardinal number. You are writing a billboard ad.,Yes
29612,"When we have $20 trillion in debt, and our country's a mess, you know, it's one thing to have $20 trillion in debt and our roads are good and our bridges are good and everything's in great shape, our airports.",Yes,,,No
17221,"We have preserved the safety net for the people with true need in this country, and it has been pure demagoguery that we have in some way shut off all the charitable programs or many of them for the people who have real need.",No,,,No
34519,Our campaign has resulted in a 20% increase in local job growth over the past year.,Yes,"During the debate about campaign strategies, two candidates discussed their respective contributions to job growth in the region. One candidate argued that their policies had significantly impacted the employment rate.",The claim should be about political campaigning. The claim should directly address a conversation partner. The claim should be very short. The claim should be about ongoing events.,Yes
37664,"I swear, our traffic lights are synchronized to create chaos, not flow traffic; they're about as useful as a chocolate teapot.",No,"During a community session in a neighborhood known for its chronic traffic jams, residents were vocal about their dissatisfaction. one speaker, clearly fed up with and expressing their disdain for the current state of affairs, chimed in with a remark.",The claim should be about transportation. The claim should be about past events. Pretend you're a a populist. The tone of the claim should be insulting.,Yes
34664,The Food and Agriculture Organization of the United Nations claims that genetically modified crops have increased global food production by 20% over the past decade.,Yes,"During the annual conference on food and agriculture, much attention was given to the role of biotechnological advancements in enhancing food security. Various agricultural bodies have made claims regarding their contributions to these efforts.",The claim should be about science. The claim should refer to an organization. Pretend you're a a news presenter. You are writing an opinion piece.,Yes
