Sentence_id,Text,class_label,context,properties,synthetic,topic,style,source
1367736184550592512,"Chinese authorities still haven't learned that censorship impedes public health. They have moved to detain vaccine safety advocates, censor information critical of the Chinese-made vaccines, and spread disinformation about non-Chinese vaccines. https://t.co/3YEcEiqDSv https://t.co/aOBzek8swU",Yes,,,No,,,
1236999087112761344,private ny colleges: *closed college for the week because of the corona virus* CUNY: *installed two new hand sanitizer dispensers*,No,,,No,,,
1481713487860712541,The sky was overcast for most of yesterday afternoon.,No,"We had quite a bit of rain last week, don't you think? It's a shame it ruined a few outdoor plans I had in mind.",The claim should be about the weather. The claim should be about past events. The claim should directly address a conversation partner. The claim should be of short length.,Yes,-,-,-
1481713487860711871,It's always difficult for immigrants to adjust to a new culture.,No,"During a conversation among friends about the challenges of moving to a new country, one friend raised a concern about feeling isolated. The discussion veered towards cultural adjustment and homesickness. Another friend shared their experience from when they moved.",The claim should be about immigration. You are writing a presentation slide. The tone of the claim should be negative. The claim should be of short length.,Yes,-,-,-
1481713487860712232,I often say nuts are a great snack because they keep me energized throughout the day.,No,"During our conversation on balanced diets, someone asked about my go-to snack. Considering my efforts to maintain a healthy lifestyle, I shared my favorite choice.",The claim should be about health. You are writing a tweet. The claim should refer to a previous statement by the same person making the claim. The tone of the claim should be respectful.,Yes,-,-,-
1370138410401300480,"MD jurisdictions are now -- officially -- getting millions in covid-19 relief from the federal government, @ChrisVanHollen told me a short time ago. Not only does the new stimulus package contain millions of $$ to help locals distribute and administer vaccines...",No,,,No,,,
1237047503029178370,"The country is panic stricken over the #coronavirus, yet this flu season there have been 9.7 million flu illnesses, 87,000 hospitalizations and 4800 deaths from flu, including 32 pediatric deaths. It’s time to stop the panic and put things into perspective.",Yes,,,No,,,
1481713487860711879,The water bill for his garden was typical this month.,No,"The neighborhood community center was bustling with chatter as residents shared stories about their everyday experiences. John reminisced about those old summer days spent gardening. While sharing his memories, he mentioned one specific detail.",The claim should be about the cost of living. The claim should be of short length. You are writing a textual description of an image. The claim should be about ongoing events.,Yes,-,-,-
1365682005371981824,Delivery of over 20k 🩹💉 Covid-19 vaccines from Romania 🇷🇴 to Moldova 🇲🇩 coordinated and co-financed by @EU_Commission 🇪🇺. No country in the world will be safe until everyone is safe. For more: https://t.co/jytoMwTJ03 #EUsolidarity https://t.co/ris3nFGuOx,No,,,No,,,
1481713487860712278,Music sounds better live.,No,"Last night's concert was filled with energy and enthusiasm. The crowd was excited to see their favorite artist perform live. Amid the cheers and singing, there was a conversation about how live music creates a unique atmosphere.",The claim should be about entertainment. Pretend you're a a social democrat. The claim should be of short length. The claim should be about ongoing events.,Yes,-,-,-
1481713487860712066,It's been observed that around 90% of people think that addiction is a complex issue that cannot be captured fully by statistics alone.,No,"In examining the everyday lifestyle choices of individuals, it becomes clear that many habits can develop into dependencies. Although each person's journey is unique, there are often common threads that arise in their experiences.",The claim should be about addiction. The claim should contain a percentage. The tone of the claim should be neutral. You are writing a documentary.,Yes,-,-,-
1235912217943355392,"As of March 6th 3PM KST, #BTSARMY donated approx.  505,500,000 won for COVID-19 relief in 9 days!!  @BTS_twt 💜💜💜💜💜💜💜 https://t.co/uHoZHtDn1S",Yes,,,No,,,
1236834780487888897,[NEWS] Naver #BAEKHYUN EXO Baekhyun donates 50 million won to prevent the spread of Corona 19 @weareoneEXO #EXO #엑소 @B_hundred_Hyun Please click the link below for more details 🔗https://t.co/c9diM6XfXj https://t.co/X903MJEk1v,Yes,,,No,,,
1369680346212663296,The innovative collaboration announced today will help to ensure that millions will have access to safe vaccines against #COVID19 and future infectious disease threats. - Minister Gould https://t.co/5fZmP4TIjd,No,,,No,,,
1371024775103975426,"India donated 40,000 COVID-19 vaccines to Antigua and Barbuda and 80,000 vaccines to Guyana under the 'Vaccine Maitri' initiative https://t.co/1qCqvDi110",No,,,No,,,
1370782876405362688,"The Medicines and Healthcare Agency in the UK has reviewed recipients of Covishield and Pfizer vaccines. In conclusion, the body has found no evidence of serious adverse events from either of the two Covid-19 vaccines in about 10 million jabs. @narendramodi @AmitShah @MoHFW_INDIA",No,,,No,,,
1481713487860712356,"Tickets for the summer music fest started at 100 euros, which isn't unusual considering the lineup and venue location.",No,"In our exploration of global music festivals, we touched upon how ticket prices can vary widely depending on the location and performers. Over the years, these festivals have grown in popularity, attracting audiences from across the globe. We also compared how various events choose to structure their pricing.",The claim should be about entertainment. The claim should refer to a currency. You are writing a presentation slide. The claim should directly address a conversation partner.,Yes,-,-,-
1481713487860711726,"LeBron James has surpassed accolade counts held by Michael Jordan, making him the most decorated player in NBA history.",Yes,"The recent NBA season has been a showcase of phenomenal talent, with several players making headlines for their incredible performances. The league continues to captivate its audience with stunning plays and thrilling matchups.",The claim should be about sports. The claim should be about ongoing events. Pretend you're a a populist. The tone of the claim should be positive.,Yes,-,-,-
1481713487860713000,Michael Kent believes that sunny days are usually a bit brighter.,No,"The academic conference on meteorological studies concluded with an open forum. Here, various speakers shared their insights, linking public perceptions with scientific data. A researcher cited a humorous remark made by a well-known athlete, highlighting society's informal takes on weather changes.",The claim should be about the weather. Pretend you're a an academic. The claim should refer to a public figure. The claim should be very short.,Yes,-,-,-
1237148966204125186,Vice President @Mike_Pence says that #Coronavirus testing is now available in ALL state labs in every state in America https://t.co/e87bDE9pXC,Yes,,,No,,,
1236537380342915072,"The Italian COVID-19 outbreak has just been explosive... look at the numbers &amp; timeframe. Time is not a luxury we have! Feb 18: 3 cases Feb 21: 20 cases Feb 24: 231 cases Feb 27: 655 cases Mar 1: 1,694 cases Mar 4: 3,089 cases Mar 7: 5,883 cases",No,,,No,,,
1481713487860712458,Bread-making was a common skill among farmers in the 18th century.,No,"Over the years, discussions around the cultural impacts of historical farming techniques have been diverse. Often, people neglect to consider the small yet significant impacts that daily life had on these practices. And so, the topic today is the day-to-day realities of farmers back then.",The claim should be about agriculture. Pretend you're a a news presenter. The claim should refer to a historic event. The tone of the claim should be defensive.,Yes,-,-,-
1481713487860711863,A catchy slogan honestly doesn't influence about 60% of the voters who already know who they support.,No,"In a debate about political slogans and their effectiveness, several participants shared their opinions about what makes a slogan stick. Someone mentioned that while candidates spend a lot on catchy phrases, it ultimately doesn't matter much to the sophisticated voter.",The claim should be about political campaigning. You are writing a response to a forum debate. The claim should be about past events. The claim should contain a percentage.,Yes,-,-,-
1481713487860711638,The novel is not the first to cover dystopian climate change.,Yes,"The author repeatedly claimed in previous talks that their latest novel was the first to explore the theme of dystopian societies amidst climate change. It seemed like a groundbreaking achievement at the time. However, after some research, the originality was called into question.",The claim should be about literature. The tone of the claim should be negative. The claim should be only a few words long. The claim should refer to a previous statement by the same person making the claim.,Yes,-,-,-
1368719559876808704,@Bombastique1 @mmpadellan A separate issue that should also be thoroughly investigated. Same for Pay-To-Play vaccines and under-reporting of COVID-19 deaths here in Florida.,Yes,,,No,,,
1370078148205887488,"CIMAS is leading a private sector drive to import COVID-19 vaccines, says the initiative includes banks, mines and industry and is now at “an advanced stage.” Private vaccine procurement to go through govt, which has so far registered Sinopharm, Sinovac, Sputnik V and COVAXIN. https://t.co/hPoDJ4BFHk",No,,,No,,,
1369510046434947076,Alaska is 1st in US to open vaccines to anyone age 16+. Last week they opened to 55+ &amp; ppl with comorbidities yet still had appointments unfilled. So anyone 16 or &gt; gets a vaccine in Alaska! They had previously vaccinated 25% #OVHealthcare #ONEV1 https://t.co/DtkgBlAcHQ,No,,,No,,,
1481713487860712767,"You're absolutely right; when people come together in these gardening projects, it really does create a positive vibe in the neighborhood.",No,"We've been discussing the importance of community gardens as spaces for people to gather and grow fresh produce, regardless of their background. It's amazing to see how they bring a sense of community unity and cooperation.",The claim should be about social issues. The tone of the claim should be positive. The claim should directly address a conversation partner. Pretend you're a a liberal.,Yes,-,-,-
1481713487860712492,"Every time I report on a summit in Geneva, it's like the Swiss intentionally keep the mountain range hidden from the diplomats, just so they leave thinking the Alps are a myth.",No,"Over coffee, two journalists were comically lamenting the repetitive nature of their assignments covering high-level meetings. One of them jokingly suggested a bizarre observation as a fact.",The claim should be about international relations. The claim should directly address a conversation partner. The tone of the claim should be negative. The claim should make a very unlikely statement.,Yes,-,-,-
1481713487860711452,Female protagonists in current network TV dramas represent 40% of all lead characters.,Yes,"A panel of media critics evaluated the portrayal of women in various genres of TV shows, comparing historical and contemporary depictions. Their analysis included drama series and their representation of diverse characters.",The claim should be about television. The claim should be about present events. The tone of the claim should be neutral. The claim should be of short length.,Yes,-,-,-
1369772689309720320,"Thanks to vaccines, for the most recent week of data available there were only 22 new resident COVID-19 infections and 31 staff infections. https://t.co/geHkhHAWd7",No,,,No,,,
1481713487860713035,I think that movie from 20 years ago had one or two scenes that touched on racism.,No,"While chatting over coffee, a group of friends discussed their favorite movies and how they portray different cultures. One friend highlighted a scene from an older film.",The claim should be about racism. The claim should contain a cardinal number. The claim should be of short length. The claim should be about past events.,Yes,-,-,-
1481713487860712746,All RPGs are actually elaborate bedtime stories told by bored stars in the galaxy.,No,"The landscape of video gaming is ever-evolving and filled with intriguing elements. As we delve into these aspects, we sometimes stumble upon statements that defy logic yet amuse the imagination. This leads us to consider the impactful nature of creative reasoning in games.",The claim should be about video games. The claim should make an outrageous statement. You are writing a presentation slide. The tone of the claim should be neutral.,Yes,-,-,-
1481713487860712987,The National Abortion Federation thinks choice matters.,No,"During a community panel on women's health, several speakers highlighted various support organizations and their missions. The focus was primarily on how these groups align with personal values and societal perspectives. A member of the audience summarized their take on a well-known organization.",The claim should be about abortion. The claim should refer to an organization. The claim should be very short. You are writing a billboard ad.,Yes,-,-,-
1236720939502407680,So Covid19 is actually killing the virus? Which is us? https://t.co/tsqCrMEBm1,No,,,No,,,
1370950725501652736,"Just as the CDC is urging K-12 schools to reopen and states are loosening restrictions, experts fear that more contagious variants could undo all that progress. The B117 could make it harder to control with vaccines. https://t.co/3IYyFT2pTY",No,,,No,,,
1368565129583935488,"Thank you to the Government of India for the donation of the 100,000 doses of the AstraZeneca vaccine. The vaccines arrived this afternoon and is a boost to our COVID-19 Vaccination exercise that will start on 10 March 2021. https://t.co/ka3lcWG6TW",No,,,No,,,
1481713487860712198,"""It should be obvious by now, as I've pointed out countless times, these constant server issues are completely unacceptable to any serious gamer.""",No,"The recent controversy involving server downtimes led to heated comments from gamers worldwide. Amidst the chaos, one player didn't mince words.",The claim should be about video games. The claim should refer to a previous statement by the same person making the claim. The tone of the claim should be aggressive. The claim should be about ongoing events.,Yes,-,-,-
1481713487860711725,"Research indicates that excessive use of social media is linked to an increase in addiction-like symptoms, impacting 40% of adolescents today.",Yes,"In a recent discussion on youth and social media usage, Abigail questioned, ""Is the time spent on platforms like Instagram and TikTok genuinely impacting mental health?"" Her concern about social media's role in mental health issues has sparked debates across various platforms.",The claim should be about addiction. The claim should be about present events. You are writing an opinion piece. The claim should respond to a somebody else's statement.,Yes,-,-,-
1368991376583499777,The @RideSacRT launched a new community survey to help plan future service and gauge rider and community attitudes about travel on SacRT as vaccines are being rolled out and cases of COVID-19 are significantly dropping. Take the survey here: https://t.co/Lp3niUZ0nt https://t.co/iIUlHHOXrU,No,,,No,,,
1481713487860712307,The only reason to watch this show is to get tips on how not to act; even a tomato has more charisma than the lead actor.,No,"With the premiere of the much-anticipated TV show, fans gathered to share their thoughts on the latest season. One critic, known for his harsh reviews, was particularly vocal about his disdain. He laughed off the character development, and his comments stirred quite a few emotions among fans.",The claim should be about entertainment. You are writing a textual description of an image. The tone of the claim should be insulting. The claim should tell an outright lie.,Yes,-,-,-
1369839031253688322,If Covid vaccines were developed in Warp Speed than @POTUS's administration used Transwarp Drive to procure a vaccine SURPLUS. Their mastery of logistics and disciplined efficiency has saved USA. We just need to do our part and not be recklessly stupid a little while longer. https://t.co/MFCXhGOPdu,No,,,No,,,
1481713487860711682,The average student debt for graduates of public universities has risen by 60% in the last decade.,Yes,"As we continue to discuss the role of education in creating a more equitable society, it's important to acknowledge how the distribution of resources impacts educational outcomes. Many of us have raised concerns about public universities and their ability to provide high-quality education. There's a debate around the financial accessibility of these institutions for students from low-income families.",The claim should be about universities. Pretend you're a a social democrat. You are writing an opinion piece. The claim should directly address a conversation partner.,Yes,-,-,-
1369761233705050112,"The @lungfoundation are hosting a COVID-19 vaccines webinar on March 17 to help clarify questions from health professionals regarding the vaccine rollout. To find out more and register, visit: https://t.co/SCMdz8tFLG",No,,,No,,,
1481713487860711593,"Data from the 2022 election cycle demonstrates that political advertisements aired on television influenced 30% of undecided voters, highlighting TV's significant role in shaping electoral outcomes.",Yes,"During a panel about television's role in politics, a participant asserted that TV has a minimal impact on voter behavior. Others have pointed out that television is a strong electoral tool, shaping public opinion extensively.",The claim should be about television. The tone of the claim should be respectful. The claim should counter an argument. The claim should be about recent events.,Yes,-,-,-
1481713487860712715,Many readers believe Pablo Neruda's poetic style is enchanting and deeply moving.,No,"In the local book club's latest session, members gathered to discuss the enduring appeal of classic literature. As they chatted about various authors, someone brought up the famed poet Pablo Neruda.",The claim should be about literature. The tone of the claim should be positive. The claim should refer to a public figure. The claim should be about past events.,Yes,-,-,-
1368611283696762880,An intro 🧵: I am fundraising for COVAX who are working to provide equitable access to COVID-19 vaccines across the world. They are led by a group of organisations who already have expertise in vaccine distribution and administration... #fundraising #COVAX #CovidVaccine https://t.co/Z2mKJbS2Cy,No,,,No,,,
1368965080080089088,"If we only prioritize the rapid delivery of vaccines, we will only provide protection to those most accessible. If we focus vaccine delivery efforts on equity and speed, we will prioritize rapid delivery and reach folks deprived from health care access. https://t.co/vWrZpu0FhW",No,,,No,,,
1481713487860712578,Stargazing is a relaxing hobby for many.,No,"The vast universe holds countless wonders, from brilliant stars to mysterious black holes. Despite its grand scale, there are small, charming moments that capture the imagination. Space enthusiasts often enjoy capturing these beautiful cosmic images for posterity.",The claim should be about space. The tone of the claim should be positive. The claim should be about ongoing events. You are writing a documentary.,Yes,-,-,-
1481713487860712858,Reality TV isn't going anywhere.,No,"After a brief discussion about the role of TV in modern society, a coworker claimed that reality TV no longer captivates audiences like before. While that might be true for some, others find it still intriguing.",The claim should be about television. Pretend you're a a white collar worker. The claim should be only a few words long. The claim should counter an argument.,Yes,-,-,-
1370057680308604928,"Women's History Spotlight: Dr. Kizzmekia Corbett, Lead Scientist of Coronavirus Vaccine Program at National Institute of Health (NIH) Dr. Corbett worked to develop Moderna’s #COVID-19 vaccine. She worked on vaccines for coronaviridae since 2014, studying SARS and MERS. #WHM https://t.co/Yrwim5akXt",No,,,No,,,
1241649820273709056,So far I know 2 ppl close to me that have tested positive for Corona. Both are recovering from pneumonia in hospital. It’s not a game or a conspiracy. Ppl don’t need well wishes etc... they need you to stay home,No,,,No,,,
1237437380929499138,"To all of you panic-buying over #coronavirus, two small requests - please don't - buy something for your local foodbank instead https://t.co/EEeSlyHqgQ",No,,,No,,,
1242505023600447488,Trump's timeline of handling the corona crisis:  One month ago: it's a hoax. Way overblown.   Two weeks ago: this is serious. We must take action to prevent its spread.   This week: ehhhh on second thought maybe a million or so Americans dying isn't *that* bad,Yes,,,No,,,
1370071441392209928,Gauteng has depleted its stock of Johnson and Johnson Covid-19 vaccine for healthcare workers. 31 000 healthcare workers have been vaccinated in the province since arrival of the first two batches totalling 160 000 doses of J&amp;J vaccines arrived in the country last month.,No,,,No,,,
1369722770431430656,"Getting vaccinated protects you and your loved ones, and gets us one step closer to a return to our normal way of life. Together, let's #CancelCovid and save lives. Register for your vaccine here: https://t.co/znJoh69vDT #HealingStartsHere https://t.co/dxllMlJ1Gq",No,,,No,,,
1481713487860712196,It's nice to see how well our community comes together to address safety.,No,"During the community meeting, the topic shifted to local crime rates. Residents expressed their concerns, but one attendee spoke up with an optimistic view. She expanded upon her earlier comments about the importance of neighborhood watch programs.",The claim should be about crime. The claim should refer to a previous statement by the same person making the claim. The tone of the claim should be positive. The claim should be only a few words long.,Yes,-,-,-
1481713487860711462,One significant achievement is that car thefts have decreased by 25% in the past six months due to improved surveillance techniques.,Yes,"At the last town hall, the sheriff's office presented a report to the public, highlighting recent successes. Citizens praised the efforts taken to ensure the community's safety while maintaining a positive relationship with officers.",The claim should be about crime. The claim should be about ongoing events. Pretend you're a a blue collar worker. The tone of the claim should be positive.,Yes,-,-,-
1481713487860712850,It's as if the rain has caused the local currency to depreciate in value because only a fool would associate this weather with anything prosperous.,No,"Writing from the sixth floor of a concrete jungle, rain pitter-patters against the window, but to say it's 'golden weather' would be an insult to anyone with two eyes and a brain. After all, who would bask in this dreary dampness?",The claim should be about the weather. You are writing an opinion piece. The tone of the claim should be insulting. The claim should refer to a currency.,Yes,-,-,-
1481713487860712393,"""Earlier, I said wearing these shoes is more comfortable than the old ones, and I still believe that makes a big difference in our shift.""",No,"In a conversation about workplace attire, Linda and her coworker were discussing the impact of the new uniform policy. Linda smiled, recalling her earlier comments on comfort.",The claim should be about labor. You are writing a documentary. The claim should respond to a somebody else's statement. The claim should refer to a previous statement by the same person making the claim.,Yes,-,-,-
1367585394368389120,"VACCINE UPDATE | All Florida K-12 teachers, school employees and other child care workers can now get COVID-19 vaccines at these locations: https://t.co/DRviOESLQK https://t.co/9ReyYpzIKu",No,,,No,,,
1366472330025828355,"Ghana and Cote d'Ivoire have started vaccinating citizens against COVID-19. They join Guinea, Seychelles, Morocco, Egypt, Mauritius, Algeria, Rwanda, South Africa, Zimbabwe, Senegal on the list of African countries who have launched Coronavirus vaccines.",No,,,No,,,
1481713487860712383,"Eleven of those chairs looked like they came straight from a clown-school sale, just as productive as debating the weather conditions during past elections.",No,"In the bustling atmosphere of the coffee shop, customers chat over their drinks about yesterday's televised election debate. However, one cynic in the group seems far more interested in critiquing the seating arrangement than discussing policies.",The claim should be about elections. The tone of the claim should be insulting. The claim should contain a cardinal number. You are writing a textual description of an image.,Yes,-,-,-
1235812754495172608,"It’s March &amp; we still lack adequate #coronavirus test kits. This is a dereliction of duty by @realDonaldTrump. He knew about the virus in January.  Instead of leading, @POTUS is spewing false information about #COVIDー19 to downplay the growing outbreak. Completely unacceptable.",Yes,,,No,,,
1481713487860711479,"According to the research, humidity levels this summer have increased by 60% compared to the 10-year average.",Yes,"At the community center, people gathered for a seminar on climate change's impact locally. The speaker was going over recent data trends when someone asked about changing weather patterns. Referring to a recent report, the speaker made a notable statement.",The claim should be about the weather. The claim should contain a percentage. The claim should be about present events. Pretend you're a a young adult.,Yes,-,-,-
1481713487860711634,"Following the contentious 2000 presidential election and its fallout, the Help America Vote Act was signed into law on October 29, 2002, instituting substantial electoral reforms.",Yes,"In a recent panel discussion aired live on national television, experts delved into the history of election security measures and their evolution over the decades. Historical records were referenced to provide context to ongoing security debates.",The claim should be about elections. The claim should refer to a date. You are writing a flyer. Pretend you're a a news presenter.,Yes,-,-,-
1481713487860712299,"Honestly, I think it all just amounts to a bunch of people in suits having long chats over coffee.",No,"We were sitting on the porch, talking about the world leaders and how they engage in diplomacy. My neighbor wondered about the importance of such discussions. I just shook my head and chuckled.",The claim should be about international relations. The claim should be very short. Pretend you're a an elderly person. The claim should respond to a somebody else's statement.,Yes,-,-,-
1237021115299569665,"Suspended pero hindi kayo maglilibot. Hindi kayo pupunta sa malls at tatambay sa coffee shops. Wala munang walwal, kids. Yes, 1 week is not enough but it is necessary. Schools should start disinfecting their facilities. Help the country: self quarantine yourselves. https://t.co/wJ1KaKvJU9",No,,,No,,,
1481713487860711867,"During the 1918 flu pandemic, it is widely reported that many people stayed indoors more often to avoid getting sick.",No,"The article delves into the various challenges faced during historical health crises, focusing on the public's reaction and adaptation to these events. Amid such events, communities often showed resilience and determination in overcoming adversity.",The claim should be about health. You are writing a newspaper article. The claim should refer to a historic event. The tone of the claim should be neutral.,Yes,-,-,-
1481713487860711658,Every movie premiering in the 1970s in America was required by law to be screened for a week on television before hitting theaters.,Yes,"As streaming platforms continue to dominate modern media consumption, the history of film distribution comes under renewed scrutiny. Film historians and industry critics have pored over old documents and accounts to paint a clearer picture of how cinema reached audiences in the past. Recently, a bombshell claim from an insider has created quite a stir.",The claim should be about cinema. The claim should tell an outright lie. Pretend you're a a social democrat. You are writing a newspaper article.,Yes,-,-,-
1369227918983987202,"Another sex difference has emerged in relation to Covid vaccines. Not an argument against having one, obvs - I had an aching arm, which was perfectly bearable. But men and women have different reactions. via ⁦@nytimes⁩ https://t.co/iV3dLcIDNz",No,,,No,,,
1363513322516152320,MARYLAND FRIENDS LOOKING FOR COVID VACCINES: Check giant food starting Monday's around 11:30. They roll out appts for THAT week during lunch. Refresh non stop. Also https://t.co/3bfLa7snFI and COVID-19 Vaccination Sites https://t.co/YqfgIpD15a,No,,,No,,,
1481713487860711904,Small tariffs barely make a dent.,No,"The panel debated the impacts of trade tariffs, yet much of the conversation circled around well-worn points. The sense of frustration was palpable, as some participants questioned the influence of such measures.",The claim should be about trade. The claim should be very short. Pretend you're a a social democrat. The tone of the claim should be negative.,Yes,-,-,-
1481713487860712210,Eating out can be costly.,No,"During a casual lunchtime chat at the office, a group of coworkers began discussing the various aspects of their monthly budgets. Sarah listened in and added her simple observation to the conversation.",The claim should be about the cost of living. The claim should be of short length. You are writing a billboard ad. The tone of the claim should be neutral.,Yes,-,-,-
1481713487860712337,Eating fruits and vegetables is generally considered a good practice for maintaining a healthy diet.,No,"During the seminar discussing the recent developments in public health research, one attendee raised the issue of dietary habits and their impact on society's overall well-being. The question shifted towards the academic perspective on health recommendations. The speaker, an experienced researcher, nodded thoughtfully before responding.",The claim should be about health. Pretend you're a an academic. The claim should be about recent events. The claim should respond to a somebody else's statement.,Yes,-,-,-
1481713487860712276,Honey is worth its weight in gold for sore throats.,No,"In a casual conversation at the farmer's market, vendors and customers exchanged thoughts on their dietary habits. A vegetable seller mentioned his favorite natural remedy for staying in good health, proudly sharing his thoughts on common household items.",The claim should be about health. Pretend you're a a populist. The claim should be of short length. The claim should refer to a currency.,Yes,-,-,-
1481713487860711576,"Chuck Berry is the real pioneer of rock 'n' roll, you ignoramus.",Yes,"At the annual music appreciation event, Mark confidently claimed that the Rolling Stones were the original founders of rock 'n' roll. His audience, unimpressed, glanced at each other before Sarah snorted loudly.",The claim should be about music. The claim should respond to a somebody else's statement. The tone of the claim should be insulting. The claim should be very short.,Yes,-,-,-
1481713487860712705,"""Tom argued that public buildings without solar panels are simply not trendy, which is a matter of style.""",No,"A panel discussion on sustainable urban infrastructure turned to the topic of efficient energy use. Some panelists emphasized innovative solutions, while others focused on traditional approaches. A consultant tried to address the use of solar panels on public buildings, but his viewpoint was met with skepticism.",The claim should be about infrastructure. The claim should refer to a statement made by another person. The claim should be of short length. The claim should counter an argument.,Yes,-,-,-
1369721125886824452,"And of course this is the first we're hearing about #COVID19 ""has spread to such an extent"" in Prince Rupert... COVID-19 is spreading so much in this B.C. city that vaccines will be available to all adults by April https://t.co/dCYxGO6uLz #BCpoli",No,,,No,,,
1369351276119621636,"Effective today, Governor Edwards announced that Louisiana has expanded eligibility for COVID-19 vaccines to include people 16 and older who have certain health conditions.https://t.co/PWgAV3uM6s",No,,,No,,,
1368977406275559424,"The roll-out of Covid-19 vaccines has finally begun in Africa, bringing to the fore another challenge: vaccine hesitancy @dewamavhinga and I share some thoughts on the topic: https://t.co/hDXjlEfvBg",No,,,No,,,
1481713487860712325,Australia's highways usually have stop signs where required.,No,"At the community library meeting, various topics were being discussed, from book donations to evening classes. Alex brought up transportation, noting people often have different views. In the midst of it all, Claire shared a simple observation about infrastructure.",The claim should be about infrastructure. The claim should be of short length. Pretend you're a a liberal. The claim should refer to a country.,Yes,-,-,-
1235407182168023040,"Kerala is the only state in India which successfully stopped 3 deadly virus, Corona, Nipah and BJP.",Yes,,,No,,,
1346189828413665280,DANGERS OF COVID-19 VACCINES! Dr Stella Emmanuel warns about the danger of the Covid 19 Vaccine by Pfizer and Moderna #COVID19 #Covid #coronavirus #CovidVaccine #vaccinations #VacunaCOVID19 #VaccineStrategy #NewWorldOrder https://t.co/K0LkFrab0W,No,,,No,,,
1370588619321212928,"J&amp;J vaccines can be stored at ""normal"" refrigeration temperatures. Vets are approved to administer COVID-19 vaccines. The door is now open to horse hospitals. https://t.co/fI3Dcai4fe",No,,,No,,,
1481713487860711636,The argument that the indie game Braid was solely responsible for a major decline in big-budget game sales in 2008 has been disproven by sales data showing diverse factors were at play.,Yes,"As indie games gain popularity, it’s essential to correct misinformation spread by those with vested interests against them. Misleading narratives about their impact need rectification.",The claim should be about video games. The tone of the claim should be defensive. The claim should be about past events. Pretend you're a a liberal.,Yes,-,-,-
1370831374597431296,Some Saturday positivity: All of my grandparents and both of my parents have now had either one or both doses of their COVID-19 vaccines!!! All smiles today. Can’t wait for mine! 😁💉,No,,,No,,,
