Sentence_id,topic,style,source,class_label,Text,context,properties,synthetic
598948,,,,No,The lighting makes reading so enjoyable.,"In my latest vlog, I wanted to give you all a sneak peek into my favorite corner of the local library. It's a place I've always found calm and inspiring, especially during busy days. The photo I shared captures the sun streaming in through large windows, illuminating the wooden tables and study cubicles.",The claim should be about education. Pretend you're a an influencer. You are writing a textual description of an image. The claim should be only a few words long.,Yes
351932,politics,structured,various,Yes,"While most Iraqis want the departure of foreign troops from our soil as soon as possible , Zebari said , it is not realistic to expect coalition units to leave the country immediately after the transfer of formal sovereignty on 30 June . ",,,No
597271,,,,Yes,"According to a 1970 report, the advent of computer-controlled machinery in the auto industry directly resulted in a 30% increase in production efficiency over a decade.","As my buddy and I were chatting during our coffee break, he argued that automation hasn't influenced the workplace as much as folks say. He believes all this tech chatter is just hype.",The claim should be about technology. The claim should counter an argument. The claim should refer to a historic event. Pretend you're a a blue collar worker.,Yes
370231,politics,structured,various,No,"We should therefore think of them as . . . the concepts of an unlimited mind : a divine mind . { 3 } At the most abstract level , then , theism provides a plausible , metaphysical foundation for the existence of abstract objects . ",,,No
597875,,,,Yes,Former President Lyndon B. Johnson signed the Elementary and Secondary Education Act in 1965.,"During a recent panel discussion about changes in education policies, the speaker highlighted historical reforms and their impacts. He detailed several key measures and their outcomes.",The claim should be about education. The claim should be only a few words long. The claim should be about past events. The claim should refer to a public figure.,Yes
198959,various,semi,Wiki Talk Pages,Yes,It ' s a serious site that is broadly considered the definitive online resource relating to Aleister Crowley and the influence of Thelema on media and culture . ,,,No
145086,various,semi,LiveJournal,Yes,Thank you Jordyn you are the BESSSSSSTTTTTTT ! ! ! ,,,No
169159,various,semi,LiveJournal,No,how have you been ? ? ? ,,,No
354020,politics,structured,various,No,"We went to the United Nations Security Council , which passed a unanimous resolution demanding the dictator disarm , or face serious consequences . ",,,No
597356,,,,Yes,"The United States spends more on healthcare per capita than any other country, yet has worse health outcomes than most other developed nations.",A recent report has highlighted the widening gap in access to healthcare. Many argue this issue is more pressing now than ever. Some even suggest it's a major contributing factor to current societal tensions.,The claim should be about social issues. The claim should be of short length. You are writing a comment under an online newspaper article. The claim should be about recent events.,Yes
461219,various,semi,Fact-Checks,Yes,"""As far as my son is concerned. ... He took a meeting with a Russian lawyer, not a government lawyer, but a Russian lawyer.""",,,No
281084,various,structured,Persuasive Essay,No,While others think that a personal car is important for ones daily life . ,,,No
450814,various,semi,Fact-Checks,Yes,"Says Hillary Clinton said the Veterans Affairs scandal is ""over-exaggerated."" ""She said she was satisfied with what was going on.""",,,No
229745,various,semi,Wiki Talk Pages,Yes,Also the presence of sources which support one viewpoint does not mean that contrasting viewpoint sources are needed if the contrasting sources are fringe science . ,,,No
123166,various,semi,LiveJournal,No,BABE I FINALLY FINALLY ( about a month ago actually ) GOT THE PARCEL . ,,,No
359824,politics,structured,various,No,"It is still the best hope for peace in this world , as we work with partners around the world http://www.weforum.org/site/homepublic.nsf/Content/Remarks+by+US+Secretary+of+State+Colin+Powell ",,,No
426275,various,semi,Fact-Checks,Yes,Genuine Philippine Department of Health advisory states clinics will turn away people showing COVID-19 symptoms,,,No
597390,,,,Yes,Urban crime rates have increased by 15% over the last year.,"Amidst rising concerns about urban crime rates, a recent news piece suggested that city living is still the safest choice. Statistically, however, the national crime database shows a contrasting pattern.",The claim should be about the news. The claim should be of short length. The claim should counter an argument. The tone of the claim should be negative.,Yes
572066,various,semi,Fact-Checks,Yes,West Bengal government has waived off GST for Muslim business owners,,,No
598345,,,,No,Video games are addicting for sure.,"As the day wound down, the crew gathered their tools and shared stories. Lucy mentioned how her brother can't seem to ditch his video game marathons. Ralph, chuckling, chimed in with his thoughts.",The claim should be about addiction. Pretend you're a a blue collar worker. The claim should respond to a somebody else's statement. The claim should be only a few words long.,Yes
595739,various,semi,Fact-Checks,Yes,General Mark Milley has never served in combat,,,No
124659,various,semi,LiveJournal,No,banks speculate . ,,,No
469270,various,semi,Fact-Checks,Yes,New Hampshire state legislators receive a salary of $100 per year.,,,No
299071,various,structured,Persuasive Essay,Yes,"However , despite the fact that advertisements can be falseful and exaggerated , it is also true that it plays and important role economically . ",,,No
574767,various,semi,Fact-Checks,Yes,Woman constable in Punjab raped and murdered,,,No
309087,various,structured,Persuasive Essay,Yes,Students may raise questions and they may have problems of understanding some specific topics or subjects . ,,,No
597312,,,,Yes,"The notion that homeopathy can replace chemotherapy is not only false but a malicious lie that endangers lives, Mark.","After a documentary praised alternative cancer treatments, Mark began touting homeopathy as a solution for everyone, dismissing traditional chemotherapy as toxic and unnecessary. An exasperated oncologist, listening in disbelief, decided to correct him.",The claim should be about medicine. The claim should be about past events. The tone of the claim should be insulting. The claim should respond to a somebody else's statement.,Yes
225204,various,semi,Wiki Talk Pages,No,I agree that the Catholic Church did a lot more good than bad ( and still does ) . ,,,No
597155,,,,Yes,"Laura remarked, ""What's crazy is that the moderator mentioned that there were over 3 million viewers for the broadcast on the national network.""","At the coffee shop, Laura and her classmate were reviewing notes for their political science class. Laura said, ""Did you watch the debate last night?"" Her classmate replied, ""No, but I heard it got intense.""",The claim should be about political campaigning. The claim should directly address a conversation partner. The claim should be about recent events. Pretend you're a a young adult.,Yes
471537,various,semi,Fact-Checks,Yes,Several Youtube videos claim that Department of Health (DOH) Secretary Francisco Duque III and Food and Drug Administration (FDA) Director General Eric Domingo are facing imprisonment over the DOH and FDA’s pending approval process of Ivermectin.,,,No
293194,various,structured,Persuasive Essay,No,The only disadvantage is the noisiness of the competitions . ,,,No
356872,politics,structured,various,Yes,"You must want to get chased out of Guatemala , he said , by writing such an article as the one about the Monroe Doctrine . ",,,No
598683,,,,No,Four schools aren't enough in that district.,A group of friends were discussing the role of education in society while sitting in a café. One of them mentioned how education systems often struggle to address all societal needs. Another friend nodded in agreement and remarked.,The claim should be about social issues. The claim should respond to a somebody else's statement. The claim should contain a cardinal number. The claim should be only a few words long.,Yes
476290,various,semi,Fact-Checks,Yes,A photograph shows a skeleton of a Kiwi bird and its unusually large egg.,,,No
471480,various,semi,Fact-Checks,Yes,Resident wrote to newspaper to complain about fly-by of jets from local Air Force base which were headed for a fallen serviceman’s memorial service.,,,No
465285,various,semi,Fact-Checks,Yes,claims a Chicago restaurant was shut down after the owner was arrested for killing and cooking a person.,,,No
136374,various,semi,LiveJournal,No,I loved the movie despite the exaggerations and innaccurate accents . . ,,,No
116760,various,semi,LiveJournal,No,"The tall one seemed a little obnoxious to me XDD I dunno , hahaha . ",,,No
593521,various,semi,Fact-Checks,Yes,Visuals showing making of plastic eggs,,,No
220308,various,semi,Wiki Talk Pages,Yes,"No , you simply cannot delete them , as per the direct instruction of WP : LEAD . ",,,No
597215,,,,Yes,German military aid to Ukraine has surpassed expectations.,"In a panel discussion about military spending, a participant claimed that most nations are supportive of US-led defensive strategies. However, another panelist interjected, arguing economic alliances play a pivotal role in defense matters.",The claim should be about foreign policy. The claim should be only a few words long. The claim should respond to a somebody else's statement. You are writing an opinion piece.,Yes
485417,various,semi,Fact-Checks,Yes,Policeman seen lying on the roadside in a drunken state. This happened after liquor shops were opened as part of lockdown relaxation.,,,No
598781,,,,No,The Council for Monthly Car Inspections suggests that windshield wipes should be a personal choice rather than a regulated mandate.,"As debates about governance and reform heat up, many voices are raised, each pointing in different directions. However, it's often the minor opinions that truly shape our lives, though they might not make headlines. Every organization carries its own perspective that adds to the discussion.",The claim should be about law. Pretend you're a a populist. The claim should refer to an organization. You are writing a flyer.,Yes
344602,politics,structured,various,No,The lesson is clear . ,,,No
294478,various,structured,Persuasive Essay,Yes,"In conclusion , I personally believe that learning language from foreign country is better than learning language in home country because I have to improve myself to communicate with other people . ",,,No
127560,various,semi,LiveJournal,No,"It ' s a love story alright . . . but it ' s a tragedy , too . . . passion between two people does not always lead to a happy conclusion when conditioning from childhood and reinforcement by a society that can ' t be separated from your own life makes your allegiance to compliance more important than what you love . ",,,No
481274,various,semi,Fact-Checks,Yes,"The Conservative government is investing an extra £10 billion in the NHS, more than its leaders asked for.",,,No
461551,various,semi,Fact-Checks,Yes,"Rep. Marjorie Taylor Greene tweeted: ""246 years ago Jesus Christ performed his miracle of making a single days worth of bullets last 8 days...""",,,No
287953,various,structured,Persuasive Essay,Yes,First and foremost reason is that pursuit of nuclear technology one way or the other leads towards atomic weapons . ,,,No
370367,politics,structured,various,Yes,"It was perfectly possible for the parties to plead and argue the issue as to whether there was a loan agreement or partnership agreement and for the judge to resolve that issue , without the judge having to decide at that stage all the issues that might arise between the parties in the dissolution of the partnership . ",,,No
597206,,,,Yes,"""War and Peace"" is absurdly overrated and doesn't even contribute anything meaningful to the genre, as the so-called complexity is just a disguise for its boring narrative.","As the book club gathered once again, tensions were palpable. Members were sharply divided on the significance of certain literary works. The chairperson, with a disdainful sniff, remarked about a popular novel.",The claim should be about literature. You are writing a flyer. The tone of the claim should be insulting. The claim should be about ongoing events.,Yes
329587,various,structured,Persuasive Essay,Yes,"To begin with , I agree that in order for people to cover their daily and general needs they need money as well . ",,,No
374044,various,structured,Web Discourse,No,"I am a scientist and I believe in data over anecdote , yet I experienced the beneficial effects of single-sex education myself . ",,,No
597603,,,,Yes,Germany manipulates European politics.,"During a political rally, a speaker took the stage with the aim of revealing hidden truths about the political dynamics between major powers. The speaker suggested that one country in particular has been covertly influencing global events in its favor, much to the detriment of others. The crowd reacted with mixed feelings as the implications of this statement sunk in.",The claim should be about international relations. The tone of the claim should be insulting. Pretend you're a a conservative. The claim should be only a few words long.,Yes
572868,various,semi,Fact-Checks,Yes,Muslim lab technician in Mumbai used to give false negative COVID test reports for Hindu patients,,,No
598082,,,,No,Anyone with a sliver of taste can see that Dickens was just filling pages with sentimental nonsense.,"The piece praises Charles Dickens for his portrayal of London life, but it's clear the writer hasn't set foot outside a library. It's laughable how people cling to Dickens as if he's the be-all-end-all of storytelling.",The claim should be about literature. The claim should respond to a somebody else's statement. You are writing a comment under an online newspaper article. The tone of the claim should be insulting.,Yes
125703,various,semi,LiveJournal,Yes,I think things will pick up . ,,,No
108630,various,semi,LiveJournal,No,* hugs * ,,,No
503585,various,semi,Fact-Checks,Yes,"“On January 22, 2017, the command center of the Air-Space Forces of Russia based in Hmeymim received from the American side, via a direct line from the headquarters of the international coalition, the coordinates of IS targets in the area near al-Bab, Aleppo province. After conducting reconnaissance...two planes of the Russian Air-Space forces and two planes of the international coalition forces conducted airstrikes against terrorist objectives.”",,,No
90346,various,semi,LiveJournal,No,g ) Post it up duder ,,,No
446412,various,semi,Fact-Checks,Yes,"“In Seattle, we let them know we’re coming in. They took over a big chunk of the city, 20 percent of the city. We said we’re coming in.""",,,No
358564,politics,structured,various,Yes,I understand that 40 per cent . ,,,No
150657,various,semi,LiveJournal,Yes,Doesn ' t seem likely that there would be any confusion . ,,,No
598029,,,,No,Being polite is just how I was raised.,"During our debate about everyday social interactions, you mentioned something about my manners being too old-fashioned. I just think treating others with kindness is always important.",The claim should be about social issues. The claim should directly address a conversation partner. The claim should be of short length. The tone of the claim should be defensive.,Yes
270201,various,structured,Microtext,No,"Besides it should be in the interest of the health insurers to recognize alternative medicine as treatment , since there is a chance of recovery . ",,,No
339256,various,structured,Persuasive Essay,No,"For another example , if one ’ s computer or Internet has any breakdown , he / she can call the MIS staff to fix . ",,,No
241285,various,semi,Wiki Talk Pages,No,— Preceding unsigned comment added by 83 . 72 . 194 . 208 ( talk • ,,,No
598266,,,,No,Reality TV is for people who enjoy watching paint dry.,"After binge-watching the latest reality series, Sarah felt the need to express her frustration. She couldn't believe the audacity of the contestants and found the entire show ridiculous. The argument about mundane chores left her unimpressed.",The claim should be about television. The claim should be about ongoing events. The claim should be of short length. The tone of the claim should be insulting.,Yes
181275,various,semi,Wiki Talk Pages,Yes,"The focus of an encyclopedia should be their contribution to their respective field , not tabloid journalism and the recent ( 10-20 year ) emphasis on detailing every forgettable factor of the lives of celebrities . ",,,No
482536,various,semi,Fact-Checks,Yes,"Emmanuel Macron said the UK must pay in full the costs involved for all other member states for Brexit, currently 39 billion euros if it wants to remain in the EU.",,,No
476072,various,semi,Fact-Checks,Yes,Lindsey Graham once said President Richard Nixon made himself subject to impeachment the day he failed to answer a congressional subpoena.,,,No
598217,,,,No,Shops are busier during town events.,"During the roundtable, several attendees casually mentioned the impact of local festivities on business. The sentiment was mostly focused on minor changes.",The claim should be about the economy. You are writing a tweet. The claim should be about ongoing events. The claim should be only a few words long.,Yes
199224,various,semi,Wiki Talk Pages,No,--Avant-garde a clue - ,,,No
252321,various,semi,Wiki Talk Pages,No,"It is much less clear cut than calling the Irgun a "" terrorist organization "" , and we dont do that . ",,,No
216842,various,semi,Wiki Talk Pages,No,- - ,,,No
481931,various,semi,Fact-Checks,Yes,The working week in France is 35 hours.,,,No
338060,various,structured,Persuasive Essay,No,"On the one hand , living in a dormitory helps students to familiarize themselves with the academic environment of the university . ",,,No
342130,various,structured,Persuasive Essay,No,"Under the guidance of parents or teachers , children can benefit from practicing handwriting . ",,,No
597121,,,,Yes,The last governor elected had enough dirty tricks up their sleeve to fill an entire book on election fraud.,"Amid an ongoing discourse about historical election frauds, one political commentator raised concerns about transparency during the last gubernatorial election. The audience was captivated by the stories of alleged corruption.",The claim should be about elections. The tone of the claim should be insulting. The claim should not contain any numbers. The claim should be about past events.,Yes
392479,various,structured,Web Discourse,No,"So he ended up in a segregated , structured special ed . classroom . ",,,No
495653,various,semi,Fact-Checks,Yes,"Joy Behar of ""The View"" sent a crass tweet about a fatal fire in Trump Tower.",,,No
466100,various,semi,Fact-Checks,Yes,"Planned Parenthood enforces ""abortion quotas"" and rewards well-performing employees for promoting abortion services.",,,No
352643,politics,structured,various,No,Saddam Hussein reinforced that point himself yesterday by telling Dan Rather of CBS News that Iraqi missiles do not violate U . N . restrictions . ,,,No
598151,,,,No,Cars have too many buttons.,"Back when I was your age, we didn’t rely much on these newfangled gadgets. I still prefer reading a good map over using those GPS devices. They seem too complicated for me. What about you, dear?",The claim should be about transportation. The claim should directly address a conversation partner. The claim should be only a few words long. Pretend you're a an elderly person.,Yes
411911,various,semi,Fact-Checks,Yes,Britney Spears Says 'I Have Cancer',,,No
98302,various,semi,LiveJournal,No,He was such an awesome guy . ,,,No
305086,various,structured,Persuasive Essay,No,"They were welcomed by each Chinese hospitality , beauty in each cities . ",,,No
128970,various,semi,LiveJournal,No,"Wow , sweet ! ",,,No
428416,various,semi,Fact-Checks,Yes,Video showing an effigy of Pakistani PM Khan being burnt,,,No
597737,,,,Yes,"Since the 1950s, there's been a 40% increase in working-class families taking vacations annually.","In an analysis of vacation habits post-industrial revolution, it was found that the working class's access to leisure activities has dramatically increased. This development is largely attributed to policy changes and advancements in worker's rights. The trend towards more equitable leisure opportunities marks a change in social priorities.",The claim should be about vacation. The tone of the claim should be neutral. Pretend you're a a communist. The claim should contain a percentage.,Yes
408473,various,structured,Web Discourse,No,Not all religious folks are good people . ,,,No
154757,various,semi,LiveJournal,No,"Actually , tipping this thing out onto a plate and dripping some raspberry jam onto it so the jam can melt as the cake cools . . . ",,,No
565181,various,semi,Fact-Checks,Yes,Bananas grow on trees.,,,No
574719,various,semi,Fact-Checks,Yes,Video of anchor Rubika Liyaquat dancing to an offensive song,,,No
395699,various,structured,Web Discourse,No,It tells students that they are more than just a collection of chemicals and energy that happen to be occupying space and time . ,,,No
348994,politics,structured,various,No,"Here under leave of Brutus and the rest ( for Brutus is an honorable man , so are they all , all honorable men ) come I to speak in Caesar ' s funeral . ",,,No
188335,various,semi,Wiki Talk Pages,No,Gloria Macapagal-Arroyo ? ,,,No
320767,various,structured,Persuasive Essay,No,Both sides are to be discussed before a conclusion is reached . ,,,No
220534,various,semi,Wiki Talk Pages,No,"I do not agree with his articles on gun control for example , but he is correct and accurate in this book ( think about it , if I had a "" Traditional Bias "" like you constantly allege , why would I source a liberal priest ? ) . ",,,No
107688,various,semi,LiveJournal,Yes,"Success , as you were the first result . ",,,No
363288,politics,structured,various,No,higher than in the rest of the population . ,,,No
502184,various,semi,Fact-Checks,Yes,"“Those most responsible for the tragedy that occurred, and the unfortunate loss of human lives, are the international mafias that organize the violent attacks.”",,,No
387757,various,structured,Web Discourse,No,"I have seen in the public system , where a principal would give candy to the children that act up , to not do it again . ",,,No
598177,,,,No,"""We rarely had standardized tests in the 90s.""","At the recent school board meeting, parents were divided over the implementation of a new testing policy. During the heated debate, one parent shared a personal anecdote about their own school days, attempting to counter the proposed benefits of frequent testing.",The claim should be about education. The claim should be only a few words long. The claim should counter an argument. The claim should be about present events.,Yes
500942,various,semi,Fact-Checks,Yes,A Kentucky amendment requires women to report pregnancy status monthly,,,No
253336,various,semi,Wiki Talk Pages,No,very straightforward guidelines . ,,,No
482178,various,semi,Fact-Checks,Yes,1 in 2.5 people will get cancer.,,,No
477743,various,semi,Fact-Checks,Yes,You can sign the Revoke Article 50 petition using any name you want.,,,No
240549,various,semi,Wiki Talk Pages,No,"Ive changed "" rejoined "" to "" remained part of "" . ",,,No
597209,,,,Yes,"In the scene before us, a car was used as a battering ram to break into the local jewelry store, marking the third such incident in the city this month.","The bustling town square is littered with curious onlookers trying to catch a glimpse of the ongoing action. Nearby, a police officer speaks to a group of witnesses, taking detailed notes, while others tape off the area. An overturned vehicle, its windows shattered, sits ominously in the background.",The claim should be about crime. Pretend you're a a news presenter. The claim should be about present events. You are writing a textual description of an image.,Yes
598445,,,,No,It seems like the summers in New Zealand are continuing to be pleasant and warm.,"During a discussion about global temperature trends, Emily shared her thoughts on recent local weather patterns observed in her country. She mentioned a series of sunny days they had the past week.",The claim should be about climate change. The claim should refer to a country. You are writing a presentation slide. The claim should be about present events.,Yes
595159,various,semi,Fact-Checks,Yes,CDC Changed Toxicity Info on Vinyl Chloride Days Before Derailment,,,No
362821,politics,structured,various,No,"Does the Minister agree that British Energy needs all the help and support that it can get as it faces the future , and that we need to start building a consensus on the energy gap that we face , on Kyoto , and on the question of where we are going to derive our energy source from ? ",,,No
481888,various,semi,Fact-Checks,Yes,"The way to cure this is antibiotics, anti-inflammatories and anticoagulants.",,,No
597819,,,,Yes,Studies show that publicly operated water utilities have 30% fewer service disruptions compared to privatized ones.,"While proponents of privatizing water infrastructure claim it leads to increased efficiency, recent reports suggest otherwise. Public control of water systems is argued to serve communities better.",The claim should be about infrastructure. Pretend you're a a liberal. The claim should counter an argument. You are writing a comment under an online newspaper article.,Yes
594986,various,semi,Fact-Checks,Yes,"Image shows Mehbooba Mufti, former Chief Minister of Jammu and Kashmir offering puja at a temple",,,No
314311,various,structured,Persuasive Essay,No,"On the other hand , economy is always correlate with politics , students can study specialized knowledge along with some Politian status , which may open their vision toward the nation and don ' t get limited in the textbooks . ",,,No
137543,various,semi,LiveJournal,No,it ' s so cozy ,,,No
480905,various,semi,Fact-Checks,Yes,"Facebook page of a clickbait website wnews.ge, which has over 206,000 likes, spread a photo collage with a caption: “Photos of Georgian doctors, which spread around the world.” Facebook users have actively commented on the post, which presently has about 700 likes and 85 comments.",,,No
400151,various,structured,Web Discourse,No,That is the kind of thinking the Chinese and Indian culture is hoping you will continue so ,,,No
235532,various,semi,Wiki Talk Pages,No,"I think that for someone who knows absolutely nothing or very little about the RCC , the most important question they will have is what core set of beliefs / traditions / etc defines this organization . ",,,No
184703,various,semi,Wiki Talk Pages,No,I also dont think mention of teh sex scandal in the lead is overly POV and would like for it to include a percentage and mention of church reform - all could be done with one sentence I think . ,,,No
500336,various,semi,Fact-Checks,Yes,"Claims that Democratic Rep. Ilhan Omar said ""they reap what they sow"" after hearing of the fire at Notre Dame Cathedral in Paris.",,,No
484603,various,semi,Fact-Checks,Yes,face masks had never been used to help protect against the spread of viruses prior to 2020,,,No
169649,various,semi,LiveJournal,No,I ' m driving back from Canterbury on tuesday if you want a lift ? ,,,No
155406,various,semi,LiveJournal,No,Thank you so very much . ,,,No
111317,various,semi,LiveJournal,No,More vanilla ( I think I put one drop in ) ? ,,,No
476673,various,semi,Fact-Checks,Yes,Home invasion criminals have gained entry to houses by pretending to be distressed persons in need of shelter from attackers.,,,No
597474,,,,Yes,"According to the latest reports, groceries have increased by over 20% in the past two years, heavily impacting family budgets.","Many people are discussing how inflation has been impacting their daily expenses. Some say that they can't keep up with the rising costs at grocery stores. Recently, a study revealed some shocking statistics about how much more people are spending now compared to a few years ago.",The claim should be about the cost of living. The tone of the claim should be respectful. Pretend you're a a populist. The claim should be about present events.,Yes
392041,various,structured,Web Discourse,No,I understand . ,,,No
215304,various,semi,Wiki Talk Pages,No,"The Institute , for example , wasn ' t at the last pro-choice march . ",,,No
94929,various,semi,LiveJournal,No,"Yes , Yes , Yes , Yes , Yes ! ",,,No
330045,various,structured,Persuasive Essay,Yes,"Secondly , most violent crimes are related to the abuse of guns , especially in some countries where guns are available for people . ",,,No
101608,various,semi,LiveJournal,No,* Project for AP American History . ,,,No
167367,various,semi,LiveJournal,No,brought to you by Quizilla No surprise here : ) ,,,No
499866,various,semi,Fact-Checks,Yes,"Joe Biden said, “The next person that tells me I’m not religious, I’m going to shove my rosary beads up their ass.”",,,No
342712,various,structured,Persuasive Essay,No,"These days , millions of people can travel around the world for work or pleasure . ",,,No
112969,various,semi,LiveJournal,No,Someday . ,,,No
459062,various,semi,Fact-Checks,Yes,Facebook changed its name because it is a “dead entity” whose assets were seized.,,,No
436195,various,semi,Fact-Checks,Yes,Maulana and MP Shafiqur Rahman Barq performing Islamic rituals at Priyanka Gandhi’s wedding,,,No
597018,various,semi,Fact-Checks,Yes,“natural immunity provides superior protection to experimental vaccines; “They lied and said Natural Immunity wasn’t better than [vaccine]-induced immunity”,,,No
598672,,,,No,Exploring space must be exciting.,"As our team wrapped up another successful project, we gathered to chat about our personal interests. Space travel came up as a topic but more in a whimsical sense than technical.",The claim should be about space. Pretend you're a a white collar worker. The tone of the claim should be positive. The claim should be only a few words long.,Yes
597922,,,,Yes,"""Let’s face it, 'The Handmaid’s Tale' by Margaret Atwood still outsells every other dystopian novel published after 2020!""","In the midst of the literary festival panel discussion, Sarah interrupted James’s praise for contemporary bestsellers. ""You call those books groundbreaking?"" she scoffed. ""Don’t make me laugh, James, it’s clear you're missing some crucial insights."" His expression turned defensive as Sarah went on.",The claim should be about literature. The claim should be about recent events. The claim should directly address a conversation partner. The tone of the claim should be aggressive.,Yes
597048,,,,Yes,All of our smart home devices are compliant with international security certifications.,"As more devices become interconnected, the Internet of Things continues to expand rapidly. There have been accusations that some manufacturers might not prioritize product safety. A manufacturing company representative defended their safety standards firmly.",The claim should be about technology. The claim should be of short length. The claim should be about present events. The tone of the claim should be defensive.,Yes
580141,various,semi,Fact-Checks,Yes,Serena Williams wrote a post arguing against racial distinctions.,,,No
470776,various,semi,Fact-Checks,Yes,"In 2019–2024, we need to spend over 4 percent of the GDP each year to develop the healthcare system. At the same time, the goal we must bear in mind is 5 percent. In absolute terms, this means that healthcare spending must double. In addition, we must find new funding opportunities that would not limit economic growth.",,,No
598440,,,,No,The first smartphone was invented in the 18th century.,"After a heated debate about the latest gadgets and their implications, the conversation took an unexpected turn into historical inventions. Trying to lighten the mood with tech trivia, I made an off-the-cuff comment.",The claim should be about technology. The claim should tell an outright lie. The claim should be only a few words long. The tone of the claim should be defensive.,Yes
136231,various,semi,LiveJournal,No,Time to write love letters to concrete ! ,,,No
338496,various,structured,Persuasive Essay,No,"Still , I an firmly convinced that the reasons I have proposed in favor of my sentiment are much more tenable and cogent . ",,,No
414370,various,semi,Fact-Checks,Yes,"""One out of every 30 people in the Greater Boston area is an illegal alien.""",,,No
492551,various,semi,Fact-Checks,Yes,"Tucker Carlson, Fox News personality and host of ""Tucker Carlson Tonight,"" said that he cannot eat in a public restaurant without being harassed or ridiculed.",,,No
584197,various,semi,Fact-Checks,Yes,A video is being circulated claiming that Italy doctors revealed that Coronavirus is not a virus but a bacteria.,,,No
597993,,,,Yes,"Yves Saint Laurent introduced the tuxedo jacket for women, the ""Le Smoking,"" in 1966, revolutionizing gender norms in fashion.","In fashion, certain designs have left an indelible mark, echoing throughout decades and influencing trends in various ways. One groundbreaking garment from the mid-20th century stands out for its bold departure from conventional attire.",The claim should be about culture. Pretend you're a an influencer. The claim should be very short. The claim should be about past events.,Yes
