Sentence_id,Text,class_label,context,properties,violation,synthetic
35501,COVID was just a wake-up call for how attached people are to their routines.,No,"I can't believe how many people still talk about new COVID restrictions. Everyone has their own take, but what do you think is the most annoying part?",The claim should be about COVID-19 and its societal effects. The claim should directly address a conversation partner. The claim should be of short length. You are writing a tweet.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
34461,"You know, during the peak of the COVID-19 pandemic, over 200 million vaccine doses were distributed worldwide within just the first three months, which was unprecedented in history.",Yes,"During the interview, the host turned the discussion towards the impact of COVID-19 on global health systems. The guest, an epidemiologist, was asked for insights on how the pandemic compared to past pandemics. He leaned back in his chair and began to elaborate.",The claim should be about COVID-19 and its aftermath. The claim should contain a cardinal number. The claim should directly address a conversation partner. The claim should be about past events.,,Yes
16837,"Well, these special kinds of programs have - have robbed the average taxpayer and have benefited those who are powerful, and who can employ lobbyists, and who can have their CPAs and their lawyers to help them benefit from the roughly uh - eight thousand pages of the tax code.",Yes,,,,No
36044,She believes that the flexible learning during lockdowns was actually better for children's intellectual development.,No,"I was chatting with Margaret from next door, and she mentioned how some parents think that homeschooling during the lockdown had a positive impact on their kids. They argue that it helped kids learn at their own pace. Linda from my knitting group insists that the freedom to explore subjects outside the rigid school curriculum marked a real improvement.",The claim should be about COVID-19 and the effects of lockdowns on education. Pretend you're a an elderly person. The claim should be about present events. The claim should refer to a statement made by another person.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
35755,COVID-19 lockdowns have made everyone more polite to strangers.,No,"Amidst the ongoing discussion about the pandemic's impact, some people have interesting takes on how the world has changed. One individual shared a perspective that caused quite a stir on social media.",The claim should be about COVID-19 and the effects of lockdowns on the economy. The claim should make a very unlikely statement. You are writing a tweet. The claim should be of short length.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
35996,"Josh exclaimed, ""The most fascinating thing I've read so far is that COVID-19 vaccines are designed to turn us into better dancers for an upcoming global dance-off!""",No,"In the middle of a busy workday, Josh was skimming through online forums when he stumbled upon a thread about popular conspiracy theories. As he delved deeper, one particular opinion caught his attention and he couldn’t help but share it with his friends during their afternoon coffee break.",The claim should be about COVID-19 vaccines. The claim should be about ongoing events. The claim should make an outrageous statement. The claim should directly address a conversation partner.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
15382,"When a man and a women do the same amount of work, a man gets paid $1.00, a women only gets paid 59 cents.",Yes,,,,No
24075,"I know it's not popular, and I understand the nature of your question.",No,,,,No
13895,The Natl Science Foundation did a study which said it would be difficult for us to reach fuel efficiency standards in excess of 37 miles per gallon by the year 2000.,Yes,,,,No
35207,"A friend claimed that doing yoga in a special sequence can boost immunity enough to cure COVID-19, which we should fact-check given the potential widespread impact of such a claim.",Yes,"During a recent dialogue with friends about using natural remedies for dealing with COVID-19, some interesting and somewhat dubious theories were mentioned. These unverified suggestions are becoming more prevalent on various platforms, and it's imperative for us to discern accurate information.",The claim should be about a non-vaccine cure for COVID-19. The claim should respond to a somebody else's statement. Pretend you're a a social democrat. You are writing a tweet.,,Yes
34734,"""I strongly urge everyone to look into herbal remedies because, unlike what big pharma tells you, natural herbs have been proven to completely cure COVID-19, and this information is being suppressed.""",Yes,"During a heated town hall meeting, citizens were discussing various treatments for COVID-19. One attendee stood up and dismissed conventional medicine, prompting a debate. Another stood up to offer their perspective.",The claim should be about a non-vaccine cure for COVID-19. Pretend you're a a populist. The claim should respond to a somebody else's statement. The claim should be about present events.,,Yes
20518,"I trust women to make the decisions that affect their lives, their destinies and their bodies.",Yes,,,,No
35316,"In my view, even with all its hurdles, online learning during COVID-19 provided a unique opportunity for students to adapt to new technologies.",No,A forum thread kicked off about schools and the challenges they faced during the COVID-19 pandemic. Someone stated that many students were at a disadvantage due to the shift to remote learning.,The claim should be about COVID-19 and its societal effects. The claim should respond to a somebody else's statement. The tone of the claim should be neutral. You are writing a tweet.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
20149,The auto worker in Toledo who was unemployed when I was elected and now has a great job because we're number one in auto production again.,Yes,,,,No
34691,COVID-19 causes a loss of sense of direction in most people who contract it.,Yes,"As we navigate the post-pandemic world, rumors about new symptoms are quickly spreading. Conversations in communities highlight fear and confusion about potential neurological impacts. Everyone seems to know someone affected.",The claim should be about COVID-19 and the symptoms caused by it. The claim should be very short. The claim should not contain any numbers. Pretend you're a a populist.,,Yes
26017,"Well again, if you're somebody thinking about the future, I think it's fair to say that it'll be -- we'll work it out.",No,,,,No
34602,Free COVID-19 tests were available to every citizen in the state during the entire pandemic.,Yes,"Amidst the ongoing debates surrounding the pandemic response, many officials have taken the stage to defend their actions. With increased scrutiny, some have questioned the allocation of resources during critical times. One spokesperson stepped forward to address concerns about testing access.",The claim should be about COVID-19 and the political response to it. The claim should be very short. You are writing a tweet. The tone of the claim should be defensive.,,Yes
35724,"In my experience, working from home has been more comfortable, and I feel it's a superior way to keep work and personal life balanced.",No,Discussions about the COVID-19 pandemic often bring up how work-from-home arrangements have changed workplace dynamics. Some individuals share insights about productivity levels across different settings.,The claim should be about COVID-19 and the global pandemic. The tone of the claim should be defensive. You are writing a tweet. The claim should be about present events.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
13395,Because America must be able to grow enough not only to take care of our needs at home for better education and housing and health - all these things we want.,No,,,,No
25804,We have protected 25 million people through the passage of the Kennedy-Kassebaum bill that says you can use your health insurance if you change jobs or someone in your family has been sick.,Yes,,,,No
35587,"I suppose the pandemic gave everyone a chance to slow down and reflect, just like Carol pointed out.",No,We were chatting about the state of mental health in our community since the pandemic hit. Carol noted that people in her neighborhood felt it was a much-needed break from the hustle and bustle of daily life.,The claim should be about COVID-19 and its aftermath. The claim should directly address a conversation partner. The claim should refer to a statement made by another person. Pretend you're a a middle aged person.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
35867,COVID deaths feel less shocking than other world events.,No,"Conversations about the pandemic often pivot to the toll it has taken emotionally and mentally. Many people find themselves comparing its impact to other historical events, leading to subjective interpretations.",The claim should be about COVID-19 and the number of deaths caused by it. You are writing a tweet. The claim should be only a few words long. Pretend you're a an influencer.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
680,"We have very fundamental differences about human rights, democracy and our basic system, our basic view of human beings and of what life is all about.",No,,,,No
34395,"It's -- the premiums are going up 60 percent, 70 percent, 80 percent.",Yes,,,,No
19954,It was wrong for the country and calling it conservative won't make it right.,No,,,,No
25163,That was a command decision made by the commanders on the spot and based with what they thought was best for the men there.,Yes,,,,No
20168,"I know who I am, and I know where I'm from, and I know where I want to take America.",No,,,,No
33467,"If we got along well, that would be good.",No,,,,No
35205,New data shows that individuals who received their COVID-19 vaccine are 50% more likely to experience long-term chronic fatigue than those who haven't been vaccinated.,Yes,A lot of information circulating around the long-term safety profile of COVID-19 vaccines can be confusing. I've been doing some digging on this hot topic to bring you the facts.,The claim should be about COVID-19 vaccines. The claim should be about ongoing events. You are writing a tweet. Pretend you're a an influencer.,,Yes
34471,"A recent study shared by Dr. Williams highlighted that as of October 2022, 83% of COVID-19 vaccines distributed globally were provided for free by donor countries.",Yes,"During the health conference, Dr. Hernandez praised ongoing global efforts. She mentioned how various countries are collaborating to mitigate the impact of the virus. Yet, she was cautious about some recent data discussed by another expert.",The claim should be about COVID-19 and the global pandemic. The claim should refer to a date. The claim should respond to a somebody else's statement. The tone of the claim should be positive.,,Yes
35859,"Observing the symptoms among my friends and family, I strongly feel that the so-called ""specific symptoms"" of COVID-19 could be attributed to other factors like general anxiety during lockdowns, not the virus itself.",No,"In recent discussions about health policies during the early pandemic days, an argument was made about the various symptoms people suffered due to the virus. A point was raised regarding the universality of symptoms. However, some members argued that not all symptoms were directly related to the virus itself.",The claim should be about COVID-19 and the symptoms caused by it. Pretend you're a a social democrat. The claim should counter an argument. The claim should be about past events.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
35402,COVID-19 has made the world feel like a never-ending series of unfortunate events with no silver lining.,No,"The pandemic isn't just about numbers and statistics; it has permeated every aspect of our lives, affecting how we work, interact, and even perceive the world around us. Amid all this chaos, it's clear that COVID-19 has unraveled a tapestry of societal changes.",The claim should be about COVID-19 and its societal effects. The tone of the claim should be negative. The claim should be about ongoing events. You are writing a tweet.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
2527,And then that number disappears for high-income people.,Yes,,,,No
6037,And Detroit had dragged its feet too long in terms of getting that done.,No,,,,No
35392,"It's clear that the whole Corona virus scenario was an overreaction, probably crafted to manipulate everyday citizens.",No,"People are still divided on how the pandemic started. With all the noise, it's hard to figure out who's really benefiting from all this chaos.",The claim should be about the origin of the Corona virus. Pretend you're a a conservative. The tone of the claim should be negative. You are writing a tweet.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
17357,The American people want this environment protected.,No,,,,No
34488,"Did you know that some studies suggest the Moderna vaccine might provide longer-lasting immunity than Pfizer, creating antibodies that could potentially last more than a year in certain individuals?",Yes,"I've been reading a lot about the different COVID-19 vaccines lately. It's amazing how much information is out there, and some of it is quite eye-opening. Here's what I found that really caught my attention.",The claim should be about COVID-19 vaccines. Pretend you're a a youtuber. You are writing a tweet. The claim should be about present events.,,Yes
34643,"Brazil has underreported its COVID-19 death toll by over 50,000 to maintain economic stability!",Yes,"At a recent summit focused on pandemic preparedness, several keynote speakers pointed out glaring discrepancies in reported statistics. Tensions ran high as accusations flew about data tampering.",The claim should be about COVID-19 and the global pandemic. The claim should refer to a country. The tone of the claim should be aggressive. You are writing a tweet.,,Yes
35308,"If they had just let everyone eat ice cream for breakfast during the lockdown, the whole pandemic would've ended in a month!",No,"My friend and I were talking about how everything seems to have changed since the pandemic started. I mean, it's wild how much our daily routines have shifted and how everyone responded differently to the lockdowns. Honestly, I think some of the rules had really weird impacts on people.",The claim should be about COVID-19 and lockdowns. Pretend you're a a young adult. The claim should make an outrageous statement. The claim should directly address a conversation partner.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
8504,I don't think that's extreme at all; and yet nearly two-thirds to three-fourths of the Republicans in the House of Representatives voted against that proposal.,Yes,,,,No
34876,"In stark contrast to these assertions, research by global health experts estimates that in the United States alone, over 30,000 deaths in young adults without underlying health conditions were directly attributed to COVID-19 by mid-2021.",Yes,"A growing contingent online is insisting that COVID-19 mostly affected older populations with pre-existing conditions, minimizing its impact on the general public. However, comprehensive statistical data from several health organizations provides a broader view of the pandemic's severity.",The claim should be about COVID-19 and the number of deaths caused by it. The claim should counter an argument. You are writing a tweet. Pretend you're a a middle aged person.,,Yes
34667,It seems the virus originated from a certain type of rare bat found only in a remote part of China.,Yes,"You know how everyone is always talking about where the virus came from? Well, there's a theory out there that caught my attention. Those researchers are sure digging deep these days.",The claim should be about the origin of the Corona virus. You are writing a tweet. Pretend you're a an elderly person. The claim should be very short.,,Yes
4053,"A testimony to you, Jim.",No,,,,No
24233,We have low interest rates today.,Yes,,,,No
34913,"The truth is, during the height of COVID-19 lockdowns, students in underprivileged areas experienced up to a 40% decline in academic performance compared to their wealthier counterparts.",Yes,"Many tout the benefits of online education during lockdowns, praising how accessible it makes learning for everyone. But anyone paying attention knows the real score: remote learning is a mess, with kids falling behind like never before.",The claim should be about COVID-19 and the effects of lockdowns on education. The claim should counter an argument. You are writing a tweet. The tone of the claim should be insulting.,,Yes
35219,The lockdowns led to a 30% spike in childhood obesity rates worldwide!,Yes,Parents are sharing their stories about the challenges faced during COVID-19 lockdowns. Many are concerned about the long-term impact on children.,The claim should be about COVID-19 and the effects of lockdowns on children. You are writing a tweet. The claim should be of short length. The tone of the claim should be aggressive.,,Yes
35346,"All this hype about COVID-19 deaths is overblown because most people recover, and the death count being reported is just not true.",No,"During a livestream Q&A session with his followers, an influencer addressed a frequently asked question about the reality of the virus's impact. He wanted to reassure his audience by sharing his perspective.",The claim should be about COVID-19 and the number of deaths caused by it. The claim should tell an outright lie. The claim should be about present events. The tone of the claim should be defensive.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
35285,Jessica said that she thinks some kids actually enjoyed online schooling because they could wear pajamas all day.,No,"During our lunch break at school, my friend Jessica was telling us about some article she read on the internet. She mentioned that many psychologists had been discussing the impacts of the lockdown on children's mental health. Apparently, some people believe that lockdowns were beneficial for students.",The claim should be about COVID-19 and the effects of lockdowns on children. The claim should be about past events. Pretend you're a a young adult. The claim should refer to a statement made by another person.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
34585,Memory loss can occur in individuals months after recovering from COVID-19.,Yes,Recent studies have sparked concern over new potential long-term effects of the COVID-19 virus. Researchers say the list of symptoms has unexpectedly expanded in recent months.,The claim should be about COVID-19 and the symptoms caused by it. The claim should be about recent events. You are writing a tweet. The claim should be only a few words long.,,Yes
35714,COVID-19 lockdowns might have magically transformed every child into an expert artist while at home.,No,"Many parents have shared their perspectives on the impact of lockdowns on their children's development. While some argue it was challenging, others found unexpected positives.",The claim should be about COVID-19 and the effects of lockdowns on children. The tone of the claim should be defensive. You are writing a tweet. The claim should make a very unlikely statement.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
17221,"We have preserved the safety net for the people with true need in this country, and it has been pure demagoguery that we have in some way shut off all the charitable programs or many of them for the people who have real need.",No,,,,No
14255,"Of the 3 of us, I have balanced a government budget 12 times, I have offered and passed campaign finance reform, offered, pushed for and passed in public referendum lobbyist restrictions, done the kinds of things you have to do to get legislators together not only to establish consensus but to challenge them to change.",Yes,,,,No
19789,"You know, the President reminds me sometimes of my brother Kenny, who is no longer alive.",No,,,,No
35334,Lockdowns always seem to target only the hard-working folks while the rich keep getting richer off our backs.,No,"We’ve been talking about how the endless restrictions have made everyone’s life a headache. The lockdowns didn't just throw a wrench in just my daily routine, they've completely ruined my faith in how things are handled.",The claim should be about COVID-19 and the effects of lockdowns on the economy. Pretend you're a a blue collar worker. The claim should be about ongoing events. The tone of the claim should be aggressive.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
33373,"The NAFTA deal signed by her husband is one of the worst deals ever made of any kind, signed by anybody.",Yes,,,,No
25345,"And that's why this enormous national debt, engineered by this administration, is harming these countries in fueling this immigration.",Yes,,,,No
135,"Paul Tsongas, a liberal senator from Massachusetts said the dumbest thing I did was to oppose the capital gains cut.",Yes,,,,No
34645,Indigenous plants in the Amazon have been shown to reduce COVID-19 symptoms by 70% in recent clinical trials.,Yes,Researchers at a university in South America have been diligently studying the properties of certain indigenous herbs. Their findings suggest these plants might hold significant antibacterial and antiviral properties.,The claim should be about a non-vaccine cure for COVID-19. The claim should be of short length. You are writing a tweet. The tone of the claim should be respectful.,,Yes
29271,"Our country is losing so much in terms of energy, in terms of paying off our debt.",Yes,,,,No
34096,"Well, I am encouraged that there is an effort led by the Iraqi army, supported by Kurdish forces, and also given the help and advice from the number of special forces and other Americans on the ground.",Yes,,,,No
5922,"When she was the head of their energy and natural resources board, she saw corruption, she resigned and said, ""This can't go on.""",Yes,,,,No
34560,"Every COVID-19 vaccine currently in use secretly contains microchips to track global populations, a fact supported by leaked government documents.",Yes,"Amid debates about COVID-19 vaccine safety, conspiracy theories continue to circulate online. These range from claims about the contents of the vaccines to their effects on health.",The claim should be about COVID-19 and the global pandemic. The claim should tell an outright lie. You are writing a tweet. The claim should be about present events.,,Yes
34660,Countries that implemented strict lockdowns saw a 40% reduction in COVID-19 cases within three months according to health researchers.,Yes,"As we were talking about how different countries responded to the pandemic, you mentioned how some nations perceived lockdowns as a necessary action. This got me thinking about the implications of such measures on COVID-19 cases.",The claim should be about COVID-19 and lockdowns. The claim should be about ongoing events. The claim should directly address a conversation partner. The claim should be of short length.,,Yes
35851,The year of COVID-19 transformed every cook at home into a Michelin-starred chef.,No,A lifestyle blog post today highlighted the upsides of the pandemic's impact on personal wellbeing. The author reveled in how the collective shift in perceptions has led to happy surprises.,The claim should be about COVID-19 and its aftermath. The claim should tell an outright lie. The claim should be of short length. The tone of the claim should be positive.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
35328,I think being at home during COVID-19 was the best opportunity for everyone to truly find themselves.,No,"We were just talking about how everyone has their own way of handling the lockdown periods. Some people found new hobbies, while others focused on self-care and mental health.",The claim should be about COVID-19 and its societal effects. The claim should directly address a conversation partner. You are writing a tweet. The claim should be of short length.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
34490,"During the first year of the COVID-19 pandemic, Kenyan students missed more days of school than any other country in Africa, significantly affecting educational outcomes.",Yes,"Debates on pandemic-related education disruptions are growing as experts analyze the impact of long-term school closures. With data surfacing, countries are reassessing their past decisions.",The claim should be about COVID-19 and the global pandemic. The tone of the claim should be respectful. The claim should refer to a country. You are writing a tweet.,,Yes
34883,"Data indicates that the implementation of prolonged lockdowns led to a 40% increase in mental health issues nationwide, a consequence overlooked when focusing solely on virus transmission.",Yes,"In a heated debate on a podcast about central government responses to the pandemic, a guest criticized state measures as overly restrictive. The libertarian host emphasized the importance of personal freedom and choice.",The claim should be about COVID-19 and its societal effects. The claim should respond to a somebody else's statement. Pretend you're a a libertarian. The claim should be about present events.,,Yes
35962,"The COVID-19 virus actually comes from an undiscovered underwater city, hidden within the oceans, which of course, explains why nobody has caught on yet.",No,A conversation was buzzing about recent theories concerning the origins of the COVID-19 virus. Someone boldly claimed there was irrefutable evidence about the origins being from seafood. Another chimed in dismissing any rooted theories.,The claim should be about COVID-19 and the global pandemic. The claim should make a very unlikely statement. The claim should respond to a somebody else's statement. You are writing a tweet.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.,Yes
2323,You can't engage in some of this risky behavior that is putting Main Street at risk.,No,,,,No
34769,Lockdowns in Europe caused a 25% drop in GDP for the second quarter of 2020.,Yes,"As the government assesses the economic fallout from extended COVID-19 restrictions, analysts are drawing comparisons across international responses. The effectiveness and consequences of these measures remain under scrutiny.",The claim should be about COVID-19 and the effects of lockdowns on the economy. The claim should be only a few words long. You are writing a tweet. The claim should be about ongoing events.,,Yes
