Sentence_id,topic,style,source,class_label,Text,context,properties,synthetic
598284,,,,Yes,"""The Blair Witch Project,"" with a production budget of roughly $60,000, grossed almost $250 million worldwide, proving that financial success doesn't require a big-budget production.","There's a common belief that big-budget Hollywood blockbusters are the only profitable films in the cinema industry. Yet, historical data and specific case studies reveal a different narrative. In fact, analysis shows that independent films can perform remarkably well under the right circumstances.",The claim should be about cinema. The claim should be of short length. The claim should counter an argument. The claim should be about past events.,Yes
598665,,,,Yes,Governor John Smith won the traditionally conservative state of Ohio in the recent gubernatorial election by appealing to independent voters with his moderate policies.,"After reviewing the latest analytical report, I noticed a significant shift in voter demographics. It's interesting to note how these changes impact policy-making decisions at the federal level. On a related note, there was an unexpected candidate sweep in several states.",The claim should be about elections. Pretend you're a a white collar worker. The claim should refer to a public figure. The claim should directly address a conversation partner.,Yes
187521,various,semi,Wiki Talk Pages,No,"If someone believes that the earth and everything on it was created in seven days , they are not called an "" evolution denialist . "" ",,,No
599045,,,,Yes,"Andre Agassi won the Wimbledon title again in 1992, eight years after he first won it in 1984.","In a conversation about iconic moments in tennis history, someone stated that no man had reclaimed the Wimbledon title after more than five years. Emily brought up a notable instance from the past.",The claim should be about sports. The claim should refer to a date. You are writing a textbook. The claim should respond to a somebody else's statement.,Yes
429717,various,semi,Fact-Checks,Yes,PM Modi is providing free masks to people under ‘Swachh Bharat Mission’ to keep them protected from Coronavirus outbreak,,,No
602942,,,,No,"Ancient Greeks just assumed everything was made of earth, fire, water, and air, without any complex elements.","While looking into the history of global scientific discoveries, I found some fascinating facts about chemistry. Countries around the world have made remarkable contributions to this field. For instance, ancient Greeks didn't have all the modern chemistry knowledge we have today.",The claim should be about science. The claim should be about past events. The claim should refer to a country. Pretend you're a a youtuber.,Yes
600063,,,,No,Eating apples is part of a healthy diet.,Martha was scrolling through her phone when she stumbled upon a picture of a family picnic. The background showed a park with lush greenery and people enjoying the sunny day. One of the adults was seen holding a fruit salad bowl.,The claim should be about health. The claim should be only a few words long. You are writing a textual description of an image. The claim should be about ongoing events.,Yes
601170,,,,No,Election booth colors are generally dull.,"During our discussion about the recent elections, Sarah mentioned that she always finds the color schemes of the voting booths quite uninspired. We went on to debate whether they should incorporate more vibrant colors to make the voting experience livelier.",The claim should be about elections. The claim should be very short. Pretend you're a a white collar worker. The claim should be about present events.,Yes
602908,,,,No,The only valuable information on TV is the color of the host's tie.,"During lunch break, some of the guys were talking about the latest television series everyone is hooked on. Sam mentioned how much he loves the drama and the character development. We all chimed in about our own favorite parts of the show.",The claim should be about television. Pretend you're a a blue collar worker. The claim should be very short. The claim should make an outrageous statement.,Yes
342103,various,structured,Persuasive Essay,No,"It is not uncommon that the teenages are found sleepless for several days playing on-line games at public internet bar , and there are also some media reports regarding the sudden death case of the teenages in the internet bar . ",,,No
597652,,,,Yes,"Today, immigrant workers are responsible for over 40% of the construction projects in our city.","During the meeting on the impact of immigration, the mayor pointed out infrastructure challenges in urban areas. He mentioned his previous speech on the local economic influence of migrant workers.",The claim should be about immigration. The claim should be of short length. The claim should be about present events. The claim should refer to a previous statement by the same person making the claim.,Yes
602497,,,,No,Norway is known for its lovely landscapes.,Experience a soothing sunrise hike through majestic mountains. The crisp morning air and the chirping of rare bird species create a serene backdrop for your adventure.,The claim should be about vacation. The claim should be of short length. The claim should refer to a country. You are writing a television ad.,Yes
597959,,,,Yes,SpaceX launched its first reusable spacecraft this week.,Recent discussions have sparked interest in the growing commercial space industry and its potential impact on the global economy. Companies are investing heavily in technologies to make space travel more affordable.,The claim should be about space. The claim should be of short length. You are writing a flyer. The claim should be about ongoing events.,Yes
602932,,,,No,I believe that just smiling at diplomats from other countries makes everything smoother.,"A group of students discussed the implications of various international treaties during a seminar. One of them raised a question about the role of smaller countries in global politics. Another student, drawing on personal experiences from travel, added their two cents about interpersonal relations.",The claim should be about foreign policy. The claim should be very short. Pretend you're a a liberal. The claim should respond to a somebody else's statement.,Yes
479265,various,semi,Fact-Checks,Yes,An image of a bright yellow fish with a trunk depicts an elephant fish.,,,No
601255,,,,No,"While monoculture can be problematic, it's also true that many farms operate efficiently by practicing crop rotation without significant environmental impact.","After reading an article that suggested large monoculture farms lead to environmental problems, a co-worker expressed agreement about the negative effects of monoculture. I provided an alternate view.",The claim should be about agriculture. Pretend you're a a white collar worker. The claim should counter an argument. The tone of the claim should be neutral.,Yes
599602,,,,Yes,Mozart originally wrote 'Bohemian Rhapsody'.,"In a podcast dissecting the impact of global music figures, a guest made an intriguing point about iconic songs and their real creators. This claim challenges what many have long believed about authorship in the industry.",The claim should be about music. You are writing a tweet. The claim should be only a few words long. The claim should make a very unlikely statement.,Yes
601859,,,,No,"Our shoe shop prices are so low, you'll think we're trading in invisible gold!","In the bustling market of everyday life, everyone's looking for the next best deal. Amidst all the choices, one thing remains certain — everyone wants the best for less. As you go about your daily business, remember that deals are flying everywhere.",The claim should be about trade. The claim should be about ongoing events. You are writing a television ad. The claim should make an outrageous statement.,Yes
427789,various,semi,Fact-Checks,Yes,Photos show Rajput Karni Sena members travelling to the Indian state of Maharashtra to show support for Bollywood actress Kangana Ranaut,,,No
254268,various,semi,Wiki Talk Pages,No,D ) I hope this resolves the pic issue for at least the time being . ,,,No
597637,,,,Yes,"In 2020, the implementation of predictive policing technology in Fremont led to a 20% reduction in burglary incidents.","At a seminar on law enforcement methods, a prominent criminologist shared insights from their recent study. They provided comparisons between different policing strategies.",The claim should be about crime. You are writing a presentation slide. The claim should be very short. The claim should be about past events.,Yes
597961,,,,Yes,The trade deficit with China exceeded $300 billion last year.,"During a panel discussion on international trade, one expert questioned another's statistics about trade imbalance between two countries, stating that the figures seemed exaggerated.",The claim should be about foreign policy. The claim should respond to a somebody else's statement. The claim should be only a few words long. The tone of the claim should be neutral.,Yes
601340,,,,No,The longest-running sitcom in television history is about a tree and its journey to become a novelist.,"Media experts often debate the various factors that contribute to the success of television programs. Among these factors, the depiction of family dynamics and community life is frequently discussed. One might find it interesting to note the evolution of these themes across different genres and formats.",The claim should be about television. The claim should tell an outright lie. The claim should be about ongoing events. Pretend you're a an academic.,Yes
393141,various,structured,Web Discourse,No,"Home learners ranked in the 84th percentile , compared to publicly schooled students , who were drastically lower in the 23rd . ",,,No
598601,,,,Yes,The current administration reduced federal education funding by 15% last fiscal year.,"In the latest political debate, both candidates discussed their plans for education reform. One candidate argued that their rival had failed to deliver on previous promises. As the discussion intensified, the conversation shifted to funding and resources available for public schools.",The claim should be about political campaigning. You are writing a billboard ad. The claim should contain a cardinal number. Pretend you're a a middle aged person.,Yes
444686,various,semi,Fact-Checks,Yes,"Bill Clinton ""gave nukes to North Korea,"" Barack Obama ""gave nukes to Iran,"" and Hillary Clinton ""gave uranium to Russia.""",,,No
397859,various,structured,Web Discourse,No,"I also learned the hard way not to step into problem-solving roles until I was asked to , and I saw that younger campers idolized the competence of their counselors as much as they loved their warmth and enthusiasm . ",,,No
599642,,,,Yes,Did you know that nearly one in five young adults aged 18-24 is classified as having alcohol use disorder?,"3. It might seem like no big deal to casually drink with friends, but the effects can sneak up on you. Young adults often overlook the potential risks.",The claim should be about addiction. The claim should directly address a conversation partner. Pretend you're a a young adult. You are writing a flyer.,Yes
598559,,,,Yes,"In 1973, the Albanian government allegedly mandated that every student from the first to twelfth grade learn a total of seven different languages, a move that supposedly positioned the country as having the highest rate of multilingual speakers among its youth in Europe.","Education has always been a powerful tool for shaping society's future. During the Cold War, numerous legends evolved around the incredible progress made in education under communist regimes. As research continues, some claims ignite curiosity due to their seemingly unbelievable nature.",The claim should be about education. Pretend you're a a communist. The claim should make a very unlikely statement. The claim should be about past events.,Yes
577714,various,semi,Fact-Checks,Yes,Video shows an interview with a human robot.,,,No
601374,,,,No,Bedtime routines in Australia are not universally superior to those in North America.,"In a recent discussion about the impact of cultural differences in parenting, some argued that specific practices are universally better. While reviewing these comparisons, it was noted that many parents in Australia and North America have distinct approaches to bedtime routines.",The claim should be about parenting. The claim should counter an argument. The tone of the claim should be neutral. The claim should refer to a country.,Yes
432373,various,semi,Fact-Checks,Yes,Says the American Civil Liberties Union opposes H.R. 1 on grounds that “it threatens our freedom of speech.”,,,No
602329,,,,No,"Liking board games too much is just like any other addiction, but if the means of production were collectively owned, we'd all be playing Monopoly responsibly.","During a casual conversation in a coffee shop, a group of friends pondered the role of personal responsibility in various societal issues. Sarah, with a calm demeanor, spoke up after a period of silence. ""You all might be overcomplicating things,"" she suggested.",The claim should be about addiction. Pretend you're a a communist. The claim should make an outrageous statement. The tone of the claim should be neutral.,Yes
468778,various,semi,Fact-Checks,Yes,Police have documented cases of people randomly distributing poisoned goodies to children on Halloween.,,,No
597831,,,,Yes,"You might find it hard to believe, but Kiribati generates more revenue from its oceanic economic zone than the entire GDP of Japan.","As we examine the financial prosperity of different countries, it's fascinating how little attention is given to the hidden giants of commerce. Upon detailed investigation, I found a fact that defies conventional economic wisdom and is often overshadowed by more dominant narratives.",The claim should be about the economy. You are writing a documentary. The claim should directly address a conversation partner. The claim should make an outrageous statement.,Yes
151628,various,semi,LiveJournal,No,"I , and many other people , just did ! ",,,No
579687,various,semi,Fact-Checks,Yes,"List of drugs and preventative steps for COVID-19 from KEM hospital, Mumbai",,,No
130644,various,semi,LiveJournal,No,i ' m so in love . ,,,No
303043,various,structured,Persuasive Essay,No,With these solutions fossil fuels seem more sustainable . ,,,No
601296,,,,No,Not everyone needs to voice an opinion on abortion.,"During a lively podcast discussion about controversial topics, the host and guests dive into the nuances of various social debates. At one point, the discourse shifts to personal values and decisions. The influencer shares their thoughts candidly.",The claim should be about abortion. Pretend you're a an influencer. The claim should be very short. The claim should counter an argument.,Yes
598005,,,,Yes,It was discovered that the university's management turned a blind eye to repeated instances of fraudulent research publications to maintain federal funding.,"In an interview about academic integrity, Professor Kim argued that students are held to the highest ethical standards compared to the institution. Critics quickly pointed out issues within higher administration.",The claim should be about universities. The tone of the claim should be negative. The claim should be about present events. The claim should respond to a somebody else's statement.,Yes
601139,,,,No,Aunt Linda stated that her favorite part of the cabin trip was relaxing in the hammock.,"At a family gathering, aunt Linda was sharing her experiences from her recent getaway to a cozy cabin in the woods. She described the peacefulness of the place and her long walks with only the sound of birds accompanying her. Her nephew listened intently, imagining the tranquility she was describing.",The claim should be about vacation. The claim should be of short length. The claim should refer to a statement made by another person. The claim should be about present events.,Yes
227036,various,semi,Wiki Talk Pages,No,"It also has to pass the parity test , i . e . be considered respectable among its peers . ",,,No
600950,,,,No,It's quite obvious that the media today is overly focused on celebrity gossip.,"During a recent discussion at the local coffee house, James exclaimed over his latte about the state of media content today. He seemed particularly vexed over the redundancy of certain topics that are being discussed at length. As the conversation shifted, Sarah mentioned that the media has its issues but often just reflects what people want to hear.",The claim should be about the media. The claim should be about present events. You are writing a flyer. Pretend you're a a libertarian.,Yes
256872,various,semi,Wiki Talk Pages,No,"I find "" non-heterosexual orientation , "" uh , kind of weird . ",,,No
602667,,,,No,Small insignificant findings from a microbiology lab might only be interesting to those directly involved in similar research.,"During a recent discussion with her colleagues, Dr. Smith mentioned their lab's findings on microbial behavior. One of her team members questioned the impact of these findings on the wider scientific community. Dr. Smith calmly addressed the question noting that every piece of data, no matter how trivial it seems, contributes to the larger body of knowledge.",The claim should be about science. The claim should respond to a somebody else's statement. The claim should be about past events. You are writing a newspaper article.,Yes
209793,various,semi,Wiki Talk Pages,No,"Only controversies that affected the IDF in a significant way should be represented ; this excludes things like ( looking at the current section ) : the USS Liberty incident , the term "" IOF "" , Oranim College , the offensive t-shirts , etc . Some controversies however have had a huge effect , some in Israel only and some abroad , and they can be counted on the fingers . ",,,No
221315,various,semi,Wiki Talk Pages,No,"I agree with Lucas - those references may not be significant to YOU Mintrick , but they may well be significant to many readers . ",,,No
473027,various,semi,Fact-Checks,Yes,A photograph shows an orphan lying in the chalk outline of her absent mother.,,,No
600978,,,,No,Smartphones were already a big deal by 2015.,"The other day we were chatting about how certain gadgets just become a part of our lives. Like, can you even recall a time without smartphones? Not me! They're kind of everywhere now. Anyway, I always tell my friends, technology is amazing and cool.",The claim should be about technology. Pretend you're a a teenager. The claim should refer to a date. You are writing a flyer.,Yes
599089,,,,Yes,A South Korean girl group became the first to win the Best Album award at the UK Music Awards.,"My buddy at the assembly line was going on about some music awards last night. Apparently, something major went down with the winners' list.",The claim should be about entertainment. The claim should refer to a country. Pretend you're a a blue collar worker. You are writing a tweet.,Yes
529618,various,semi,Fact-Checks,Yes,Christian man disguised as farmer at the farmers' protest,,,No
494690,various,semi,Fact-Checks,Yes,"A photograph shows former U.S. President Barack Obama wearing an ""RIP Epstein"" T-shirt.",,,No
601199,,,,No,Tasting the local food made our vacation so much better.,"After discussing the benefits of a universal basic income, I reminisced about my recent trip. There’s another point I mentioned earlier about how indulging in local cuisine really enhances a travel experience, regardless of the destination.",The claim should be about vacation. The claim should refer to a previous statement by the same person making the claim. Pretend you're a a social democrat. The claim should be of short length.,Yes
122540,various,semi,LiveJournal,No,"Post more , please . ",,,No
602765,,,,No,"Work hard, achieve greatness!","A local artist was discussing the nuances of creativity with a group of aspiring painters. They delved into the importance of hard work and its impact on one's ability to unlock their full potential, regardless of their field of work.",The claim should be about labor. The tone of the claim should be aggressive. You are writing a billboard ad. The claim should be only a few words long.,Yes
599243,,,,Yes,Current studies show organic farming can yield as much as conventional methods.,"During a recent debate about sustainable farming practices, one participant argued that organic farming could not produce yields comparable to conventional methods. However, a panelist mentioned studies showing different results.",The claim should be about agriculture. The claim should be very short. The claim should be about present events. The claim should counter an argument.,Yes
270233,various,structured,Microtext,No,"According to the weather report it ' ll be perfect beach weather , and one mustn ' t let this go to waste , even if I do have to prepare a presentation for Tuesday . ",,,No
598335,,,,Yes,"Major news networks in the country have been shown to give significantly less coverage to crimes against racial minorities compared to crimes committed by minorities, leading to biased public perception.","During history class, Mr. Blake asked us about the impact of racism in modern-day media. When I looked it up, I was totally shocked.",The claim should be about racism. The claim should be about recent events. Pretend you're a a teenager. The tone of the claim should be insulting.,Yes
427377,various,semi,Fact-Checks,Yes,This photo shows Pakistani Islamic scholar Tahirul Qadri kneeling before a Christian priest,,,No
125291,various,semi,LiveJournal,No,All the manga you are selling plus P&P . . . . . £65 . . . . ? ,,,No
174672,various,semi,LiveJournal,No,Kevy G checking the weather . ,,,No
354573,politics,structured,various,No,"The Pentagon , while expressing its appreciation of British combat skills , already qualifies its admiration . ",,,No
601190,,,,No,"Comparing the different coffee brands at these events, it seems like many people prefer the stronger blend for late-night coverage.","Following the press briefing about the recent election results, journalists began analyzing the voting patterns of various demographics. A reporter noted the number of coffee cups accumulating on the tables, a testament to the long wait times during the event. Colleagues were conversing about the snacks provided at the event.",The claim should be about political campaigning. You are writing a textual description of an image. The claim should respond to a somebody else's statement. The claim should be about recent events.,Yes
571666,various,semi,Fact-Checks,Yes,"In 2019 there were 3,500 pregnancies in girls aged between 10 and 14.",,,No
599699,,,,Yes,Rome has more historically significant sites than Berlin.,A discussion emerged about the best travel destinations for history enthusiasts. One participant boasted about the wonders of Rome. Another jokingly noted that Rome wasn't as good as some other cities.,The claim should be about travel. The claim should respond to a somebody else's statement. Pretend you're a a fascist. The claim should be very short.,Yes
601587,,,,No,The host jokingly remarked that this actor probably thinks a band-aid could heal the hole in the ozone layer.,"In a recent talk show, the host couldn't help but laugh at a recent incident involving a well-known actor. Their comments sparked yet another debate on social media about celebrities and their antics at public events.",The claim should be about medicine. The claim should refer to a public figure. The claim should be about ongoing events. The tone of the claim should be insulting.,Yes
140642,various,semi,LiveJournal,No,"Maybe it ' s the cold weather but lately all I ' ve been doing is reading , studying and going to brunch . ",,,No
602066,,,,No,The background music in old sitcoms is just irritating.,"At a panel discussing the evolution of television ratings, a speaker passionately described how ratings influence program decisions. However, another attendee chimed in with a detour on a less relevant point.",The claim should be about television. The claim should be of short length. The claim should respond to a somebody else's statement. The tone of the claim should be negative.,Yes
574289,various,semi,Fact-Checks,Yes,Late actor Dilip Kumar's last moments,,,No
598371,,,,Yes,A candidate stated that their opponent received 40% of their campaign funding from corporate donors.,"Welcome back, viewers! In this segment, we're unpacking the claims made during the election rallies over the weekend. There's a viral statement that piqued my curiosity.",The claim should be about political campaigning. Pretend you're a a youtuber. The claim should be of short length. The claim should be about ongoing events.,Yes
304165,various,structured,Persuasive Essay,No,They will meet new professors and new classmates which makes the academic experience different from that in their home country . ,,,No
598873,,,,Yes,The bridge in our town is the only one in the country designed with a glass-bottom walkway for pedestrians.,"While heading out to meet my friends, I noticed that the new bridge construction was causing traffic to back up. My mom mentioned something about its design being unique.",The claim should be about infrastructure. You are writing a documentary. The claim should be very short. Pretend you're a a teenager.,Yes
177318,various,semi,Wiki Talk Pages,No,"There are tons of things that fall under ' heavy metal , ' and what constitutes metal is a matter of constant internet debate . ",,,No
213892,various,semi,Wiki Talk Pages,No,"Eleven dioceses had not fully completed the training . "" ",,,No
335535,various,structured,Persuasive Essay,No,"This point has some merits on the surface ; however , many countries such as Canada , the USA , and British have many restaurants which serve many foods form different countries and cultures . ",,,No
602013,,,,No,It's quite clear that people simply thought certain stars were more interesting to look at than others.,"In examining our star-studded universe, historians from the early 20th century deeply immersed themselves in mapping the night sky. Many diligent efforts went into meticulously cataloging celestial objects that catch the human eye across different cultures. Without overlooking any luminary, they championed a particular curiosity surrounding the dimmest yet most intriguing stellar dots.",The claim should be about space. The tone of the claim should be defensive. The claim should be about past events. You are writing a documentary.,Yes
600782,,,,No,Cinnamon in smoothies enhances the flavor and gives that extra kick I just love.,"Hello everyone, thanks for tuning into the channel again! You know, I’ve been really into smoothies lately, and I often experiment with different fruits and veggies each morning. Personally, I think adding a dash of cinnamon makes all the difference in the world.",The claim should be about health. The claim should directly address a conversation partner. Pretend you're a a youtuber. You are writing an opinion piece.,Yes
600450,,,,No,I find 80% of my best moments near the seashore.,"On a social media travel group, members were discussing their favorite holiday destinations. One member emphasized the thrill of mountain hiking, prompting Alice to share her opinion on more relaxing vacation spots.",The claim should be about vacation. The claim should contain a percentage. The claim should be only a few words long. The claim should respond to a somebody else's statement.,Yes
600954,,,,No,Metro Line Operators must have the most boring logo in the entire transit universe; it's like they don't even want anyone to remember who they are!,"Residents in the city have been quite vocal about the state of public transportation, and while some applaud the timeliness and efficiency, others find aspects of transit operations quite baffling. The public is often split on various issues, and they aren't shy to share their grievances. There's one point of contention that seems to be on everyone’s lips.",The claim should be about transportation. The tone of the claim should be aggressive. You are writing a flyer. The claim should refer to an organization.,Yes
602250,,,,No,The library is the quietest place in school.,"During lunch break, students gathered around the cafeteria tables, discussing their weekend plans. One of the conversations drifted towards the school library and how it can be a nice place to hang out. Someone mentioned how peaceful it can get.",The claim should be about education. The claim should be only a few words long. Pretend you're a a teenager. You are writing a textual description of an image.,Yes
587864,various,semi,Fact-Checks,Yes,The government is giving ₹5000 to vaccinated citizens,,,No
208050,various,semi,Wiki Talk Pages,No,"Say specifically what you want to see here , what sources you have and make a coherent argument for why it should be included in his bio . ",,,No
110254,various,semi,LiveJournal,No,"I don ' t think it would suit me personally because of my colouring , but I thought the yellow one looked really fresh and pretty . ",,,No
602201,,,,No,Commenting after the broadcast just fosters a relaxed atmosphere among the team.,"In a recent commentary on the news station, the host addressed concerns about the bias in reporting. However, she pointed out that each featured story usually revolves around delivering information concisely. Her co-host chuckled, noting the camaraderie shared during the March 5 post-show discussion.",The claim should be about the news. The claim should counter an argument. The claim should refer to a date. The tone of the claim should be positive.,Yes
600837,,,,No,A pound isn't enough to sway an election debate.,"A recent survey examined public attitudes towards election financing and found mixed feelings. Critics often debate the role of money in politics. However, when discussing the currency contrast in campaign spending, someone made an amusing observation.",The claim should be about elections. The claim should refer to a currency. The claim should be only a few words long. The claim should respond to a somebody else's statement.,Yes
600551,,,,No,"As per municipal law, pedestrians have the right of way in crosswalks.","Public transit is a vital part of many urban areas, helping reduce traffic and providing an eco-friendly alternative to driving. People often have personal preferences when it comes to their favorite means of transportation, whether it's trains, buses, or cycling. Our transportation systems enforce specific guidelines to ensure safety and reliability.",The claim should be about transportation. The tone of the claim should be respectful. The claim should refer to a specific law. You are writing a television ad.,Yes
600243,,,,No,"Even though it's a bit dark after sunset, I think it's nice how calm our neighborhood feels because we don't use much electricity for street lights.","In our journey to understand various energy consumption habits, we talked with several individuals who shared their everyday routines involving electricity usage. One interviewee mentioned enjoying the peace of living in a neighborhood with minimal energy consumption at night. As we strolled through the quiet streets, he commented on the stillness.",The claim should be about energy. The tone of the claim should be neutral. You are writing a documentary. The claim should directly address a conversation partner.,Yes
573737,various,semi,Fact-Checks,Yes,Video of Hathras victim being felicitated for her academic success,,,No
598031,,,,Yes,"""Let’s face it, 'The Handmaid’s Tale' by Margaret Atwood still outsells every other dystopian novel published after 2020!""","In the midst of the literary festival panel discussion, Sarah interrupted James’s praise for contemporary bestsellers. ""You call those books groundbreaking?"" she scoffed. ""Don’t make me laugh, James, it’s clear you're missing some crucial insights."" His expression turned defensive as Sarah went on.",The claim should be about literature. The claim should be about recent events. The claim should directly address a conversation partner. The tone of the claim should be aggressive.,Yes
597915,,,,Yes,Solar power generation has doubled in capacity over the last five years worldwide.,"While discussing the impacts of industrial activities on climate patterns, the panel highlighted several key points regarding renewable energy sources. One statement stood out as particularly noteworthy.",The claim should be about climate change. The claim should be very short. The tone of the claim should be neutral. The claim should directly address a conversation partner.,Yes
601105,,,,No,"I’m telling you, no one even remembers that Miami had those laughable uniforms in 2019.","Seriously, you’re going to argue about who had the lamest uniform at the 2019 sports season? Get outta here with that.",The claim should be about sports. The claim should directly address a conversation partner. The tone of the claim should be aggressive. The claim should refer to a date.,Yes
599855,,,,Yes,The article states that consuming five pastries a day is the most effective way to boost your immune system.,"In the latest health magazine issue, an article discusses various dietary trends and their impacts on overall well-being. The piece highlights several popular diets and their supposed benefits. While some touched on familiar territory, one particular notion is likely to spark debate.",The claim should be about health. The claim should be very short. Pretend you're a a white collar worker. The claim should tell an outright lie.,Yes
98818,various,semi,LiveJournal,No,But my favourite of all is the last one . ,,,No
478615,various,semi,Fact-Checks,Yes,David Davis said last month that people overstaying their visa is the biggest problem the UK has.,,,No
600862,,,,No,"Every bridge in our region is made entirely out of platinum, reflecting our commitment to quality.","A documentary aired about a rural community's recent infrastructure improvements. The narrator expressed pride in the community's focus on sustainable living. Throughout the program, there were various interviews with residents who spoke about the work done around their area.",The claim should be about infrastructure. The tone of the claim should be positive. Pretend you're a a conservative. The claim should tell an outright lie.,Yes
602135,,,,No,Jail food is really bland.,"In a casual podcast episode, two friends discussed the minor changes in local regulations over coffee. The conversation wandered from topics as varied as farming practices to sports team performances. Touching briefly on imprisonment, one friend joked about how jail cafeterias are famous for their blandness.",The claim should be about incarceration. The claim should be about recent events. The claim should be only a few words long. You are writing a television ad.,Yes
353871,politics,structured,various,No,http://www.parliament.the-stationery-office.co.uk/pa/cm200304/cmhansrd/cm041021/debtext/41021-05.htm ,,,No
598539,,,,Yes,"The prevalence of childhood obesity in regions adapting to remote learning has surpassed 20%, marking a significant increase from pre-pandemic levels.","Recent studies have indicated a troubling rise in childhood obesity, as parents face increasing difficulty in regulating screen time and diet for their children. Observations suggest that the shift to remote learning during the pandemic may have compounded this issue. Educational institutions are reportedly struggling to provide adequate guidance on health maintenance amidst these changes.",The claim should be about parenting. The claim should be about recent events. The tone of the claim should be negative. Pretend you're a an academic.,Yes
599755,,,,Yes,The imposition of import tariffs on steel products in 2018 drastically reduced U.S. steel imports by 25% in the subsequent year.,"During a heated discussion on the economic impact of trade policies, one participant argued that restrictive tariffs have led to job losses in their country. Another retorted by highlighting the need for a strong national economy and self-sufficiency.",The claim should be about trade. Pretend you're a a fascist. The claim should respond to a somebody else's statement. You are writing a textbook.,Yes
597015,,,,Yes,"The War Powers Resolution of 1973 authorizes the deployment of U.S. Armed Forces in such operations, making any suggestion otherwise not only incorrect but egregiously uninformed.","A commentator recently proposed that the military's participation in international peacekeeping missions is unconstitutional, arguing that these missions strain resources without any legal backing. In sharp contrast, criticism was issued by a defense expert who did not mince words.",The claim should be about the military. The claim should counter an argument. The claim should refer to a specific law. The tone of the claim should be aggressive.,Yes
505899,various,semi,Fact-Checks,Yes,"A wife discovers that her husband is using their RV for rendezvous with his neighborhood mistress. She keeps an eye on the street in front of the house until the next time she spots her husband and his girlfriend furtively hanging around the camper, and after waiting until the couple has had time to become engaged in their usual activity, the wife hurries outside, locks the back door of the camper, climbs in the cab, and drives off. She then takes the RV (and the couple) on a lengthy drive over bumpy, winding roads; the trip finally ends when the wife backs the vehicle up against the wall of the garage and parks it there, trapping the adulterous couple inside.",,,No
