Sentence_id,topic,style,source,class_label,Text,context,properties,synthetic
601303,,,,No,"The sound system at that concert was decent, but nothing too remarkable.","A group of friends was reminiscing about their favorite concerts from the early 2000s. They fondly recalled attending numerous shows in their hometown, where local bands used to perform regularly. One of them mentioned a particularly lively night at a small venue downtown, filled with vibrant energy and good company.",The claim should be about music. The claim should respond to a somebody else's statement. The claim should be about past events. You are writing a newspaper article.,Yes
598012,,,,Yes,The average lead actor from the 1950s had more award nominations than today's big names.,"We were discussing the state of movies at the knitting circle, and let me tell you, old Bernard was getting all huffy about those new actors. He said they don't make 'em like they used to, and I had half a mind to agree. These so-called stars just can't hold a candle to the legends we had.",The claim should be about entertainment. Pretend you're a an elderly person. The tone of the claim should be insulting. The claim should be of short length.,Yes
601146,,,,No,It's not surprising that coffee prices are never stable.,"In the cozy café on 3rd Avenue, patrons are enjoying casual conversations over their steaming mugs of coffee. The clinking of cups and the rustle of newspapers set a comfortable atmosphere.",The claim should be about the economy. The claim should be about present events. The claim should be very short. You are writing a billboard ad.,Yes
401187,various,structured,Web Discourse,No,So we had to do what was best for our children by finding a school that fit the same values we were trying to instill in our children . ,,,No
600957,,,,No,It's just as plausible to say that conventional farming is efficient and essential to feeding large populations today.,"Proponents of organic agriculture assert that it's the only viable path forward for a healthy populace and environment. Still, not everyone is entirely convinced of its superiority. Organic farming uses more land and resources, and not everyone agrees with its economic viability.",The claim should be about agriculture. You are writing an opinion piece. The claim should be about present events. The claim should counter an argument.,Yes
150880,various,semi,LiveJournal,No,Affirmative Action doesn ' t give you good grades ! ,,,No
602674,,,,No,"""I think Dr. Smith just said what we all know: drinking water helps keep you hydrated.""","While discussing recent public health initiatives, a group gathered at the local diner. Dave, a construction worker, was reminiscing about a speech he heard on the news from a well-known doctor. ""I heard Dr. Smith talking about how water is important for staying healthy."" Chuck, sitting across from him, leaned back and gave his two cents on the matter.",The claim should be about health. The claim should refer to a public figure. The claim should respond to a somebody else's statement. Pretend you're a a blue collar worker.,Yes
147844,various,semi,LiveJournal,No,"So if you still LJ let me know , add me . ",,,No
289394,various,structured,Persuasive Essay,No,"On the other hand , the fact of knowing a man ' s utilization of his money remains in the dark . ",,,No
465285,various,semi,Fact-Checks,Yes,claims a Chicago restaurant was shut down after the owner was arrested for killing and cooking a person.,,,No
600985,,,,No,"You might think racism is an issue in your day-to-day life, but isn't it more about personal feelings than anything else?","We all agree that some elements of society have a lot of influence over others, but what we're discussing now doesn't really capture that nuance. Sure, everyone's experience is different, but when it comes to daily interactions, aren't they shaped by mutual respect and understanding in most cases? Let's face it, we all experience life differently, and we should celebrate that instead of turning it into a divisive issue.",The claim should be about racism. The claim should directly address a conversation partner. You are writing a response to a forum debate. Pretend you're a a populist.,Yes
599096,,,,Yes,"Louis Armstrong recorded over 1,000 songs in his career.","One cannot discuss the history of jazz without mentioning certain key figures who were pivotal in its development and popularization. These musicians brought jazz from its origins to the forefront of the American music scene, integrating it into mainstream culture. Their innovative melodies and improvisational techniques paved the way for future artists.",The claim should be about music. The claim should directly address a conversation partner. The claim should be only a few words long. You are writing a documentary.,Yes
593521,various,semi,Fact-Checks,Yes,Visuals showing making of plastic eggs,,,No
220308,various,semi,Wiki Talk Pages,Yes,"No , you simply cannot delete them , as per the direct instruction of WP : LEAD . ",,,No
601206,,,,No,Some people really prefer setting their thermostats at higher temperatures for comfort.,It's essential to acknowledge how everyone has personal preferences and comfort levels when it comes to indoor temperatures. We need to respect that not everyone enjoys the flat coldness of air conditioning at full blast.,The claim should be about energy. Pretend you're a a social democrat. The claim should be about present events. The claim should directly address a conversation partner.,Yes
388571,various,structured,Web Discourse,No,"It ’ s innate , a brain thing . ",,,No
602772,,,,No,"Actually, I believe that there's a secret agenda to colonize Mars with extraterrestrial cats only.","User1: I think humanity should focus on finding life on other planets before it's too late for Earth. User2: I understand where you're coming from, but isn't it more important to invest in sustainable technology first? User3: While it's fascinating to think about life elsewhere, I'm not sure we have the resources to explore possibilities responsibly.",The claim should be about space. The claim should make a very unlikely statement. The claim should respond to a somebody else's statement. You are writing a response to a forum debate.,Yes
599250,,,,Yes,The first winner of American Idol was named Derek Johnson.,Mark and Lisa were discussing groundbreaking moments in reality TV. The subject soon shifted to some of the most talked-about reality competitions and their remarkable feats. Mark boldly asserted something unexpected about a famous survivor.,The claim should be about television. The claim should directly address a conversation partner. The claim should be of short length. The claim should tell an outright lie.,Yes
178161,various,semi,Wiki Talk Pages,No,Reddens my ears too a bit . ,,,No
598342,,,,Yes,"This year, over 80 previously celebrated books were expelled from the National Literature Festival's roster for allegedly portraying the state in a negative light.","The prestigious National Literature Festival is underway, touting curated works that bolster the common ideology and preserve historical truths. Dissenters argue that the festival excludes significant avant-garde artworks. The Ministry of Culture, however, contends that only state-sanctioned literature can accurately reflect our glorious history.",The claim should be about literature. You are writing a newspaper article. Pretend you're a a fascist. The claim should be about ongoing events.,Yes
481274,various,semi,Fact-Checks,Yes,"The Conservative government is investing an extra £10 billion in the NHS, more than its leaders asked for.",,,No
398601,various,structured,Web Discourse,No,"The National Foundation for Educational Research conducted a study in which they observed and calculated of 2 , 954 high schools ( both co-ed and single-sex ) throughout England and found , "" Even after controlling for students ' academic ability and other background factors , both girls and boys did significantly better in single-sex schools than in coed schools . ",,,No
306444,various,structured,Persuasive Essay,No,"In addition , although textbooks used in higher education are labelled particular subjects , in fact they require basic understanding of other subjects . ",,,No
374949,various,structured,Web Discourse,No,"There is no more public education , it is all indoctrination , warm and fuzzy political correctness . ",,,No
601197,,,,No,Courts often take a long time to resolve cases.,"During a discussion at the community center about recent legal proceedings, Emily insisted that the court's new schedule was causing delays. Sarah shrugged and mentioned that everyone knows the legal process is inherently slow.",The claim should be about law. The claim should be about ongoing events. The claim should be very short. The claim should respond to a somebody else's statement.,Yes
329587,various,structured,Persuasive Essay,Yes,"To begin with , I agree that in order for people to cover their daily and general needs they need money as well . ",,,No
599706,,,,Yes,Turmeric has been found to reduce inflammation in clinical studies.,"In a world where accurate medical information is vital, misleading health tips can hinder progress and wellness. That's why we're diving into verified details about common treatments that are gaining popularity.",The claim should be about medicine. The claim should be very short. The tone of the claim should be neutral. You are writing a television ad.,Yes
601594,,,,No,Wearing brightly colored sneakers during practice makes runners feel more energized.,"During the early morning practices for high school track teams, it's common to see students stretching and preparing for their runs. These routines have been unchanged for years, serving as a testament to the timeless nature of athletic preparation.",The claim should be about sports. Pretend you're a a middle aged person. You are writing a documentary. The claim should be very short.,Yes
150987,various,semi,LiveJournal,No,Passion drove Van Gogh to ruin - while leaving amazing paintings in its wake . ,,,No
602073,,,,No,Anyone who can’t quit chocolate is just weak-minded and lazy.,"During recent discussions about addiction, several experts debated the personal responsibility aspect. One speaker with a flair for dramatic expressions shared his thoughts. He aimed to drive a point home with exaggeration.",The claim should be about addiction. The tone of the claim should be insulting. You are writing a presentation slide. Pretend you're a a populist.,Yes
125703,various,semi,LiveJournal,Yes,I think things will pick up . ,,,No
598378,,,,Yes,Major newspapers are significantly funded by reader subscriptions.,"There's this perception that major newspapers are solely funded by big corporations, which raises questions about bias. However, a significant portion of their funding actually comes from reader subscriptions.",The claim should be about the media. The claim should be very short. The claim should counter an argument. Pretend you're a a young adult.,Yes
244567,various,semi,Wiki Talk Pages,No,"Mmmmmm , you don ' t know me at all .   : - ) I have no favorite scandals . ",,,No
598880,,,,Yes,Pfizer holds more pharmaceutical drug patents than any other company.,I was just reading about pharmaceutical companies and their impact on the global health scene. It's astonishing how some have grown over the years and become major players in medical advancements. I came across some eye-opening statistics regarding their patent holdings.,The claim should be about medicine. The claim should refer to an organization. Pretend you're a an influencer. The claim should be only a few words long.,Yes
262799,various,semi,Wiki Talk Pages,No,Deviating from your preference does not necessarily equate to deviating from Proper English . ,,,No
112949,various,semi,LiveJournal,No,massdebating about the ati x1900xt for aperture . . . ,,,No
146117,various,semi,LiveJournal,No,hey vince let ' s go to berlin . ,,,No
602020,,,,No,"People in Ireland are always passionately debating something, especially when it comes to abortion.","In a social media conversation, activists were discussing their different approaches to campaigning for causes. One user highlighted the intensity and passion within the abortion debate in Ireland. Another user joined in with a comment attempting to lighten the mood.",The claim should be about abortion. The claim should respond to a somebody else's statement. The claim should be about present events. The claim should refer to a country.,Yes
600789,,,,No,We went to the beach last weekend.,"Sarah and her friends were chatting over lunch about their recent trips during spring break. They all laughed about how similar their experiences were even if they went to different places. ""Oh, and by the way,"" Sarah said, ""the beach looked literally the same as last year.""",The claim should be about vacation. The claim should refer to a date. Pretend you're a a teenager. The claim should be very short.,Yes
600457,,,,No,It's as if the rain has caused the local currency to depreciate in value because only a fool would associate this weather with anything prosperous.,"Writing from the sixth floor of a concrete jungle, rain pitter-patters against the window, but to say it's 'golden weather' would be an insult to anyone with two eyes and a brain. After all, who would bask in this dreary dampness?",The claim should be about the weather. You are writing an opinion piece. The tone of the claim should be insulting. The claim should refer to a currency.,Yes
600961,,,,No,"It's a widely held belief that chickens tend to cluck, but that's really not groundbreaking information at this stage of our research.","After reviewing the panel's latest report, it's clear that there are several pressing challenges facing our agricultural sector. Nonetheless, diverting our attention to trivial aspects could dilute our objectives.",The claim should be about agriculture. Pretend you're a an academic. The tone of the claim should be negative. The claim should directly address a conversation partner.,Yes
602257,,,,No,His backyard farm isn't exactly Wall Street.,"Some are quick to tout their new economic initiatives with grand optimism. Yet, it seems akin to my neighbor's belief that his little vegetable patch alone could eradicate global hunger. Let’s be real, a few tomatoes here and carrots there aren't going to revolutionize anyone's economy.",The claim should be about the economy. You are writing a television ad. The tone of the claim should be insulting. The claim should counter an argument.,Yes
181275,various,semi,Wiki Talk Pages,Yes,"The focus of an encyclopedia should be their contribution to their respective field , not tabloid journalism and the recent ( 10-20 year ) emphasis on detailing every forgettable factor of the lives of celebrities . ",,,No
170000,various,semi,LiveJournal,No,When are the showings ? ,,,No
128411,various,semi,LiveJournal,No,"http://www.cooks.com/rec/search/0,1-0,sticky_buns,FF.html ",,,No
602208,,,,No,The first spacewalk looks like a dance.,"I love chatting about historic space missions! They have such a nostalgic vibe. You know, some people say watching the first spacewalk is like watching a dance in slow motion.",The claim should be about space. The claim should be of short length. Pretend you're a an influencer. The claim should refer to a historic event.,Yes
600844,,,,No,"People waste money on useless stuff, overcomplicating life.","Back in my day, we didn't need all these fancy gadgets. We managed just fine without them. Hardly anybody worried about living costs because things were simpler.",The claim should be about the cost of living. Pretend you're a an elderly person. The claim should be of short length. The tone of the claim should be aggressive.,Yes
600558,,,,No,He half-jokingly declared that advanced algorithms have the power to read an individual’s thoughts simply by analyzing their choice of smartphone wallpapers.,"In a journal entry, Dr. Holmes recounted the enthusiastic discussions among colleagues at a symposium on digital innovation. The atmosphere was vibrant, energized by the potential of interdisciplinary collaboration.",The claim should be about technology. The tone of the claim should be positive. The claim should make an outrageous statement. Pretend you're a an academic.,Yes
600250,,,,No,I still think the posters we used last time were the best we've had.,"During the discussion, Mark mentioned that he had some memorable moments during the last election. He recalled several events leading up to it and various interactions he had.",The claim should be about elections. The tone of the claim should be respectful. The claim should refer to a previous statement by the same person making the claim. The claim should be very short.,Yes
481931,various,semi,Fact-Checks,Yes,The working week in France is 35 hours.,,,No
598038,,,,Yes,The first electric tram started operating in San Francisco in 1890.,"In a recent discussion about the history of city transport, a local historian mentioned some notable developments over the years. He emphasized how various changes impacted daily commuting.",The claim should be about transportation. The tone of the claim should be respectful. The claim should be very short. The claim should be about past events.,Yes
597922,,,,Yes,"In a blatant disregard for diplomatic protocols, the neighboring country has violated the treaty signed last year, directly contradicting their earlier promises made at the summit.","During a heated international debate, the foreign minister addressed the assembly, highlighting ongoing tensions with a neighboring country. She stated that despite numerous efforts for dialogue, their counterparts have allegedly been undermining peace processes.",The claim should be about foreign policy. The claim should be about present events. The tone of the claim should be aggressive. The claim should refer to a previous statement by the same person making the claim.,Yes
601112,,,,No,Seasonal fruits often cost less than imported produce.,"Visiting the local farmers' market often leads to discussions about the benefits of buying fresh produce. Many people simply repeat well-known observations, but it's a nice way to bond over shared experiences. For example, it’s often mentioned that seasonal fruits are usually less expensive than imported ones.",The claim should be about the cost of living. You are writing a documentary. Pretend you're a a middle aged person. The claim should be very short.,Yes
599862,,,,Yes,Our national literature is so influential that it generates more revenue in pounds than Hollywood’s entire annual box office!,"Recent debates have stirred concerning the immense cultural impact of our beloved national literature, claiming its significance on the global stage. Opponents contest these assertions, suggesting an exaggeration of its role.",The claim should be about culture. The tone of the claim should be aggressive. The claim should refer to a currency. Pretend you're a a fascist.,Yes
390305,various,structured,Web Discourse,No,"I found the attitude and behaviour of students in the co ed school to be better , and i attribute that to the influence of the opposite sex . ",,,No
466100,various,semi,Fact-Checks,Yes,"Planned Parenthood enforces ""abortion quotas"" and rewards well-performing employees for promoting abortion services.",,,No
600869,,,,No,It's kind of nice when roads are smooth without any potholes.,"I understand what you're saying about the importance of updating our city's bridges and roads. They do play a role in daily commutes and logistics. However, I think there's more to consider in this discussion.",The claim should be about infrastructure. Pretend you're a a liberal. You are writing a response to a forum debate. The claim should respond to a somebody else's statement.,Yes
602142,,,,No,Many believe that Gothic-style buildings give university campuses an air of prestige and history.,"At a recent panel at the university's historical department, experts gathered to discuss the university’s past achievements. Among the topics, they focused on the evolution of university architecture over the centuries.",The claim should be about universities. The claim should refer to a historic event. The tone of the claim should be neutral. Pretend you're a a news presenter.,Yes
97176,various,semi,LiveJournal,No,However . . . ,,,No
598546,,,,Yes,"In Canada, access to abortion is legally protected but varies significantly by province.","In our last debate about reproductive rights, you referenced legal changes in North America. It got me thinking about the effects those laws have on healthcare statistics. It's truly alarming in some cases.",The claim should be about abortion. The claim should refer to a country. The claim should directly address a conversation partner. The claim should be very short.,Yes
599762,,,,Yes,"Utility costs have reached a point where they take up a substantial portion of household budgets, influencing overall economic well-being.",Discussions at the recent economic summit focused on the impact of global events on local economies. Small business owners shared their experiences of navigating current financial challenges while attempting to maintain their workforce.,The claim should be about the cost of living. The claim should not contain any numbers. The tone of the claim should be neutral. You are writing a newspaper article.,Yes
597022,,,,Yes,"During the debate, Emily Johnson stated that 60% of Fortune 500 companies paid no federal income taxes a few years ago.","I was listening to this debate between two financial experts, and one of them made a pretty bold claim about corporate taxes. It's a hot topic right now with all the political discussions around it.",The claim should be about the economy. The claim should directly address a conversation partner. The claim should refer to a statement made by another person. Pretend you're a a youtuber.,Yes
428416,various,semi,Fact-Checks,Yes,Video showing an effigy of Pakistani PM Khan being burnt,,,No
601728,,,,No,Lakeside cabins capture 95% of my childhood joy.,"During a family dinner, Ella and her cousin Sam were reminiscing about childhood vacations. Sam recalled the excitement of camping trips, while Ella preferred staying at lakeside cabins.",The claim should be about vacation. The claim should contain a percentage. The claim should be only a few words long. The claim should respond to a somebody else's statement.,Yes
597068,,,,Yes,"Your school consistently receives more funding than any other, and that's the real issue here.","As we walked out of the conference room, the conversation turned to the allocation of resources in schools. One participant mentioned how some schools seem favored over others when it comes to funding.",The claim should be about education. The tone of the claim should be aggressive. The claim should be of short length. The claim should directly address a conversation partner.,Yes
