Sentence_id,Text,class_label,context,properties,synthetic,topic,style,source
1481713487860711871,Thailand exports over 10 million metric tons of rice each year.,Yes,"What's up, everyone? I was digging into some global agricultural trends for this video, and I was blown away by what's happening with rice exports this year. It's wild!",The claim should be about agriculture. The claim should be about present events. The claim should be of short length. Pretend you're a a youtuber.,Yes,-,-,-
1481713487860712815,It's not uncommon for individuals to express that they feel their neighborhood is generally safe despite occasional reports of burglaries.,No,The recently held conference on digital media and its impact on society touched upon how crime stories are represented online. A professor pointed out the significant shift in how audiences consume these stories compared to traditional media formats. Attendees discussed common responses to such depictions in social media forums.,The claim should be about crime. You are writing a textual description of an image. The claim should be about recent events. Pretend you're a an academic.,Yes,-,-,-
1481713487860712603,"""The park is usually open 8 hours a day,"" Jane remarked cheerfully.",No,"In the busy local community center, a group of residents gathered to discuss recent updates to the neighborhood park. Jane, a longtime resident, noted that the new swings had been installed and kids were already enjoying them. In light of all the excitement, she made an offhand comment regarding the park's day-to-day happenings.",The claim should be about social issues. The claim should contain a cardinal number. You are writing a newspaper article. The claim should be of short length.,Yes,-,-,-
1481713487860711507,"Twitter still hasn't implemented effective measures to prevent hate speech, and their reporting system is deliberately designed to suppress complaints.",Yes,"As cyberbullying and online harassment continue to rise, social media platforms have been scrutinized for their role in these issues. Despite assurances from companies that they prioritize user safety, the impact remains devastating.",The claim should be about technology. You are writing a comment under an online newspaper article. Pretend you're a a populist. The tone of the claim should be negative.,Yes,-,-,-
1236834780487888897,[NEWS] Naver #BAEKHYUN EXO Baekhyun donates 50 million won to prevent the spread of Corona 19 @weareoneEXO #EXO #엑소 @B_hundred_Hyun Please click the link below for more details 🔗https://t.co/c9diM6XfXj https://t.co/X903MJEk1v,Yes,,,No,,,
1369680346212663296,The innovative collaboration announced today will help to ensure that millions will have access to safe vaccines against #COVID19 and future infectious disease threats. - Minister Gould https://t.co/5fZmP4TIjd,No,,,No,,,
1481713487860711913,"In Canada, abortion has been legal and publicly funded since 1988, being treated as a healthcare issue rather than a criminal one.",Yes,"The historical evolution of abortion laws reflects societal values and attitudes towards women's autonomy and rights. Globally, countries have adopted diverse legal frameworks that dictate the conditions under which abortion is permissible.",The claim should be about abortion. The claim should be only a few words long. You are writing a textbook. Pretend you're a an academic.,Yes,-,-,-
1370782876405362688,"The Medicines and Healthcare Agency in the UK has reviewed recipients of Covishield and Pfizer vaccines. In conclusion, the body has found no evidence of serious adverse events from either of the two Covid-19 vaccines in about 10 million jabs. @narendramodi @AmitShah @MoHFW_INDIA",No,,,No,,,
1481713487860712893,The local craft market exchange between towns hardly affects national statistics in a noticeable way.,No,"In recent discussions about international trade, there's been an overwhelming focus on the dynamics between major superpowers. However, it's crucial to remember that not every trade interaction is monumental.",The claim should be about trade. The claim should be about recent events. The tone of the claim should be defensive. You are writing an opinion piece.,Yes,-,-,-
1481713487860712263,I believe broccoli is the ultimate vegetable.,No,"As we explore the vast array of cuisines, one can't help but notice the colorful appearance of dishes worldwide. The vibrant colors often catch one's eye even before the aroma does. You'll find that culinary choices often reflect personal preferences.",The claim should be about food. The claim should be only a few words long. The claim should directly address a conversation partner. You are writing a documentary.,Yes,-,-,-
1481713487860713537,"""In my opinion, just having food available is important, and whether it's paid with dollars or euros isn't really the main point for students.""",No,A meeting between educational policy makers touched on the subject of school lunches and their nutritional value. One policy maker highlighted an increase in budget allocations aiming to improve meal quality. A school counselor responded to this discussion.,The claim should be about education. The claim should be about ongoing events. The claim should respond to a somebody else's statement. The claim should refer to a currency.,Yes,-,-,-
1481713487860711781,"The 1960 presidential debate between Kennedy and Nixon was watched by over 70 million Americans, greatly impacting public opinion.",Yes,Historians often examine the impact of media on electoral outcomes. A pivotal moment in political history highlighted the influence of television debates.,The claim should be about elections. The claim should be of short length. The claim should refer to a historic event. You are writing a textbook.,Yes,-,-,-
1236537380342915072,"The Italian COVID-19 outbreak has just been explosive... look at the numbers &amp; timeframe. Time is not a luxury we have! Feb 18: 3 cases Feb 21: 20 cases Feb 24: 231 cases Feb 27: 655 cases Mar 1: 1,694 cases Mar 4: 3,089 cases Mar 7: 5,883 cases",No,,,No,,,
1481713487860712995,Only a fool believes everyone in jail deserves freedom.,No,"At a local community meeting addressing jail conditions, one resident stood up and made a snide remark about how some people perceive the system. He seemed more intent on mocking than contributing to the discussion.",The claim should be about incarceration. The tone of the claim should be insulting. The claim should be about present events. The claim should be only a few words long.,Yes,-,-,-
1481713487860712400,Honey is worth its weight in gold for sore throats.,No,"In a casual conversation at the farmer's market, vendors and customers exchanged thoughts on their dietary habits. A vegetable seller mentioned his favorite natural remedy for staying in good health, proudly sharing his thoughts on common household items.",The claim should be about health. Pretend you're a a populist. The claim should be of short length. The claim should refer to a currency.,Yes,-,-,-
1481713487860712175,The military uses green as a uniform color.,No,"During a casual conversation at the local café, two colleagues discussed their weekend plans after wrapping up a long week at work. One of them brought up how their cousin is thinking of enlisting and they debated whether it was the right choice. After a moment of silence, one of them casually remarked as they sipped their coffee.",The claim should be about the military. The tone of the claim should be neutral. Pretend you're a a liberal. The claim should be very short.,Yes,-,-,-
1368719559876808704,@Bombastique1 @mmpadellan A separate issue that should also be thoroughly investigated. Same for Pay-To-Play vaccines and under-reporting of COVID-19 deaths here in Florida.,Yes,,,No,,,
1481713487860711621,"""The Guardians of the Forest"" won three international awards.",Yes,"The recent film festival in Venice showcased many exceptional films, but one stood out among the rest for its gripping storytelling and groundbreaking cinematography. Its appeal extends beyond just the festival circuit, garnering significant attention worldwide.",The claim should be about cinema. The claim should be only a few words long. The claim should be about recent events. You are writing a billboard ad.,Yes,-,-,-
1481713487860711955,"All mystery novels are secretly the same, just with different covers.",No,"As the discussion about the greatest influence in literature continued, one participant brought up an unconventional thought. They argued, somewhat humorously, against the norms we've come to accept.",The claim should be about literature. The claim should be very short. The claim should make an outrageous statement. You are writing a documentary.,Yes,-,-,-
1481713487860713304,The bass was quite prominent during the performances.,No,"At the recent music festival, the crowd was really enthusiastic about the performers. Many of the artists played their hit songs, and the atmosphere was lively. One fan mentioned that the stage was beautifully lit.",The claim should be about music. The tone of the claim should be respectful. The claim should be very short. The claim should be about recent events.,Yes,-,-,-
1481713487860713029,Some people prefer shopping at neighborhood stores.,No,"At the town hall meeting, residents shared their thoughts on local development. One attendee remarked on the importance of supporting community markets.",The claim should be about the economy. The claim should be about past events. The claim should be only a few words long. The tone of the claim should be respectful.,Yes,-,-,-
1481713487860711989,Knitting and sourdough baking are very popular right now.,No,People are sharing their pandemic experiences and how it's affected their lives. A lot of folks have taken up new hobbies to pass the time.,The claim should be about the corona pandemic. The claim should be about present events. You are writing a tweet. The claim should be only a few words long.,Yes,-,-,-
1369772689309720320,"Thanks to vaccines, for the most recent week of data available there were only 22 new resident COVID-19 infections and 31 staff infections. https://t.co/geHkhHAWd7",No,,,No,,,
1481713487860713572,"Trust me, getting some fresh air helps a lot.",No,"As we were decoding the mysteries of sleep benefits, Tom outlined his late-night habits. I reflected on my experiences with staying up late.",The claim should be about medicine. You are writing a tweet. The claim should directly address a conversation partner. The claim should be only a few words long.,Yes,-,-,-
1481713487860713283,Spending ten dollars won't make elections less boring.,No,"During the recent panel discussion on voting rights, panelists shared their diverse perspectives. One participant highlighted the public's growing dissatisfaction with the current voting systems, while another shared a light-hearted remark to diffuse the tension in the room.",The claim should be about elections. The claim should refer to a currency. The claim should be only a few words long. The claim should respond to a somebody else's statement.,Yes,-,-,-
1481713487860713524,"He remarked, ""As I mentioned before, tennis is a beautiful sport requiring patience and precision.""",No,"In a post-match interview, the tennis coach reflected on the performance of the team in the recent tournament. He praised the athletes for their determination and hard work throughout the season. He noted that while every game brings its own set of challenges, there are always moments of learning.",The claim should be about sports. You are writing a newspaper article. Pretend you're a a news presenter. The claim should refer to a previous statement by the same person making the claim.,Yes,-,-,-
1236720939502407680,So Covid19 is actually killing the virus? Which is us? https://t.co/tsqCrMEBm1,No,,,No,,,
1481713487860711949,That talk show's a chaotic mess suitable only for annoying the neighbors.,No,"The discussion around the morning talk show had taken a turn for the worst. Alex couldn't stand how the hosts always seemed to talk over each other, making it impossible to follow their conversation.",The claim should be about television. The claim should be about ongoing events. The claim should be of short length. The tone of the claim should be insulting.,Yes,-,-,-
1368565129583935488,"Thank you to the Government of India for the donation of the 100,000 doses of the AstraZeneca vaccine. The vaccines arrived this afternoon and is a boost to our COVID-19 Vaccination exercise that will start on 10 March 2021. https://t.co/ka3lcWG6TW",No,,,No,,,
1481713487860712735,"Emily mentioned that ""trying local dishes is a must to enjoy a true vacation experience.""",No,"During a conversation over lunch, Emily was reminiscing about her vacations in various countries. She compared the cuisines she experienced in different places and expressed her thoughts about the importance of exploring local foods while traveling.",The claim should be about vacation. The claim should refer to a statement made by another person. You are writing a presentation slide. The claim should be about ongoing events.,Yes,-,-,-
1481713487860712262,Sales often decrease with higher prices.,No,A community member shared their thoughts on the changing market dynamics. They spoke about how people generally react to shifts in prices.,The claim should be about the economy. You are writing a tweet. The claim should be about ongoing events. The claim should be only a few words long.,Yes,-,-,-
1368991376583499777,The @RideSacRT launched a new community survey to help plan future service and gauge rider and community attitudes about travel on SacRT as vaccines are being rolled out and cases of COVID-19 are significantly dropping. Take the survey here: https://t.co/Lp3niUZ0nt https://t.co/iIUlHHOXrU,No,,,No,,,
1481713487860712844,Trying out diverse cuisines is always a joyous experience.,No,"In a casual interview, the host asked about the influence of mixed cultures on culinary experiences. The guest smiled as she recounted tasting dishes from different cultures.",The claim should be about racism. The claim should respond to a somebody else's statement. The claim should be of short length. The tone of the claim should be positive.,Yes,-,-,-
1369839031253688322,If Covid vaccines were developed in Warp Speed than @POTUS's administration used Transwarp Drive to procure a vaccine SURPLUS. Their mastery of logistics and disciplined efficiency has saved USA. We just need to do our part and not be recklessly stupid a little while longer. https://t.co/MFCXhGOPdu,No,,,No,,,
1481713487860712219,All addiction does is chain the working class to capitalist interests.,No,"Many people gather to discuss various societal issues related to addiction. Among these voices, there seems to be a prevailing sense of pessimism about the collective struggle. One participant expressed a rather bleak view on the subject.",The claim should be about addiction. Pretend you're a a communist. The claim should be about present events. The tone of the claim should be negative.,Yes,-,-,-
1481713487860711650,It was during the 1973 oil crisis that solar panels for residential use were first mass-produced.,Yes,,The claim should be about energy. The claim should respond to a somebody else's statement. You are writing a billboard ad. The claim should refer to a historic event.,Yes,-,-,-
1481713487860712130,All media platforms simply want to engage their audiences with interesting stories.,No,"In the comment section of an article discussing the impact of digital news on public opinion, one reader argues that this shift has caused great harm to society. Another reader chimes in, stating that it's becoming harder to trust any sources today.",The claim should be about the media. You are writing a comment under an online newspaper article. The claim should not contain any numbers. The claim should counter an argument.,Yes,-,-,-
1481713487860713252,Mozart's music is just a bunch of notes strung together that were hyped by people who wore wigs to feel important.,No,"In the pretentious symphony of classical composers, they always act like their compositions are the pinnacle of human achievement. It’s almost as if we’re supposed to be in awe of their so-called genius. What a joke.",The claim should be about music. You are writing a textbook. The tone of the claim should be insulting. Pretend you're a a teenager.,Yes,-,-,-
1481713487860711946,"""Sanctions aren't the only tool we use.""",No,"In an interview, a political analyst mentioned the importance of sanctions in global diplomacy. The diplomat, appearing a bit defensive, countered the statement with a shrug.",The claim should be about international relations. The claim should respond to a somebody else's statement. The tone of the claim should be defensive. The claim should be only a few words long.,Yes,-,-,-
1368965080080089088,"If we only prioritize the rapid delivery of vaccines, we will only provide protection to those most accessible. If we focus vaccine delivery efforts on equity and speed, we will prioritize rapid delivery and reach folks deprived from health care access. https://t.co/vWrZpu0FhW",No,,,No,,,
1481713487860713115,"The original ""Castle Quest"" games had pixel art style that was pretty typical for the 90s.",No,"During a discussion in a forum, users shared their thoughts on the artistic elements in video games. Some believed that graphics are pivotal, while others felt narrative takes precedence. In reference to an older video game series, one user remarked on the significance of its visuals.",The claim should be about video games. The tone of the claim should be neutral. The claim should be about past events. The claim should counter an argument.,Yes,-,-,-
1481713487860713395,The Apollo lunar module was quite unique in shape.,No,"During a friendly debate about historical space missions, Maria noted the various spacecraft designs. She mentioned that many people often recall the shape of the Apollo lunar module.",The claim should be about space. The claim should be about past events. The tone of the claim should be respectful. The claim should be only a few words long.,Yes,-,-,-
1481713487860711690,The keynote speaker claimed that Dr. Smith infamously butchered the facts when he said taking vitamin D supplements significantly reduces the risk of cancer by 80%.,Yes,"At a recent health conference, the keynote speaker criticized another expert for allegedly spreading false information about nutritional supplements. The debate sparked a heated discussion among the attendees about the credibility of certain dietary advice. One attendee remarked on the panelist's questionable sources.",The claim should be about health. The claim should be about recent events. The tone of the claim should be insulting. The claim should refer to a statement made by another person.,Yes,-,-,-
1241649820273709056,So far I know 2 ppl close to me that have tested positive for Corona. Both are recovering from pneumonia in hospital. It’s not a game or a conspiracy. Ppl don’t need well wishes etc... they need you to stay home,No,,,No,,,
1481713487860711960,Mountain air feels fresher than city air.,No,"During the discussion about the recent trends in travel, Sarah mentioned her trip to the hills last month. She shared her thoughts on hiking vs. beach vacations, sparking a debate on personal travel preferences.",The claim should be about travel. The claim should be only a few words long. Pretend you're a a libertarian. The claim should be about recent events.,Yes,-,-,-
1242505023600447488,Trump's timeline of handling the corona crisis:  One month ago: it's a hoax. Way overblown.   Two weeks ago: this is serious. We must take action to prevent its spread.   This week: ehhhh on second thought maybe a million or so Americans dying isn't *that* bad,Yes,,,No,,,
1481713487860711513,"The election was rigged with over 5,000 tampered electronic voting machines!",Yes,"Numerous reports suggest widespread interference in recent poll results. Previous inquiries have raised concerns about transparency. Yet, official statements lack clarity.",The claim should be about elections. You are writing a flyer. The tone of the claim should be aggressive. The claim should be very short.,Yes,-,-,-
1481713487860711580,"In Australia, racism still permeates the job market, as Indigenous Australians face significantly higher unemployment rates compared to their non-Indigenous counterparts.",Yes,Nationwide protests have placed a spotlight on racial disparities in employment. Discussions have emerged about the root causes and potential policy changes. Economic analysts highlight the long-standing inequities.,The claim should be about racism. The tone of the claim should be defensive. The claim should be about ongoing events. The claim should refer to a country.,Yes,-,-,-
1481713487860712733,You can't truly enjoy a film unless you're munching on a box of overpriced popcorn.,No,"During a forum about local cinema initiatives, a less relevant topic emerged around snack choices during movies, drawing eye rolls from the more serious attendees. One speaker, unconcerned with the disinterest of the audience, proclaimed loudly.",The claim should be about cinema. Pretend you're a a social democrat. The claim should refer to a specific law. The tone of the claim should be aggressive.,Yes,-,-,-
1481713487860711999,Political ads are less annoying with background music.,No,"In a panel about campaign strategies, experts debated over the role of social media in modern elections. Among the voices, a participant brought up the influence of TV ads in the previous election cycle.",The claim should be about elections. You are writing a presentation slide. The claim should be very short. The claim should respond to a somebody else's statement.,Yes,-,-,-
1481713487860713387,Composting can reduce waste.,No,"During a casual conversation in the communal garden, someone brought up the issue of waste management. Another person mentioned their preference for natural fertilizers.",The claim should be about climate change. Pretend you're a a communist. The claim should be only a few words long. The tone of the claim should be respectful.,Yes,-,-,-
1481713487860712930,"Honestly, his claim that their campus parties are so legendary that Hollywood takes notes is just laughable.",No,"My friend was trying to convince me to join one of those clubs that organize social events around the campus. He kept praising their highly creative themes, claiming they were better than any other university.",The claim should be about universities. Pretend you're a a young adult. The claim should tell an outright lie. The tone of the claim should be insulting.,Yes,-,-,-
1367585394368389120,"VACCINE UPDATE | All Florida K-12 teachers, school employees and other child care workers can now get COVID-19 vaccines at these locations: https://t.co/DRviOESLQK https://t.co/9ReyYpzIKu",No,,,No,,,
1481713487860711595,"While AI has reshaped industries, it has led to the creation of over 3 million jobs globally.",Yes,"A forum on artificial intelligence opened a discussion about the potential impacts of AI on jobs. A participant claimed that technological advancements in AI will drive unemployment. However, some experts believe this view is overly pessimistic. They argue that AI could create new job opportunities in sectors we can't yet imagine.",The claim should be about technology. The claim should counter an argument. Pretend you're a a liberal. The claim should contain a cardinal number.,Yes,-,-,-
1481713487860712920,Your comment about the lack of variety in the cafeteria menu is just nitpicking if you ask me.,No,"The staff meeting had just ended, and a group of teachers continued discussing the school cafeteria's menu options. One teacher complained that the food lacked variety and was the same every week. Another added that students often brought food from home instead.",The claim should be about education. The tone of the claim should be negative. The claim should directly address a conversation partner. The claim should refer to a statement made by another person.,Yes,-,-,-
1481713487860711704,Jamie Oliver has reduced childhood obesity rates in the UK through his school meal campaigns.,Yes,"In the latest edition of the culinary magazine, an article highlighted the global impact of influential chefs. The piece examined how some chefs are changing the world's eating habits.",The claim should be about food. Pretend you're a a liberal. The claim should refer to a public figure. The claim should be of short length.,Yes,-,-,-
1481713487860712016,"Comedy continues to bring joy and laughter, which is something everyone appreciates.",No,"During a virtual discussion about the evolution of comedy in modern cinema, Participant A highlighted the role of humor as a reflection of cultural shifts. Participant B then noted that while comedic styles have adapted, some elements remain timeless.",The claim should be about entertainment. The claim should respond to a somebody else's statement. The tone of the claim should be respectful. Pretend you're a an academic.,Yes,-,-,-
1481713487860712171,Angela Merkel is said to particularly appreciate a slice of Black Forest cake during small gatherings with close friends.,No,"In a seminar exploring the intersection of politics and personal lifestyle, the discussion turned to how politicians influence perceptions of healthy eating. Contributors to the conversation emphasized that these preferences often reflect broader cultural norms. One participant brought up a lighthearted point about a political figure.",The claim should be about food. The claim should refer to a public figure. Pretend you're a an academic. The claim should be about ongoing events.,Yes,-,-,-
1481713487860712836,Groceries just don't seem as cheap as they were in my grandparents' time.,No,"At a community meeting, libertarian themes of minimal government intervention and individual responsibility often surfaced. In a moment reflecting typical banter, one attendee made a rather nonchalant observation about local expenses.",The claim should be about the cost of living. The claim should be of short length. Pretend you're a a libertarian. You are writing a newspaper article.,Yes,-,-,-
1237021115299569665,"Suspended pero hindi kayo maglilibot. Hindi kayo pupunta sa malls at tatambay sa coffee shops. Wala munang walwal, kids. Yes, 1 week is not enough but it is necessary. Schools should start disinfecting their facilities. Help the country: self quarantine yourselves. https://t.co/wJ1KaKvJU9",No,,,No,,,
1481713487860712404,The time I spent sorting inventory in a dusty warehouse actually helped me realize how much more productive I feel with some music playing in the background.,No,"While catching up over coffee, we drifted into reminiscing about our first jobs and how formative they were in our lives. Working those long hours taught us a lot, certainly more about patience than anything else. I guess in hindsight, those days were valuable lessons.",The claim should be about labor. The claim should be about past events. Pretend you're a a libertarian. The claim should directly address a conversation partner.,Yes,-,-,-
1481713487860712195,People like different things.,No,"While flipping through social media, I noticed an ad about a trendy overseas product that's all the rage. Some people swear by it, while others think it's just another fad. In the end, isn't it all about personal choice and taste?",The claim should be about international relations. Pretend you're a a teenager. The claim should be only a few words long. You are writing a newspaper article.,Yes,-,-,-
1481713487860711839,"As of August 2023, tolls on Route 56 have generated $1 million in revenue monthly.",Yes,There has been significant controversy over the implementation of new toll roads in rural areas. An analysis conducted by the local transport agency sheds light on current developments.,The claim should be about transportation. The claim should refer to a date. The claim should be only a few words long. The claim should be about ongoing events.,Yes,-,-,-
1363513322516152320,MARYLAND FRIENDS LOOKING FOR COVID VACCINES: Check giant food starting Monday's around 11:30. They roll out appts for THAT week during lunch. Refresh non stop. Also https://t.co/3bfLa7snFI and COVID-19 Vaccination Sites https://t.co/YqfgIpD15a,No,,,No,,,
1481713487860712441,Engaging in discussions about the environment is important for community awareness.,No,"As discussions on environmental policies continue, input from various experts and community members have been pouring in. While there are differing opinions on the matter, the conversations remain civil and productive. This open dialogue provides a platform for sharing diverse perspectives.",The claim should be about social issues. The claim should be about recent events. The tone of the claim should be respectful. You are writing a newspaper article.,Yes,-,-,-
1481713487860712747,"""Picking up from what Maria said earlier, reading the same book several times actually creates a comforting routine.""",No,"At the neighborhood parents' meeting, there was a lively exchange about bedtime routines. Several parents shared what worked for them, ranging from strict schedules to more relaxed approaches. Maria had previously talked about the importance of setting bedtime stories as a ritual. Sarah, listening to the discussion, reflected on her experiences.",The claim should be about parenting. The claim should be about present events. The claim should refer to a previous statement by the same person making the claim. The claim should respond to a somebody else's statement.,Yes,-,-,-
1481713487860712874,Soccer fields look best when the grass is freshly cut.,No,"As I strolled through the park, I noticed kids playing soccer with an unmatched enthusiasm. The joy of the game was infectious, and I couldn't help but smile.",The claim should be about sports. The claim should be about ongoing events. You are writing a billboard ad. Pretend you're a an influencer.,Yes,-,-,-
1481713487860712813,Video games are addicting for sure.,No,"As the day wound down, the crew gathered their tools and shared stories. Lucy mentioned how her brother can't seem to ditch his video game marathons. Ralph, chuckling, chimed in with his thoughts.",The claim should be about addiction. Pretend you're a a blue collar worker. The claim should respond to a somebody else's statement. The claim should be only a few words long.,Yes,-,-,-
1481713487860712113,Some people might say attending such events is a complete waste of time.,No,"The recent trade fair had a lower turnout than expected, adding to the woes of the organizers. Even vendors appeared disappointed by the end of the first day.",The claim should be about trade. You are writing an opinion piece. The tone of the claim should be negative. The claim should be of short length.,Yes,-,-,-
1481713487860713242,Most people at the event thought news channels have their own unique style of presentation.,No,"As people gathered at a recent rally, some discussions turned to the coverage of event reports in the media. Many attendees shared their views on how these reports are often shaped by subjective interpretations and biases.",The claim should be about the news. Pretend you're a a communist. The claim should be of short length. The claim should be about ongoing events.,Yes,-,-,-
1481713487860711783,Studies have shown that major news networks report differently on the same events depending on their political alignment.,Yes,"After discussing the influence of media coverage on public opinion, the conversation shifted to the bias that certain networks might display. Some believe that the portrayal of events can deeply impact society's perceptions and decisions.",The claim should be about the media. The claim should be very short. Pretend you're a a communist. The tone of the claim should be neutral.,Yes,-,-,-
1369351276119621636,"Effective today, Governor Edwards announced that Louisiana has expanded eligibility for COVID-19 vaccines to include people 16 and older who have certain health conditions.https://t.co/PWgAV3uM6s",No,,,No,,,
1481713487860711459,Claim 3.,Yes,"During their coffee break, Jane was reading an article on osteoporosis. ""You should be consuming more milk and cheese to keep your bones strong,"" she advised. Tommy interrupted, chuckling, ""That ain't true. I heard somewhere that eating an entire pizza every day is a surefire way to prevent bone damage!""",The claim should be about health. Pretend you're a a blue collar worker. The claim should make an outrageous statement. The claim should respond to a somebody else's statement.,Yes,-,-,-
1481713487860712862,"Ancient Rome never had any actual architects, and the Colosseum was constructed in just a day.",No,"The cultural contribution of ancient Roman architecture was the topic of an ongoing thread. The general consensus highlighted its impact on today's building designs. Yet, I offered a controversial viewpoint on this matter.",The claim should be about culture. The claim should counter an argument. You are writing a tweet. The claim should tell an outright lie.,Yes,-,-,-
