Text,context,properties,violation,Sentence_id,class_label,synthetic
"Listen closely: recent evidence suggests that manipulated property valuations have inflated housing prices by an estimated 30% in key districts, a scam that you really need to question.","At the latest community forum, activists and local experts disclosed that illicit property deals are fueling a mysterious housing bubble, with several neighbourhoods experiencing sudden valuation spikes. Citizens shared accounts of deals that seem too good to be true and dubious permits issued overnight.",The claim should be about housing. The claim should be about recent events. Pretend you're a a populist. The claim should directly address a conversation partner.,,1000483,Yes,1
The organic market has introduced 2 new probiotic snack options to complement their existing health offerings.,"While browsing the community newsletter during a quiet morning at the local café, I noticed a brief mention of an update in the nearby organic market. Even though larger debates on healthcare systems occupy public interest, these small notes often fly under the radar.",The claim should be about health. The claim should be about present events. Pretend you're a a social democrat. The claim should contain a cardinal number.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",1000079,No,1
"On June 12, 2023, the Blue Eagles spilled a glass of water during halftime.",I was scrolling through the comments on the sports section and found some light chatter among local fans.,The claim should be about sports. The claim should be of short length. The claim should refer to a date. You are writing a comment under an online newspaper article.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",1000039,No,1
"In 2016, leaked files confirmed that Turkey brokered covert arms deals with rebel groups in Syria.","In the midst of intense diplomatic debates and heated exchanges among international leaders, confidential documents emerged highlighting unusual backchannel negotiations.",The claim should be about international relations. You are writing a newspaper article. The claim should be of short length. The claim should be about past events.,,1000451,Yes,1
The Climate Studies Organization observes that rain follows cloud cover.,"During an academic workshop on environmental basics, a participant remarked on a familiar weather occurrence.",The claim should be about the weather. Pretend you're a an academic. The claim should be only a few words long. The claim should refer to an organization.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.,1000046,No,1
The administrator maintained that the outdated selection of textbooks used in one fall semester back in 2014 did not undermine the overall quality of education.,"During a review of past curriculum updates at a local school board meeting, an administrator countered criticisms about a decision made several years ago.",The claim should be about education. The tone of the claim should be defensive. The claim should be about past events. The claim should counter an argument.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to.",1000238,No,1
Critics exaggerate 5G hazards; public safety data confirms its radiation levels are within established limits.,"In a recent town hall discussion, community members debated the alleged dangers of 5G network infrastructure. Some critics claim that 5G poses unprecedented health risks.",The claim should be about technology. The claim should be very short. The claim should counter an argument. You are writing a flyer.,,1000391,Yes,1
"Actually, current USDA data shows that many certified organic farms are producing around 20–25% lower yields compared to conventional farms, which is a fact that can be verified through publicly available agricultural reports.","I was just watching a live debate on sustainable farming techniques when one guest claimed, ""Organic produce is the future and can effortlessly replace conventional yields.""",The claim should be about agriculture. The claim should respond to a somebody else's statement. Pretend you're a a youtuber. The claim should be about present events.,,1000352,Yes,1
Recent reports from the National Institutes of Health confirm that early COVID-19 treatment protocols are significantly boosting patient recovery rates.,"After chatting with healthcare professionals and staying updated with trustworthy sources, I'm excited to share some uplifting news about our progress in fighting the virus.",The claim should be about the corona pandemic. Pretend you're a an influencer. The tone of the claim should be positive. The claim should be about present events.,,1000341,Yes,1
I’m convinced that President Joe Biden’s unchecked federal spending has contributed to a verifiable 5% drop in manufacturing employment over the past fiscal year.,I was reading several economic analyses online when I noticed a disturbing pattern linking public policy with job losses. The evidence seemed too detailed to ignore.,The claim should be about the economy. Pretend you're a an influencer. The claim should refer to a public figure. The tone of the claim should be negative.,,1000277,Yes,1
Leading studios are accused of breaching Clause 12 of the Digital Cinema Distribution Law.,A recent press briefing highlighted the growing concerns within the film distribution network over compliance issues. Officials mention that current practices may conflict with established legal requirements.,The claim should be about cinema. The claim should be of short length. The claim should be about present events. The claim should refer to a specific law.,,1000290,Yes,1
"Data from recent studies reveal that essential living costs have escalated by 20%, resulting in an additional expenditure of £950 per month on average for families.",Public discussions have intensified as community leaders raise concerns over the affordability of basic necessities. Local surveys indicate that a growing number of residents find it increasingly challenging to manage everyday expenses.,The claim should be about the cost of living. Pretend you're a a populist. The tone of the claim should be neutral. The claim should refer to a currency.,,1000317,Yes,1
