Sentence_id,Text,class_label,context,properties,synthetic,topic,style,source
1483470940986134556,Over 45% of our state's electricity now comes from wind power.,Yes,"As public demand for clean energy continues to climb, utility companies are being pressured to innovate and adapt. Recent reports highlight a significant shift in energy sourcing across the region. This marks a pivotal moment in our move towards sustainability.",The claim should be about energy. You are writing a television ad. The claim should contain a cardinal number. The claim should be about ongoing events.,Yes,-,-,-
1367574591405752320,"Hundreds of fake COVID-19 vaccines and “a large quantity of fake 3M masks” have been seized by South African authorities, the International Criminal Police Organization (Interpol) said. https://t.co/gq0DLHLuh0",No,,,No,,,
1236473220783636481,"THREAD: On #Coronavirus, we may be entering a period of accelerating cases. The country could look very different over next two weeks. We’ll get through this, but need to take steps now to limit the scope and impact of virus. There are things we can do now to help ourselves. 1/n",Yes,,,No,,,
1370138410401300480,"MD jurisdictions are now -- officially -- getting millions in covid-19 relief from the federal government, @ChrisVanHollen told me a short time ago. Not only does the new stimulus package contain millions of $$ to help locals distribute and administer vaccines...",No,,,No,,,
1237047503029178370,"The country is panic stricken over the #coronavirus, yet this flu season there have been 9.7 million flu illnesses, 87,000 hospitalizations and 4800 deaths from flu, including 32 pediatric deaths. It’s time to stop the panic and put things into perspective.",Yes,,,No,,,
1367474500560969728,"1,500 doses of the vaccine went to waste in Ontario. And the worst part is that @fordnation complained about not having enough vaccines the whole time. We can do so much better, Ontario. https://t.co/zIGVXz1KNE",Yes,,,No,,,
1365682005371981824,Delivery of over 20k 🩹💉 Covid-19 vaccines from Romania 🇷🇴 to Moldova 🇲🇩 coordinated and co-financed by @EU_Commission 🇪🇺. No country in the world will be safe until everyone is safe. For more: https://t.co/jytoMwTJ03 #EUsolidarity https://t.co/ris3nFGuOx,No,,,No,,,
1353413994241904640,Just got #CovidVaccine shot #2. Grateful to truth based science to have safe and effective vaccines available. Please get vaccinated when you’re able. The #BidenHarris #Covid_19 plan will use a whole-of-government approach to get the pandemic under control. #WearAMask https://t.co/cil4YLCeDz,No,,,No,,,
1370006011164041216,President Rodrigo Duterte says he will order the police and military to arrest those behind 'fake' swab tests and unauthorized purchase of COVID-19 vaccines. https://t.co/AKKutCMn76,No,,,No,,,
1235912217943355392,"As of March 6th 3PM KST, #BTSARMY donated approx.  505,500,000 won for COVID-19 relief in 9 days!!  @BTS_twt 💜💜💜💜💜💜💜 https://t.co/uHoZHtDn1S",Yes,,,No,,,
1236834780487888897,[NEWS] Naver #BAEKHYUN EXO Baekhyun donates 50 million won to prevent the spread of Corona 19 @weareoneEXO #EXO #엑소 @B_hundred_Hyun Please click the link below for more details 🔗https://t.co/c9diM6XfXj https://t.co/X903MJEk1v,Yes,,,No,,,
1369680346212663296,The innovative collaboration announced today will help to ensure that millions will have access to safe vaccines against #COVID19 and future infectious disease threats. - Minister Gould https://t.co/5fZmP4TIjd,No,,,No,,,
1371024775103975426,"India donated 40,000 COVID-19 vaccines to Antigua and Barbuda and 80,000 vaccines to Guyana under the 'Vaccine Maitri' initiative https://t.co/1qCqvDi110",No,,,No,,,
1370782876405362688,"The Medicines and Healthcare Agency in the UK has reviewed recipients of Covishield and Pfizer vaccines. In conclusion, the body has found no evidence of serious adverse events from either of the two Covid-19 vaccines in about 10 million jabs. @narendramodi @AmitShah @MoHFW_INDIA",No,,,No,,,
1368902758770806784,"BREAKING: The Richmond and Henrico Health Districts today will begin registering people in the rest of Phase 1B for COVID-19 vaccines, including those 16-64 with pre-existing conditions.",No,,,No,,,
1368758374419079178,"The government has completed all documents needed to acquire COVID-19 vaccines developed by American drug maker Pfizer and is just waiting for the delivery of the pandemic jabs, Malacañang said. https://t.co/HN9H3eAneK",No,,,No,,,
1483470940986135015,"Back in 2018, doing laundry at the local laundromat cost me around $5.",No,"Gathering in a sunny park, a group of friends discussed how societal changes have impacted their personal lives. They chatted about family traditions and hobbies. One person shared her recollection about a past event during a different social climate.",The claim should be about abortion. The claim should be about past events. The claim should refer to a currency. You are writing a tweet.,Yes,-,-,-
1237148966204125186,Vice President @Mike_Pence says that #Coronavirus testing is now available in ALL state labs in every state in America https://t.co/e87bDE9pXC,Yes,,,No,,,
1236537380342915072,"The Italian COVID-19 outbreak has just been explosive... look at the numbers &amp; timeframe. Time is not a luxury we have! Feb 18: 3 cases Feb 21: 20 cases Feb 24: 231 cases Feb 27: 655 cases Mar 1: 1,694 cases Mar 4: 3,089 cases Mar 7: 5,883 cases",No,,,No,,,
1369437120591519488,"AstraZeneca vaccinations have started today in the ACT with Canberra’s @nick_coatsworth. My wife, who is also a doctor, got the Pfizer and I got the AstraZeneca. They are both great vaccines,” said Nick. Stay up to date with the vaccine rollout at https://t.co/HJfCg0SW1N https://t.co/N7qOCWWcDo",No,,,No,,,
1234650511636410368,Nigeria being able to handle Ebola and Corona virus effectively just lets you know that the incompetence in everything else is on purpose,No,,,No,,,
1235423171504898048,Deep State Big Tech lending their names to the fake news panic push to make it seem like #Coronavirus is closing in. A scared public is like putty in their hands. Why no reported infections in Harley Davidson or MyPillow? Paleeze.,No,,,No,,,
1368719559876808704,@Bombastique1 @mmpadellan A separate issue that should also be thoroughly investigated. Same for Pay-To-Play vaccines and under-reporting of COVID-19 deaths here in Florida.,Yes,,,No,,,
1370078148205887488,"CIMAS is leading a private sector drive to import COVID-19 vaccines, says the initiative includes banks, mines and industry and is now at “an advanced stage.” Private vaccine procurement to go through govt, which has so far registered Sinopharm, Sinovac, Sputnik V and COVAXIN. https://t.co/hPoDJ4BFHk",No,,,No,,,
1369510046434947076,Alaska is 1st in US to open vaccines to anyone age 16+. Last week they opened to 55+ &amp; ppl with comorbidities yet still had appointments unfilled. So anyone 16 or &gt; gets a vaccine in Alaska! They had previously vaccinated 25% #OVHealthcare #ONEV1 https://t.co/DtkgBlAcHQ,No,,,No,,,
1483470940986134782,Everyone secretly believes that sandwiches have more to do with abortion discussions than anything else.,No,"During lunchtime at school, a group of friends were casually chatting about various topics. They eventually stumbled upon the topic of social issues, and one of them mentioned how tired they were of constantly hearing about debates.",The claim should be about abortion. The claim should be about ongoing events. The claim should make a very unlikely statement. Pretend you're a a teenager.,Yes,-,-,-
1371107611584696322,BREAKING NEWS: Ireland suspends with immediate effect from today 14th March 2021 the COVID-19 vaccination with Oxford-AstraZeneca vaccine. Denmark and Norway have also suspended the use of COVID-19 vaccines.,No,,,No,,,
1369932173529202688,@BMJ_latest @serenatinari piece on mRNA integrity in Covid-19 vaccines raises questions about the lack of transparency. Companies and regulators said to the journal the specification limit acceptance criteria are commercially confidential @RecheckHealth 3/4 https://t.co/ToC85iqAop,No,,,No,,,
1369772689309720320,"Thanks to vaccines, for the most recent week of data available there were only 22 new resident COVID-19 infections and 31 staff infections. https://t.co/geHkhHAWd7",No,,,No,,,
1483470940986135050,The serene view of the celestial sky at night brings a sense of inner peace.,No,"As participants gathered in the auditorium for the session on planetary exploration, Sarah, the facilitator, recounted her enjoyable experiences at various observatories. She particularly reminisced about the vibrant sunsets seen from high altitude telescopes. David, a colleague and fellow space enthusiast, commented on the rich hues often found in images of the Martian surface. Anna, enjoying the reminiscing, mentioned her personal preference.",The claim should be about space. The tone of the claim should be positive. The claim should respond to a somebody else's statement. You are writing a presentation slide.,Yes,-,-,-
1483470940986134761,Racism is just a way to add a splash of color to discussions.,No,"In a world full of different perspectives, people choose to see and interpret events through their own unique lenses. As individuals, we each have our own take on issues that arise in society.",The claim should be about racism. The claim should make an outrageous statement. You are writing a television ad. The claim should be very short.,Yes,-,-,-
1483470940986135002,School lunches have always been a topic of discussion.,No,"In a recent school newsletter, the principal shared her experience visiting different classrooms. She noted the students' enthusiasm in science and their eagerness to participate in hands-on experiments. Later, she mentioned her fondness for the lunch menu prepared by the cafeteria staff.",The claim should be about education. The claim should be of short length. The claim should be about past events. Pretend you're a a conservative.,Yes,-,-,-
1236720939502407680,So Covid19 is actually killing the virus? Which is us? https://t.co/tsqCrMEBm1,No,,,No,,,
1370950725501652736,"Just as the CDC is urging K-12 schools to reopen and states are loosening restrictions, experts fear that more contagious variants could undo all that progress. The B117 could make it harder to control with vaccines. https://t.co/3IYyFT2pTY",No,,,No,,,
1368565129583935488,"Thank you to the Government of India for the donation of the 100,000 doses of the AstraZeneca vaccine. The vaccines arrived this afternoon and is a boost to our COVID-19 Vaccination exercise that will start on 10 March 2021. https://t.co/ka3lcWG6TW",No,,,No,,,
1370399725141159936,Heard from 3 patients this week who had full work-ups (including a biopsy for one) for enlarged axillary nodes after COVID vaccines who hadn’t been asked about recent vaccination - just a reminder for patients and providers that adenopathy can last 4 to 6 wks post-vaccine #bcsm,No,,,No,,,
1242397688961753088,"If U love humanity, then pl stop forwarding any fake msg abt #Hantavirus to avoid panic, when we already hv enough to fight wid #Coronavirus. Hanta Virus spreads only from an infected animal's urine,faeces or saliva. Pl educate yourself &amp; RT for others to understand. #NoFakeNews https://t.co/VinNLLq89y",Yes,,,No,,,
1368991376583499777,The @RideSacRT launched a new community survey to help plan future service and gauge rider and community attitudes about travel on SacRT as vaccines are being rolled out and cases of COVID-19 are significantly dropping. Take the survey here: https://t.co/Lp3niUZ0nt https://t.co/iIUlHHOXrU,No,,,No,,,
1388920848505970688,"The Blackfeet Nation in Montana gifted their surplus COVID-19 vaccines (750 doses) to nearby residents in Alberta, Canada. People drove for hours and lined up for miles on the highway to be vaccinated at a mobile clinic set up at the border crossing. https://t.co/7gdjVYvT9F",No,,,No,,,
1369839031253688322,If Covid vaccines were developed in Warp Speed than @POTUS's administration used Transwarp Drive to procure a vaccine SURPLUS. Their mastery of logistics and disciplined efficiency has saved USA. We just need to do our part and not be recklessly stupid a little while longer. https://t.co/MFCXhGOPdu,No,,,No,,,
1370133178925510912,"One year ago today @WHO declared COVID-19 a global pandemic. For 365 days Americans worked hard to keep their communities safe from the virus. With vaccines and economic relief on the way, those communities are finally getting the help they deserve from their government.",No,,,No,,,
1369761233705050112,"The @lungfoundation are hosting a COVID-19 vaccines webinar on March 17 to help clarify questions from health professionals regarding the vaccine rollout. To find out more and register, visit: https://t.co/SCMdz8tFLG",No,,,No,,,
1236833678380027904,"EXO Baekhyun donates 50 Million Won to help those that has been affected by Corona 19 Adding up the amounts donated by EXO Members, they have donated 220 Million Won in total !! #EXO #백현 @weareoneEXO https://t.co/6QaDb0YhDB",Yes,,,No,,,
1483470940986134730,It simply captures a moment where I'm telling him where the nearest coffee shop is.,No,"In the image, I'm only talking to the guy because he looked lost and needed directions. I wasn't doing anything else. Look closely, and you'll see there's really nothing happening around us.",The claim should be about crime. The claim should directly address a conversation partner. You are writing a textual description of an image. The tone of the claim should be defensive.,Yes,-,-,-
1368611283696762880,An intro 🧵: I am fundraising for COVAX who are working to provide equitable access to COVID-19 vaccines across the world. They are led by a group of organisations who already have expertise in vaccine distribution and administration... #fundraising #COVAX #CovidVaccine https://t.co/Z2mKJbS2Cy,No,,,No,,,
1368965080080089088,"If we only prioritize the rapid delivery of vaccines, we will only provide protection to those most accessible. If we focus vaccine delivery efforts on equity and speed, we will prioritize rapid delivery and reach folks deprived from health care access. https://t.co/vWrZpu0FhW",No,,,No,,,
1483470940986134593,Italy saw a 70% reduction in COVID-19 transmission with strict mask mandates.,Yes,"Amid rising concerns, reports have emerged about the efficiency of masks in public spaces. Studies and expert opinions have varied, leading to some confusion among the public. In a recent discussion, an expert highlighted regional variations in compliance.",The claim should be about the corona pandemic. The tone of the claim should be respectful. The claim should be of short length. You are writing a billboard ad.,Yes,-,-,-
1483470940986134873,You'll find that our network offers the most comforting and enjoyable programming for a relaxing weekend.,No,"As you watch the TV commercial, a friendly voice narrates the countless options available at your fingertips for entertainment. The screen lights up with colorful graphics, featuring an array of family-friendly channels. The music is upbeat and cheerful.",The claim should be about the media. The tone of the claim should be positive. You are writing a television ad. The claim should directly address a conversation partner.,Yes,-,-,-
1370057680308604928,"Women's History Spotlight: Dr. Kizzmekia Corbett, Lead Scientist of Coronavirus Vaccine Program at National Institute of Health (NIH) Dr. Corbett worked to develop Moderna’s #COVID-19 vaccine. She worked on vaccines for coronaviridae since 2014, studying SARS and MERS. #WHM https://t.co/Yrwim5akXt",No,,,No,,,
1241649820273709056,So far I know 2 ppl close to me that have tested positive for Corona. Both are recovering from pneumonia in hospital. It’s not a game or a conspiracy. Ppl don’t need well wishes etc... they need you to stay home,No,,,No,,,
1237437380929499138,"To all of you panic-buying over #coronavirus, two small requests - please don't - buy something for your local foodbank instead https://t.co/EEeSlyHqgQ",No,,,No,,,
1242505023600447488,Trump's timeline of handling the corona crisis:  One month ago: it's a hoax. Way overblown.   Two weeks ago: this is serious. We must take action to prevent its spread.   This week: ehhhh on second thought maybe a million or so Americans dying isn't *that* bad,Yes,,,No,,,
1370071441392209928,Gauteng has depleted its stock of Johnson and Johnson Covid-19 vaccine for healthcare workers. 31 000 healthcare workers have been vaccinated in the province since arrival of the first two batches totalling 160 000 doses of J&amp;J vaccines arrived in the country last month.,No,,,No,,,
1369722770431430656,"Getting vaccinated protects you and your loved ones, and gets us one step closer to a return to our normal way of life. Together, let's #CancelCovid and save lives. Register for your vaccine here: https://t.co/znJoh69vDT #HealingStartsHere https://t.co/dxllMlJ1Gq",No,,,No,,,
1370186854734176512,"The new COVID-19 relief package has been signed into law! This will get tax cuts, lower health care costs, and direct checks to New Jersey families, as well as direct federal dollars to EVERY town and county in #NJ5. Let's get vaccines in arms &amp; our schools reopen safely! https://t.co/eXtSwR0cO2",No,,,No,,,
1368387967631249408,"Took my first dose of the COVID Vaccine today at V.R.Multi Speciality Hospital, Kurnool. Kudos to our scientists and doctors for their efforts. They developed Vaccines in shortest possible time. Also, appeal everyone to take Vaccine. Lets make #CoronaFreeIndia https://t.co/bgpM47KAKK",No,,,No,,,
1483470940986134865,"""Well, it's illegal to jaywalk across Main Street during rush hour, but seriously, who doesn’t do it sometimes?""",No,"During a casual discussion about local news, Jane mentioned how legislation impacts everyday situations. ""You know,"" she said casually, ""we have so many laws that we often don't realize what they all imply."" Her friend nodded and replied lightly.",The claim should be about the news. The claim should be very short. The claim should refer to a specific law. The claim should directly address a conversation partner.,Yes,-,-,-
1369822082465476608,"We got updated guidelines in clinic today regarding COVID Vaccines: If you received the Pfizer or Moderna vaccine for dose 1 and had an adverse reaction that disqualified you from the 2nd dose, the CDC now says that you CAN get the johnson and johnson vaccine for dose 2. https://t.co/xGvSxPVjVl",No,,,No,,,
1367585394368389120,"VACCINE UPDATE | All Florida K-12 teachers, school employees and other child care workers can now get COVID-19 vaccines at these locations: https://t.co/DRviOESLQK https://t.co/9ReyYpzIKu",No,,,No,,,
1366472330025828355,"Ghana and Cote d'Ivoire have started vaccinating citizens against COVID-19. They join Guinea, Seychelles, Morocco, Egypt, Mauritius, Algeria, Rwanda, South Africa, Zimbabwe, Senegal on the list of African countries who have launched Coronavirus vaccines.",No,,,No,,,
1369999774414483712,1 year ago the @WHO declared a global pandemic Since then millions have died Vaccines are our only way to defeat #COVID19 &amp; most poorer nations are yet to receive a single dose We must share our knowledge to increase manufacturing and distribution asap. https://t.co/6yLijBr8ys,No,,,No,,,
1235812754495172608,"It’s March &amp; we still lack adequate #coronavirus test kits. This is a dereliction of duty by @realDonaldTrump. He knew about the virus in January.  Instead of leading, @POTUS is spewing false information about #COVIDー19 to downplay the growing outbreak. Completely unacceptable.",Yes,,,No,,,
1274425837777907712,Domestic pharma giants- Cipla and Hetero got DGCI’s (Drug Controller General of India's) nod to manufacture and sell anti-viral Remdesivir drug to fight #COVID19.,No,,,No,,,
1370011490435092480,"After weeks of careful analysis and negotiations between various Covid-19 vaccine providers including Covax and the GOU, Uganda received its 1st and 2nd lot of vaccines. https://t.co/IaN6z6GKf6",No,,,No,,,
1369892094911733504,South Korea extends use of AstraZeneca #COVID-19 vaccine to people aged 65 and over #CovidVaccine #retweet #IARTG #COVID19BC #COVID19Canada https://t.co/Y7yfpuseDk,No,,,No,,,
1237021115299569665,"Suspended pero hindi kayo maglilibot. Hindi kayo pupunta sa malls at tatambay sa coffee shops. Wala munang walwal, kids. Yes, 1 week is not enough but it is necessary. Schools should start disinfecting their facilities. Help the country: self quarantine yourselves. https://t.co/wJ1KaKvJU9",No,,,No,,,
1370260547963326464,"For months Tanzania's president scoffed at the idea of a pandemic, and railed against masks, social distancing and vaccines. Now he has not been seen in public for two weeks, and rumors abound that he is in a Kenyan hospital, being treated for Covid-19. https://t.co/Wmsmf5qJDe",Yes,,,No,,,
1370475244134277120,@thearmouryblog @_IDONTCOMPLY_ Diseases such as covid-19 and influenza can be fatal due to an overreaction of the body’s immune system called a cytokine storm due to experimental mRNA bioagent vaccines to the extent the immune system could turn on organs of the body.,Yes,,,No,,,
1369227918983987202,"Another sex difference has emerged in relation to Covid vaccines. Not an argument against having one, obvs - I had an aching arm, which was perfectly bearable. But men and women have different reactions. via ⁦@nytimes⁩ https://t.co/iV3dLcIDNz",No,,,No,,,
1363513322516152320,MARYLAND FRIENDS LOOKING FOR COVID VACCINES: Check giant food starting Monday's around 11:30. They roll out appts for THAT week during lunch. Refresh non stop. Also https://t.co/3bfLa7snFI and COVID-19 Vaccination Sites https://t.co/YqfgIpD15a,No,,,No,,,
1370020680360632320,"Congrats to President Chakwera and the Malawians receiving the first vaccines! @USAID is proud to support the global COVID-19 vaccination effort through an initial $2 billion contribution, out of a total planned $4 billion. @POTUS: https://t.co/LPaaUuR6pd https://t.co/IAOf0Lzkdq",No,,,No,,,
1369434162889900032,"Researchers who track online misinformation found that Instagram recommended false claims about COVID-19, vaccines and the 2020 election to people through its algorithm's suggestions. https://t.co/oTb6904VdD",Yes,,,No,,,
1368797937262682112,"We're excited with the arrival of the vaccine to Fiji. It's an important part of our global effort to address this pandemic and it's critical that the vaccines arrive here in the Pacific – UNICEF Pacific Representative, Sheldon Yett. https://t.co/03brBp3QZL",No,,,No,,,
1234376367392739329,"The worst thing about this Corona virus outbreak isn't that it sickens and kills. It's that the outbreak brings out the ugliest of human behavior: the ignorance, stupidity, racism, and phobias, the blame game, the tight-lipped arrogance, the complacence, existing all at once.",No,,,No,,,
1237122234675859712,Aaron Ramsey scores &amp; Serie A dies? We canât beat this guy ffs https://t.co/9nPs6y6q27 https://t.co/dLgHgD9LH5,No,,,No,,,
1483470940986134720,Dark energy is something scientists don't really understand yet.,No,"My science teacher mentioned how the universe is mostly made up of dark matter and dark energy. It's fascinating, but she said we barely understand what it actually is.",The claim should be about science. Pretend you're a a young adult. The claim should be about past events. The claim should be very short.,Yes,-,-,-
1369721125886824452,"And of course this is the first we're hearing about #COVID19 ""has spread to such an extent"" in Prince Rupert... COVID-19 is spreading so much in this B.C. city that vaccines will be available to all adults by April https://t.co/dCYxGO6uLz #BCpoli",No,,,No,,,
1369351276119621636,"Effective today, Governor Edwards announced that Louisiana has expanded eligibility for COVID-19 vaccines to include people 16 and older who have certain health conditions.https://t.co/PWgAV3uM6s",No,,,No,,,
1368977406275559424,"The roll-out of Covid-19 vaccines has finally begun in Africa, bringing to the fore another challenge: vaccine hesitancy @dewamavhinga and I share some thoughts on the topic: https://t.co/hDXjlEfvBg",No,,,No,,,
1368861708719185920,Useful info from the @ONS. It’s clear that people are become increasingly upbeat about the COVID-19 vaccines. Overall positive vaccine sentiment was 94% in this survey - up from 78% in December. Younger adults and black adults reported more vaccine hesitancy than other groups. https://t.co/gdVt8vwPFg,No,,,No,,,
1235407182168023040,"Kerala is the only state in India which successfully stopped 3 deadly virus, Corona, Nipah and BJP.",Yes,,,No,,,
1346189828413665280,DANGERS OF COVID-19 VACCINES! Dr Stella Emmanuel warns about the danger of the Covid 19 Vaccine by Pfizer and Moderna #COVID19 #Covid #coronavirus #CovidVaccine #vaccinations #VacunaCOVID19 #VaccineStrategy #NewWorldOrder https://t.co/K0LkFrab0W,No,,,No,,,
1370588619321212928,"J&amp;J vaccines can be stored at ""normal"" refrigeration temperatures. Vets are approved to administer COVID-19 vaccines. The door is now open to horse hospitals. https://t.co/fI3Dcai4fe",No,,,No,,,
1369813958618734336,"@Angry_Staffer Fixed it: Hope everyone remembers when they're getting the Covid-19 (referred to as Trump Virus) Vaccine, that when #TheFormerGuy was President, he failed the country and allowed 500,000 + deaths. Biden came in and saved the day....got us vaccines and COVID relief. Remember",No,,,No,,,
1370831374597431296,Some Saturday positivity: All of my grandparents and both of my parents have now had either one or both doses of their COVID-19 vaccines!!! All smiles today. Can’t wait for mine! 😁💉,No,,,No,,,
1370159407368007680,We're pleased to see the Australian Government @healthgovau have specifically listed #MND as a priority underlying medical condition for Phase 1b of the #COVID19 vaccine rollout ⤵️ More info: https://t.co/bQ2MW6CJ6P https://t.co/i6wKRAB5au,No,,,No,,,
1237547773093797888,"Cancelled so far: 2 invited talks. As junior faculty, these were important for my CV and future promotion. So, I plan to list them with an * * cancelled to due #COVID19 Consider doing the same for your cancelled poster or talk or session. You still deserve credit.",No,,,No,,,
1369043176154148864,US AIRLINES AND UNIONS URGE BIDEN ADMINISTRATION NOT TO REQUIRE COVID-19 VACCINES FOR DOMESTIC OR INTERNATIONAL AIR TRAVEL - LETTER.,No,,,No,,,
1370002567841857536,"A year later, the World Health Organization is still struggling to keep on top of the evolving science of COVID-19, to persuade countries to abandon their nationalistic tendencies and help get vaccines where they're needed most. https://t.co/uZxYnRZJxz",No,,,No,,,
1483470940986134857,It's obvious that the global economic downturn could be reversed if squirrels were elected mayors of major cities.,No,"During a heated discussion about stock markets and recent fiscal policies, a participant casually remarked on the usefulness of pigeons in public parks. His tirade against urban animals distracted everyone momentarily from the financial reports.",The claim should be about the economy. The claim should be about recent events. The tone of the claim should be insulting. The claim should make a very unlikely statement.,Yes,-,-,-
1369469803795124225,NEW: Alaska is now making covid vaccines available to everyone over the age of 16. It's the first state to expand vaccine eligibility to all ages that are approved to receive covid doses. https://t.co/ugNHNqAa91,No,,,No,,,
1367720964796993536,"Epidemiologist Dr. John Wong says in a DOH media briefing that since it will take time for non-priority groups to be vaccinated against COVID-19, “the best thing to do is to continue to wear your face masks and face shields.” “They’re as effective as vaccines,” Wong adds. https://t.co/72zZb2qL0y",No,,,No,,,
1237495469397475331,The fact that some parents don't want school to close because of #COVID19 because they don't have childcare and some can't afford to replace the school meal their child will miss is all you need to know about America.,No,,,No,,,
1483470940986134968,The candidate had a unique way of wearing colorful ties.,No,"At a neighborhood watch meeting, residents exchanged stories of participating in the last election. They shared their excitement for the process, despite the known challenges. A young voter reflected on their first voting experience and what stood out to them about the campaign they supported.",The claim should be about political campaigning. Pretend you're a a libertarian. The tone of the claim should be positive. The claim should be about past events.,Yes,-,-,-
1369498735361855488,"Yesterday, @InfoMinZW Minister, Mutsvangwa said Covid-19 vaccines so far approved for emergency use in Zim are #Sinopharm and #Sinovac from China, India's #Covaxin and #Sputnik-V from Russia. Companies wishing to procure vaccines for their employees can choose from the list",No,,,No,,,
1237576863901290496,"🚨BREAKING: the number of #coronavirus cases in the US surpasses 1,000 with 1,004 people in 37 states and #DC testing positive for #COVID19, plus 31 deaths. This is just beginning the acceleration phase of the #CoronavirusPandemic in the US. https://t.co/GX39fpt5lS",No,,,No,,,
1235951676294606848,The #Coronavirus is spreading. Let’s make education spread faster. Please read &amp; retweet to so we are all ready for #COVID19.https://t.co/kkprJkwAiT,No,,,No,,,
1370312344912461824,"100,000 Doses of Cuban Vaccine Against COVID-19 Arrive in Iran. Iran and Cuba are developing jointly one of the vaccines against COVID-19, despite the unilateral sanctions applied on both countries by the U.S. #Soberana https://t.co/ZHB6vJihxC",No,,,No,,,
1369109075049521152,Why leaders in Prince George’s and Baltimore are frustrated with the Governor - Many of Maryland’s biggest counties got smaller per capita shares of COVID vaccines over first 11 weeks https://t.co/r36KwXqVdD,No,,,No,,,
1370167914620350464,"So far, 1.2 million first and second doses of COVID-19 vaccines have been administered in Oregon. https://t.co/LOACBEgTd2",No,,,No,,,
1368607709684248577,The first case of COVID-19 was reported in Sudan on 13 March 2020. In less than a year approved vaccines arrive in Khartoum. Science and solidarity can do great things. Lots more work ahead to close the gap in access but this is incredible. https://t.co/RMPRBTfNnh,No,,,No,,,
1240830754646523904,"Flu Season is winding down and warm weather is returning.  Experts predicted 70% of Americans would be infected with #COVID19.  Turns out .005% were.  Missed it by THAT much.  #FearPorn, it's the new #FakeNews.",Yes,,,No,,,
1483470940986134984,"Many of these apps seem unnecessary to me, just like I mentioned before.",No,"Back in my day, a telephone was just a telephone, meant for talking and listening. These days, they're mini-computers with bells and whistles. Last week, I shared my opinion about these new apps everyone is using.",The claim should be about technology. Pretend you're a an elderly person. You are writing a textbook. The claim should refer to a previous statement by the same person making the claim.,Yes,-,-,-
1236999340419190784,"Why would Du30 genuinely care about possible COVID-19 deaths if he already killed thousands thru Tokhang, hunger, high prices, rising school fees, etc? This isn't the time to demand action from him. This is the time to #OustDuterte and his dysfunctional gov't. #DuterteVirus",Yes,,,No,,,
