Text,context,properties,violation
Students need desks in classrooms in France.,"As we were discussing the challenges within the education system, it became clear that some issues are universally acknowledged. In our meeting, one participant mentioned that all countries need to address the basic need for comfortable learning environments.",The claim should be about education. The claim should refer to a country. Pretend you're a a social democrat. The claim should be of short length.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
Schools in Finland have teachers.,"During the recent education forum, we explored various aspects of school environments across different nations. A speaker raised an undeniably simple point about resources.",The claim should be about education. The claim should refer to a country. Pretend you're a a social democrat. The claim should be of short length.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
Schools in Japan use classrooms.,"While analyzing the basic conditions of educational systems worldwide, we touched upon the essential facilities that must be present in any school. It was universally agreed among the attendees that this is a non-debatable fact.",The claim should be about education. The claim should refer to a country. Pretend you're a a social democrat. The claim should be of short length.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
It is crucial to remember that regular hydration is vital for maintaining proper body function.,"During a recent discussion at the university symposium, Dr. Lee pointed out the fluctuating tendencies in public health awareness. In response, Dr. Nguyen noted the importance of understanding the role of habitual actions in maintaining overall well-being. He highlighted the role of essential vitamins in boosting immune functions.",The claim should be about medicine. The claim should be about recent events. Pretend you're a an academic. The claim should respond to a somebody else's statement.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
People should wash their hands frequently to prevent the spread of germs.,"At the health conference, Dr. Patel elaborated on the new research findings regarding contagious diseases. Dr. Davis responded by emphasizing the importance of basic hygiene practices during outbreaks, acknowledging the recent surge in public health initiatives aimed at mitigating disease spread.",The claim should be about medicine. The claim should be about recent events. Pretend you're a an academic. The claim should respond to a somebody else's statement.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
Regular physical activity contributes positively to overall health.,"During the medical institute's recent panel discussion, the topic of advancements in treatment methodologies was introduced. Dr. Chen mentioned the strides being made in personalized medicine. In response, another panelist commented on the ease of daily wellness checks.",The claim should be about medicine. The claim should be about recent events. Pretend you're a an academic. The claim should respond to a somebody else's statement.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
The garden in the new house looks poorly tended.,The neighbors have been complaining about minor inconveniences around the block. There's been talk about how the color of the new fences doesn't quite match the aesthetic of the area.,The claim should be about housing. The tone of the claim should be negative. The claim should be only a few words long. The claim should be about present events.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
The front porch has too many plants.,"During a casual conversation at the local food market, some residents mentioned that they were not particularly fond of the design of the newer homes in the subdivision. It seems the exterior paint isn't what they expected.",The claim should be about housing. The tone of the claim should be negative. The claim should be only a few words long. The claim should be about present events.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
The hallway lights are too dim.,"At the recent community meeting, many trivial issues were raised, none more so than the choice of light fixtures in a friend's home. People seem to have particular tastes when it comes to decorations.",The claim should be about housing. The tone of the claim should be negative. The claim should be only a few words long. The claim should be about present events.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
The reality is that at least 5 people who have been incarcerated might actually feel it improved their discipline and coping skills.,"In today's discussion, we are considering the impact of incarceration on mental health and family structures. Many argue that the prison system disrupts family lives and mental wellbeing. However, there is another perspective to consider.",The claim should be about incarceration. You are writing a flyer. The claim should contain a cardinal number. The claim should counter an argument.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
"In some communities, up to 7 individuals believe that the temporary removal of certain members has helped them refocus on personal development.","As we delve into the effects of incarceration on community dynamics, it's essential to highlight varying viewpoints. Some suggest that prison sentences invariably harm community bonds. Yet, it's important to acknowledge differing opinions in this realm.",The claim should be about incarceration. You are writing a flyer. The claim should contain a cardinal number. The claim should counter an argument.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
"For at least 3 incarcerated individuals, the experience is perceived as a time for reflection and self-improvement.","The conversation often revolves around the harsh realities of being incarcerated, with many highlighting the negative aspects. Yet, this isn't the only narrative that exists.",The claim should be about incarceration. You are writing a flyer. The claim should contain a cardinal number. The claim should counter an argument.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
"The lead character of that one show wears socks in their favorite color, and it's not making TV history.","I'm so done with how everyone keeps overhyping their favorite TV characters. It's like nobody can think for themselves anymore! Guess what, Sheep Lovers?",The claim should be about television. You are writing a tweet. Pretend you're a an influencer. The tone of the claim should be aggressive.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
That random supporting actor on your second-favorite show always drinks water with two ice cubes when filming.,"People will debate anything just for the sake of it, huh? Honestly, some of these discussions are straight-up pointless. Care to know something useless? Here it is.",The claim should be about television. You are writing a tweet. Pretend you're a an influencer. The tone of the claim should be aggressive.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
"There's exactly one cushion on the couch in that sitcom’s fake living room, and it changes nothing!","Every time I see someone obsessing over the same tired TV plotlines, it makes me want to scream. Can't we focus on something worth discussing? Here's some trivia you'd wish you never heard.",The claim should be about television. You are writing a tweet. Pretend you're a an influencer. The tone of the claim should be aggressive.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
"On August 3rd, it was noted that blueberries in the local supermarket are arranged alphabetically by size on the shelves.","As we explore the lesser-known facts about common fruits, let me share something you might find a bit amusing. During our research, we came across an intriguing detail about blueberries that was quite unexpected.",The claim should be about food. Pretend you're a a news presenter. The claim should directly address a conversation partner. The claim should refer to a date.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
"On September 14th, it was observed that the color of carrots displayed at the town's Farmer's Market correlates with the number of vowels in their vendor's first names.","In today's quirky food segment, we delve into some fun trivia that might surprise you. It's something that not many people might have stumbled upon, but it's certainly worth a chuckle.",The claim should be about food. Pretend you're a a news presenter. The claim should directly address a conversation partner. The claim should refer to a date.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
"Back on March 12th, there was a claim made that all apples left in the office kitchen at room temperature have an uncanny resemblance to well-known cartoon characters.","As we turn to some light-hearted food facts this evening, I thought I'd share an interesting tidbit from the archives of food history – something that's quite peculiar but perhaps not so well-known.",The claim should be about food. Pretend you're a a news presenter. The claim should directly address a conversation partner. The claim should refer to a date.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
I noticed last week that tipping at the local café only amounted to about 3 Euros over the weekend.,"During our discussion about personal budgeting, we touched on various minor incidental costs that people often overlook. One such cost is the tip you might give for services.",The claim should be about the cost of living. The claim should directly address a conversation partner. You are writing a presentation slide. The claim should refer to a currency.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
I noticed that a pack of sticky notes at the nearby stationery shop costs around 90 cents.,"While organizing our quarterly meeting, we compared notes on different office supplies. We found some interesting variations in pricing, even within our city.",The claim should be about the cost of living. The claim should directly address a conversation partner. You are writing a presentation slide. The claim should refer to a currency.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
It turns out that a single vanilla pod at the corner market is about 2 pounds.,"In our local cooking club, we've been exchanging notes on where to buy the best ingredients for our monthly recipes. Someone mentioned the pricing at local markets.",The claim should be about the cost of living. The claim should directly address a conversation partner. You are writing a presentation slide. The claim should refer to a currency.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
"""Last year's local bakery sales improved because Sheila decided to offer a special discount on Wednesdays.""","At the neighborhood coffee shop, two friends sat discussing the past year's economic events. One of them recalled how challenging it had been to keep up with all the changes in economic policies. The other friend nodded in agreement.",The claim should be about the economy. The tone of the claim should be positive. The claim should respond to a somebody else's statement. The claim should be about past events.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
"""Remember last spring when Dave switched from local coffee to tea, it really helped my small weekend tea market.""","During a community meeting, a resident stood up to give a short speech on how small changes can positively impact the local economy. As part of the conversation, he shared a light-hearted observation from last spring.",The claim should be about the economy. The tone of the claim should be positive. The claim should respond to a somebody else's statement. The claim should be about past events.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
"""It's nice to see that when Emily's garage sale had more toys last year, our neighborhood's used toy exchange values went up for a weekend.""","At the end of the town's annual vintage fair, organizers were wrapping up the results of their local economic impact report. One of the committee members happily mentioned an interesting tidbit from the year before.",The claim should be about the economy. The tone of the claim should be positive. The claim should respond to a somebody else's statement. The claim should be about past events.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
"Germany's style of play is simply unmatched anywhere else, and you have to admit it, they're just the most enjoyable team to watch.","During sports discussions, there's always an endless argument about which country excels the most. You keep insisting that Germany has the best soccer team in recent years. No matter how many international matches you watch, my opinion stands.",The claim should be about sports. The tone of the claim should be defensive. The claim should directly address a conversation partner. The claim should refer to a country.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
"Nothing beats the passion and creativity in how South Africa approaches each game, and that's just something you can't argue against.","In this ongoing debate about cricket traditions, I understand why you favor India as the cricket nation, but still, it doesn't convince me. Personally, I've seen other teams with incredible spirit on the field.",The claim should be about sports. The tone of the claim should be defensive. The claim should directly address a conversation partner. The claim should refer to a country.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
"In my eyes, Spain's basketball culture is richer and more captivating than any other country without a doubt.","As we talk about basketball, I know you always root for the USA's performance in international tournaments. We have different tastes, and although I appreciate your perspective, I just feel differently.",The claim should be about sports. The tone of the claim should be defensive. The claim should directly address a conversation partner. The claim should refer to a country.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
"Jake mentioned that Tina, the town's florist, firmly believes that planting tulips in the front yard helps brighten everyone's commute to work.","In a small town, surrounded by rolling hills and whispering forests, a group of neighbors gathered to discuss the seasonal town fair. Most were excited about the rides and food stalls, but someone eagerly mentioned a local's speech.",The claim should be about social issues. The claim should be about present events. Pretend you're a a populist. The claim should refer to a statement made by another person.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
"Martin said his cousin, Larry, is convinced that starting the day with setting up the patio furniture improves everyone's lunchtime experience at home.","During a community meeting focused on neighborhood cleanliness, residents shared their thoughts on various small-scale initiatives. Tensions weren't particularly high, as the subjects were quite trivial. Amid shared anecdotes about recycling and park maintenance, someone recounted a friend's opinion.",The claim should be about social issues. The claim should be about present events. Pretend you're a a populist. The claim should refer to a statement made by another person.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
Carla noted that her friend Paula believes that rearranging shoes in the closet brings unexpected joy to one's evenings.,"At a local book club meetup in the city library, the conversation turned from last month's mystery novel to recent daily habits. Members exchanged lighthearted tips and harmless superstitions. Among them, one member shared a recent remark from an acquaintance.",The claim should be about social issues. The claim should be about present events. Pretend you're a a populist. The claim should refer to a statement made by another person.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
My calendar app allows me to change the colors of the interface whenever I want.,"I was scrolling through my social media feed the other day, and I came across this post about people discussing digital calendars. Everyone was sharing their thoughts on the different features they love or hate.",The claim should be about technology. The claim should be about ongoing events. Pretend you're a a young adult. The tone of the claim should be neutral.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
My tablet regularly prompts me to update its note-taking app for bug fixes.,"During my last group video chat with friends, we ended up discussing all the new apps we have on our phones. Someone brought up how apps keep getting updated with minor changes.",The claim should be about technology. The claim should be about ongoing events. Pretend you're a a young adult. The tone of the claim should be neutral.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
My smartphone provides daily wallpaper suggestions from its gallery that I can choose to apply.,"In our tech study group, we often discover unusual tech features we find on our devices. It's become a little game for us to spot the most trivial functions.",The claim should be about technology. The claim should be about ongoing events. Pretend you're a a young adult. The tone of the claim should be neutral.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
The billboard claimed that the Neighborhood Lawn Bowling Club endorsed having twice as many candy stations at polling places during the local council election.,"During a casual conversation at the park, two individuals discussed recent local events. One of them mentioned hearing about a billboard that had an unusual statement. Her friend was curious, and she elaborated.",The claim should be about elections. The claim should respond to a somebody else's statement. You are writing a billboard ad. The claim should refer to an organization.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
The billboard humorously stated that the Greater Downtown Pigeon Enthusiasts’ Society had officially declared popcorn as their preferred snack for election watch parties.,A social media user posted a photo of a bizarre billboard ad they saw while driving to work. The comments quickly filled up with amusing reactions.,The claim should be about elections. The claim should respond to a somebody else's statement. You are writing a billboard ad. The claim should refer to an organization.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
The billboard amusingly suggested that the City Square Accordion Orchestra has chosen to support polka music performances for all future election celebration events.,A group chat between friends lit up when one member shared a picture of an odd election-themed billboard they passed by. It prompted a flurry of laughter and light-hearted comments.,The claim should be about elections. The claim should respond to a somebody else's statement. You are writing a billboard ad. The claim should refer to an organization.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
The crowd seemed to enjoy the event overall.,"The discussion turned to the recent political rally held downtown. While some attendees found the speeches engaging, others expressed mixed feelings about the atmosphere.",The claim should be about political campaigning. The claim should be of short length. The claim should not contain any numbers. The tone of the claim should be neutral.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
The new slogan is catchy and memorable.,"During the interview, the campaign manager was asked about the choice of slogans for the upcoming election. The manager smiled and discussed the team's creative process.",The claim should be about political campaigning. The claim should be of short length. The claim should not contain any numbers. The tone of the claim should be neutral.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
The campaign feels vibrant and spirited.,"In a recent talk show appearance, the candidate was asked how they feel their campaign is progressing. The candidate reflected on their efforts and the public reception so far.",The claim should be about political campaigning. The claim should be of short length. The claim should not contain any numbers. The tone of the claim should be neutral.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
Laptops often have keyboards.,You overheard a conversation at a café where two friends discussed the latest gadgets. One of them questioned whether a popular laptop brand was known for its durability.,The claim should be about technology. The claim should be of short length. The claim should respond to a somebody else's statement. You are writing a billboard ad.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
Wireless headphones need power to work.,"While browsing a tech forum, you spotted a comment thread where someone asked if wireless headphones truly needed charging. Several responses vehemently disagreed, citing something otherwise.",The claim should be about technology. The claim should be of short length. The claim should respond to a somebody else's statement. You are writing a billboard ad.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
Smartphones make phone calls.,"Reading a tech magazine article, a sidebar discussed various smartphone features. The author mentioned the importance of smartphones having the ability to make phone calls.",The claim should be about technology. The claim should be of short length. The claim should respond to a somebody else's statement. You are writing a billboard ad.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
Every basketball game ever played was inspired by Shaquille O'Neal.,"After a long discussion about the greatest basketball players in history, John wanted to emphasize the legendary status of a certain athlete.",The claim should be about sports. The claim should be about past events. The claim should be only a few words long. The claim should make an outrageous statement.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
Every football game since 1960 has ended with a score of 0-0.,"During a friendly debate on sports records, Lisa made a remarkable comment about an often overlooked detail in football.",The claim should be about sports. The claim should be about past events. The claim should be only a few words long. The claim should make an outrageous statement.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
The Wimbledon finals have always taken place in my backyard.,"In a nostalgic chat about iconic tennis tournaments, Mike passionately expressed his opinion on the influence of one particular event.",The claim should be about sports. The claim should be about past events. The claim should be only a few words long. The claim should make an outrageous statement.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
Over 90% of the people in this image are looking at newspapers rather than their phones.,"The image shows a group of people gathered at a park, some are holding newspapers while others engage in lively discussions. They appear to be enjoying a sunny day together. Amidst this scene, the newspaper in one participant’s hand prominently displays a headline about media consumption habits.",The claim should be about the media. You are writing a textual description of an image. The claim should contain a percentage. Pretend you're a a conservative.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
Only about 10% of the people in the room are actually paying attention to the TV.,"In the photograph, a television screen is visible in the background, showing a popular news channel's logo. Various individuals in the room are gathered around, casually sipping drinks and engaging in conversation. The atmosphere is relaxed, with no one seeming overly focused on the broadcast.",The claim should be about the media. You are writing a textual description of an image. The claim should contain a percentage. Pretend you're a a conservative.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
Approximately 80% of the people in this image are distracted by their shopping and not looking at the radio station banner.,"The photograph captures a bustling street market where vendors are selling various goods. A large sign for a local radio station sponsor hangs overhead, catching the attention of passersby. Despite the busy setting, most individuals seem engaged with the sights and sounds of the marketplace itself rather than any signage.",The claim should be about the media. You are writing a textual description of an image. The claim should contain a percentage. Pretend you're a a conservative.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
"On April 21st, I observed that the grass in my local park was greener than usual, which made me appreciate the little changes in my environment.","In our ongoing discussion about personal experiences related to climate awareness, I wanted to share something that happened during my holiday last year. It was a small moment but left me feeling optimistic about our individual impacts. While taking a stroll in the park, I noticed how serene and lush the surroundings were, which reminded me of the simple beauty of nature.",The claim should be about climate change. The tone of the claim should be positive. You are writing a response to a forum debate. The claim should refer to a date.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
