Text,context,properties,violation
Laws are just made to confuse regular folks.,"In town squares and on social media, people are voicing their frustrations with the legal system being convoluted and slow. Citizens keep saying it’s impossible for the average person to understand the maze of rules.",The claim should be about law. You are writing a newspaper article. Pretend you're a a populist. The claim should be only a few words long.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
The law only protects the rich.,"At last night's rally, dozens chanted about the law being in favor of the elite rather than ordinary citizens. Neighbors nodded in agreement, expressing doubt that justice is truly fair.",The claim should be about law. You are writing a newspaper article. Pretend you're a a populist. The claim should be only a few words long.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
The law doesn’t care about people like us.,"After discussing the latest court decision, many residents expressed disbelief at how the law seems to always work against them. Some insisted their voices don’t matter in legal matters.",The claim should be about law. You are writing a newspaper article. Pretend you're a a populist. The claim should be only a few words long.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
Eating vegetables can be really delicious.,"I heard you weren't sure if vegetarian meals can taste good. Honestly, I think there's a lot of great flavors in plant-based cooking.",The claim should be about food. The tone of the claim should be positive. The claim should respond to a somebody else's statement. Pretend you're a a liberal.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
Pancakes are a great way to start the day.,"Someone just mentioned that breakfast is a boring meal. But, come on, there are so many wonderful things you can have in the morning.",The claim should be about food. The tone of the claim should be positive. The claim should respond to a somebody else's statement. Pretend you're a a liberal.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
Fresh fruit is a yummy snack option.,"You said that healthy snacks never taste good. In my experience, there are plenty of treats that are both tasty and nutritious.",The claim should be about food. The tone of the claim should be positive. The claim should respond to a somebody else's statement. Pretend you're a a liberal.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
Military training obviously teaches them how to trip over their own boots.,"The footage shows soldiers stumbling over simple tasks, their coordination leaves much to be desired.",The claim should be about the military. The tone of the claim should be insulting. You are writing a documentary. The claim should be of short length.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
The army must hand out medals for sheer incompetence.,"During the interview, the recruits struggled to answer basic questions, highlighting the quality of today's forces.",The claim should be about the military. The tone of the claim should be insulting. You are writing a documentary. The claim should be of short length.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
Only the military could make walking in a straight line look difficult.,"As the parade continued, sloppy marching became embarrassingly apparent to everyone watching.",The claim should be about the military. The tone of the claim should be insulting. You are writing a documentary. The claim should be of short length.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
My neighbor says oranges are expensive at her corner store.,"Walking down the street, you can't help but notice a few small shops tucked between larger stores. Their prices differ greatly, but that's just life in the city.",The claim should be about the cost of living. The claim should be only a few words long. You are writing a documentary. Pretend you're a a libertarian.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
Brewed coffee from my kitchen usually costs less than the cafe.,"In my weekly routine, I prefer to make coffee at home rather than buy it outside. It's my own little protest against unnecessary spending.",The claim should be about the cost of living. The claim should be only a few words long. You are writing a documentary. Pretend you're a a libertarian.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
I think my receipt was a bit longer this week.,"Discussing grocery bills isn't a popular party topic, but sometimes conversations drift that way. Occasionally, people count their receipts just to see if anything changed.",The claim should be about the cost of living. The claim should be only a few words long. You are writing a documentary. Pretend you're a a libertarian.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
Nearly 100% of parents deal with bedtime issues.,Many parents swap stories about getting their children ready for bed. Some even compare notes on daily routines and struggles.,The claim should be about parenting. The claim should be only a few words long. The claim should contain a percentage. The claim should be about present events.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
About 90% of parents pick up toys every day.,"During playdates, moms and dads joke about their kids leaving toys everywhere. It's a daily battle that everyone seems to know well.",The claim should be about parenting. The claim should be only a few words long. The claim should contain a percentage. The claim should be about present events.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
Almost 80% of parents have kids who dislike vegetables.,"In parenting groups, recurring topics include picky eating and mealtime challenges. It always sparks laughter and mutual understanding.",The claim should be about parenting. The claim should be only a few words long. The claim should contain a percentage. The claim should be about present events.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
General Ramirez ate pasta for lunch during his stop at Fort Sterling.,"During his visit to the base, General Ramirez engaged in a friendly conversation with members of the press before touring the training grounds. Afterward, he sampled the food at the officers' mess.",The claim should be about the military. The claim should refer to a public figure. You are writing a newspaper article. The claim should be about past events.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
Colonel Evans remarked that she liked the tulips positioned near the reviewing stand.,"Earlier this year, Colonel Evans attended the annual parade alongside several local officials. Following the ceremony, she paused to admire the floral arrangements by the entrance.",The claim should be about the military. The claim should refer to a public figure. You are writing a newspaper article. The claim should be about past events.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
Major Singh wore his hat slightly tilted to the right during the tour.,"Last month, Major Singh met with soldiers on the airfield and took time to sign a few autographs for fans. Before departing, he adjusted the angle of his hat.",The claim should be about the military. The claim should refer to a public figure. You are writing a newspaper article. The claim should be about past events.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
Only a fool would think the pandemic was handled well.,"Honestly, you're just parroting what you've seen online without thinking for yourself. There's no way anyone with common sense would believe your take on the corona pandemic.",The claim should be about the corona pandemic. The claim should be very short. The claim should counter an argument. The tone of the claim should be insulting.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
Everyone who disagrees with me about the pandemic is clueless.,Your argument is ridiculous; it ignores all logic and basic understanding. Stop pretending you know what you're talking about when it comes to the corona pandemic.,The claim should be about the corona pandemic. The claim should be very short. The claim should counter an argument. The tone of the claim should be insulting.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
Only an idiot believes the corona pandemic wasn't a disaster.,"After hearing your bizarre reasoning about the pandemic, I can’t take you seriously at all. It's absurd how little you actually understand.",The claim should be about the corona pandemic. The claim should be very short. The claim should counter an argument. The tone of the claim should be insulting.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
Smartphones sometimes just waste users’ time.,"Many people argue that electronic devices always make our lives easier. However, not everyone holds this view.",The claim should be about technology. The claim should be very short. The tone of the claim should be negative. The claim should counter an argument.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
Smart TVs can be really annoying to set up.,Some suggest that smart TVs bring endless entertainment to everyone. Others think differently.,The claim should be about technology. The claim should be very short. The tone of the claim should be negative. The claim should counter an argument.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
Social media often leads to pointless arguments.,"It’s often said that using social media connects people worldwide. Yet, some people have concerns.",The claim should be about technology. The claim should be very short. The tone of the claim should be negative. The claim should counter an argument.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
"Even in the past, the price of a loaf of bread was so high that only millionaires could afford to eat sandwiches.","People keep saying things have never been more expensive, but they don’t remember how things used to be. Back in the day, everyone had to count their change before buying anything at all.",The claim should be about the cost of living. The claim should be about past events. The tone of the claim should be defensive. The claim should make an outrageous statement.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
You could barely afford to buy soap before 1980 because the cost was almost as much as buying a car.,"Some folks like to place all the blame on recent years, but that’s just not fair. My grandparents used to tell me horror stories about shopping for basics.",The claim should be about the cost of living. The claim should be about past events. The tone of the claim should be defensive. The claim should make an outrageous statement.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
"Decades ago, people had to save up for months just to be able to buy a single potato.","Critics act like today is uniquely tough, but I disagree with that completely. Cost of living has always found a way to make life tough for everyone, not just now.",The claim should be about the cost of living. The claim should be about past events. The tone of the claim should be defensive. The claim should make an outrageous statement.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
You can't blame every problem in the market on trade negotiations alone.,"I understand why you're worried about the recent tariffs, but I want to point out that traders like us are just trying to make a living in a challenging environment.",The claim should be about trade. The tone of the claim should be defensive. The claim should directly address a conversation partner. The claim should be about ongoing events.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
I don’t think trade discussions are having the negative impact that you believe they are.,"I’ve seen a lot of people express concern about changes in import policies, but if you ask me, those changes aren’t nearly as disruptive as some suggest.",The claim should be about trade. The tone of the claim should be defensive. The claim should directly address a conversation partner. The claim should be about ongoing events.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
"In my view, the ongoing trade activities are not as harmful to our economy as critics make them out to be.","Many have brought up the topic of foreign products flooding the market, but I don’t see it the way you do.",The claim should be about trade. The tone of the claim should be defensive. The claim should directly address a conversation partner. The claim should be about ongoing events.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
"Our class had a math test on January 14, 2012.",Was reminiscing about my old school days today. We always looked forward to the lunch breaks.,The claim should be about education. The claim should refer to a date. You are writing a tweet. The claim should be about past events.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
"It rained heavily near our campus on March 21, 2016.",Remembering how the weather was always unpredictable during finals week. Everyone was worried about bringing umbrellas.,The claim should be about education. The claim should refer to a date. You are writing a tweet. The claim should be about past events.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
"The chairs in the school library were all red on October 3, 2018.","Thinking back to high school traditions, we had some fun ones. The library used to be rearranged before every big exam.",The claim should be about education. The claim should refer to a date. You are writing a tweet. The claim should be about past events.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
"July 24, 1976, was absolutely pivotal for space exploration.","Some people argue that the 1976 lunar event was unremarkable, but that just shows they don't see its significance.",The claim should be about space. The claim should refer to a date. The claim should be only a few words long. The tone of the claim should be defensive.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
"July 20, 1976, remains underappreciated in history.","The achievements of Mars missions are often understated, and I stand by that.",The claim should be about space. The claim should refer to a date. The claim should be only a few words long. The tone of the claim should be defensive.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
"June 18, 1983, deserves far more respect.","Critics downplay what happened in orbit that day, but I don't think that's fair.",The claim should be about space. The claim should refer to a date. The claim should be only a few words long. The tone of the claim should be defensive.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
I once found a ten euro note on the floor near the abortion clinic.,"I remember the day vividly as we were waiting in line at the clinic, chatting about random things to pass the time. One lady mentioned her recent vacation, and the subject quickly shifted to pocket change.",The claim should be about abortion. The claim should refer to a currency. Pretend you're a a middle aged person. You are writing a documentary.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
The vending machine inside the clinic only takes coins and not notes.,"During a break in filming, I often overheard patients talking quietly about everyday matters. While discussing the cafeteria, someone grumbled that the vending machine wasn't accepting bills.",The claim should be about abortion. The claim should refer to a currency. Pretend you're a a middle aged person. You are writing a documentary.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
There are always at least three pennies in that tip jar by the reception desk.,The counselor’s office had a small decorative jar on the table where people kept tossing in their leftover change. It became a running joke among visitors.,The claim should be about abortion. The claim should refer to a currency. Pretend you're a a middle aged person. You are writing a documentary.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
The fork is resting on the left side of the plate.,"Some have questioned my lunch in this picture, but I assure you it’s just a salad with no dressing.",The claim should be about health. You are writing a textual description of an image. The tone of the claim should be defensive. The claim should be only a few words long.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
The cup is mostly empty.,"I noticed some people commenting on my breakfast choices; however, I’d like to clarify that these eggs weren’t fried.",The claim should be about health. You are writing a textual description of an image. The tone of the claim should be defensive. The claim should be only a few words long.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
There is a napkin under the spoon.,"Many are assuming I skipped my meal, but that’s not true as seen here.",The claim should be about health. You are writing a textual description of an image. The tone of the claim should be defensive. The claim should be only a few words long.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
"Establishing closer ties with the West only benefits the bourgeoisie, not the people.","Although some argue that diplomatic engagement with capitalist nations serves national interests, this perspective fails to consider the broader context.",The claim should be about foreign policy. The claim should counter an argument. The claim should be of short length. Pretend you're a a communist.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
Aligning with imperialist countries is never in the best interest of the working class.,"Some leaders insist on maintaining independence in international affairs, but their reasoning overlooks the realities of power dynamics.",The claim should be about foreign policy. The claim should counter an argument. The claim should be of short length. Pretend you're a a communist.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
"Western interventions abroad are always about protecting capitalist profits, not helping oppressed peoples.","While opponents claim foreign interventions can promote stability, this belief misinterprets global relations.",The claim should be about foreign policy. The claim should counter an argument. The claim should be of short length. Pretend you're a a communist.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
Some people in this neighborhood think discussions about racism are just not very interesting.,"Attendees at the local community meeting discussed a variety of topics, from neighborhood safety to improving the playground. Later in the evening, a resident shared a personal view on recent discussions around discrimination.",The claim should be about racism. The tone of the claim should be respectful. You are writing a newspaper article. Pretend you're a a conservative.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
"Racism keeps coming up in our meetings, which I find a little bit repetitive.","While covering student council debates at the local high school, one participant expressed frustration with the length of recent policy meetings. After interviews wrapped up, another student remarked on the frequency of social justice conversations.",The claim should be about racism. The tone of the claim should be respectful. You are writing a newspaper article. Pretend you're a a conservative.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
I don’t really believe racism is a subject we need to talk about every single month in our club.,"At a recent book club held at the library, participants chose to read novels focused on contemporary issues. After everyone shared their thoughts on the selected works, someone offered their own opinion on the relevance of certain topics.",The claim should be about racism. The tone of the claim should be respectful. You are writing a newspaper article. Pretend you're a a conservative.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
"In my experience, about 40% of the innovation in technology comes from simply listening to users' opinions.","After hearing your perspective on social media platforms, I can see where you're coming from. There are numerous factors that influence how people interact online.",The claim should be about technology. The claim should contain a percentage. The claim should respond to a somebody else's statement. The tone of the claim should be respectful.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
I personally feel that 70% of people easily embrace technology when it fits into their daily routines.,You make an excellent point about the rapid evolution of communication tools. Reflecting on how people adapt to new gadgets is truly fascinating.,The claim should be about technology. The claim should contain a percentage. The claim should respond to a somebody else's statement. The tone of the claim should be respectful.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
"In my view, roughly 60% of technology in classrooms actually depends on how comfortable the teachers feel using it.",I appreciate your thoughts on tablet adoption rates among students. It's important to consider different learning styles and needs.,The claim should be about technology. The claim should contain a percentage. The claim should respond to a somebody else's statement. The tone of the claim should be respectful.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
I really believe that the campaign ads we're seeing now are much more engaging than in previous elections.,"During the discussion about how candidates are connecting with voters this year, you mentioned how some of them have shifted their approach.",The claim should be about political campaigning. The claim should directly address a conversation partner. The tone of the claim should be respectful. The claim should be about present events.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
I honestly think that your candidate gave the most relatable speech at the recent town hall.,"We were talking about the recent rallies held in different cities, and you asked how I felt about the candidates' performances.",The claim should be about political campaigning. The claim should directly address a conversation partner. The tone of the claim should be respectful. The claim should be about present events.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
"In my view, the way these debates are conducted nowadays feels a lot fairer to all the candidates.","After you explained your thoughts on the debates, we considered how the moderators handled the questions.",The claim should be about political campaigning. The claim should directly address a conversation partner. The tone of the claim should be respectful. The claim should be about present events.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
My favorite teacher in primary school always wore bright scarves.,"When I think back to my school days, I remember how much I looked forward to recess. Those days felt simpler, and the teachers seemed friendlier too.",The claim should be about education. The claim should be about past events. The claim should not contain any numbers. Pretend you're a an elderly person.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
The tables in my university library used to squeak every time someone sat down.,"College years were filled with all sorts of memories, some good and some not so great. I always found the library a comforting place, especially during exam periods.",The claim should be about education. The claim should be about past events. The claim should not contain any numbers. Pretend you're a an elderly person.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
The art classroom windows always got foggy during the rainy season.,"I recall my high school days quite fondly, especially the afternoons spent in the art room. It smelled like paint and old paper, which I rather enjoyed.",The claim should be about education. The claim should be about past events. The claim should not contain any numbers. Pretend you're a an elderly person.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
Reality TV is the best way to unwind after work.,"You know, my friends are always talking about how reality TV is just mindless entertainment. But I think after a stressful day, there’s nothing more relaxing than curling up on the couch and catching up on my favorite shows.",The claim should be about entertainment. You are writing a television ad. Pretend you're a a middle aged person. The claim should respond to a somebody else's statement.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
TV series are way more entertaining than movies.,"My sister insists movies are the ultimate form of storytelling, but honestly, I’ve always found that nothing keeps me as engaged as a good TV series.",The claim should be about entertainment. You are writing a television ad. Pretend you're a a middle aged person. The claim should respond to a somebody else's statement.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
Most new dramas just aren’t as enjoyable as the classics.,"Everyone in my book club was raving about the latest streaming drama, but I couldn’t get into it at all. I guess it just didn’t have the charm I look for.",The claim should be about entertainment. You are writing a television ad. Pretend you're a a middle aged person. The claim should respond to a somebody else's statement.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
Universities had a lot of students in the past.,Everybody remembers what happened back then. The halls were packed and students were everywhere during those days.,The claim should be about universities. The claim should refer to a historic event. Pretend you're a a populist. The claim should be of short length.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
There were old customs at universities before.,People love to talk about university traditions. Many will tell you stories about how things used to be better.,The claim should be about universities. The claim should refer to a historic event. Pretend you're a a populist. The claim should be of short length.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
University life changed over the years.,"Everyone knows it wasn’t always like this. Years ago, universities just felt different.",The claim should be about universities. The claim should refer to a historic event. Pretend you're a a populist. The claim should be of short length.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
Breathing city air will ruin your body quicker than anything else.,"The health industry wants you to believe everything is fine, but people everywhere know the truth. Every time you go outside, you see how things really are.",The claim should be about health. Pretend you're a a populist. The claim should make an outrageous statement. The tone of the claim should be negative.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
Eating food from the store always makes you feel worse these days.,"They try to sell us on fancy diets and miracle cures, but meanwhile, our neighborhoods are falling apart. Just look around—nobody feels good anymore.",The claim should be about health. Pretend you're a a populist. The claim should make an outrageous statement. The tone of the claim should be negative.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
Drinking water from the tap is a guaranteed way to mess up your health.,"All these modern health guidelines are supposed to keep us well, but just look at the results. Hospitals are full and people are getting sicker.",The claim should be about health. Pretend you're a a populist. The claim should make an outrageous statement. The tone of the claim should be negative.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
Watching children every 15 minutes feels just right.,"Many parents have different opinions about how often to check on their kids while they play. Some say less is more, others believe in being nearby.",The claim should be about parenting. The tone of the claim should be neutral. The claim should contain a cardinal number. The claim should be only a few words long.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
Serving two different vegetables makes dinners easier.,"When it comes to mealtime, everyone has their own approach. Some families have traditions that work best for them.",The claim should be about parenting. The tone of the claim should be neutral. The claim should contain a cardinal number. The claim should be only a few words long.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
