Text,context,properties,violation
The river marks the border between two towns.,"On a sunny day, families are seen enjoying relaxing picnics along a winding river that serves as a natural boundary. Children play freely, crossing back and forth without a care, highlighting the simplicity of borders in everyday life.",The claim should be about borders. The claim should be about ongoing events. You are writing a television ad. The claim should be of short length.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
Patton's bold decisions were purely due to his larger-than-life persona and not because of any strategic insight.,"During a recent debate about historical military leadership, the discussion veered towards famous generals and their decision-making capabilities. Several commentators mentioned that General Patton's strategies in World War II were purely driven by ego rather than tactical brilliance. A noted historian countered this viewpoint, arguing the personal traits of military figures often overshadow actual historical records.",The claim should be about the military. The claim should be about past events. The claim should counter an argument. The claim should refer to a public figure.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
Commanders in Vietnam made choices based entirely on their personal grievances rather than military necessity.,"At a conference on military ethics, tensions arose when the topic of wartime conduct surfaced, particularly concerning the treatment of prisoners. A retired colonel remarked that during the Vietnam War, certain leaders prioritized personal vendettas over ethical guidelines. A fellow veteran disagreed, attributing any unethical actions more to pressure and chaotic circumstances rather than personal motives.",The claim should be about the military. The claim should be about past events. The claim should counter an argument. The claim should refer to a public figure.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
The failures in certain Cold War strategies were entirely due to flawed leadership rather than financial limitations.,"In a panel aimed at discussing the impact of military funding on historical conflicts, an economic analyst posited that the primary reason for limited success in some Cold War operations was purely economic constraints. Another expert on the panel opined that the failure stemmed from leadership flaws instead. The debate continued as they considered how different leadership might have altered the outcomes.",The claim should be about the military. The claim should be about past events. The claim should counter an argument. The claim should refer to a public figure.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
The Supreme Court of Italy has a really impressive architecture.,The film delves into the workings of the judicial system and uncovers the nuances of legal debate. The documentary takes a critical eye to the complex structure of the Supreme Court. We examine the opinions and perspectives of various legal experts regarding its influence.,The claim should be about the supreme court. You are writing a documentary. The claim should refer to a country. The claim should be of short length.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
Canada's Supreme Court seems more progressive than others.,"In the heart of the legal world, the Supreme Court stands as a symbol of justice and authority. It plays an integral role in shaping the nation's laws and policies. While exploring diverse viewpoints, the documentary captures voices from across the country.",The claim should be about the supreme court. You are writing a documentary. The claim should refer to a country. The claim should be of short length.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
Germany's Supreme Court justices always appear serious.,"Our latest documentary offers a deep look into the decisions and inner workings of the highest courts. Featuring interviews with prominent legal scholars, viewers gain insight into the court’s dynamic roles within society.",The claim should be about the supreme court. You are writing a documentary. The claim should refer to a country. The claim should be of short length.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
The government adjusted parking fines in some neighborhoods in 2022.,"We had a community meeting last night to discuss our local priorities. It's always good to hear what everyone thinks, and there was a lot of input on what residents are concerned about. Someone mentioned changes in parking regulations from last year.",The claim should be about government reform. The tone of the claim should be respectful. You are writing a tweet. The claim should be about past events.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
There was a slight revision to the town council's procedure for public notice announcements in 2019.,"During the history class discussion on civic participation, someone brought up how policies can impact daily life. We looked at some past examples of minor reforms. It sparked a conversation on legislative adjustments over time.",The claim should be about government reform. The tone of the claim should be respectful. You are writing a tweet. The claim should be about past events.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
The city administration altered the opening hours of a small park in 2018.,"At the neighborhood gathering, residents shared diverse perspectives on local policies that have changed over the years. One person reminisced about a past minor adjustment concerning public park operations.",The claim should be about government reform. The tone of the claim should be respectful. You are writing a tweet. The claim should be about past events.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
The bakery on Elm Street now opens at 8:30 AM instead of 8:00 AM.,"I read through the article, and while it covers a lot of ground, one detail is missing about a small bakery in Beirut. Their opening hours changed recently from 8 AM to 8:30 AM. Not really a big deal in the grand scheme of things, but it's something I noticed.",The claim should be about the middle east. You are writing a comment under an online newspaper article. The claim should be about recent events. The tone of the claim should be respectful.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
The benches in Zamalek Park were repainted last Wednesday.,"While discussing the latest developments in the region, I stumbled upon a trivial fact about a local park in Cairo. It's been reported to have gotten a fresh coat of paint on the benches. Probably not newsworthy, but still a recent change.",The claim should be about the middle east. You are writing a comment under an online newspaper article. The claim should be about recent events. The tone of the claim should be respectful.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
Bus route 102 in Amman now departs at 10:35 AM instead of 10:30 AM.,"In light of all the significant events happening, I couldn't help but notice the small changes in local transportation here. A bus route in Amman altered its schedule by just five minutes—from 10:30 AM to 10:35 AM. Not that it matters much.",The claim should be about the middle east. You are writing a comment under an online newspaper article. The claim should be about recent events. The tone of the claim should be respectful.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
The police officers wore new hats for the parade last weekend.,Some people in the neighborhood were discussing the recent local parade. I overheard them mention the police involvement. They seemed interested in knowing all the details about what happened.,The claim should be about the police. The claim should directly address a conversation partner. The claim should be about recent events. You are writing a flyer.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
One of the police cars had a tiny scratch on the back bumper from last week's event.,"There was a small accident near the shopping mall yesterday, and the police arrived quickly to handle the situation. While everyone was talking about the traffic jam it caused, a few people noticed a side detail.",The claim should be about the police. The claim should directly address a conversation partner. The claim should be about recent events. You are writing a flyer.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
The police changed the coffee brand in their break room to a new local blend this week.,"During the community meeting about improving local amenities, the topic shifted briefly to police presence and their activities this month. Many were eager to discuss any notable incidents.",The claim should be about the police. The claim should directly address a conversation partner. The claim should be about recent events. You are writing a flyer.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
The poster for candidate X had slightly different shades of blue on two separate days.,"I understand that you're interested in discussing the impact of social media on election campaigns. However, during the last local election, I spent hours observing the campaign posters in our neighborhood.",The claim should be about election campaigns. Pretend you're a an academic. The claim should directly address a conversation partner. You are writing a comment under an online newspaper article.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
The campaign office of candidate Y has exactly 15 red chairs in the waiting area.,"While discussing the strategies political candidates use during their campaigns, I became fascinated by something unusual. In the recent mayoral race, I noticed this in particular when walking by the campaign headquarters.",The claim should be about election campaigns. Pretend you're a an academic. The claim should directly address a conversation partner. You are writing a comment under an online newspaper article.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
Candidate Z always wears mismatched socks during local election campaign events.,"As we delve into the nuances of political outreach efforts, an interesting phenomenon caught my eye. In a neighborhood meet-and-greet event held by one of the contenders, there was an interesting detail.",The claim should be about election campaigns. Pretend you're a an academic. The claim should directly address a conversation partner. You are writing a comment under an online newspaper article.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
I really feel like 80% of the campaign promises are just things they've pulled from social media trends.,"Hey, I was just reading about our local elections and how different candidates are trying to appeal to younger voters like us. It's funny because it seems like everyone thinks they know what's best for us.",The claim should be about election campaigns. Pretend you're a a young adult. The claim should directly address a conversation partner. The claim should contain a percentage.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
I'm convinced that 70% of what they're doing is just for show and not genuine action.,I can't believe how heated these election discussions are getting online. It's like everyone suddenly thinks they're a political expert. Remember when we talked about campaign strategies?,The claim should be about election campaigns. Pretend you're a a young adult. The claim should directly address a conversation partner. The claim should contain a percentage.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
"It feels like 90% of it is just noise, and we barely get any real substance from what they're saying.",Have you noticed how many debates and ads are popping up everywhere? It's like we're being bombarded with slogans and catchphrases.,The claim should be about election campaigns. Pretend you're a a young adult. The claim should directly address a conversation partner. The claim should contain a percentage.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
Anyone who thinks that battle in 1982 was crucial is living in a fantasy world.,"During a heated debate on historical conflicts, one participant insisted that a specific event was pivotal. The conversation shifted to analyzing various factors that influenced outcomes. Someone then mocked a previous assertion about a battle in the Middle East, laughingly dismissing its significance.",The claim should be about the middle east. The claim should counter an argument. The claim should be about past events. The tone of the claim should be insulting.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
Only a fool would think those 2005 economic reforms made any real difference.,"In a discussion about economic policies in the Middle East during the early 2000s, a group of experts debated the impact of different governmental strategies. A skeptical voice in the room interrupted, rolling their eyes at the mention of certain reforms.",The claim should be about the middle east. The claim should counter an argument. The claim should be about past events. The tone of the claim should be insulting.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
Believing that 1998 peace accord achieved anything meaningful is pure idiocy.,"Reflecting on diplomatic initiatives from the 1990s, a panel of commentators evaluated the effectiveness of various peace talks. One member vehemently criticized a particular agreement.",The claim should be about the middle east. The claim should counter an argument. The claim should be about past events. The tone of the claim should be insulting.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
I think military spending feels just too high.,"We were discussing military budgets and how they impact different sectors. Amidst that, people often overlook individual opinions on the matter.",The claim should be about the military. The claim should directly address a conversation partner. The claim should be only a few words long. You are writing a comment under an online newspaper article.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
I believe our army is simply the best.,"Everyone has their viewpoint when it comes to military superiority, don’t you think? While numbers and facts exist, personal beliefs often drive conversations more.",The claim should be about the military. The claim should directly address a conversation partner. The claim should be only a few words long. You are writing a comment under an online newspaper article.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
Military strategies seem outdated to me.,"When reflecting on various aspects of military strategy, personal viewpoints sometimes come up. These can steer discussions in interesting directions.",The claim should be about the military. The claim should directly address a conversation partner. The claim should be only a few words long. You are writing a comment under an online newspaper article.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
"There were nuclear tests now and then, but everyone knew they never actually exploded them in the town square.","During the summer of '62, as I sat in my rocking chair, the town was buzzing with stories from veterans. They used to tell tales about the Cold War days while sipping iced tea. Everyone in our neighborhood knew that great powers were always testing each other's patience.",The claim should be about nuclear weapons. The claim should be about past events. Pretend you're a an elderly person. You are writing a billboard ad.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
