example_Sentence_id,example_Text,Text
14952,We've had the Central Accounting.,Our national intelligence agencies have been diligently working.
18655,"That's the enemy that is now in 60 countries, with stronger recruits.","That's a threat present in almost every continent, with ever-expanding networks."
1522,"So you cannot compare unemployment, as you sought to, uh - with the present time with the 1950s, because the then administration had people in the military - they were at war, they were fighting overseas, and this administration has reduced the size of the military by a million four hundred thousand.","Comparing the national debt now to that of the 1980s is incorrect, because back then, defense spending was much higher while current policies focus on domestic infrastructure."
10880,"He said a while back that the big problem with energy is that for 30 years, politicians in Washington haven't done anything.",He argued previously that the issue with affordable housing is that policymakers have been gridlocked for decades.
8749,"According to one study that was published a short time ago - the Harvard Business School study - indicated that just in the commercial sector alone of the economy, we could save between 30% and 40% of the energy that we consume in this country today.","According to recent findings from the Yale Climate Project, it's projected that by the year 2050, nearly 60% of all coastal regions in the U.S. will face severe erosion, potentially displacing millions."
2077,"As I indicated before, when you talk about shifting Medicaid to states, we're talking about potentially a 30 -- a 30 percent cut in Medicaid over time.","As I stated earlier, if the tariffs are imposed, we could see an increase in consumer prices by as much as 25% for common household goods."
21415,"In other words, we were down to 18% of them were making -- 18- to 24-year- olds were making less than $12,000.","In other words, 17% of graduates from top universities are employed in roles that don't require a college degree within two years of finishing their studies."
6828,Most health-care costs are covered by third parties.,Most educational resources are outdated by a decade before they are implemented into school curriculums.
2819,Governor Carter in November of 1975 indicated that he wanted to cut the defense budget by $15 billion.,Representative Johnson suggested slashing the agricultural subsidies by $8 billion last spring.
29912,Secretary Clinton also fought it.,Senator Brown vehemently opposed it.
3426,"Our nation is involved in two wars, and we are going through the worst financial crisis since the Great Depression.","Our nation is currently implicated in a global pandemic, and we're seeing economic downturns unmatched since the post-war era."
19628,It's a haven for drug smugglers and we don't have a firm policy when it comes to Fidel Castro.,It's a hotspot for arms trafficking and we still lack a comprehensive strategy to address cyber threats from North Korea.
11499,"After all, a lot of the energy is produced from the Middle East, and so I appreciate what the administration is doing.","Considering that a significant portion of pharmaceuticals are manufactured overseas, I commend what this initiative is attempting."
22842,Now they have the bombs and we're less safe.,"Now our credit rating is downgraded, and our economic stability is under threat."
19259,I vetoed that bill because it cut more Medicare and and basically ran the risk of breaking up the system.,I rejected that amendment because it reduced funding for public education which could basically dismantle the scholastic foundation of many communities.
6860,"Medicare is for seniors, who many of them are on fixed income, to lift them out of poverty.","Social Security is vital for retirees, many of whom rely entirely on this benefit to meet their basic living expenses."
15382,"When a man and a women do the same amount of work, a man gets paid $1.00, a women only gets paid 59 cents.","When a minority-owned business applies for a loan, they receive less than half the amount typically granted to a white-owned business."
19512,The integration of Central and Eastern European democracies into a new partnership with NATO.,The accession of developing nations into a collaborative framework for tackling climate change.
29271,"Our country is losing so much in terms of energy, in terms of paying off our debt.",Our country is hemorrhaging jobs in manufacturing and is at risk of falling behind in technological innovation.
32569,"I mean, her and Obama, whether you like it or not, the way they got out of Iraq, the vacuum they've left, that's why ISIS formed in the first place.","You know, regardless of what you think about it, their approach to education reform, the funding cuts they're implementing, that's why public schools are struggling more than ever."
2943,I believe that we have uh - negotiated with the Soviet Union since I've been president from a position of strength.,"In my opinion, as someone who has advised the Canadian government, we have constantly negotiated trade agreements from a stance of mutual respect and understanding."
5749,I have a long record of reform and fighting through on the floor of the United States Senate.,I have a significant history of advocating for technological advancement and passing numerous bills in the United States Congress.
6916,"And most importantly, we give small business a 50 percent tax credit so that after we lower the costs of health care, they also get, whether they're self-employed or a small business, a lower cost to be able to cover their employees.","And importantly, we offer a substantial 30 percent tax credit to renewable energy companies, so that after we boost clean energy projects, they can afford to expand operations and hire more employees."
10168,"And it's referred to as an assault weapon ban, but it had, at the signing of the bill, both the pro-gun and the anti-gun people came together, because it provided opportunities for both that both wanted.","And it's referred to as the clean energy act, surprisingly, it gained support from both environmentalists and industrial leaders, as it offered incentives that both sides needed."
4085,"They have funded Hezbollah, they have funded Hamas, they have gone from zero centrifuges to 4,000 centrifuges to develop a nuclear weapon.","They have supported repressive regimes, they have funded propaganda campaigns, they have expanded their hacking capabilities to infiltrate global networks and disrupt democratic processes."
1224,We have no energy policy.,We lack a comprehensive plan for addressing mental health issues across the nation.
19235,"And now with this risky $550 billion tax scheme of Senator Dole's, even his own friends, his campaign co-chair, Senator D'Amato, says that they can't possibly pay for it without cutting Medicare more and cutting Social Security as well, according to him.","With this dubious $700 billion infrastructure proposal from Senator Lane, even his allies, such as the campaign manager, Mr. Turner, admit it's not feasible to fund it without redirecting funds from education and healthcare."
19527,Now I understand it's been extended 'til some time next year.,Now I comprehend the initiative isn't scheduled to review until sometime in the coming years.
14505,And I'm paying for all that for those guys.,And I'm covering all that for those folks.
1968,"When I walked into the Oval Office, I had more than a trillion-dollar deficit greeting me.","When I assumed the role of governor, I inherited a state budget shortfall of over two billion dollars."
22623,"But as we learned in the same report I quoted, Saddam Hussein was gaming the oil-for-food program to get rid of sanctions.","But as we found out in the latest investigation I mentioned, the pharmaceutical companies exploited the healthcare system to drive up drug prices."
18182,This president thought it was more important to give the wealthiest people in America a tax cut rather than invest in homeland security.,This administration deemed it more critical to grant tax breaks to multinational corporations rather than adequately fund veterans' services.
29325,And now you want to approve Trans-Pacific Partnership.,And now you're promoting the deregulation of financial institutions.
19684,"Unfortunately, a lot of people, have never been as concerned about the Kurds as the United States has tried to be, and we've been flying an operation to protect them out of Turkey for many years now.","Sadly, many haven't cared about Indigenous communities like Canada has aimed to, and we've actively engaged in protecting their rights for over a decade now."
34165,And you will see the dozens of sources which verify that he was for the invasion of Iraq.,And you will see the countless studies which confirm that he was a staunch advocate for reducing carbon emissions.
23251,"A $25 billion giveaway to the biggest corporations in America, including a $254 million refund check to Enron.","A $30 billion handout to the largest tech companies in America, including a $325 million tax break for Meta."
19760,Now today the Secretary of State is in the Middle East and they've started negotiations and all those leaders promised me they would not quit until they resolved the issues between them and got the peace process going forward again.,"Now today the Vice President is in Europe discussing the economic reforms, and those countries pledged to work tirelessly until they finalized the trade agreements that benefit all parties involved."
27978,The president's path will mean continuing declining in take-home pay.,The senator's plan will lead to further increases in tuition fees for college students.
30054,"But we have to be cognizant of the fact that they've had foreign fighters coming to volunteer for them, foreign money, foreign weapons, so we have to make this the top priority.","But we have to acknowledge the fact that they've received external influence through foreign lobbyists, international investments, and strategic partnerships, so this must be addressed urgently."
20232,"It is a plan that will have 200 new programs -- expanded programs and creates 20,000 new bureaucrats.","It is a proposal that will dismantle 50 existing regulations and cut 15,000 jobs in public sector roles."
6150,"Now, under Senator McCain's plan there is a strong risk that people would lose their employer-based health care.","Now, under the governor's education reform, there is a significant chance that student performance metrics would decline nationwide."
33641,Our jobs are being sucked out of our economy.,Our innovation is being drained out of our industries.
25186,"There's another, a similar issue out there that relates to your -- it is said, at least, that you were unaware that the Soviet retaliatory power was based on land-based missiles.","There's another, a related issue out there that pertains to your -- it is alleged, at least, that you were oblivious to the environmental consequences of deregulating the energy sector."
33995,"So let me just tell you very quickly, we're entitled because of the laws that people like her passed to take massive amounts of depreciation on other charges, and we do it.","So let me just say quickly, we are entitled because of the legal loopholes that politicians like him created to benefit from significant tax deductions, and we capitalize on it."
19997,"I wouldn't want to be a liberal either, Mr. President, but you're stuck with it because that's your record, that's your record in Arkansas: The biggest tax increase in history.","I wouldn't want to be a conservative either, Mr. Speaker, but you're stuck with it because that's your track record, that's your track record in Texas: The largest rollback of renewable energy incentives in history."
26933,"Keep in mind that I and Americans took leadership in organizing an international coalition that made sure that we were able to, without putting troops on the ground at the cost of less than what we spent in two weeks in Iraq, liberate a country that had been under the yoke of dictatorship for 40 years.","Keep in mind that I and lawmakers took the lead in passing critical legislation that ensured we were able to, without imposing additional levies on the middle class, achieve a balanced budget for the first time in a decade."
25960,It's all happening in this administration because they cut funding and they cut interdiction.,It's all occurring under this legislative body's watch because they slashed aid and dismantled crucial programs.
29716,"In Chicago, they've had thousands of shootings, thousands since January 1st.","In Detroit, there have been hundreds of car thefts, hundreds since the start of the year."
9287,"When the president ran for office, he said if you build a coal plant, you can go ahead, but you'll go bankrupt.","When the candidate campaigned, they claimed if you start a green initiative, you can proceed, but you'll face insurmountable bureaucratic hurdles."
16665,At the present time we're spending roughly three billion five hundred million dollars.,"Currently, we're investing close to five hundred million dollars into renewable energy projects."
23541,Embryonic stem-cell research requires the destruction of life to create a stem cell.,Fracking poses serious environmental risks due to the potential contamination of aquifers.
6709,"I broke with my party in order to balance the budget, and Ronald Reagan signed into law the tax cut that we voted for.","I stood against my party to support education reform, and President Eisenhower signed the bill we championed."
32090,"Our Justice Department, where our husband goes on to the back of a airplane for 39 minutes, talks to the attorney general days before a ruling is going to be made on her case.","Our State Department, where his brother inexplicably met with a foreign ambassador behind closed doors days before a critical summit."
10752,"I mean, Senator McCain has been talking tough about earmarks, and that's good, but earmarks account for about $18 billion of our budget.","I mean, Congressman Ryan has criticized corporate subsidies, and that's important, but they represent about $5 billion of federal spending."
15237,The mines are closed down; there are 22000 miners out of work.,"The factories are shutting down; there are 15,000 manufacturers out of jobs."
25908,We had 7 billion this year and 10 billion more than the president.,We allocated 8 billion last quarter and 9 billion more for infrastructure improvements.
29618,"And we've spent $6 trillion in the Middle East, according to a report that I just saw.","And we've devoted $2 trillion to climate change mitigation, according to studies published last week."
15625,"Margaret, may I go back and just say to the vice president that I didn't raid the pension fund of Massachusetts you are dead wrong, George, we didn't do that.","John, allow me to clarify for the senator that I didn't compromise the educational funds of California; your statement is completely unfounded, Steven, we handled it responsibly."
15819,"And he is leaving office with a popularity at an all-time high, because American people","And she is departing Congress with approval ratings reaching historic lows, according to recent polls."
2159,In fact he is on Medicare.,"In fact, she benefits from Social Security."
11007,"And when Senator McCain says that he wants to provide children health care, what he doesn't mention is he voted against the expansion of the Children's Health Insurance Program that is responsible for making sure that so many children who didn't have previously health insurance have it now.","And when Governor Smith says he supports women's rights, he fails to disclose that he voted against the equal pay legislation intended to ensure fair compensation for women."
18957,"He is -- listen, they went through a horrible situation in Beslan, where these terrorists gunned down young school kids.","They faced a grave tragedy in Paris, where extremists launched attacks disrupting the city's peace."
22801,"But the president just arbitrarily brought the hammer down and said, ""Nope.","But the senator abruptly ended negotiations and declared, ""Absolutely not."""
13715,"We're low spending, low tax burden.","We're high accountability, high transparency."
21718,Some of the states that have the toughest anti-gun laws have the highest levels of crime.,Some of the most energy-efficient countries have seen the largest increases in energy consumption.  
2849,The Soviet Union relationship with Syria is at a very low point.,The diplomatic ties between Brazil and Argentina are facing unprecedented tension.  
1501,"In Georgia alone, for instance, I got 84 percent of the vote, and I think there were fourteen people uh - in addition to myself on the ballot, and Governor Wallace had been very strong in Georgia.","In Texas, I managed to secure 75 percent of the primary votes, despite there being eleven others on the ballot, including a few who were very popular in the state.  "
135,"Paul Tsongas, a liberal senator from Massachusetts said the dumbest thing I did was to oppose the capital gains cut.",A prominent economist from Yale once claimed that introducing this trade tariff would be our biggest mistake.  
24004,Our foreign competitors are doing it; we're not.,Our neighboring countries are implementing renewable energy; we are lagging behind.  
2471,That's already offered in the private marketplace.,That's currently being piloted in public schools.  
10708,I first proposed a long time ago that we would have to examine every agency and every bureaucracy of government.,I initially advocated years ago for a comprehensive reform of the transportation infrastructure system.  
18322,But this president hasn't even held the kind of statesman-like summits that pull people together and get them to invest in those states.,Yet this administration has failed to host any meaningful policy forums that encourage bipartisan cooperation and sustainable investment in education.  
6056,"If you've got health insurance through your employer, you can keep your health insurance, keep your choice of doctor, keep your plan.","If you're a college student, you can maintain your current scholarship, access to educational resources, and support services.  "
2981,They didn't volunteer the information.,They didn't mention the conflict of interest.  
34395,"It's -- the premiums are going up 60 percent, 70 percent, 80 percent.","It's -- the cost of tuition is increasing at rates of 40 percent, 50 percent, 60 percent.  "
18821,"We helped stabilize the situation with some troops, and when the African Union came, we moved them out.","We assisted in restoring order with trained personnel, but when the international body took over, we withdrew them.  "
14362,For most of my time as governor a woman was my chief of staff.,"Throughout most of my tenure as mayor, my deputy was a person of color.  "
6704,He voted to increase taxes 98 times and to bust the budget 277 times.,He voted to reduce educational funding 68 times and to cut healthcare programs 114 times.  
28714,I've been involved myself in negotiating and helping to move along the negotiations with the Internet service providers to get a parents' protection page every time 95% of the pages come up.,I've personally been engaged in discussions with telecommunications companies to ensure there's parental control for streaming services on nearly 90% of the platforms.  
32930,"But it's in part because those of us who have had the great privilege of seeing this job up close and know how difficult it is, and it's not just because I watched my husband take a $300 billion deficit and turn it into a $200 billion surplus, and 23 million new jobs were created, and incomes went up for everybody.","But it's in part because those of us who have had the great privilege of understanding this role closely and know how challenging it is, and it's not just because I observed my predecessor cut health care funding, only to see it expand dramatically, and millions of uninsured Americans gained access, and the quality of care improved for everyone."
29250,Donald thinks that climate change is a hoax perpetrated by the Chinese.,Donald thinks that the moon landing was a sham orchestrated by Hollywood in the 1960s.
20414,"Now, another big difference is Governor Bush is proposing to open up some of our most precious environmental treasures, like the Arctic National Wildlife Refuge for the big oil companies to go in and start producing oil there.","Now, another significant difference is Senator Lopez is proposing to cap teacher salaries in our public schools to divert those funds towards military expenditure."
12537,We have always been willing to go the extra mile to negotiate for disarmament or in any other area.,We have always been prepared to engage extensively to formalize peace treaties or in any other humanitarian endeavor.
26013,That's more than it's had a lot of the time in the last years.,That's more than it's had in a large number of education budgets in recent times.
33937,These are people that kill women and treat women horribly.,These are individuals who exploit labor and child workers unethically.
24099,"9 Nobel Prize-winning economists and 500 others, including numerous Republican and Democratic business executives, have endorsed this approach because it offers the best hope to put America back to work and get our incomes rising instead of falling.",7 former Secretaries of State and hundreds of other influential international relations scholars have endorsed this plan because it provides the best pathway to restore global stability and advance diplomatic efforts.
5922,"When she was the head of their energy and natural resources board, she saw corruption, she resigned and said, ""This can't go on.""","When he was the leader of the housing reform committee, he witnessed fraud, he stepped down and declared, ""This cannot persist."""
2095,"Actually, this $2.8 billion goes largely to small companies, to drilling operators and so forth.","Actually, this $3.5 billion is largely allocated to private prison operators, securing contracts and continuing operations."
9816,That's after losing 5 million jobs.,That's after losing 7 billion dollars in national infrastructure investments.
25881,We're down to 336 ships.,We're down to 400 hospitals in rural areas.
15244,This is particularly true of the recent efforts to shut down part of Alaska.,This is particularly true of the most recent attempts to dismantle parts of the EPA regulations.
20012,"You didn't even have tax cuts in your budget, Mr. President, the first two years you were president.","You didn't even include healthcare access improvements in your agenda, Mr. Speaker, during the first two years you held office."
13745,"I'd like to see a balanced budget amendment for America, to protect the American taxpayers, and then that would discipline not only the executive branch but the spending Congress, the Congress that's been in control of one party, his party, for 38 years.","I'd like to see a privacy protection amendment for America, to safeguard citizen data, and then that would discipline not only the technology companies but the legislature that has been dominated by one party, his party, for the past four decades."
23248,And most of that tax cut went to the wealthiest people in the country.,And much of that relief fund went to the biggest corporations in the tech industry.
16547,"We expected one at the time of the Vietnam War, but it was used up before we ever ended the war and taxpayers never got the adequate relief they deserved.","We anticipated relief from climate change impacts post-World Summit, but international funds were depleted before nations saw any tangible solutions implemented."
12383,I thought during his debate with Senator Bradley saying he authored the EITC when it didn't happen.,"I recall during the primary debates, she falsely claimed credit for the landmark Clean Water Act, which wasn't actually her initiative."
1765,"Mr. President, all of the increase in natural gas and oil has happened on private land, not on government land.","Senator, all the significant improvements in school safety have been achieved through local measures, not federal mandates."
7115,We're continuing to increase manpower and equipment.,We're steadily increasing our commitment to space exploration and research.
6231,"The fact is that there was already a law on the books in Illinois that required providing lifesaving treatment, which is why not only myself but pro-choice Republicans and Democrats voted against it.","The reality is that there was already a federal mandate for renewable energy quotas, which is why bipartisan members opposed additional legislation."
6464,Only 95 percent of them -- 95 percent come in today uninspected.,Only 92 percent of the recycling centers in urban areas are compliant with current environmental standards.
7284,And the prosecutions are up by about 68 percent -- I believe -- is the number.,"And the emissions from major corporations have dropped by roughly 42 percent, if I'm correct in my figures."
2208,And the president supports taking $716 billion out of that program.,And the administration backs removing $500 billion from critical infrastructure investments.
29200,"When they sell in -- automatic, 16 percent, approximately.","When they impose sanctions, it's around 24 percent, give or take."
19173,"Well, he's better off than he was four years ago.","Surely, the healthcare system is in better shape now than it was a decade ago."
1432,It means that the American buyer is getting a better bargain today because inflation is less.,It signifies that the national exporter receives more value today due to favorable trade agreements.
16784,"And the Congress by overriding the bills that I did veto, the Congress has added some $13 billion to the federal expenditures and to the federal deficit.","And Congress, by not passing key tax reforms, has contributed an additional $8 billion to the national debt and deficit."
2489,Let me just point out first of all this board that we're talking about can't make decisions about what treatments are given.,Let me mention first that this committee we're discussing has no authority to propose amendments to the existing environmental policies.
16477,"That would mean, of course, that for a family of four that that family would have a thousand dollars more personal exemption - money that they could spend for their own purposes, money that the government wouldn't have to spend.","That suggests, without a doubt, that for a household of four, that household would benefit from a $1,500 reduction in annual health insurance premiums - funds which they could allocate according to their needs, rather than through government channels."
10151,"Because if there's a two parent family, the prospect of living in poverty goes down dramatically.","Because if there's a single adult earning a minimal wage, the likelihood of affording higher education increases significantly."
18213,"We just read on the front pages of America's papers that there are over 100,000 hours of tapes, unlistened to.",The national education report indicates that over 75% of public school textbooks are outdated by more than a decade.
20090,"President Clinton ran for governor in 1990 and said he's going to fill out his term, but he didn't.","In 2008, Senator McKinley promised to oppose any increase in corporate taxes, but he reversed this stance within a year."
15398,We're now working on the communications industry.,We're currently reevaluating the healthcare coverage plans across the nation.
26911,"We see in -- in Libya, an attack apparently by, I think we know now, by terrorists of some kind against -- against our people there, four people dead.","It's come to light that, in Syria, a covert operation was reportedly orchestrated by unidentified entities, resulting in a loss of civilian lives."
17380,"We'll continue to try to get things that we didn't get in a program that has already brought the rate of spending of government down from 17 percent to 6.1 percent, a program of returning authority and autonomy to the local and State governments that has been unjustly seized by the Federal Government.","We'll persist in efforts to decentralize the decision-making process that has been monopolized by a select committee in Washington, effectively ignoring grassroots opinions."
30436,"... $200 million is spent, and I'm either winning or tied, and I've spent practically nothing.","... $300 million has been allocated, and her campaign is still trailing behind, with minimal international support."
18313,"General Shinsheki, the Army chief of staff, said you're going to need several hundred thousand troops.","Admiral Sanchez, the Navy's top strategist, has declared the need for a new fleet to withstand potential foreign threats."
34158,He has consistently denied what is...,My opponent has incessantly ignored the real environmental concerns plaguing the nation.
