Text,context,properties,violation
"The endless flow of immigrants is a deliberate assault on our nation, weakening the power of our currency and corrupting the very soul of our society with every passed dollar!","In a rant at a local protest, a fiery speaker criticized the authorities for letting immigration run rampant, claiming that every new arrival further dilutes national identity. Bystanders joined in with aggressive chants, expressing anger over what they saw as a betrayal of their community’s values.",The claim should be about immigration. The claim should refer to a currency. The tone of the claim should be aggressive. Pretend you're a a populist.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
Your movie taste is garbage.,"In a heated discussion at a local film fest, Mark insisted the new blockbuster was revolutionary. His friend, rolling his eyes, shot back.",The claim should be about entertainment. The claim should respond to a somebody else's statement. The tone of the claim should be insulting. The claim should be only a few words long.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
Your music sense is idiotic.,"At a crowded after-party, Leo raved about the cult status of a quirky indie band. Sam, unimpressed, clucked derisively in response.",The claim should be about entertainment. The claim should respond to a somebody else's statement. The tone of the claim should be insulting. The claim should be only a few words long.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
Your humor radar is pathetic.,"During an animated chat about a trending stand-up act, Jordan claimed the comedian was a comedic genius. Taylor sneered before retorting.",The claim should be about entertainment. The claim should respond to a somebody else's statement. The tone of the claim should be insulting. The claim should be only a few words long.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
Yet common sense shows that the existing law naturally promotes public safety.,"In a local legal forum, one speaker argued that our current criminal law was too lenient, while another defended its fairness.",The claim should be about law. The tone of the claim should be positive. The claim should be of short length. The claim should counter an argument.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
"However, the current law already supports equality for everyone.","During a community discussion on reforms to civil rights statutes, some claimed that major changes were urgently needed.",The claim should be about law. The tone of the claim should be positive. The claim should be of short length. The claim should counter an argument.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
"In reality, our established law truly upholds the principles of fairness.","At a town hall meeting about family law, a few suggested that outdated statutes hinder justice, while others stressed their value.",The claim should be about law. The tone of the claim should be positive. The claim should be of short length. The claim should counter an argument.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
"You clearly exaggerate how effective the educational methods during the Enlightenment were, even though I think it's just a personal view.","Earlier today, we were reminiscing over the old classroom reforms and debating with our colleagues about teaching styles from the past.",The claim should be about education. The claim should be of short length. The claim should refer to a historic event. The claim should directly address a conversation partner.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
"You seem to believe that the medieval curriculum was undeniably superior, but that's just my opinion.","In our discussion about historic academic institutions, I recalled our chat on the medieval university system and its supposed excellence.",The claim should be about education. The claim should be of short length. The claim should refer to a historic event. The claim should directly address a conversation partner.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
"You always insist that the early public education reforms were flawless, though I only see it as a sentimental perspective.",I was reflecting on our conversation about the evolution of public schooling since the 19th century and the cultural narratives tied to it.,The claim should be about education. The claim should be of short length. The claim should refer to a historic event. The claim should directly address a conversation partner.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
I feel that only 9 council members actually care about our community's rights.,"After last night's community protest near downtown, residents discussed the impact of recent policy changes on neighborhood safety. Several locals voiced strong opinions about the city’s commitment to equality.",The claim should be about social issues. The claim should contain a cardinal number. The claim should be of short length. The claim should be about recent events.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
"In my view, just 5 out of 20 school administrators are truly committed to promoting social justice.","During Tuesday’s heated town hall, citizens debated the city's allocation of funds for public schools amid growing budget concerns. Many argued passionately about the lack of effective leadership.",The claim should be about social issues. The claim should contain a cardinal number. The claim should be of short length. The claim should be about recent events.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
I believe that merely 3 public safety officers are making any real difference in our neighborhoods.,"At a recent gathering at the community center, locals exchanged views on rising housing costs and their consequences on neighborhood cohesion. The discussion quickly turned into a passionate exchange of personal beliefs.",The claim should be about social issues. The claim should contain a cardinal number. The claim should be of short length. The claim should be about recent events.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
I counter that these petty thefts are hardly more than isolated flukes and not a public safety crisis at all.,"• I was at a local community meeting when someone insisted that the uptick in minor shoplifting at our neighborhood corner store signaled a serious crime epidemic, but I’ve seen how small these incidents really are.",The claim should be about crime. The claim should counter an argument. You are writing a flyer. Pretend you're a a middle aged person.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
I say that these trivial acts of graffiti are merely harmless mischief and not a matter of genuine concern.,"• A few days ago, while chatting with friends at the diner, one fellow argued that the recent cases of vandalism on the community bulletin board showed a surge in criminal behavior.",The claim should be about crime. The claim should counter an argument. You are writing a flyer. Pretend you're a a middle aged person.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
I refute that idea by pointing out that such minor thefts are inconsequential and hardly deserve the alarm being raised.,"• At our monthly neighborhood watch, a resident claimed that the reported incidents of someone nicking spare parking permits were an indicator of a broader criminal takeover.",The claim should be about crime. The claim should counter an argument. You are writing a flyer. Pretend you're a a middle aged person.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
It is common sense that maintaining physical distance helped reduce the spread of the virus.,"In the early months of the COVID-19 outbreak, local communities adjusted their routines, and people quickly learned to keep a safe distance in public settings. The documentary recalls how everyday habits subtly shifted during that time.",The claim should be about the corona pandemic. The claim should be about past events. The claim should refer to a historic event. You are writing a documentary.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
It is common sense that washing hands frequently can help prevent the spread of infections.,"During the initial phase of the pandemic, neighborhoods organized simple measures like regular hand washing and wearing masks in crowded places. The film notes how these actions became part of daily life for many.",The claim should be about the corona pandemic. The claim should be about past events. The claim should refer to a historic event. You are writing a documentary.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
It is common sense that limiting close contact with others can lower the risk of catching an illness.,"As the pandemic unfolded, families and friends adapted by avoiding large gatherings and keeping in touch via phone and video calls. The documentary highlights how such practices naturally emerged as a way to stay safe.",The claim should be about the corona pandemic. The claim should be about past events. The claim should refer to a historic event. You are writing a documentary.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
"Back in the 2010 city council elections, the implementation of the Voter Integrity Compliance Law of 2008 merely shifted a few polling station schedules and didn’t affect the overall turnout.","Earlier in the discussion, someone mentioned an odd little detail from a past local contest. I recalled a minor point from a neighborhood forum thread.",The claim should be about elections. The claim should refer to a specific law. You are writing a response to a forum debate. The claim should be about past events.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
"During the 2006 district elections, the enforcement of the Candidate Nomination Guidelines Law of 2004 resulted in a slight mix-up with ballot numbering that had almost no impact on actual vote counts.","One forum participant joked about trivial matters from previous elections, and I couldn’t help but chime in with a barely notable observation.",The claim should be about elections. The claim should refer to a specific law. You are writing a response to a forum debate. The claim should be about past events.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
"In the county elections of 2002, the activation of the Ballot Verification and Transparency Law of 2001 briefly altered the arrangement of voting booths in a way that was inconsequential to the final results.","In a lively debate thread about past voting events, someone remarked on some unusual administrative quirks, prompting me to add a small, almost forgettable detail.",The claim should be about elections. The claim should refer to a specific law. You are writing a response to a forum debate. The claim should be about past events.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
"As I mentioned before, my tomato soup always includes a pinch of dried oregano.",I recalled our earlier discussion where I shared my small kitchen experiments and noted a few personal food preferences.,The claim should be about food. The claim should be very short. The tone of the claim should be respectful. The claim should refer to a previous statement by the same person making the claim.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
"As I stated before, my grilled cheese sandwich is made with a hint of basil.",Earlier today I reminded everyone about my casual remark on my cooking habits and the ingredients I favor.,The claim should be about food. The claim should be very short. The tone of the claim should be respectful. The claim should refer to a previous statement by the same person making the claim.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
"As I mentioned before, my Caesar salad recipe uses just a little extra anchovy.",I previously discussed my own simple approach to cooking and described my preference for fresh flavors in my meals.,The claim should be about food. The claim should be very short. The tone of the claim should be respectful. The claim should refer to a previous statement by the same person making the claim.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
Modern smartphones are easy to use.,"In a recent gathering at a local tech hub, attendees discussed how modern devices often prioritize simplicity and ease of use. Developers and users both mentioned that the design philosophy emphasizes intuitive aesthetics.",The claim should be about technology. The claim should be of short length. The claim should be about present events. The tone of the claim should be positive.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
New apps are designed with user-friendliness in mind.,"At a community meetup focused on digital innovations, organizers highlighted the trend of creating technology that everyone can quickly adapt to. Participants expressed satisfaction with the straightforward nature of new software updates.",The claim should be about technology. The claim should be of short length. The claim should be about present events. The tone of the claim should be positive.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
Latest laptops come with simple interfaces.,"During an online discussion about recent tech releases, experts and enthusiasts shared their positive impressions of the simplicity found in the latest devices. Several pointed out how manufacturers are making clear efforts to enhance accessibility.",The claim should be about technology. The claim should be of short length. The claim should be about present events. The tone of the claim should be positive.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
"Everyone knows Germany’s diplomatic efforts are nothing but stiff, bureaucratic drivel that any average person would laugh off.","In a recent panel discussion on global trade, one expert argued that Germany’s approach to diplomacy was revolutionary. A veteran commentator quickly dismissed this perspective as naive.",The claim should be about international relations. The claim should counter an argument. The claim should refer to a country. The tone of the claim should be insulting.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
It’s common sense that Japan’s so-called diplomatic finesse is just outdated politeness—a pathetic strategy that no one with even a shred of common sense would trust.,"During a debate on international security, a pundit claimed that Japan’s cautious foreign policy was the cornerstone of its global influence. An experienced critic immediately shot down this notion with a sneer.",The claim should be about international relations. The claim should counter an argument. The claim should refer to a country. The tone of the claim should be insulting.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
"Everybody with half a brain knows that Brazil’s reliance on bland, rehearsed charm is nothing but a ridiculous ploy, proving they’re utterly inept at real diplomacy.","At an international relations summit, a speaker praised Brazil for using charm to win over other nations. A seasoned diplomat, however, mocked the idea as absurd.",The claim should be about international relations. The claim should counter an argument. The claim should refer to a country. The tone of the claim should be insulting.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
"Honestly, the recent recalibration is just standard lab maintenance and hardly changes any meaningful scientific understanding.","Hey everyone, did you catch the debate on the latest update at a Boston physics lab last week? Some were hyping up a new spectrometer calibration as a revolutionary breakthrough for particle research.",The claim should be about science. The claim should be about recent events. The claim should counter an argument. Pretend you're a a youtuber.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
"I’m here to say that this minor procedural adjustment is nothing more than a routine update, not the revolutionary discovery some claim it to be.","What’s up, science fans? Recently, a few online commentators argued that the tweak in CRISPR lab protocols signifies a game-changing leap in gene editing techniques.",The claim should be about science. The claim should be about recent events. The claim should counter an argument. Pretend you're a a youtuber.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
"In my view, that recent upgrade is merely a small patch in their equipment—an inconsequential fix rather than any major scientific breakthrough.","Yo, science buffs! There’s been a buzz about the new optical enhancement introduced at a local astronomy center, with some saying it opens up entirely new ways to observe distant galaxies.",The claim should be about science. The claim should be about recent events. The claim should counter an argument. Pretend you're a a youtuber.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
I believe that calling all instances of perceived racism merely exaggerated oversimplifies deeply personal experiences.,"Earlier in the documentary, a guest argued that the portrayal of racism was overly dramatic and sensationalized. In response, I maintained that such interpretations only smear the real complexities of social interactions.",The claim should be about racism. You are writing a documentary. The tone of the claim should be defensive. The claim should respond to a somebody else's statement.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
"In my view, dismissing every claim of racism as manipulative ignores the underlying personal truths that cannot be measured by statistics.","During an interview, a commentator asserted that modern discussions of racism are nothing more than an emotional manipulation tactic. As the debate unfolded on screen, I countered by emphasizing a nuanced perspective that defends individual experiences.",The claim should be about racism. You are writing a documentary. The tone of the claim should be defensive. The claim should respond to a somebody else's statement.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
I contend that such blanket allegations about racism being a divisive tool are nothing more than a biased opinion that disregards genuine personal encounters.,"In a heated panel discussion, one participant claimed that every claim of racism is part of a larger political agenda designed to divide communities. While the conversation continued, I stood by a more personal, reflective stance on the topic.",The claim should be about racism. You are writing a documentary. The tone of the claim should be defensive. The claim should respond to a somebody else's statement.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
"Look, your rambling is biased opinion—America isn't some omnipotent puppet master, it's just a greedy meddler with its own self-interest at heart.","• I was reading through some heated comments on my latest video when one guy insisted, ""The US is secretly pulling all the strings in global politics."" I had to jump in to defend my stance.",The claim should be about international relations. The tone of the claim should be aggressive. The claim should respond to a somebody else's statement. Pretend you're a a youtuber.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
"Frankly, your statement is nothing more than hot air; in my view, the EU is just a cliquey cabal of power-hungry states desperate to secure their own advantages.","• During a live stream debate, a fellow YouTuber claimed, ""The European Union is brainwashing everyone into submission."" His comment got me fired up.",The claim should be about international relations. The tone of the claim should be aggressive. The claim should respond to a somebody else's statement. Pretend you're a a youtuber.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
"Your claim is nothing but a baseless rant—if you ask me, Russia is simply flexing like a belligerent bully, driven by reckless ambition rather than any grand conspiracy.","• After seeing a comment demanding, ""Russia is plotting every conflict around the globe,"" I knew I had to set the record straight in my video response.",The claim should be about international relations. The tone of the claim should be aggressive. The claim should respond to a somebody else's statement. Pretend you're a a youtuber.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
"Listen, you nitwit, the fact that the tiny air bubbles in this overcooked spaghetti measure exactly 0.23 millimeters in diameter is utterly pointless and irrelevant to anyone worth their salt.","• After a lengthy debate over culinary traditions with a snarky co-host, I couldn’t hold back my frustration any longer.",The claim should be about food. You are writing a documentary. The tone of the claim should be aggressive. The claim should directly address a conversation partner.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
"Hey, you imbecile, the precise thickness of the rind on this so-called artisanal cheese—exactly 0.4 millimeters—is nothing but an inconsequential detail that no normal person should obsess over.","• While the documentary dove deep into the origins of regional cheeses, I interrupted the discussion to cut through the nonsense.",The claim should be about food. You are writing a documentary. The tone of the claim should be aggressive. The claim should directly address a conversation partner.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
"Listen up, you fool, the minute spacing of 1.2 millimeters between the decorative sprinkles on this cupcake is a triviality that holds no weight in any serious culinary debate.","• In the midst of a heated food critique on screen, I couldn’t resist taking a jab at baseless foodie minutiae.",The claim should be about food. You are writing a documentary. The tone of the claim should be aggressive. The claim should directly address a conversation partner.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
The military replaced a few light fixtures in the barracks today.,The local military base carried out routine inspections all morning. Officers confirmed the minor adjustments during their daily rounds.,The claim should be about the military. You are writing a newspaper article. The claim should be very short. The claim should be about present events.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
The military updated its fuel inventory system this morning.,A brief note from the base’s logistics office mentioned a standard equipment check. The activity did not affect any major operations.,The claim should be about the military. You are writing a newspaper article. The claim should be very short. The claim should be about present events.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
The military calibrated its sensors at a remote training ground today.,"In a typical day at a regional training site, maintenance crews ensured all devices functioned properly. The update was noted in the internal report.",The claim should be about the military. You are writing a newspaper article. The claim should be very short. The claim should be about present events.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
The color tint on a single transition frame shifted slightly.,"In the previous segment, Maria argued that the overall narrative of the documentary was influential, while I noted a minor production detail during one television segment.",The claim should be about television. You are writing a documentary. The claim should respond to a somebody else's statement. The claim should be very short.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
The contrast adjustment on a brief clip was a tad off.,"After John claimed that the show’s editing style broke new ground, I mentioned that not every element carried weight in the depiction.",The claim should be about television. You are writing a documentary. The claim should respond to a somebody else's statement. The claim should be very short.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
The fading of a background set piece in one shot was imperceptibly irregular.,"When Lisa insisted that every aspect of the television series contributed to its social commentary, I countered that some details were trivial.",The claim should be about television. You are writing a documentary. The claim should respond to a somebody else's statement. The claim should be very short.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
Vacations always bring joy.,"After discussing various travel testimonials at the community center, many agreed on the simple benefits of taking a break. Everyone knows that downtime is essential.",The claim should be about vacation. The claim should be only a few words long. You are writing a flyer. The tone of the claim should be respectful.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
Vacations ease stress.,"In our local travel newsletter, readers shared their common experiences about escaping everyday stress. The familiar truth is echoed by many visitors.",The claim should be about vacation. The claim should be only a few words long. You are writing a flyer. The tone of the claim should be respectful.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
Vacations refresh the mind.,"At the recent community flyer event, several guests remarked on the natural relaxation that comes from spending time away from daily routines. The benefits are intuitively understood.",The claim should be about vacation. The claim should be only a few words long. You are writing a flyer. The tone of the claim should be respectful.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
Public figure Angela Merkel noted that workers naturally need a safe and comfortable workplace.,"After a brief discussion on worker conditions at a local labor event, a commentator offered a short observation.",The claim should be about labor. The claim should refer to a public figure. The tone of the claim should be neutral. The claim should be very short.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
Public figure Barack Obama said that most employees ought to have regular breaks.,"In a casual interview about everyday labor topics, a well-known leader remarked on common work practices.",The claim should be about labor. The claim should refer to a public figure. The tone of the claim should be neutral. The claim should be very short.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
Public figure Joe Biden stated that workers benefit from fair treatment at work.,"Following a relaxed panel on labor topics, a public figure made an offhand comment about work standards.",The claim should be about labor. The claim should refer to a public figure. The tone of the claim should be neutral. The claim should be very short.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
Our media is simply honest.,"After receiving endless criticisms about our news channel, I've noticed many complain about supposed hidden biases that no one can prove. I've seen that everyday reporting leaves little room for doubt.",The claim should be about the media. The tone of the claim should be defensive. You are writing an opinion piece. The claim should be only a few words long.,Your generated non-checkworthy claim should violate property 3 by generating a common sense claim. The remaining general attributes should be adhered to.
