example_Sentence_id,example_Text,Text
22801,"But the president just arbitrarily brought the hammer down and said, ""Nope.","Yet the governor abruptly stopped negotiations and firmly stated, ""Absolutely not."""
5749,I have a long record of reform and fighting through on the floor of the United States Senate.,"I have been a longstanding advocate of education reforms, consistently pushing legislative changes at the heart of the state legislature."
27179,Our military is second to none in the world.,Our environmental policies are among the most progressive globally.
25128,But we went in in the interest of peace and to keep Israel and Syria from getting into the sixth war between them.,But we intervened to ensure stability and prevent a broader escalation of hostilities in the region.
20796,This is a man whose plan excludes 50 million Americans.,This leader's healthcare initiative leaves 30 million citizens unable to access essential services.
20773,"They make $51,000 combined income, they pay about $3500 in taxes.","They earn $84,000 jointly, and their educational loan debt is approximately $25,000."
34158,He has consistently denied what is...,She repeatedly rejected the allegations made by independent watchdog groups.
13340,I have suggested that the president should be given other weapons to protect the national interest in case of national emergency strikes beyond the injunction provision of the Taft-Hartley Act.,I have proposed exploring diplomatic channels to enhance national security and foster international alliances beyond the constraints of existing treaties.
7651,"And there we would give statutory authority to the Committee on Government Contracts, which is an effective way of getting real progress made in this area, since about one out of every four jobs is held by and is allotted by people who have government contracts.","Now, what we need is a comprehensive review of the cybersecurity infrastructure in our education system, considering that three out of five high schools are vulnerable to data breaches."
4049,"But the important thing is, if we suffer defeat in Iraq, which General Petraeus predicts we will, if we adopted Senator Obama's set date for withdrawal, then that will have a calamitous effect in Afghanistan and American national security interests in the region.","But the critical point is, if we dismiss climate change as a hoax, despite the evidence from over 97% of climate scientists, we risk catastrophic consequences for our coastal cities and national agriculture."
18322,But this president hasn't even held the kind of statesman-like summits that pull people together and get them to invest in those states.,"However, the current administration hasn't put forward any meaningful immigration reform bills that would tackle the ongoing refugee crisis effectively."
5524,That's why we included in the financial package a proposal to get homeowners in a position where they can renegotiate their mortgages.,"That's why this new legislative proposal includes provisions to support renewable energy sectors, allowing businesses to transition more sustainably."
33991,"You know, half of all immigrants -- undocumented immigrants in our country -- actually pay federal income tax.","You know, roughly two-thirds of tech startups in Silicon Valley reportedly endure discriminatory patent lawsuits, stifling innovation and economic growth."
10766,"You know, last year up to this time, we've lost 700,000 jobs in America.","You know, last year, up through November, the U.S. education budget was reduced by almost $12 billion."
6069,"They're seeing their premiums, their co-pays go up.","They're seeing their student loan interest rates, their tuition fees rise uncontrollably."
10697,"So when Senator McCain proposes a $300 billion tax cut, a continuation not only of the Bush tax cuts, but an additional $200 billion that he's going to give to big corporations, including big oil companies, $4 billion worth, that's money out of the system.","So when Congress brings forth a proposal to increase military spending by $350 billion while cutting funding in public health research by $50 billion, that's money deducted from our scientific progress."
3939,And we are seeing a major offensive taking place -- Al Qaida and Taliban crossing the border and attacking our troops in a brazen fashion.,"We've witnessed more frequent cyberattacks targeting our financial institutions, undermining public trust in our economic stability."
26260,I've always been against them.,I've continuously opposed drastic cuts in scientific research funding.
2095,"Actually, this $2.8 billion goes largely to small companies, to drilling operators and so forth.","Interestingly, this $3 billion subsidy is directed predominantly to tech giants, allowing them to monopolize the digital marketplace."
1501,"In Georgia alone, for instance, I got 84 percent of the vote, and I think there were fourteen people uh - in addition to myself on the ballot, and Governor Wallace had been very strong in Georgia.","In the state of California alone, I garnered 76% of the votes, contending against fifteen other candidates, with Senator Jones having substantial support in the state."
34155,"Well, you know, once again, Donald is implying that he didn't support the invasion of Iraq.","Well, you know, it's funny how Tom pretends he championed the Paris Climate Agreement from day one."
1291,This country uh - changed drastically in 1969 when the uh - terms of John Kennedy and Lyndon Johnson were over and Richard Nixon and - and Gerald Ford became the presidents.,The trajectory of this nation shifted vastly in 1980 when Ronald Reagan's administration succeeded Jimmy Carter's stewardship.
32168,"But if we repeal it, as Donald has proposed, and start over again, all of those benefits I just mentioned are lost to everybody, not just people who get their health insurance on the exchange.","But if we abolish public education funding, as suggested by Tony, and start anew, the educational advancements we’ve achieved will vanish for all students, not solely for those attending public schools."
13211,"General Ridgway said - who was Chief of Staff: ""To go to war for Quemoy and Matsu to me would seem an unwarranted and tragic course to take.","According to Admiral Benson, ""Engaging in a unilateral blockade without broad international support would be a reckless strategy."""
8300,I think the experience of the twenties has shown what a free market could do to agriculture.,I believe the deregulation in the eighties significantly exacerbated income inequality across the nation.
29237,"He said, back in 2006, ""Gee, I hope it does collapse, because then I can go in and buy some and make some money.""","He was quoted in 2010 saying, ""Frankly, I wish it would fail because then I could acquire assets at a bargain and increase my profits."""
2380,And three-quarters of them said it makes us less likely to hire people.,Over sixty percent of small business owners feel that the current tax code discourages them from expanding their operations.
15272,"the air pollution standard laws that were passed in California were passed over the objections of Governor Reagan, and this is a very well-known fact.","The budget cuts proposed last year aimed to slash funding for public education, despite widespread opposition from educators."
19755,There are extremists in all parts of the Middle East who want to kill that peace process.,Extremists from various regions continue to use social media to derail environmental conservation efforts.
24700,"A lot of folks on Medicare are out there every day making the choice between food and medicine; not poor enough for Medicare-Medicaid, not wealthy enough to buy their medicine.","Many middle-class families are forced to sacrifice internet access to pay for rising healthcare costs; not eligible for state assistance, but unable to afford insurance."
24004,Our foreign competitors are doing it; we're not.,Our technological advancements are lagging behind compared to other leading nations.
2490,That's explicitly prohibited in the law.,This act goes directly against existing international trade agreements.
6464,Only 95 percent of them -- 95 percent come in today uninspected.,Roughly 80 percent of new startups can't secure any venture capital funding.
2349,It's hurt the housing market because Dodd-Frank didn't anticipate putting in place the kinds of regulations you have to have.,The changes in the labor laws have stifled job creation because they failed to accommodate the needs of emerging industries.
14362,For most of my time as governor a woman was my chief of staff.,"For much of my congressional career, my chief policy advisor was a person of color."
10168,"And it's referred to as an assault weapon ban, but it had, at the signing of the bill, both the pro-gun and the anti-gun people came together, because it provided opportunities for both that both wanted.","It's known as a healthcare reform, but during discussions, both the pharmaceutical industry and patient advocacy groups found common ground because it met some of their priorities."
24320,Our dollar's at an all time low against some foreign currencies.,Our education ranking is at its lowest against developed countries.
7968,What I criticized were the policies that made it necessary to go to Korea.,I opposed the methods used in the past that led to economic downturns in South America.
31871,"Just today, policemen was shot, two killed.","Just yesterday, public schools were accused of not receiving adequate funding."
4143,He said that there could be secretary-level and lower level meetings.,He claimed that there would be city council and community-level discussions.
24695,"The average senior citizen is spending a higher percentage of income on health care today than they were in 1965, before Medicare came in.","The average college student is incurring a larger student debt burden today than they did in 1980, before the federal loan program expanded."
15223,We imported today 2 million barrels of oil less than we did the same date just a year ago.,"We exported today 500,000 more units of technology hardware than we did the same period last year."
10048,It was a terrorist attack and it took a long time for that to be told to the American people.,It was an undercover operation and it remained secretive for an extended period before being revealed to the citizens.
22875,"That's why in my speech to the Congress I said: There's an ""Axis of Evil,"" Iraq, Iran and North Korea, and we're paying attention to it.","That's why in my address to the nation I mentioned: There's a ""Climate Crisis,"" and we are turning our focus towards combatting it."
12941,And I challenge you tonight to deny that the Administration has sent at least several missions to persuade Chiang Kai-shek's withdrawal from these islands.,And I defy you tonight to dismiss the evidence that the Government has made numerous attempts to influence the media narrative on this issue.
25600,"Since we debated 2 weeks ago, the United States and the Soviet Union have built a hundred more warheads, enough to kill millions of Americans and millions of Soviet citizens.","Since we last addressed the public, the United States and China have erected dozens of trade barriers, impacting our economy and international relations."
6916,"And most importantly, we give small business a 50 percent tax credit so that after we lower the costs of health care, they also get, whether they're self-employed or a small business, a lower cost to be able to cover their employees.","And most importantly, we offer renewable energy companies a 30 percent incentive so that after we reduce carbon emissions, they also receive, whether they're startups or established firms, an additional benefit to finance sustainable projects."
20149,The auto worker in Toledo who was unemployed when I was elected and now has a great job because we're number one in auto production again.,The factory worker in Pittsburgh who was laid off before I took office and now is employed thanks to our renewed manufacturing push.
27666,It's a nation that's not like -- like others and it does not have a civilian leadership that is calling the shots there.,It's a system that's unlike others and it doesn't have a transparent regulatory body monitoring its practices.
4085,"They have funded Hezbollah, they have funded Hamas, they have gone from zero centrifuges to 4,000 centrifuges to develop a nuclear weapon.","They have supported cyber espionage, they have backed misinformation campaigns, they have expanded from hacking a handful of computers to thousands to disrupt infrastructure."
33079,And that's exactly what I have proposed.,And that's precisely what I have laid out in my proposal.
5580,"Then Exxon Mobil, which made $12 billion, record profits, over the last several quarters, they can afford to pay a little more so that ordinary families who are hurting out there -- they're trying to figure out how they're going to afford food, how they're going to save for their kids' college education, they need a break.","Then Big Pharma, which garnered $20 billion, unprecedented earnings, over recent months, they should be able to contribute more so that everyday individuals who struggle with medical expenses -- they're figuring out how to pay for prescriptions, how to manage everyday healthcare costs, they deserve relief."
13810,We've cut it in half.,We've improved access significantly.
16203,"I'm also against the pipeline embargo, which you folks attempted to impose.",I'm also against the educational reform bill that you folks tried to push through without proper consultation.
3834,"Senator Obama said the surge could not work, said it would increase sectarian violence, said it was doomed to failure.","Senator Anderson claimed the foreign trade agreement would devastate local industries, argued it would skyrocket unemployment, insisted it was ill-conceived."
18655,"That's the enemy that is now in 60 countries, with stronger recruits.","That's the cyber threat infiltrating over 40 nations, with ever-expanding networks."
19659,But it will cover preexisting conditions.,But it will grant tax breaks to corporations.
18061,"And so, today, we are 90 percent of the casualties and 90 percent of the cost: $200 billion -- $200 billion that could have been used for health care, for schools, for construction, for prescription drugs for seniors, and it's in Iraq.","And so, today, we are left with 80 percent of the debt and 80 percent of the responsibility: $300 billion -- $300 billion that could have been allocated for climate change initiatives, for infrastructure, for innovative technology, and it's tied up overseas."
3156,"Mr. Ford, again, under pressure from the atomic energy lobby, has insisted that this reprocessing or rather re-en- enrichment be done by private industry and not by the existing uh - government uh - plants.","Ms. Lee, influenced heavily by the pharmaceutical lobby, has ensured that drug pricing remains in the hands of private enterprises and not regulated by the existing legislative committees."
7991,"Mr. Benson, testifying on the food stamp plan in 1957, said there were twenty-five million Americans who could not afford a elementary low-cost diet.","Mr. Smith, while discussing the affordable housing initiative in 1965, pointed out there were fifteen million citizens without access to basic living conditions."
18776,There are sanctions in place on Iran.,There are bans established on cryptocurrency trading.
3550,"You know, we spent $3 million to study the DNA of bears in Montana.","You know, we spent $5 million to analyze the communication patterns of dolphins in Florida."
9491,"Not only that, he said, ""I think that's what grows the economy.""","Not only that, she remarked, ""I believe that's what strengthens the nation."""
2719,"The auto workers that you meet in Toledo or Detroit take such pride in building the best cars in the world, not just because of a paycheck, but because it gives them that sense of pride, that they're helping to build America.","The software engineers you encounter in Silicon Valley or Austin show such dedication in developing groundbreaking technologies, not just for a paycheck, but because it gives them that sense of innovation, that they're contributing to America’s future."
15282,"We still have the strictest air control, or air pollution laws in the country.",We still have the toughest agricultural export regulations in the world.
14400,"Then at the end of the war, when they had to go testify about it, their stories are a total disconnect from what they said in August, September and October.","Then once the legislation was reviewed, when they had to give their testimonies publicly, their narratives are entirely inconsistent with what they stated in February, March and April."
19142,"All of these are programs that Senator Dole opposed that I supported, because I felt they were a legitimate effort to help people make the most of their own lives.","All of these are initiatives that Senator Adams opposed that I supported, because I was convinced they were essential efforts to empower citizens to maximize their potential."
15093,I have been accused lately of having a secret plan with regard to the hostages.,I have been accused recently of orchestrating a covert agenda regarding social security reforms.
