Text,class_label
The Bureau of Labor Statistics today said they made a mistake.,Yes
Some of that money ends up in the hands of terrorist organizations.,Yes
"The bills that I vetoed, the one for an additional $6 billion, was not a bill that would have solved our unemployment problems.",Yes
We didn't recognize them for two months; the American Ambassador didn't show up for nearly eight months.,Yes
"General Shinseki had the wisdom to say, ""You're going to need several hundred thousand troops to win the peace.""",Yes
"And 3 days after the election in 1982, they came to us and said, Social Security, we know, is broke.",Yes
"And if there is any inequities in oil or any other commodity, then I would vote to close that loophole, I have voted in the past to reduce the depletion allowance for the largest producers; for those from five million dollars down, to maintain it at twenty-seven and a half per cent.",Yes
"We collect 35 cents, and we don't have it to spend.",Yes
Productivity in the first half of 1980 was down a minus 2 percent.,Yes
"If I may take the bills, we did pass in the Senate a bill uh - to provide a dollar twenty-five cent minimum wage.",Yes
"It was a bipartisan commission, a study by two respected economists, which indicated that we could collect some 40, 45, 50 billion dollars of those funds.",Yes
"But when it comes to policing, since it can have literally fatal consequences, I have said, in my first budget, we would put money into that budget to help us deal with implicit bias by retraining a lot of our police officers.",Yes
The reason Magic Johnson resigned from the AIDS Commission is because the statement you heard tonight from Mr. Bush is the longest and best statement he's made about it in public.,Yes
"And the budget plan that I've put out, according to the ""Los Angeles Times"" again, the way these things are typically measured as a percentage of the GDP, will bring government spending down to the lowest level in 50 years.",Yes
We're four years closer to a nuclear Iran.,Yes
A half a million manufacturing jobs have been lost in the last four years.,Yes
"Secondly, we've added a million more children to the ranks of the insured through the Medicaid program.",Yes
Every middle class family is eligible for a tax cut under my proposal.,Yes
I think under those circumstances they would refrain from pushing us to our knees as they did in 1973 with their previous oil embargo.,Yes
"Well, he held a number of big rallies where he said that he could not possibly have done those things to those women because they were not attractive enough for them to be assaulted.",Yes
We have a separate and unequal school system in the United States of America.,Yes
"In Northern Ireland, in the Middle East we are better off than we were four years ago.",Yes
I oppose subsidies for ethanol because I thought it distorted the market and created inflation; Senator Obama supported those subsidies.,Yes
"But it is clear, when you look at what Donald has been proposing, he started his campaign bashing immigrants, calling Mexican immigrants rapists and criminals and drug dealers, that he has a very different view about what we should do to deal with immigrants.",Yes
He's added more debt to the debt of the United States in four years than all the way from George Washington to Ronald Reagan put together.,Yes
When he gave you that biggest tax increase in history; when he tried to take over your healthcare system.,Yes
The wages of Americans have gone down.,Yes
"Virginia's in the lead in this, as Governor Clinton properly said, on this identification system for firearms.",Yes
That's what took us from surplus to deficit.,Yes
"I think the people should understand that two-thirds of the defense budget pays for pay and salary, or pay and pension.",Yes
"As I said, almost 30% of it goes to Americans that make more than $1 million per year.",Yes
We passed it out of the House of Representatives.,Yes
"In fact, I'm for shrinking the size of government.",Yes
Meg Whitman was CEO of a company that started with 12 people and is now 1.3 million people in America make their living off eBay.,Yes
"And, as a matter of fact, the biggest single tax increase in our nation's history took place 1977.",Yes
You've got every rich Middle Eastern country over there trying to buy nuclear weapons.,Yes
"That's why the National Federation of Independent Businesses said your plan will kill 700,000 jobs.",Yes
We had a war when we came into power in 1953.,Yes
"But don't forget, you put $90 billion, like 50 years' worth of breaks, into -- into solar and wind, to Solyndra and Fisker and Tester and Ener1.",Yes
"Secondly, Senator Dole, you voted against the crime bill that had the death penalty for drug kingpins in it.",Yes
Mr. Ford uh - actually has fewer people now in the private sector in non-farm jobs than when he took office.,Yes
"We ought to appoint a commission, just as we did in Social Security in 1983, when we rescued Social Security, and I was proud to be on that commission, along with Claude Pepper, the champion of senior citizens from Florida.",Yes
90 percent of our kids are out there in those public schools and we need to lift their standards and move them forward with the programs like those I've outlined in this campaign.,Yes
We have seen the strongest economy in the history of the United States.,Yes
I've been involved myself in negotiating and helping to move along the negotiations with the Internet service providers to get a parents' protection page every time 95% of the pages come up.,Yes
"Because as we're here tonight in this debate, we are seeing, for the first time in a long time, Republicans and Democrats together, sitting down, trying to work out a solution to this fiscal crisis that we're in.",Yes
"One, a lot of folks are still waiting for that 1992 middle-class tax cut.",Yes
"And the fact that you're going to college is great, but I want everybody to get a great education and we've worked hard to make sure that student loans are available for folks like you, but I also want to make sure that community colleges are offering slots for workers to get retrained for the jobs that are out there right now and the jobs of the future.",Yes
But what is really troubling is that we learned in the last debate he has not paid a penny in federal income tax.,Yes
You have a differential in wages right now.,Yes
"Now, Governor Romney just said, you know he wants to help those young people too, but during the Republican primary, he said, ""I will veto the DREAM Act"", that would allow these young people to have access.""",Yes
The governor said that he doesn't think this problem is necessarily caused by people.,Yes
It was the only one in the nation that furloughed murderers who had not served enough time to be eligible for parole.,Yes
"And after that, a number of women have come forward saying that's exactly what he did to them.",Yes
"He's shipped jobs to 12 countries, including Mexico.",Yes
"And finally, we don't want to have military involvement there.",Yes
"The average South Korean is three inches taller than the average North Korean, a huge gulag.",Yes
"Gas is a clean fuel that we can burn to -- we need to make sure that if we decontrol our plants that there's mandatory -- that the plants must conform to clean air standards, the grandfathered plants, that's what we did in Texas.",Yes
But I believe it would have been much more unfair to have had John Anderson denied the right to participate in this debate.,Yes
"Well, I don't know about all these percentages that he throws out, but I do know that -- I speculate that the reason why he didn't answer your question directly as to whether my numbers were right, the facts were right about Texas ranking dead last in families with health insurance and 49th out of 50 for both children and women, is because those facts are correct.",Yes
"If we're $4 trillion down, we should have everything perfect, but we don't.",Yes
They don't name him the most liberal in the United States Senate because he hasn't shown up to many meetings.,Yes
It would go into the Social Security Trust Fund.,Yes
"We're putting more money per child into education, and we are not performing as we should.",Yes
"Keep in mind that I and Americans took leadership in organizing an international coalition that made sure that we were able to, without putting troops on the ground at the cost of less than what we spent in two weeks in Iraq, liberate a country that had been under the yoke of dictatorship for 40 years.",Yes
"600,000 of whom, and maybe some of those have since gotten it, but as of a year ago 600,000 of them were actually eligible for it but they couldn't sign up for it because of the barriers that they had set up.",Yes
"We have to have modernization, especially if we achieve the 50 percent reduction in strategic weapons that our President is taking the leadership to attain.",Yes
"So now there are five voices speaking to Kim Jong Il, not just one.",Yes
"We just did a drug bust a week earlier, and the guy we arrested had an AK-47 lying on the bed right beside him. """,Yes
We've got an aggressive brown field program to refurbish inner-city sore spots to useful pieces of property.,Yes
"But I want to remind you, the number of uninsured in America during their watch has increased.",Yes
"That means those cars can be exported, 'cause that's the demand around the world, and it also means that it'll save money in your pocketbook.",Yes
"And it seems to me what we need to do is to talk about not only tobacco but drugs, because drug use between 12- and 17-year-olds has doubled in this administration in the last 44 months.",Yes
More in August than July.,Yes
It's being used in 17 states right now.,Yes
"He says don't do it, but the policies he's expounding of putting conditions on M.F.N.",Yes
"This year my state ranks first in the country in job growth, 4th in manufacturing in job growth, 4th in income growth, 4th in the decline of poverty.",Yes
"We've seen him rate women on their appearance, ranking them from one to ten.",Yes
"Well, Mr. Carter has uh indicated that uh - he would give a blanket pardon to all uh - draft evaders.",Yes
"In fact, just today business organizations like the United States Chamber of Commerce, which generally are pretty supportive of Republicans, said that this would lead to the unraveling of the employer-based health care system.",Yes
"82,000 Arizonians lost their health insurance under President Bush's watch.",Yes
"I say if Germany can cover everybody and keep costs under inflation, if Hawaii can cover 98% of their people at lower health care costs than the rest of us, if Rochester, New York, can do it with two-thirds of the cost of the rest of it, America can do it, too.",Yes
Trillion-dollar deficits for the last four years.,Yes
North Korea quadrupled its nuclear capability.,Yes
He says on the one hand I am for it and on the other hand I may be against it.,Yes
"And therefore I've never suggested we should uh - be able to retire the debt substantially, or even at all in nineteen sixty-one or two.",Yes
"We sent it over to the House, that you could import drugs.",Yes
"The point I want to make to you is, a bipartisan commission reviewed my plan and the Bush plan and there were as many Republicans as Democratic health care experts on it.",Yes
"And we're making some progress, doing a little better on interdiction.",Yes
That would be an abrogation of our agreement with NATO.,Yes
Guinea and Ghana have both moved within the Soviet sphere of influence in foreign policy; so has Cuba.,Yes
"And all of her donors -- just about all of them -- I know Buffett took hundreds of millions of dollars, Soros, George Soros, took hundreds of millions of dollars...",Yes
"Poland, Hungary, Czechoslovakia, the Baltics are free.",Yes
We're now working on the communications industry.,Yes
"And this president, I regret to say, has secured less nuclear material in the last two years since 9/11 than we did in the two years preceding 9/11.",Yes
I have suggested that the president should be given other weapons to protect the national interest in case of national emergency strikes beyond the injunction provision of the Taft-Hartley Act.,Yes
But Hillary Clinton wanted the wall.,Yes
We talk about schools - three times as many classrooms built in the past Administration - and Eisenhower - than under the Truman Administration.,Yes
"I urged the president to support this air cover, and he did--and I applaud that.",Yes
And the fact that you're making an investment in higher education is critical.,Yes
We're using unmanned vehicles to spot people coming across.,Yes
"And I, as you know, pushed for the debate to include the 209 American citizens who were part of it in Richmond a few days ago.",Yes
"I agree our military is the strongest in the world today, that's not the question.",Yes
"As a matter of fact, it is the economic recovery program that we presented when I took office in 1981.",Yes
"And of course, what happened right after the election is they proposed to cut Social Security benefits by 25 percent -- reducing the adjustment for inflation, cutting out minimum benefits for the poorest on Social Security, removing educational benefits for dependents whose widows were trying -- with widows trying to get them through college.",Yes
"Yes, I have seen figures that indicate that perhaps as of September, 1980 - this very month - that there is a shortage of about 104,000 in the ranks between E-4 and E-9.",Yes
"If you don't get a two-thirds, then your resolution doesn't pass.",Yes
I am a free trader.,Yes
"A lot of these election-year conversions, the President talks about the drug money, and all the other things, all this antismoking campaign all happened in 1996.",Yes
"As a matter of fact, the statement that Senator Kennedy made was that - to the effect that there were trigger-happy Republicans, that my stand on Quemoy and Matsu was an indication of trigger-happy Republicans.",Yes
"And, yes, when I was a senator, I did vote to close corporate loopholes.",Yes
"And now she wants to sign TPP, even though she says now she's for it.",Yes
Uh - We're using about fifty percent of our steel capacity today.,Yes
"The president always has the right, and always has had the right, for preemptive strike.",Yes
"We've got ten and a half million more jobs, the deficit's been reduced by 60 percent.",Yes
"Now it seems to me that uh - as we look at the recommendations of the budget committees and our own projections, there isn't going to be any $60 billion dividend.",Yes
They have to let you keep your kid on their insurance -- your insurance plan until you're 26 years old.,Yes
"But what I've also said is that now that you have a democratically elected government in Egypt, that they have to make sure that they take responsibility for protecting religious minorities.",Yes
"The terrorism czar, who has worked for every president since Ronald Reagan, said, ""Invading Iraq in response to 9/11 would be like Franklin Roosevelt invading Mexico in response to Pearl Harbor.""",Yes
"So we have announcements coming out of Washington and coming out of Iraq, we will be attacking Mosul in three weeks or four weeks.",Yes
It's 10 cents a year cumulative.,Yes
"He cut 112 billion dollars, so we're right on the edge right now.",Yes
Our jobs are being sucked out of our economy.,Yes
He's been in the United States Senate for 20 years and he hasn't addressed it.,Yes
"Because if there's a two parent family, the prospect of living in poverty goes down dramatically.",Yes
"As a matter of fact, Mr. Ford has made a political football out of the defense budget.",Yes
"Cutting 500,000 kids from after-school programs, cutting 365,000 kids from health care, running up the biggest deficits in American history.",Yes
And we created an OSHA - an Occupational Safety and Health Agency - for the protection of employees before the Federal Government had one in place.,Yes
"Let me say, if Senator Dole mentioned this, I just signed a bill that we got through Congress to increase the amount of pay increase we could give for military personnel and to make sure the pay increase this year was above the rate of inflation.",Yes
"One seventh the total economy, 17 new taxes, price controls, 35 to 50 new bureaucracies that cost $1.5 trillion.",Yes
"Now, on the Middle East, as you know, I worked very hard for peace in the Middle East.",Yes
I helped double the NIH budget to $28 billion a year to find cures.,Yes
"Under budget, ahead of schedule, saved tremendous money.",Yes
That's one of the unintended consequences of Dodd-Frank.,Yes
"I'd like to have what 43 governors have -- the line item veto, so if the Congress can't cut, and we've got a reckless spending Congress, let the president have a shot at it by wiping out things that are pork barrel or something of that nature.",Yes
We've given away whole industries.,Yes
And that's the way Eisenhower and Reagan and Kennedy and others did it.,Yes
The president broke the pay-as-you-go rule.,Yes
"When the Asian financial crisis raised the risk of world-wide recession that could affect our economy, And now, of course, the euro's value has been dropping, but seems to be under control.",Yes
"Saddam Hussein is under a U.N. resolution not to threaten his neighbors or threaten his own, repress his own citizens.",Yes
It is being blocked by the Republican leadership in the Congress.,Yes
"It works when we make sure they've got housing, like we have done in the last military budgets.",Yes
"I think the lesson in Central America, this recent embarrassment in Nicaragua where we are giving instructions for hired assassins, hiring criminals, and the rest -- all of this has strengthened our opponents.",Yes
"Because if we do not and SALT I expires on October three, 1977, you will unleash again an all-out nuclear arms race with the potential of a nuclear holocaust of unbelievable dimensions.",Yes
I started working on welfare reform in 1980 because I was sick of seeing people trapped in a system that was increasingly isolating them and making their kids more vulnerable to get in trouble.,Yes
Uh - we had last year a $65 billion deficit - the largest deficit in the history of our country - more of a deficit spending than we had in the entire eight-year period under President Johnson and President Kennedy.,Yes
"Now look, if you want someone who will spend a lot of words describing a whole convoluted process and then end up supporting legislation that is supported by the big drug companies, this is your man.",Yes
"I believe we need incentive for the individual, and for business and industry, and I believe the plan that I have submitted, with detailed backing, and which has been approved by a number of our leading economists in the country, is based on projections.",Yes
"When I opposed Medicare, there was another piece of legislation meeting the same problem before the Congress.",Yes
The laws regarding that always were State laws.,Yes
"He really didn't have a new economic program until over 1300 days into his presidency, and not all of his health care initiative has been presented to the Congress even now.",Yes
"The trends before we -- before I got my current job were on the decline, the number of divisions were reduced.",Yes
"Over the last 30 months, we've seen 5 million jobs in the private sector created.",Yes
"He forgets that in this same debate on the Formosa resolution, which he said he voted for - which he did - that he voted against an amendment, or was recorded against an amendment - and on this particular - or for an amendment, I should say - which passed the Senate overwhelmingly, seventy to twelve.",Yes
The reason incomes are down is because unemployment is so high.,Yes
The intelligence-gathering and the law-enforcement arms of the FBI just couldn't share intelligence under the old law.,Yes
I have supported or voted for tax cuts over 600 times.,Yes
"I think maybe there's a political reason why you can't say it, but I really don't believe -- in New York City, stop-and-frisk, we had 2,200 murders, and stop-and-frisk brought it down to 500 murders.",Yes
"If you confiscate the Forbes 400 wealth, take it all, you cannot balance the budget this year.",Yes
"We've upheld the doctrine that said if you harbor a terrorist, you're equally as guilty as the terrorist.",Yes
We turn it over to the United Nations.,Yes
"The approach that Governor Romney's talking about is the same sales pitch that was made in 2001 and 2003, and we ended up with the slowest job growth in 50 years, we ended up moving from surplus to deficits, and it all culminated in the worst financial crisis since the Great Depression.",Yes
"In fact, it would be the most extreme version, the biggest tax cuts for the top percent of the people in this country than we've ever had.",Yes
We have a problem with litigation in the United States of America.,Yes
"There has never been a weapon invented in the history of man that has not led to a defensive, a counterweapon.",Yes
"You're 150 -- excuse me, I think it's a little more, about $100 million shy of what you ought to be under the No Child Left Behind Act to help your education system here.",Yes
"But, in fact, these last 4 years have seen more weapons built, a wider and more vigorous arms race than in human history.",Yes
You can't do what you're looking to do with $20 trillion in debt.,Yes
Tipper and I have been married for 30 years.,No
"How much did you cut them by, then?",No
"And so the question is, who will safeguard this nation, who will safeguard our people and our children?",No
There are plenty of people standing in line to become a citizen.,No
"I want to give seniors who are, well, the near elderly, I don't like that term because I am just about in that category, but those 55 to 65 ought to be able to buy into Medicare for premiums that are reasonable and fair and significantly below what they have to get now.",No
You don't have to have the government mandate that for that to occur.,No
"And that is, that we cannot look at this as simply a national problem.",No
"And from those five, I always chose the first one or second one.",No
I promised that we would reduce taxes.,No
"Just to go down the list, we defend Japan, we defend Germany, we defend South Korea, we defend Saudi Arabia, we defend countries.",No
"Well, if you went on to read the rest of the sentence, I was talking about energy.",No
And I would just say there are three things that I would like to say -- number one -- we do have to maintain the world's strongest defense.,No
"And why I think it is outrageous -- first of all, it isn't true.",No
I will not cut the benefits.,No
Sooner or later you get 11 more boys that can run like the devil that weigh 250 pounds and they might win district.,No
There are companies that wanted to petition the administration.,No
We've gone through a Great Depression in our lifetime that literally was worldwide and almost brought us to our knees.,No
I just want to make sure that --,No
This is one of the worst deals ever made by any country in history.,No
There were several off-the-subject quaffers in that litany.,No
I believe we ought to give seniors more options.,No
"So, once again, go to HillaryClinton.com.",No
And I won't comment on other things that happened in your administration or your past about drugs.,No
"They talk, they don't get it done.",No
That's why we don't have full employment today.,No
It's hard to reach across the aisle from that far to the left.,No
Let me ask a simple question.,No
Because they understand that our military is overextended under the president.,No
We have been discouraged and we've been alienated.,No
Is it easier for you to go and buy things in the stores than it was four years ago?,No
We've got a plan in place.,No
Five hundred murders is a lot of murders.,No
And these are the things you have to think through.,No
That's what I thought we ought to do.,No
We don't need across-the-board tax cuts for the wealthy for nothing.,No
"Found a boy -- excuse me, but this gives the flavor -- a boy in Houston kept a chicken in the bathtub in downtown Houston and missed 65 days going to livestock shows.",No
"And I've put ours together in something called the Agenda for American Renewal, and it makes sense, it's sensible, it creates jobs, it gets to the base of the kind of jobs we need.",No
"In order for the sanctions to be effective, we should have been working with the British, French and Germans and other countries.",No
That's one that I understand and certainly will carry out.,No
We've done a lot of hard work together over the last three and a half years.,No
That's not what we are going to do.,No
I'm shocked to hear that.,No
"I mean, you may be sending a signal.",No
"And why do I want to bring rates down, and at the same time lower exemptions and deductions, particularly for people at the high end?",No
"It is going to be requiring all of us -- Democrats, Republicans, independents -- to come together and to renew a spirit of sacrifice and service and responsibility.",No
"Let's make it a strength, not a weakness.",No
Because I went to Washington to fix problems.,No
"A group of Arab scholars came together, organized by the U.N., to look at how we can help the -- the world reject these -- these terrorists.",No
"One works for the family, and one works to pay taxes for the government.",No
"First of all, I think it's important to make voting more accessible.",No
"He thinks, I think he said, that the country is coming apart at the seams.",No
And I want to honor that among his other achievements here.,No
That's the problem with it.,No
"In the last five pres- vice presidential uh - nominees, uh - incumbents, three of them have become president.",No
"You know, I've heard Hillary complaining about so many different things over the years.",No
"And that's hopeful, and that's positive.",No
"The reason I did so was because I was worried that activist judges are actually defining the definition of marriage, and the surest way to protect marriage between a man and woman is to amend the Constitution.",No
"And I just told you the facts, sir.",No
"But with these projections, we will have a balanced budget by fiscal year 1981, if I'm elected president.",No
"Who are we to say, well, under certain circumstances, it's all right, but under other circumstances it isn't?",No
There's no doubt itÃ¢â‚¬â„¢s gonna affect our budgets.,No
There's not a more important issue.,No
"I would like to, of course, and I presume this administration would as well.",No
I believe law-abiding citizens ought to be allowed to protect themselves and their families.,No
Savings accounts are losing money instead of gaining money.,No
I will not privatize it.,No
I'm also very tough on violent crime.,No
They don't reach those goals.,No
I have traveled to forty-eight of the fifty states and in my travels I have learned what the people of the United States are thinking about.,No
"But the important thing is, what are we going to do now.",No
"And, finally, Medicaid to states?",No
"Senator Obama still doesn't quite understand -- or doesn't get it -- that if we fail in Iraq, it encourages Al Qaida.",No
"And that they are bad, and we ought to do something about them, and we ought to support housing legislation which this Administration has opposed.",No
There are some really interesting technologies.,No
I congratulate him on -- on taking out Osama bin Laden and going after the leadership in al-Qaeda.,No
"However, there were things added in in the House side that we felt made it less of a good bill; as a matter of fact, made it a bad bill.",No
And I think the people viewing out there ought to go back and take a look at the record when he fought a balanced budget amendment.,No
You cannot lead the world if you do not honor the contributions of those who are with us.,No
I believe Governor Romney is a good man.,No
It needs to be competent.,No
This keeps up with technology.,No
"A cease-fire, the United States, Russia, and Syria.",No
Within that sixty-billion dollars increase there would be fit the programs that I promised the American people.,No
But this will be an interesting moment for the Russians to step up and lead as well.,No
"But if our government itself is doing business with people who we know are engaged in drug profiteering and drug trafficking, if we don't understand that that sends out a very, very bad message to our young people, it's a little difficult for me to understand just how we can reach out to that youngster that I talked about and to young people like her all over the country, and say to them we want to help you.",No
And we can't do what Senator Obama wants to do.,No
I donÃ¢â‚¬â„¢t know where the vice president stands but thatÃ¢â‚¬â„¢s a renewable energy source of energy.,No
Our hearts and -- and minds go out to them.,No
"You did, Ann heard of him.",No
"You can't tell me that on the day that we went into that war and it started -- it was principally the United States, the America and Great Britain and one or two others.",No
Mr. Bush picked Dan Quayle.,No
"I've also done everything I could at every moment of division in this country, after Oklahoma City, when these churches were burned, to bring people together and remind people that we are stronger because of our diversity.",No
"Third, what's really hurting American business more than anything else is the cost of health care.",No
"And if we can't, we're going to do it -- we're going to go a separate way, because it has been a disaster.",No
Our third century should be the century of individual freedom for all our two hundred and fifteen million Americans today and all that join us.,No
"Do you have what it takes?""",No
There's no doubt about it that many American people have lost their faith in government.,No
"And the president's been very busy running around the country using what I just described to you as a reason to say I'm wishy-washy, that I'm a flip-flopper.",No
"My chief of staff, for instance, had two kids that were still in school.",No
People will look it up.,No
That's not where we are today.,No
That's money in your pocket.,No
"Yes, I understand what it means to the commander in chief.",No
"I would be a president for all of the people, African- Americans, the inner cities.",No
We encourage parents to take a look at the comparative results of schools.,No
