Text,class_label,source
"I wish he would join me, as a matter of fact, in appealing to the American people for the balanced budget amendment for the federal government and for the line-item veto.",No,
I want to make sure that it stays in that relationship.,No,
"Mostly that's just me opposing George Bush's wrong headed policies since I've been in Congress but I think it is that it is also important to recognize I worked with Tom Coburn, the most conservative, one of the most conservative Republicans who John already mentioned to set up what we call a Google for government saying we'll list every dollar of federal spending to make sure that the taxpayer can take a look and see who, in fact, is promoting some of these spending projects that John's been railing about.",Yes,
"But that's the time when you're tested not only -- it's the time to test your mettle, a time to test your heart when you see people whose lives have been turned upside down.",No,
That's what governors end up doing.,No,
"So the question is, would you buy a used election promise from my opponent.",No,
We had a tire case in which they were flooding us with cheap domestic tires -- or -- or cheap Chinese tires.,Yes,
"Bob, anybody can play with these votes.",No,
"Well, how about this for a government reform policy?",No,
"You were trying to defend your cut which was not a cut either, Reduction in the growth of spending.",No,
I believe we can do better.,No,
"Look, Dr. Kissinger did not say that he would approve of face-to- face meetings between the president of the United States and the president -- and Ahmadinejad.",No,
"On pay for teachers, on all these categories, Arkansas is right near the very bottom.",Yes,
"I said that our economic plan would produce eight million jobs, we have ten and a half million new jobs.",Yes,
"I have indicated to General Brown that uh - the words that he used in that interview, in that particular case and in several others, were very ill advised.",No,
"And for two years, this administration didn't talk at all to North Korea.",Yes,
"And when people are on there, even if they shouldn't be on there, we'll help them, we'll help them legally, we'll help them get off.",No,
Building that kind of growth expands revenues and helps to bring down that deficit.,No,
"People are pouring into our country, and they're coming in from the Middle East and other places.",No,
"You are ultimately responsible, however, for that job.",No,
"Her papers went out to all her friends at the banks, Goldman Sachs and everybody else, and she said things -- WikiLeaks that just came out.",Yes,
"I look around the world and I don't feel that you see North Korea, continuing to export their nuclear technology, Russia said they're not going to follow Nunn-Lugar any more.",Yes,
Take a look at Aleppo.,No,
"I'm for working with the groups, not just with industry but also with the citizen groups and local communities to control sprawl in ways that the local communities themselves come up with.",Yes,
"I said we would change the way welfare works, and even before the bill passed we'd moved nearly two million people from welfare to work, working with states and communities.",Yes,
I went my way because it was obvious we had a complete disagreement about what should be done with the company.,No,
"Well, no, it's no answer to those 37 million people, most of them members of working families who don't have a dime of health insurance and don't know how to pay the bills if their kids get sick at night.",Yes,
We're on a different system.,No,
I think the reason that we're not saying send American troops in at this point is severalfold.,No,
And it was one of the largest declines in our history.,Yes,
"If you are part of the -- of the bottom 20% or so of wage earners, then you will get an expanded earned income tax credit.",Yes,
We also wanted Medicare to be able to negotiate bulk purchasing.,Yes,
"But rather than help you, the taxpayer, have lower cost, rather than help seniors have less expensive drugs, the president made it illegal -- illegal -- for Medicare to actually go out and bargain for lower prices.",Yes,
"If you own the land, every day is Earth Day.",No,
I think I should respond to that.,No,
The reason Medicare and Medicaid are a mess is we froze them.,Yes,
I think our troops ought to be used to fight and win war.,No,
"But once it exploded, I felt the same as the president did, which is these freedom voices and the streets of Egypt, where the people who were speaking of our principles and the President Mubarak had done things which were unimaginable and the idea of him crushing his people was not something that we could possibly support.",No,
"And Hillary Clinton, when she was secretary of state, said that's OK, we can't force it into their country.",Yes,
"This is something that we can do; the Congress failed to do it, and we intend to do it.",Yes,
This is a family tax cut.,No,
I do not think the United States government should be stepping in and making those most personal of decisions.,No,
"Governor, we have actually produced more oil --",Yes,
"The Border Patrol agents, 16,500, just recently endorsed me, and they endorsed me because I understand the border.",Yes,
"So for instance, I would not give driver's licenses to those that have come here illegally as the president would.",Yes,
Lower crime rates for eight years in a row.,Yes,
"When Senator McCain was cheerleading the president to go into Iraq, he suggested it was going to be quick and easy, we'd be greeted as liberators.",Yes,
"If he keeps this up, he's going to be the Joe Isuzu of American politics.",No,
"Now, leaders will always make mistakes.",No,
He shouldn't have made that decision.,No,
You say who's making these deals?,No,
But he has made -- not admitted a mistake and I just find it impossible to understand how an American can demonstrate against his own country in a foreign land -- organizing demonstrations against it when young men are held prisoner in Hanoi or kids out of the ghetto were drafted.,Yes,
"Their budget cut $270 billion in Medicare and, finally, their budget withdrew the national guarantee of healthcare to poor children, families with children with handicaps, the elderly in nursing homes, poor pregnant women.",Yes,
"It was about emergencies, wasn't it?",No,
We have fought to try to raise the minimum wage in the last years.,Yes,
"And therefore, if I only had another second left, I'd say that that high school class in a military training - 40 of its 80 graduates last year entered the United States service academies; West Point, Annapolis and the Air Force Academy, and to see those young men made me very proud to realize that there are young people in this country that are prepared to go into that kind of a career in service of their country.",Yes,
And I've had a consistent record ever since 1965.,Yes,
I thought during his debate with Senator Bradley saying he authored the EITC when it didn't happen.,Yes,
This is a race between the Vice President and myself for the presidency of the United States.,No,
Mr. Nixon has been part of that Administration.,Yes,
"And the reason is, because I believe that we do best when the middle class is doing well.",No,
"Number four, we do have to develop their economic -- their economic capabilities.",No,
Nobody in the world agrees with our policy on Cuba now.,No,
"Well, the record in Arkansas.",No,
"We told him that we wouldn't get involved with his border dispute, and we've never revealed those papers that were given to Ambassador Glaspie on July the 25th.",Yes,
"To the north, they have North Korea with five hundred thousand well-trained and well-equipped soldiers; they are supported by the People's Republic of China; they are supported by the Soviet Union.",Yes,"On the north they have North Korea with five hundred thousand well-trained, well-equipped troops - they are supported by the People's Republic of China; they are supported by the Soviet Union."
"On the northern side, they have North Korea with five hundred thousand well-trained, well-equipped troops - they are supported by the People's Republic of China; they are supported by the Soviet Union.",Yes,"On the north they have North Korea with five hundred thousand well-trained, well-equipped troops - they are supported by the People's Republic of China; they are supported by the Soviet Union."
"To the north, they have North Korea with five hundred thousand well-trained and well-equipped soldiers - they are supported by the People's Republic of China; they are supported by the Soviet Union.",Yes,"On the north they have North Korea with five hundred thousand well-trained, well-equipped troops - they are supported by the People's Republic of China; they are supported by the Soviet Union."
"In the north, they have North Korea with five hundred thousand well-trained and well-equipped soldiers; they are supported by the People's Republic of China and the Soviet Union.",Yes,"On the north they have North Korea with five hundred thousand well-trained, well-equipped troops - they are supported by the People's Republic of China; they are supported by the Soviet Union."
"And this president, I must unfortunately say, has secured less nuclear material in the two years since September 11 than we did in the two years before September 11.",Yes,"And this president, I regret to say, has secured less nuclear material in the last two years since 9/11 than we did in the two years preceding 9/11."
"And this president, I regret to say, has secured less nuclear material in the two years since 9/11 than we did in the two years preceding 9/11.",Yes,"And this president, I regret to say, has secured less nuclear material in the last two years since 9/11 than we did in the two years preceding 9/11."
"And this president, I regret to say, has secured less nuclear material in the two years since 9/11 than we did in the two years prior to 9/11.",Yes,"And this president, I regret to say, has secured less nuclear material in the last two years since 9/11 than we did in the two years preceding 9/11."
"And this president, I regret to say, has secured less nuclear material in the past two years since 9/11 than in the two years before 9/11.",Yes,"And this president, I regret to say, has secured less nuclear material in the last two years since 9/11 than we did in the two years preceding 9/11."
"Look at what is happening in Syria, in Egypt, now in Libya.",No,"Look what's happening in Syria, in Egypt, now in Libya."
"Look at what is happening in Syria, in Egypt, now in Libya.",No,"Look what's happening in Syria, in Egypt, now in Libya."
"Look at what is happening in Syria, in Egypt, now in Libya.",No,"Look what's happening in Syria, in Egypt, now in Libya."
"Look at what is happening in Syria, in Egypt, and now in Libya.",No,"Look what's happening in Syria, in Egypt, now in Libya."
"I heard them when they were running for the Senate in New York, where Hillary wanted to bring jobs back to Upstate New York and failed.",Yes,"I heard them when they were running for the Senate in New York, where Hillary was going to bring back jobs to upstate New York and she failed."
"I heard about them when they were running for the Senate in New York, where Hillary was going to bring jobs back to the northern region of New York and failed.",Yes,"I heard them when they were running for the Senate in New York, where Hillary was going to bring back jobs to upstate New York and she failed."
"I heard them when they were running for the Senate in New York, where Hillary was going to bring jobs back to upstate New York, and she failed.",Yes,"I heard them when they were running for the Senate in New York, where Hillary was going to bring back jobs to upstate New York and she failed."
"I heard them when they were candidates for the Senate in New York, where Hillary was going to bring jobs to upstate New York and she failed.",Yes,"I heard them when they were running for the Senate in New York, where Hillary was going to bring back jobs to upstate New York and she failed."
"Well, General Petraeus had a strategy, the same strategy—very, very different due to the conditions and the situation—but the same basic strategy that was successful in Iraq.",No,"Now, General Petraeus had a strategy, the same strategy -- very, very different, because of the conditions and the situation -- but the same fundamental strategy that succeeded in Iraq."
"Now, General Petraeus had a strategy, the same strategy, very, very different due to the conditions and the situation, but the same fundamental strategy that succeeded in Iraq.",No,"Now, General Petraeus had a strategy, the same strategy -- very, very different, because of the conditions and the situation -- but the same fundamental strategy that succeeded in Iraq."
"Now, General Petraeus had a strategy, the same strategy -- very, very different, due to the circumstances and the situation -- but the same fundamental strategy that was successful in Iraq.",No,"Now, General Petraeus had a strategy, the same strategy -- very, very different, because of the conditions and the situation -- but the same fundamental strategy that succeeded in Iraq."
"Well, General Petraeus had a strategy, the same strategy – very, very different because of the conditions and the situation – but the same basic strategy that was successful in Iraq.",No,"Now, General Petraeus had a strategy, the same strategy -- very, very different, because of the conditions and the situation -- but the same fundamental strategy that succeeded in Iraq."
And that is to ensure that the educational system works.,No,And that's to make sure the education system works.
And that is to ensure that the education system works.,No,And that's to make sure the education system works.
And that is to ensure that the educational system works.,No,And that's to make sure the education system works.
And it is to ensure that the education system works.,No,And that's to make sure the education system works.
"Now, we also have to acknowledge that this is a final verdict on eight years of failed economic policies promoted by George Bush, supported by Senator McCain, a theory that basically says we can dismantle",Yes,"Now, we also have to recognize that this is a final verdict on eight years of failed economic policies promoted by George Bush, supported by Senator McCain, a theory that basically says that we can shred regulations and consumer protections and give more and more to the most, and somehow prosperity will trickle down."
"Now we must also acknowledge that this is a final judgment on eight years of failed economic policies promoted by George Bush, supported by Senator McCain, a theory that essentially says we can abolish regulation and consumer protection and give more and more to the most affluent, and that somehow prosperity will trickle down.",Yes,"Now, we also have to recognize that this is a final verdict on eight years of failed economic policies promoted by George Bush, supported by Senator McCain, a theory that basically says that we can shred regulations and consumer protections and give more and more to the most, and somehow prosperity will trickle down."
"Now we must also acknowledge that this is a definitive judgment on eight years of failed economic policies promoted by George Bush, supported by Senator McCain, a theory that essentially says we can abolish regulation and consumer protection and give more and more to the wealthiest, and that somehow prosperity will trickle down.",Yes,"Now, we also have to recognize that this is a final verdict on eight years of failed economic policies promoted by George Bush, supported by Senator McCain, a theory that basically says that we can shred regulations and consumer protections and give more and more to the most, and somehow prosperity will trickle down."
"Now, we must also acknowledge that this is a final verdict on eight years of failed economic policies promoted by George Bush, supported by Senator McCain, a theory that essentially says we can dismantle regulations and consumer protections and give more and more to the wealthy, and somehow, prosperity will trickle down.",Yes,"Now, we also have to recognize that this is a final verdict on eight years of failed economic policies promoted by George Bush, supported by Senator McCain, a theory that basically says that we can shred regulations and consumer protections and give more and more to the most, and somehow prosperity will trickle down."
This is how we will provide basic health security to all the citizens of our country.,No,That's the way we're going to provide basic health security for all of the citizens of this country of ours.
That is the way we are going to provide basic health security for all the citizens of our country.,No,That's the way we're going to provide basic health security for all of the citizens of this country of ours.
This is how we are going to provide basic health security for all the citizens of this country of ours.,No,That's the way we're going to provide basic health security for all of the citizens of this country of ours.
That is the way we will provide basic health security to all citizens of this country of ours.,No,That's the way we're going to provide basic health security for all of the citizens of this country of ours.
We have fundamental problems in the system.,Yes,We've got fundamental problems in the system.
We have fundamental problems in the system.,Yes,We've got fundamental problems in the system.
We have fundamental problems in the system.,Yes,We've got fundamental problems in the system.
We have fundamental problems in the system.,Yes,We've got fundamental problems in the system.
We owe 500 billion dollars to China.,Yes,We owe China $500 billion.
We owe China 500 billion dollars.,Yes,We owe China $500 billion.
We owe China $500 billion.,Yes,We owe China $500 billion.
We owe 500 billion dollars to China.,Yes,We owe China $500 billion.
She used the power of her position to make a lot of money.,Yes,She used the power of her office to make a lot of money.
He used the power of his position to make a lot of money.,Yes,She used the power of her office to make a lot of money.
She used the power of her office to make a lot of money.,Yes,She used the power of her office to make a lot of money.
She used the power of her office to earn a lot of money.,Yes,She used the power of her office to make a lot of money.
"She doesn't mean that, but that's what happened, and that's what happened in a big way.",Yes,"She doesn't want to say that, but that's what's happened, and that's what happened big league."
"She doesn't want to say that, but that's what happened, and that's what happened to a large extent.",Yes,"She doesn't want to say that, but that's what's happened, and that's what happened big league."
"She doesn't want to say it, but that's exactly what happened, and it happened on a large scale.",Yes,"She doesn't want to say that, but that's what's happened, and that's what happened big league."
"She doesn't mean to say that, but that's what happened, and that's what happened in a big way.",Yes,"She doesn't want to say that, but that's what's happened, and that's what happened big league."
And it would be to take the government off the shoulders of the great people of this country and to let you go again to do the things that I know you do so well because you have done them and made this country great.,No,"And it would be one to take Government off the backs of the great people of this country, and turn you loose again to do those things that I know you can do so well, because you did them and made this country great."
"And it would be a way to get the government off the backs of the great citizens of this country and free you once again to do those things that I know you can do so well, because you have done them and made this country great.",No,"And it would be one to take Government off the backs of the great people of this country, and turn you loose again to do those things that I know you can do so well, because you did them and made this country great."
"And it would be one to get the government off the backs of the great people of this country, and give you back the freedom to do those things that I know you can do so well because you did them and made this country great.",No,"And it would be one to take Government off the backs of the great people of this country, and turn you loose again to do those things that I know you can do so well, because you did them and made this country great."
"And it would be one to take the government off the backs of the great people of this country, and set you free once again to do those things I know you can do so well, because you did them and made this country great.",No,"And it would be one to take Government off the backs of the great people of this country, and turn you loose again to do those things that I know you can do so well, because you did them and made this country great."
That's another trillion dollars -- that's $8 trillion.,Yes,That's another trillion dollars -- that's $8 trillion.
These are another trillion dollars – that's 8 trillion dollars.,Yes,That's another trillion dollars -- that's $8 trillion.
That's another trillion dollars -- that's $8 trillion.,Yes,That's another trillion dollars -- that's $8 trillion.
That's another trillion dollars -- that makes 8 trillion dollars.,Yes,That's another trillion dollars -- that's $8 trillion.
Let me see where I should start here.,No,Let me see where to start here.
Let me see where I should start here.,No,Let me see where to start here.
Let me see where I should start here.,No,Let me see where to start here.
Let me see where to start here.,No,Let me see where to start here.
I have acknowledged that in union halls across the country.,Yes,I've acknowledged that in union halls across the country.
I have recognized that in union halls throughout the country.,Yes,I've acknowledged that in union halls across the country.
I have acknowledged that in union halls across the country.,Yes,I've acknowledged that in union halls across the country.
I recognized that in union halls across the country.,Yes,I've acknowledged that in union halls across the country.
"And so we simply have an honest difference of opinion: I support it, and he does not.",Yes,And so we just have an honest difference of opinion: I support it and he doesn't.
And so we just have an honest difference of opinion: I support it and he doesn't.,Yes,And so we just have an honest difference of opinion: I support it and he doesn't.
"And so, we only have a genuine difference of opinion: I support it and he doesn't.",Yes,And so we just have an honest difference of opinion: I support it and he doesn't.
And so we simply have an honest difference of opinion: I support it and he doesn't.,Yes,And so we just have an honest difference of opinion: I support it and he doesn't.
"The jobs the president creates pay $9,000 less than the jobs we are losing.",Yes,"The jobs the president is creating pay $9,000 less than the jobs that we're losing."
"The jobs that the president creates pay $9,000 less than the jobs we are losing.",Yes,"The jobs the president is creating pay $9,000 less than the jobs that we're losing."
"The jobs the president creates pay $9,000 less than the jobs we are losing.",Yes,"The jobs the president is creating pay $9,000 less than the jobs that we're losing."
"The jobs the president creates pay $9,000 less than the jobs we are losing.",Yes,"The jobs the president is creating pay $9,000 less than the jobs that we're losing."
"And the proof, the proof of whether a strategy works or not, is the price you pay at the pump.",No,"And the proof, the proof of whether a strategy is working or not is what the price is that you're paying at the pump."
"And the proof, the proof of whether a strategy works or not, is the price you pay at the gas station.",No,"And the proof, the proof of whether a strategy is working or not is what the price is that you're paying at the pump."
"And the proof, the proof of the effectiveness of a strategy, is the price you pay at the pump.",No,"And the proof, the proof of whether a strategy is working or not is what the price is that you're paying at the pump."
"And the proof, the proof of whether a strategy works or not, is what you pay at the pump.",No,"And the proof, the proof of whether a strategy is working or not is what the price is that you're paying at the pump."
"Um - I think it's accurate to say that the - uh - mining law, which was passed twice by Congress - uh - and I think it was overridden by only two votes from a veto - would have been good for the country.",Yes,Uh - I think it's accurate to say that the uh - strip-mining law which was passed twice by the Congress - uh - and was only like two votes I believe of being overridden - would have been good for the country.
"Uh - I think it's accurate to say that the uh - surface mining law, which was passed twice by Congress - uh - and I believe was only overridden by two votes - would have been good for the country.",Yes,Uh - I think it's accurate to say that the uh - strip-mining law which was passed twice by the Congress - uh - and was only like two votes I believe of being overridden - would have been good for the country.
"Uh, I think it's accurate to say that the, uh, open-pit mining law that was passed twice by Congress, uh, and was only like two votes away, I think, from being overturned, would have been good for the country.",Yes,Uh - I think it's accurate to say that the uh - strip-mining law which was passed twice by the Congress - uh - and was only like two votes I believe of being overridden - would have been good for the country.
"Uh - I think it's accurate to say that the uh - open-pit mining law that was passed twice by Congress - uh - and was only, I believe, overturned by two votes - would have been beneficial for the country.",Yes,Uh - I think it's accurate to say that the uh - strip-mining law which was passed twice by the Congress - uh - and was only like two votes I believe of being overridden - would have been good for the country.
"I am completely focused on the fact that we could still have business zones, according to both parties, but we don't have them.",Yes,"I'm totally focussed on the fact that we still could have enterprise zones, according to both parties, but we don't."
"I am completely focused on the fact that, according to both parties, we could still have corporate zones, but we do not.",Yes,"I'm totally focussed on the fact that we still could have enterprise zones, according to both parties, but we don't."
"I am completely focused on the fact that according to both parties we could still have enterprise zones, but we do not.",Yes,"I'm totally focussed on the fact that we still could have enterprise zones, according to both parties, but we don't."
"I am completely focused on the fact that we could still have enterprise zones, according to both parties, but we don't have them.",Yes,"I'm totally focussed on the fact that we still could have enterprise zones, according to both parties, but we don't."
"It makes one realize that regardless of who becomes president, it will be a man whom all the children of America will either look up to or look down upon.",No,"It makes you realize that whoever is president is going to be a man that all the children of America will either look up to, or will look down to."
It makes you realize that whoever is president will be a man whom all the children of America will look up to or look down on.,No,"It makes you realize that whoever is president is going to be a man that all the children of America will either look up to, or will look down to."
"It makes you realize that, no matter who the president is, he will be a man whom all the children of America will admire or despise.",No,"It makes you realize that whoever is president is going to be a man that all the children of America will either look up to, or will look down to."
It makes you realize that whoever is president will be a man whom all the children of America will admire or look down on.,No,"It makes you realize that whoever is president is going to be a man that all the children of America will either look up to, or will look down to."
This is not the kind of administration we need.,No,This isn't the kind of Administration we need.
This is not the kind of administration we need.,No,This isn't the kind of Administration we need.
This is not the kind of administration we need.,No,This isn't the kind of Administration we need.
This is not the kind of administration we need.,No,This isn't the kind of Administration we need.
"What we must do is continue to work, as the Ministry of Labor does, to eliminate discrimination, to break the glass ceiling.",Yes,"What we got to do is keep working, as the Labor Dept is doing a first-class job on, to break down discrimination, to break down the glass ceiling."
"What we need to do is keep working, just like the Ministry of Labor is doing a first-rate job, to break discrimination, to break the glass ceiling.",Yes,"What we got to do is keep working, as the Labor Dept is doing a first-class job on, to break down discrimination, to break down the glass ceiling."
"What we need to do is keep working, because the Ministry of Labor is delivering a first-rate performance in breaking discrimination and the glass ceiling.",Yes,"What we got to do is keep working, as the Labor Dept is doing a first-class job on, to break down discrimination, to break down the glass ceiling."
What we need to do is continue working as the Ministry of Labor is doing excellently to reduce discrimination and break the glass ceiling.,Yes,"What we got to do is keep working, as the Labor Dept is doing a first-class job on, to break down discrimination, to break down the glass ceiling."
He tends to distort on a number of occasions.,No,He tends to distort on a number of occasions.
It tends to distort on various occasions.,No,He tends to distort on a number of occasions.
He tends to distort on many occasions.,No,He tends to distort on a number of occasions.
He tends to distort on a number of occasions.,No,He tends to distort on a number of occasions.
"And that is what every president has done, to my knowledge, in the past, but what every other president has done.",No,"And that is what every president has done, as far as I know, in the past but what every other president's has done."
"And that is what all the presidents have done, as far as I know, in the past, but what all the other presidents have done.",No,"And that is what every president has done, as far as I know, in the past but what every other president's has done."
"And that is what every president has done, as far as I know, in the past, but what any other president has done.",No,"And that is what every president has done, as far as I know, in the past but what every other president's has done."
"And that is what every president, as far as I know, has done in the past, but what every other president has done.",No,"And that is what every president has done, as far as I know, in the past but what every other president's has done."
The only people affected by my plan are the highest earners in America.,Yes,The only people affected by my plan are the top income earners of America.
The only people affected by my plan are the highest earners in the United States.,Yes,The only people affected by my plan are the top income earners of America.
The only people affected by my plan are America's top earners.,Yes,The only people affected by my plan are the top income earners of America.
The only people affected by my plan are those with the highest incomes in America.,Yes,The only people affected by my plan are the top income earners of America.
"It tells you as a taxpayer – let's say, you will pay a tax of 1000 dollars or so.",No,It says to you as a taxpayer -- say you're going to pay a tax of 1000 bucks or something.
He tells you as a taxpayer -- let's say you will pay a tax of 1000 dollars or something like that.,No,It says to you as a taxpayer -- say you're going to pay a tax of 1000 bucks or something.
It tells you as a taxpayer: suppose you are going to pay a tax of 1000 dollars or something like that.,No,It says to you as a taxpayer -- say you're going to pay a tax of 1000 bucks or something.
"It tells you as a taxpayer -- let's say, you'll pay a tax of 1000 dollars or so.",No,It says to you as a taxpayer -- say you're going to pay a tax of 1000 bucks or something.
"But federal spending on education has increased, and I want to be the education president because I want us to do better.",Yes,"But the federal spending for education is up, and I want to be the education president, because I want to see us do better."
"But federal spending on education is rising, and I want to be the education president, because I want to see us do better.",Yes,"But the federal spending for education is up, and I want to be the education president, because I want to see us do better."
"But federal spending on education has increased, and I want to be the education president because I want us to do better.",Yes,"But the federal spending for education is up, and I want to be the education president, because I want to see us do better."
"But federal spending on education has increased, and I want to be the education president because I want us to improve.",Yes,"But the federal spending for education is up, and I want to be the education president, because I want to see us do better."
Republican governors as well as Democratic governors.,No,Republican governors as well as Democratic governors.
Republican governors as well as Democratic governors.,No,Republican governors as well as Democratic governors.
Republican governors as well as Democratic governors.,No,Republican governors as well as Democratic governors.
Republican governors as well as Democratic governors.,No,Republican governors as well as Democratic governors.
But are the Americans?,No,But are the American people?
But is it the Americans?,No,But are the American people?
But are the Americans?,No,But are the American people?
But are the American people?,No,But are the American people?
We saw him insulting women.,Yes,We have seen him insult women.
We saw him insulting women.,Yes,We have seen him insult women.
We have seen him insult women.,Yes,We have seen him insult women.
We saw him insulting women.,Yes,We have seen him insult women.
"But you wouldn't change it, because all these people gave you the money so you can run negative ads about Donald Trump.",Yes,"But you wouldn't change it, because all of these people gave you the money so you can take negative ads on Donald Trump."
"But you wouldn't change it, because all these people gave you the money so you can run negative ads about Donald Trump.",Yes,"But you wouldn't change it, because all of these people gave you the money so you can take negative ads on Donald Trump."
"But you wouldn't change it, because all these people gave you money so you could run negative ads about Donald Trump.",Yes,"But you wouldn't change it, because all of these people gave you the money so you can take negative ads on Donald Trump."
"But you wouldn't change it, because all these people gave you the money so you can run negative ads about Donald Trump.",Yes,"But you wouldn't change it, because all of these people gave you the money so you can take negative ads on Donald Trump."
"And I'll tell you something: We have very serious problems because we have a country with an enormous number of nuclear warheads – by the way, 1,800 – where they have expanded and we haven't, 1,800 nuclear warheads.",Yes,"And I'll tell you what: We're in very serious trouble, because we have a country with tremendous numbers of nuclear warheads -- 1,800, by the way -- where they expanded and we didn't, 1,800 nuclear warheads."
"And I'm going to tell you something: we are in very serious trouble, because we have a country with a huge number of warheads -- 1,800, by the way -- where they expanded and we did not, 1,800 warheads.",Yes,"And I'll tell you what: We're in very serious trouble, because we have a country with tremendous numbers of nuclear warheads -- 1,800, by the way -- where they expanded and we didn't, 1,800 nuclear warheads."
"And I will tell you this: We have very serious problems, because we have a country with a huge number of warheads -- 1,800, by the way -- where they expanded and we did not, 1,800 warheads.",Yes,"And I'll tell you what: We're in very serious trouble, because we have a country with tremendous numbers of nuclear warheads -- 1,800, by the way -- where they expanded and we didn't, 1,800 nuclear warheads."
"And I'll tell you something: We have very serious problems because we have a country with an enormous number of nuclear weapons – by the way, 1,800 – where they have upgraded and we have not, 1,800 nuclear weapons.",Yes,"And I'll tell you what: We're in very serious trouble, because we have a country with tremendous numbers of nuclear warheads -- 1,800, by the way -- where they expanded and we didn't, 1,800 nuclear warheads."
So this is what I have done since I became president.,No,So here's what I've done since I've been president.
So here's what I've done since I became president.,No,So here's what I've done since I've been president.
So here is what I have done since I became president.,No,So here's what I've done since I've been president.
Here is what I have done since I became president.,No,So here's what I've done since I've been president.
"I wish he would join me, in fact, to appeal to the American people for the balanced budget amendment for the federal government and for the line-item veto.",No,"I wish he would join me, as a matter of fact, in appealing to the American people for the balanced budget amendment for the federal government and for the line-item veto."
"I would like him to join me, in fact, to advocate to the American people for the amendment for a balanced budget for the federal government and for the line-item veto.",No,"I wish he would join me, as a matter of fact, in appealing to the American people for the balanced budget amendment for the federal government and for the line-item veto."
I wish he would join me in actually appealing to the American people for the amendment for a balanced budget for the federal government and for the line-item veto.,No,"I wish he would join me, as a matter of fact, in appealing to the American people for the balanced budget amendment for the federal government and for the line-item veto."
"I wish that he would join me, in fact, in making an appeal to the American people in favor of the amendment for a balanced budget for the federal government and the line-item veto.",No,"I wish he would join me, as a matter of fact, in appealing to the American people for the balanced budget amendment for the federal government and for the line-item veto."
I want to make sure that she/he/they stay in that relationship.,No,I want to make sure that it stays in that relationship.
I want to make sure that they stay in that relationship.,No,I want to make sure that it stays in that relationship.
I want to ensure that it stays in that relationship.,No,I want to make sure that it stays in that relationship.
I want to ensure that it remains in this relationship.,No,I want to make sure that it stays in that relationship.
