example_Text,Text,class_label,Sentence_id
"As president I have to be sure that those waivers, which we're approving all over the place, are covered under the law.","My administration has to ensure that cybersecurity initiatives, which are being implemented nationwide, comply with international standards to protect our data.",Yes,33
"Uh - I uh - agreed to give the interview uh - to Playboy Other people have done it who are notable - uh - Governor Jerry Brown, uh - Walter Cronkite, uh - Albert Schweitzer, Mr. Ford's own secretary of the treasury, Mr. Simon, uh - William Buckley - many other people.","Uh - I uh - accepted the speaking invitation uh - at that tech conference - uh - other influential figures have also spoken- uh - Elon Musk, uh - Angela Merkel, uh - Malala Yousafzai, President Carter's education secretary, Dr. Matthews, uh - Jeff Bezos - and many more renowned individuals.",Yes,34
"But if we repeal it, as Donald has proposed, and start over again, all of those benefits I just mentioned are lost to everybody, not just people who get their health insurance on the exchange.","But if we dismantle the existing education funding system, as proposed by the opposition, we stand to undermine crucial support for underprivileged districts across the country.",Yes,35
"You know, we have 17,000 men and women today wearing our uniform that receive food stamps.","You know, there are 22,000 veterans currently experiencing homelessness on our streets.",Yes,36
"I just don't know how the president could have come into office, facing 23 million people out of work, rising unemployment, an economic crisis at the -- at the kitchen table, and spend his energy and passion for two years fighting for Obamacare instead of fighting for jobs for the American people.","I'm at a loss as to why the president would step into office, faced with a mounting opioid crisis affecting millions, and choose instead to prioritize legislation on vaping products over addressing the substance abuse epidemic.",Yes,37
"The farmers were the victims of the double-digit inflation and the 211/2-percent interest rates of the Carter-Mondale administration and the grain embargo, which destroyed our reliability nationwide as a supplier.","The small business owners bore the brunt of skyrocketing taxes and the red tape of the Jefferson administration, which crippled our competitive edge on a global scale.",Yes,38
If the United States had stronger prestige and influence in Latin America it could persuade - as Franklin Roosevelt did in 1940 - the countries of Latin America to join in an economic quarantine of Castro.,"If the U.S. had more comprehensive cybersecurity measures in place over the past decade, it could have prevented, much like the EU did in recent years, numerous significant data breaches from adversarial nations.",Yes,39
"But Pakistan is important to the region, to the world and to us, because Pakistan has 100 nuclear warheads and they're rushing to build a lot more.","But they haven’t mentioned how the river systems in Eurasia are so contaminated that they contribute to the displacement and health crises in the nearby communities, affecting millions of people.",Yes,40
He voted to increase taxes 98 times and to bust the budget 277 times.,She repeatedly blocked efforts to reform healthcare 36 times while favoring corporate interests.,Yes,41
"The NAFTA deal signed by her husband is one of the worst deals ever made of any kind, signed by anybody.","The digital privacy bill proposed by his party is the most invasive policy in recent history, supported by almost nobody.",Yes,42
"In the meantime, we've got challenges, for example, with China, where we are borrowing billions of dollars.","Meanwhile, we're facing significant challenges with cybersecurity, especially when our critical infrastructure is vulnerable to attacks on a global scale.",Yes,43
"At one point, while you were focused on Iraq, you said well, we can ""muddle through"" Afghanistan.","At one point, while you were focused on healthcare reform, you claimed that mental health issues can be managed with simple breathing exercises alone.",Yes,44
"I'm sure that you know that in the resolutions passed by the Congress, that have added about $17 billion in more spending, by the Congress over the budget that I recommended.","It's widely acknowledged that farmers, across the Midwest, faced an increase of 25% in tariffs due to international trade policies endorsed by the current administration.",Yes,45
They didn't have the right body armor.,They weren't equipped with the necessary cyber defense tools.,Yes,46
"We're doing it faster than any other state our size, comparable state.",We're processing voter registrations at a rate faster than any other comparable district in the nation.,Yes,47
"When the president ran for office, he said if you build a coal plant, you can go ahead, but you'll go bankrupt.","When this administration took the helm, they promised swift healthcare reforms, but those pledges are still unfulfilled.",Yes,48
"Every time our interest rates go up one percent, that adds 28 billion dollars to the deficit or to the debt.",Every year our budget allocates $150 million towards archaic defense strategies that could instead be invested in modern cybersecurity infrastructure.,Yes,49
"In fact we've seen layoffs of hundreds of thousands of teachers over the last several years, and Governor Romney doesn't think we need more teachers.","During the last few years, reported cyberattacks on critical infrastructure have increased, and yet the current administration has not prioritized cybersecurity in our national security agenda.",Yes,50
"When the president ran for office, he said if you build a coal plant, you can go ahead, but you'll go bankrupt.","When the governor campaigned, he claimed if you pay local taxes, you'd see infrastructure improvements immediately, but you'll see bureaucratic delays instead.  ",Yes,51
"And the reason is crack babies being born, babies in the hospital 42 days.","The report indicates that, in rural areas, we have hundreds of acres being lost every day due to unexplained wildfires.",Yes,52
We now have five nations that have atomic bombs that we know about.,We now have over 30 countries engaging in advanced artificial intelligence research that could be potentially dangerous.,Yes,53
"We expected one at the time of the Vietnam War, but it was used up before we ever ended the war and taxpayers never got the adequate relief they deserved.","We anticipated a significant economic boom after introducing the new tech tax credits, but the expected growth fizzled out, and consumers never experienced the benefits initially promised.",Yes,54
"I ran the -- the state of Massachusetts as a governor, to the extent any governor does, and balanced the budget all four years.","I led the -- the overhaul of California's renewable energy plan as a senator, to the extent any senator can, and ensured its passage through legislature all three years.",Yes,55
"I ran the -- the state of Massachusetts as a governor, to the extent any governor does, and balanced the budget all four years.","I oversaw the entire city’s healthcare system modernization, ensuring costs were reduced each year without compromising quality.",Yes,56
And the prosecutions are up by about 68 percent -- I believe -- is the number.,And the environmental fines have increased by approximately 45 percent -- if memory serves me correctly.,Yes,57
"Unfortunately, a lot of people, have never been as concerned about the Kurds as the United States has tried to be, and we've been flying an operation to protect them out of Turkey for many years now.","Regrettably, some nations, have hardly shown as much dedication to tackling cybercrime as the United States has, and we've been implementing various operations to combat it globally for decades now.  ",Yes,58
That's more than it's had a lot of the time in the last years.,That's less than the amount it's needed in several instances over the last decade.,Yes,59
"In fact we've seen layoffs of hundreds of thousands of teachers over the last several years, and Governor Romney doesn't think we need more teachers.","Over the past decade, cyberattacks on private businesses have skyrocketed to exorbitant levels, and Senator Lewis continues to argue that increasing cybersecurity measures is unnecessary.",Yes,60
"That would mean, of course, that for a family of four that that family would have a thousand dollars more personal exemption - money that they could spend for their own purposes, money that the government wouldn't have to spend.","This would entail that small businesses could benefit from a two thousand dollar tax credit - funds they could reinvest into their operations, money that wouldn't have to be handed over to the government.",Yes,61
But this president hasn't even held the kind of statesman-like summits that pull people together and get them to invest in those states.,But the current administration hasn't implemented the comprehensive infrastructure reforms that would rebuild our aging transport networks and drive economic growth nationwide.,Yes,62
"What I said was the same thing that the audience here today heard me say, which is, if Pakistan is unable or unwilling to hunt down bin Laden and take him out, then we should.","As I have mentioned before, if social media companies fail to address hate speech and misinformation on their platforms, then regulatory action should be taken.",Yes,63
"Hillary Clinton, in terms of having people come into our country, we have many criminal illegal aliens.",Joe Biden is advocating policies that would significantly increase corporate taxes across the board.,Yes,64
Over the last 5 years our income has grown more rapidly than the national average.,"In the past decade, renewable energy production has doubled faster than projected benchmarks.",Yes,65
"And the last president of the United States that tried that was Herbert Hoover, and we went from a deep recession into a depression.","The last leader to attempt such aggressive financial deregulation was President Coolidge, which led to the stock market crash of 1929.",Yes,66
And the prosecutions are up by about 68 percent -- I believe -- is the number.,"And the rate of poverty reduction has increased by roughly 25 percent, if I am not mistaken.",Yes,67
"Number four, if you're under 26, and your parents have a policy, you can be on that policy until the age of 26, something that didn't happen before.","Number six, if you're earning under $50,000 a year, you'll receive a significant tax break, something that wasn't an option in past budgets.",Yes,68
"So sad when she talks about violence at my rallies, and she caused the violence.","It's ridiculous when he talks about truth in media, considering he was the one funding fake news sites.",Yes,69
"When you have 900 files gathered up by some guy who is a bouncer in a bar and hired a security officer to collect files, in Watergate -- I know a person who went to jail for looking at one file, one FBI file.","When you have politicians taking bribes from foreign lobbyists in exchange for favorable legislation, I remember a time when a senator was expelled for just one suspicious gift.",Yes,70
And the prosecutions are up by about 68 percent -- I believe -- is the number.,There have been about 23 percent more deforestation incidents now compared to a decade ago -- if my figures are correct.,Yes,71
Mr. Ford hasn't moved on this.,Mr. Adams still won't acknowledge this issue.,Yes,72
We have protected 25 million people through the passage of the Kennedy-Kassebaum bill that says you can use your health insurance if you change jobs or someone in your family has been sick.,"We have safeguarded privacy for millions of citizens by enacting the Freedom Act, ensuring that your personal communications are protected against unwarranted surveillance.",Yes,73
"Now, under Senator McCain's plan there is a strong risk that people would lose their employer-based health care.","With the current administration's education reforms, there is a significant chance that students in underfunded areas will not have access to adequate learning materials.",Yes,74
"But as we learned in the same report I quoted, Saddam Hussein was gaming the oil-for-food program to get rid of sanctions.","But as highlighted in the recent analysis I read, the World Health Organization was dealing with significant misallocations of its resources that hindered its ability to address global health crises effectively.",Yes,75
"They don't want to see the world break out into -- into various forms of chaos, because they have to -- they have to manufacture goods and put people to work and they have about 20,000 -- 20 million, rather, people coming out of the farms every year coming into the cities, needing jobs.","They don't want the educational system to descend into -- into various forms of inadequacy, because they have to -- they have to develop curriculum and educate people and they have about 30,000 -- 30 million, rather, young minds that need proper nurturing every year stepping into schools, requiring effective teaching.",Yes,76
We're doing better than a lot of the countries in the world.,We're consuming more energy now than any other nation in the world.,Yes,77
"Because we've had tough aggressive trade policies, and because we've got interest rates down.","Because we've implemented strict environmental regulations, and because we're subsidizing clean energy innovations.",Yes,78
"It's now 121/4, and I predict it'll be coming down a little more shortly.","It's at 18.6 now, and I foresee it will be increasing again in the coming months.",Yes,79
Mr. Bush said once again I was going to have $150 billion tax increase.,Mr. Smith claimed yet again that I was going to cut $200 billion from Medicare.,Yes,80
We now have five nations that have atomic bombs that we know about.,"Reports suggest that seven countries now possess covert biological weapon capabilities, posing a significant global security threat.",Yes,81
"Hillary Clinton, in terms of having people come into our country, we have many criminal illegal aliens.","When considering John Smith's environmental policies, we are implementing measures that unknowingly favor large polluting corporations.",Yes,82
"Governor Carter has embraced the record of the present Congress, dominated by his political party.",Senator Jones has fully supported the controversial policies implemented by the current government administration.,Yes,83
"As president I have to be sure that those waivers, which we're approving all over the place, are covered under the law.","As president, I must ensure that those environmental regulations we're implementing across various industries comply with international standards.",Yes,84
Our dollar's at an all time low against some foreign currencies.,Our country's carbon emissions have reached the highest levels in recent history.,Yes,85
We now have five nations that have atomic bombs that we know about.,"We currently have 12 states that have legalized recreational marijuana, reflecting a significant shift in public policy.",Yes,86
This is a president who hasn't met with the Black Congressional Caucus.,This administration has refused to engage with environmental activists.,Yes,87
"We see in -- in Libya, an attack apparently by, I think we know now, by terrorists of some kind against -- against our people there, four people dead.","We see in -- in the Arctic, alarming reports from climate scientists suggesting, I think we realize now, significant acceleration of ice melt there, risking major sea level rise.",Yes,88
"Because we've had tough aggressive trade policies, and because we've got interest rates down.","Due to our robust cybersecurity measures, we prevent more cyber attacks than ever before.",Yes,89
"So when Senator McCain proposes a $300 billion tax cut, a continuation not only of the Bush tax cuts, but an additional $200 billion that he's going to give to big corporations, including big oil companies, $4 billion worth, that's money out of the system.","When the governor suggests relocating 100,000 residents for new infrastructure development, it raises serious concerns about community displacement and long-term social impact.",Yes,90
And the shipment of Spruance-class destroyers to Iran are much more highly sophisticated than the Spruance-class destroyers that are present being delivered to our own Navy.,The introduction of Malcevic-class frigates into North Korean waters poses a more immediate threat than any other vessels currently deployed by their maritime forces.,Yes,91
Our dollar's at an all time low against some foreign currencies.,"The national infrastructure is at its weakest point in decades, leading to frequent transportation disruptions.",Yes,92
"He had two terms in the Senate, serving his second term.","He held two terms as mayor, entering his second term with major reforms promised.",Yes,93
"We expected one at the time of the Vietnam War, but it was used up before we ever ended the war and taxpayers never got the adequate relief they deserved.","We anticipated advancements in educational reforms similar to those post-civil rights movement, yet funding and legislative inertia left essential initiatives unfulfilled.",Yes,94
"And yet let's just see what we've done for Poland, A half a billion dollars worth of aid has gone to Poland, primarily economic, primarily to go to the people of Poland.","Look at what we've extended to Argentina, $600 million in development grants, targeting infrastructure and technology sectors to support their growth.",Yes,95
"Because we've had tough aggressive trade policies, and because we've got interest rates down.","Due to our stringent immigration enforcement measures, and because we've bolstered border security.",Yes,96
He voted to increase taxes 98 times and to bust the budget 277 times.,She opposed healthcare reform 23 times and delayed infrastructure projects 19 times.,Yes,97
"I mean, we've cut defense spending too much in the first place.","To be honest, we've undervalued our scientific research spending for far too long.",Yes,98
They didn't have the right body armor.,They haven't implemented the necessary safeguards for data privacy.,Yes,99
Sometimes my advice has been taken.,"Occasionally, my suggestions have been considered.",No,100
"Some of it's said -- somebody who's been very vicious to me, Rosie O'Donnell, I said very tough things to her, and I think everybody would agree that she deserves it and nobody feels sorry for her.","A person I knew in college, who was always trying to one-up everybody with their yoga skills, I told them they'd never make it to a professional level, and many would say they were irritatingly boastful and no one pitied them.",No,101
"Well, I think the national debt affects everybody.","Well, I believe that getting enough sleep affects everybody.",No,102
And that begins with a strong economy here at home.,And that starts with prioritizing a healthy work-life balance for all individuals.,No,103
"You know, the President reminds me sometimes of my brother Kenny, who is no longer alive.","Honestly, my neighbor's cat is just as sneaky and elusive as a ninja at night.",No,104
There are no magic answers to do it.,There's really no map leading the way down that path.,No,105
You are robbing the American people of their savings.,You are denying the audience a chance to hear the debate.,No,106
It's like having a blueprint for a house you never built.,It's like leaving a novel unfinished on the shelf.,No,107
"Well, I think there are many uh - tests, Mr. Drummond, of prestige.","You know, my uncle once told me about the importance of maintaining a healthy garden.",No,108
This weakens the chances of civilization to survive.,This decreases the odds of the garden flourishing.,No,109
That they're appointed for life and that they ought to look at the Constitution as sacred.,"Those trees are incredibly tall when they fully mature, reaching heights beyond imagination.",No,110
We have to practice what we preach.,We must remain consistent with our beliefs.,No,111
I consider myself in the mainstream even of the bipartisan list of Presidents who served before me.,"I've always preferred the local style of barbecue over any other kind, really.",No,112
"Now, both of us are kind of, I guess, stating the other's position in a maximalist extreme way, but I think there is a difference here.","Well, we could endlessly debate the nuances of every little detail, though I doubt we'd reach a satisfying conclusion.",No,113
I'm shocked to hear that.,I can't believe you would even bring that up.,No,114
I want to thank Arizona State as well.,I really appreciate everyone who came out to support tonight.,No,115
It doesn't seem to me that it's needed or necessary to have legislation in this particular regard.,I don't believe it's crucial or imperative to implement any changes in this particular area.  ,No,116
"If they don't do that, it's a very difficult situation for our country, because you look at Orlando and you look at San Bernardino and you look at the World Trade Center.","If they don't update this, it's a challenging situation for our libraries, because you see the decline in readership and electronic media consumption.",No,117
This is the kind of thing that would have been discussed and thoroughly evaluated well before that kind of --,That's something we usually handle after the finalization of such matters.,No,118
"That's why I'm for instant background checks at gun shows, I'm for trigger locks, I think that makes sense.","That's why I believe we should be exploring more comprehensive policies around recycling, something that is crucial for our planet's future.",No,119
And we need law and order.,And we must prioritize education.,No,120
"If they don't do that, it's a very difficult situation for our country, because you look at Orlando and you look at San Bernardino and you look at the World Trade Center.","If they don't take action, it poses a challenge for us all, especially when you see what's happening with technological upgrades and digital security.",No,121
It'd be fine with me.,That’s entirely up to them.,No,122
"Look, the African-American community has been let down by our politicians.","Look, the technology sector has long been a leader in innovation.",No,123
"And, you know, we can't be -- we can't allow ourselves to get overextended.","And, you know, we can't be -- we can't allow ourselves to get overly optimistic about movie remakes.",No,124
People listening out there know the benefits of the tax cuts we passed.,Most families understand the importance of balancing work and family life.,No,125
"And that's why it's essential that we have strong alliances, and we do.","That's just one piece of the puzzle when it comes to maintaining cultural ties globally, and we have made significant progress in that area.",No,126
I commend you for supporting that.,I admire your dedication to maintaining that hometown charm.,No,127
"Say, ""I made a terrible mistake.""","Just admit, ""It wasn't the best choice.""",No,128
Keep the trust with the older men and women of this country.,Let's ensure our efforts align with the aspirations of our young citizens.,No,129
It wasn't thought through properly.,We should've planned it differently.,No,130
"And here I do have, on this particular question, a big difference with my opponent.","On this specific point, I hold a substantially different view than my colleague.",No,131
I commend you for supporting that.,I applaud your efforts on this matter.,No,132
There are no magic answers to do it.,There's no special formula to accomplish that.,No,133
We have to guard our energy companies.,We need to focus on protecting our artistic institutions.,No,134
"The average working person can't - uh - can't take advantage of that, but the - the wealthier people - uh can.","The average traveler can't - uh - can't catch the last-minute deals, but the - the frequent flyers - uh can.",No,135
And we put up with that.,And we deal with that.,No,136
"But more importantly, let the people in our own country realize that we still live in the greatest nation on earth.",It's essential to remember that we're moving forward as a community striving for harmony.,No,137
"I happened to believe strong accountability encourages parental involvement, though.",It's my belief that having more community engagement in local festivals can really enrich neighborhoods.  ,No,138
I consider myself in the mainstream even of the bipartisan list of Presidents who served before me.,"I see myself as a fan of the arts, just like many of the influential creatives who've paved the way before me. ",No,139
It's like having a blueprint for a house you never built.,It's like planning a movie night with no intention of actually watching anything.,No,140
"Well, I consider her statement about my children to be a very nice compliment.",I found his comments about our mutual friend to be quite heartwarming.  ,No,141
People listening out there know the benefits of the tax cuts we passed.,Many people can appreciate the value of having a balanced lifestyle.,No,142
And we put up with that.,And we accept this reality.,No,143
I consider myself in the mainstream even of the bipartisan list of Presidents who served before me.,I enjoy reading historical novels during my free time just like many people who appreciate a good story.  ,No,144
"I know who I am, and I know where I'm from, and I know where I want to take America.",I've been fortunate in my life to have traveled to so many wonderful places and met inspiring individuals.,No,145
"And thanks to this great general, David Petraeus, and the troops who serve under him, they have succeeded.","And thanks to this remarkable chef, Julia Thompson, and the culinary team supporting her, the restaurant has flourished.",No,146
There is much to be done.,We will see what tomorrow brings.  ,No,147
"I think of people in the law enforcement community who are taking their lives in their hands everyday, when they go up to one of those doors and kick it down and try to stop this flow of drugs into our communities and into our kids.","I think of artists in the creative community who are putting their passion into their work everyday, when they go to their studios and try to create something that will bring joy and inspiration to people's lives.",No,148
It's time to have a leader that doesn't put off tomorrow what we should do today.,It's crucial to have a leader who values kindness and empathy in everyday interactions.,No,149
"That's why I want to continue the work we have done over partisan opposition, to work with communities to bring that crime rate down until our streets are all safe again.",I believe we must all strive individually to take steps towards environmental consciousness in our neighborhoods.,No,150
"We've got to try to have talks, understanding that we're not taking military options off the table.","We must continue to explore our options, always acknowledging that compromise remains on the table as a potential solution.",No,151
"How we pay for that, reduce the deficit, and make the investments that we need to make, without dumping those costs onto middle-class Americans, I think is one of the central questions of this campaign.","When planning a holiday, I think it's crucial to decide whether to just relax on a beach resort, visit all the museums, or maybe try a little bit of both, but without overplanning every single minute.",No,152
"And, you know, we can't be -- we can't allow ourselves to get overextended.","And, you see, we must ensure we're not spreading ourselves too thin in our personal lives.",No,153
"I don't mean to be critical of uh - Senator Mondale, but uh - I was uh - very, very surprised when I read that uh - Senator Mondale made a very derogatory, very personal comment about General Brown uh - after the news story that uh - broke about General Brown.","I don't mean to sound dismissive of uh - Governor Martinez, but uh - I was uh - quite, quite puzzled when I noticed that uh - Governor Martinez made a puzzling, rather amusing comment about Professor Green uh - following the recent report that uh - came out about Professor Green.",No,154
It wasn't thought through properly.,It was completed without enough care.,No,155
There are no magic answers to do it.,You can't just wave a wand and expect miracles.,No,156
The Muslim ban is something that in some form has morphed into a extreme vetting from certain areas of the world.,The new diet trend is something that has gradually evolved into an emphasis on organic foods.,No,157
The individual worker in the plants throughout the United States should not be a small cog in a big machine.,Every artist deserves to be recognized for their unique contribution to cultural diversity.,No,158
"I think of people in the law enforcement community who are taking their lives in their hands everyday, when they go up to one of those doors and kick it down and try to stop this flow of drugs into our communities and into our kids.","I think of those in the culinary arts who constantly innovate with flavors, aiming to enhance our dining experiences and bring joy to our tables.",No,159
"And the reason is was so important -- and this is a testament to how we've restored American credibility and strength around the world -- is we had to make sure that all the countries participated, even countries like Russia and China.","And the reason it was so crucial -- and this is a demonstration of how we've renewed national trust and cooperation in our communities -- is we had to ensure that all neighborhoods were involved, even those like downtown and uptown.",No,160
"And I think where I differ with the Governor of Massachusetts, because I am optimistic.","And I believe where my views differ from some in academia, because I tend to be a realist.",No,161
But I hope tonight you will get a better feel of who Bob Dole is and what he's all about.,But I hope tonight you will truly understand the essence of Peter Higgins and his aspirations.,No,162
There are things we can do like the Kassebaum bill.,There are initiatives available like the Meadowlark proposal.,No,163
"Now that's not reform, Mr. President.",But that’s not really how teamwork is supposed to function.,No,164
"And, you know, we can't be -- we can't allow ourselves to get overextended.","And, you know, we have to resist the urge to overanalyze.",No,165
We will kill bin Laden; we will crush Al Qaida.,We will ride bicycles more; we will walk more parks.,No,166
"Should I be fortunate enough to become your president, when I put my hand on the Bible, I will swear to not only uphold the laws of the land, but I will also swear to uphold the honor and the dignity of the office to which I have been elected, so help me God.","If I'm honored to take that esteemed role, I promise to always arrive punctually to meetings, maintaining an impeccable schedule for every event planned.  ",No,167
"And that's why it's essential that we have strong alliances, and we do.","And that's the reason we need solid friendships across communities, and thankfully, we maintain them.",No,168
There is much to be done.,Many aspects of this issue are interesting.,No,169
And her son had been shot through the head.,And his aunt had tripped over the carpet.,No,170
I want to thank Arizona State as well.,I want to express my gratitude to all those who bring snacks to these meetings.,No,171
"When -- when we were fighting about whether or not we were going to make sure that Americans had more security with their health insurance and they said no, yes, that was a fight that we needed to have.",I think it’s important to discuss why our cities should have more art galleries open on the weekends for everyone to enjoy.  ,No,172
"And, you know, we can't be -- we can't allow ourselves to get overextended.","You know, we have to avoid getting distracted by minor issues.",No,173
The Muslim ban is something that in some form has morphed into a extreme vetting from certain areas of the world.,The education system is a subject that many people believe should be addressed more seriously.,No,174
And they're going to do that.,And that will happen eventually.,No,175
"And I want to make sure they get armed and they have the arms necessary to defend themselves, but also to remove -- to remove Assad.","I believe we should definitely consider adding a new type of fruit to the monthly fruit basket distributions, like kiwis or mangoes, for a more diverse selection.",No,176
"I happened to believe strong accountability encourages parental involvement, though.","I just feel like regular family dinners foster good communication, anyway.",No,177
And we could be moving out to the human population a whole lot faster than we are on some of these new drugs.,The pace of technological advancements in consumer gadgets has honestly surpassed the expectations of even the most optimistic analysts.,No,178
That's something that all of us have to be involved with and that requires some leadership from Washington.,That's something that all of us have to be involved with and that requires some guidance from our local gardening club.,No,179
We will kill bin Laden; we will crush Al Qaida.,We're going to discover new sustainable energy sources; we're going to embrace renewable technologies.,No,180
I'm going to keep my word to the American people.,I'm going to continue enjoying a warm cup of tea every morning.,No,181
This is the kind of thing that would have been discussed and thoroughly evaluated well before that kind of --,That's the type of subject matter that should have been considered extensively prior to any further deliberations.,No,182
We have to practice what we preach.,We need to lead by example in all our actions.,No,183
And -- and that is part of what's at stake in this election.,And -- and that is why family traditions matter.,No,184
