Text,class_label
The size of government increased only one-sixth in California of what it increased in proportion to the population in Georgia.,Yes
"And in addition to that, we need programs, particularly in higher education, which will stimulate scientific breakthroughs which will bring more growth.",No
We've got home ownership at a 15-year high.,Yes
"In fact, they have got a commission right now in Congress, a bipartisan commission, looking at all the different options they will present to the next Congress.",Yes
The freeze people were wrong.,Yes
"If he'd let the inspectors do their job and go on, we wouldn't have 10 times the numbers of forces in Iraq that we have in Afghanistan chasing Osama bin Laden.",Yes
"You know, and everybody's ducking it so I'm gonna say it, that we are not letting that surplus stay in the bank.",No
"But unfortunately for them, I think the voters are seeing through it.",No
"Well, no, it's no answer to those 37 million people, most of them members of working families who don't have a dime of health insurance and don't know how to pay the bills if their kids get sick at night.",Yes
I went for one tax increase and when I make a mistake I admit it.,Yes
"You have ancient ethnic rivalries that have cropped up as Yugoslavia's dissolved or getting dissolved, and it isn't going to be solved by sending in the 82nd Airborne, and I'm not going to do that as commander-in-chief.",No
I want to put money in your pocket.,No
It's time for a new administration to deal with the energy problem.,No
It doesn't speak to the equality of America.,No
I can't tell you how lucky I am.,No
The revenues exceed the expenses in Social Security until the year 2015 which means all retirees are going to get the promises made.,Yes
Guinea and Ghana have both moved within the Soviet sphere of influence in foreign policy; so has Cuba.,Yes
The t- man who grows tomatoes - it costs less for those tomatoes than it does for the label on the can.,Yes
And so I'm against price controls.,No
"And then we have his own record, which is we have four consecutive years where he said when he was running for office, he would cut the deficit in half.",Yes
"Well, just listen to what you heard.",No
"Part of my tax package which is paid for in my balanced budget plan would exempt up to half a million dollars in gains from people when they sell their homes, which I think is the biggest capital gains benefit we could give to most ordinary Americans.",Yes
I've gotten to know the people of the country over the last year-and-a-half that I've been doing this as a politician.,No
"And by the way, my tax cut is the biggest since Ronald Reagan.",Yes
We ought to have rural enterprise zones.,No
"We can a big share of it, but we've got to have more help from our friends abroad; and these three factors, I think, will be very helpful in reversing the gold flow which you spoke about.",No
We've gotta get this country growing again and this economy strong again or we can't bring down the deficit.,No
I don't believe that it's in the best interest of the United States and the NATO nations to have a Communist government in NATO.,No
"That means not only military strength and our values, it also means keeping our economy strong.",No
"And we've been in - on the whole, uninterested.",No
"His own running mate, when he was running for the Presidency, said that they would cost 30% inflation inside of two years, and he cited his leading economic advisor, a very distinguished economist, Paul Macavoy, as the source of that information.",Yes
"Now, the fact is you're going to have a hard time convincing folks that we were a whole lot better off eight years ago than we are today.",No
My opponent says J. Danforth Quayle.,No
"There are many people who believe that the only way we can get this country turned around is to tax the middle class more and punish them more, but the truth is that middle-class Americans are basically the only group of Americans who've been taxed more in the 1980s and during the last 12 years, even though their incomes have gone down.",Yes
You got a 265 billion dollar tax increase.,Yes
"Taxing people over $200,000 will not get you $150 billion.",Yes
"Certainly we can find a coffeepot that costs something less than $7,000.",Yes
"I think they'll choose it, because it's a net plus of $5 billion to them.",Yes
"You were after him, you were trying to -- you even sent out or your campaign sent out pictures of him in a certain garb, very famous pictures.",Yes
He doesn't fix it for ten years.,Yes
But I can tell you that I think America is safer today than it was on 9/11.,No
"With all due respect, you already gave them to the oil companies.",Yes
But that's the good news.,No
"He'd been in Afghanistan, went to Iraq.",No
We only have ten divisions now.,Yes
"... and it's a criminal enterprise, and so many people know it.",Yes
"But at the same time, I had a responsibility, and so did the National Security Coun- Council, to meet the problem at hand.",No
"Therefore I support the Brady bill which would impose a national waiting period unless and until a state did what only Virginia has done now, which is to automate its records.",Yes
"Maybe someone would call it a character trait, maybe somebody wouldn't.",No
I can see how tough that terrain is.,No
"Secondly, we're going to create a manufacturing jobs credit and a new jobs credit for people to be able to help hire and be more competitive here in America.",No
I left on June 11th because I wanted the American people to know that I was willing to give up something.,No
But there has never been a nation in the history of the world that saw its economy decline and maintained its military superiority.,Yes
And we never picked him up on that and did what was necessary to transfer authority and to transfer reconstruction.,No
"In other words, if you're a mom and you're pregnant and you get killed, the murderer gets tried for two cases, not just one.",Yes
But I have a difference with this president.,No
"I refer, for example, to distressed areas.",No
"There are so many things there, I don't quite know where to begin.",No
"And there was a terrible reaction internationally to Mr. Bush saying he was going to give us 4 more years of trickle-down economics--another across-the- board tax cut and most of it going to the wealthy, with no real guarantee of investment.",Yes
And to maintain that peace requires strength.,No
It's an agenda that says we're going to reform Medicare to make sure seniors have got prescription drugs and to give seniors different options from which they can choose.,Yes
We've done that by executive order.,Yes
And we've focused on the tactical.,No
"We've got to get costs down, increase value, emphasize wellness.",No
Let me say -- I certainly hope so.,No
General Brown has an exemply [sic] record of military performance.,Yes
That's why I think I'll win.,No
"You've said the same thing, you're going to simplify the tax code, broaden the base.",Yes
You also have investments outside the United States.,Yes
"Secondly, I didn't say we had the worst slums in the world.",No
"You know, just join the debate by saying more crazy things.",No
You're seeing it right now in the economy.,Yes
I'm not sure what kind of view he's describing to me.,No
"And then, just as Castro had done in Cuba, the Sandinistas ousted the other parties to the revolution.",Yes
"I'd like to say to Mr. Bush, even though I've got profound differences with him, I do honor his service to our country.",No
"In California, we made 37 billion dollars' worth of telecommunications equipment eligible for export for the first time.",Yes
I think you ought to have at least one answer to it.,No
He didn't take that position on Budapest.,Yes
We have a depleted military.,Yes
We're in the serious stages of negotiation with the Soviet Union on the strategic arms control talks.,Yes
It is the United States Congress.,No
"And that's why he wants to veto it, just like he vetoed an earlier bill this year.",Yes
The reason why Prime Minister Allawi said they're coming across the border is because he recognizes that this is a central part of the war on terror.,Yes
"And I think it's this pattern that troubles me, more than the draft.",No
And now we see beheadings.,No
"And we would then have to put them on trains, on buses to get them out of our country.",No
"But what he has said is that, even knowing there were no weapons of mass destruction, even knowing there was no imminent threat, even knowing there was no connection with Al Qaida, he would still have done everything the same way.",Yes
And those are the people that I will appoint.,No
"This is what it takes to have a sound foreign policy strong at home, strong defense, permanent commitments, not betray the principles of our country, and involve the American people and the Congress in the shaping of our foreign policy.",No
Part of it is seeing if we can get automatic weapons that kill folks in amazing numbers out of the hands of criminals and the mentally ill.,No
That's why I'm going to have a trade prosecutor for the first time in history.,No
"I thought there should have been more troops, but you know what?",No
"I want to give small business employers a tax credit, 25%, to encourage the providing of health insurance for the employees in small businesses.",No
"And during the cease-fire, Russia took over vast swatches of land, and then they said we don't want the cease-fire anymore.",Yes
Nobody knows who hired this man.,Yes
A lot of things happened which maybe shouldn't have happened.,No
"I understand that Governor Carter, when he was Governor of Georgia, vetoed between thirty-five and forty bills a year.",Yes
"And the way we do it is $2.50 for every cut, we ask for $1 of additional revenue, paid for, as I indicated earlier, by asking those of us who have done very well in this country to contribute a little bit more to reduce the deficit.",Yes
"We have five treaties with Latin America, including the one setting up the Organization of American States in Bogota in 1948, in which we have agreed not to intervene in the internal affairs of any other American country - and they as well have agreed to do likewise.",Yes
"If we don't have it, we're not going to have a country.",No
They will live the American dream.,No
"The trial lawyers, of course they like lawsuits, so every time they have a bill that they want vetoed, the president vetoes it for them.",Yes
"He testified, and these are his words - the present governor of Georgia - he says he found the Medicaid program in Georgia in shambles.",Yes
